,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.183000E+02,3.537246E+00,1.462019E+01,1.012000E+02,3.637584E+00,1.966142E+01,8.950000E+01,4.213696E+00,2.302347E+01,8.100000E+01,5.286423E+00,2.445031E+01,7.440000E+01,7.249052E+00,2.334678E+01
gammam,9.800000E+01,6.372016E+00,1.411084E+01,1.042000E+02,5.251922E+00,1.435358E+01,1.118000E+02,4.584260E+00,1.368966E+01,1.212000E+02,4.253075E+00,1.223524E+01,1.336000E+02,4.305524E+00,9.992035E+00
gammamRNA,8.850000E+01,6.751479E+00,1.730632E+01,9.460000E+01,5.341518E+00,1.772210E+01,1.024000E+02,4.501787E+00,1.683015E+01,1.126000E+02,4.046134E+00,1.483202E+01,1.266000E+02,3.998248E+00,1.177513E+01
gammad,1.430000E+02,4.580838E+00,8.375449E+00,1.431000E+02,4.614299E+00,8.310906E+00,1.432000E+02,4.667814E+00,8.208886E+00,1.433000E+02,4.753730E+00,8.047909E+00,1.435000E+02,4.891480E+00,7.795772E+00
alphaass,1.235000E+02,3.772970E+00,1.284392E+01,1.089000E+02,3.801457E+00,1.642649E+01,9.830000E+01,4.241599E+00,1.882587E+01,9.030000E+01,5.089317E+00,1.990490E+01,8.380000E+01,6.610001E+00,1.928374E+01
alphadiss,8.310000E+01,6.901331E+00,1.899940E+01,8.960000E+01,5.214281E+00,1.989414E+01,9.770000E+01,4.293005E+00,1.892584E+01,1.085000E+02,3.816487E+00,1.653524E+01,1.234000E+02,3.772059E+00,1.288856E+01
phi0,1.179000E+02,3.531812E+00,1.475240E+01,1.007000E+02,3.651046E+00,1.981271E+01,8.900000E+01,4.253931E+00,2.314413E+01,8.050000E+01,5.377741E+00,2.446405E+01,7.390000E+01,7.467034E+00,2.313393E+01
f1,1.432000E+02,4.683356E+00,8.172607E+00,1.431000E+02,4.696884E+00,8.163534E+00,1.428000E+02,4.726474E+00,8.143618E+00,1.423000E+02,4.791647E+00,8.099417E+00,1.410000E+02,4.936796E+00,7.976781E+00
f2,1.432000E+02,4.689869E+00,8.166988E+00,1.432000E+02,4.688737E+00,8.169483E+00,1.431000E+02,4.681048E+00,8.186499E+00,1.429000E+02,4.629377E+00,8.302043E+00,1.411000E+02,4.313822E+00,9.059606E+00
f3,1.210000E+02,2.773114E+00,1.794401E+01,1.032000E+02,2.555946E+00,2.709725E+01,8.970000E+01,2.835161E+00,3.477395E+01,7.890000E+01,3.648480E+00,3.940095E+01,6.980000E+01,5.644642E+00,3.793293E+01
f12,1.432000E+02,4.689048E+00,8.168903E+00,1.431000E+02,4.689090E+00,8.169712E+00,1.431000E+02,4.689342E+00,8.175295E+00,1.430000E+02,4.691338E+00,8.213045E+00,1.417000E+02,4.719681E+00,8.455231E+00
f13,1.431000E+02,4.689064E+00,8.169680E+00,1.431000E+02,4.689436E+00,8.187605E+00,1.428000E+02,4.691259E+00,8.241496E+00,1.420000E+02,4.703294E+00,8.399082E+00,1.393000E+02,4.803175E+00,8.796112E+00
f23,1.432000E+02,4.689311E+00,8.168380E+00,1.431000E+02,4.688472E+00,8.169708E+00,1.432000E+02,4.682779E+00,8.178767E+00,1.433000E+02,4.644145E+00,8.240495E+00,1.440000E+02,4.390714E+00,8.659145E+00
f123,1.432000E+02,4.688012E+00,8.170664E+00,1.432000E+02,4.681201E+00,8.182932E+00,1.434000E+02,4.642487E+00,8.253030E+00,1.444000E+02,4.427182E+00,8.655657E+00,1.517000E+02,3.486372E+00,1.084702E+01
kb1,1.338000E+02,2.770351E+00,3.902771E+01,1.379000E+02,2.576814E+00,3.241248E+01,1.409000E+02,2.555836E+00,2.593488E+01,1.428000E+02,2.721052E+00,1.977764E+01,1.435000E+02,3.208825E+00,1.393265E+01
kb2,1.431000E+02,4.626154E+00,8.673964E+00,1.431000E+02,4.642267E+00,8.512731E+00,1.431000E+02,4.670225E+00,8.293575E+00,1.432000E+02,4.718161E+00,7.996980E+00,1.433000E+02,4.797999E+00,7.599769E+00
kb3,1.236000E+02,2.942585E+00,1.534595E+01,1.083000E+02,2.646764E+00,2.096128E+01,9.700000E+01,2.775926E+00,2.485990E+01,8.800000E+01,3.281723E+00,2.648058E+01,8.080000E+01,4.543250E+00,2.449266E+01
ku1,1.776000E+02,3.665012E+00,6.262321E+00,1.683000E+02,3.725789E+00,7.005307E+00,1.591000E+02,3.925886E+00,7.594431E+00,1.501000E+02,4.278038E+00,8.003523E+00,1.413000E+02,4.816897E+00,8.173022E+00
ku2,1.432000E+02,4.679267E+00,8.237374E+00,1.429000E+02,4.622722E+00,8.758406E+00,1.429000E+02,4.609414E+00,8.972424E+00,1.428000E+02,4.605791E+00,9.059383E+00,1.428000E+02,4.604623E+00,9.094598E+00
