,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,8.730000E+01,1.006828E+00,2.549075E+01,6.810000E+01,1.183335E+00,3.543872E+01,5.710000E+01,1.537848E+00,4.261641E+01,4.930000E+01,2.192415E+00,4.682079E+01,4.280000E+01,3.640238E+00,4.595639E+01
gammam,4.220000E+01,3.292036E+00,4.885009E+01,4.700000E+01,1.905810E+00,5.139815E+01,5.240000E+01,1.311374E+00,4.863757E+01,5.960000E+01,9.903485E-01,4.305199E+01,7.080000E+01,8.059475E-01,3.516041E+01
gammamRNA,4.260000E+01,3.233053E+00,4.824718E+01,4.820000E+01,1.861911E+00,4.947973E+01,5.470000E+01,1.271151E+00,4.533781E+01,6.410000E+01,9.579537E-01,3.821824E+01,8.130000E+01,7.974119E-01,2.816754E+01
gammad,3.850000E+01,5.674080E+00,4.362896E+01,3.850000E+01,5.714866E+00,4.341746E+01,3.850000E+01,5.816098E+00,4.290243E+01,3.840000E+01,6.077131E+00,4.163601E+01,3.820000E+01,6.826969E+00,3.840380E+01
alphaass,8.770000E+01,9.368792E-01,2.630377E+01,6.760000E+01,1.102301E+00,3.690628E+01,5.660000E+01,1.443154E+00,4.432079E+01,4.890000E+01,2.087387E+00,4.841918E+01,4.260000E+01,3.586800E+00,4.682391E+01
alphadiss,4.280000E+01,3.489322E+00,4.707358E+01,4.900000E+01,2.066544E+00,4.838106E+01,5.660000E+01,1.440051E+00,4.430198E+01,6.740000E+01,1.104504E+00,3.702912E+01,8.670000E+01,9.381793E-01,2.669949E+01
phi0,8.900000E+01,1.002310E+00,2.478209E+01,6.840000E+01,1.177272E+00,3.523989E+01,5.700000E+01,1.543539E+00,4.268538E+01,4.890000E+01,2.236429E+00,4.692089E+01,4.240000E+01,3.845242E+00,4.549145E+01
f1,4.380000E+01,1.754821E+00,6.538957E+01,4.380000E+01,1.784141E+00,6.512403E+01,4.360000E+01,1.868102E+00,6.438282E+01,4.300000E+01,2.124062E+00,6.220713E+01,4.130000E+01,3.074399E+00,5.521518E+01
f2,3.800000E+01,7.485864E+00,3.596501E+01,3.800000E+01,7.487749E+00,3.596019E+01,3.800000E+01,7.498930E+00,3.593155E+01,3.800000E+01,7.566880E+00,3.575742E+01,3.780000E+01,8.013715E+00,3.463760E+01
f3,5.370000E+01,5.026163E+00,2.016302E+01,4.960000E+01,4.530258E+00,2.679127E+01,4.600000E+01,4.541374E+00,3.245904E+01,4.260000E+01,5.014014E+00,3.662271E+01,3.920000E+01,6.423397E+00,3.743390E+01
f12,4.040000E+01,3.529865E+00,5.076866E+01,4.040000E+01,3.531315E+00,5.076150E+01,4.040000E+01,3.539848E+00,5.071813E+01,4.030000E+01,3.591261E+00,5.047395E+01,4.000000E+01,3.931971E+00,4.887288E+01
f13,3.800000E+01,7.443638E+00,3.608521E+01,3.800000E+01,7.539042E+00,3.581549E+01,3.790000E+01,7.740483E+00,3.525607E+01,3.780000E+01,8.190301E+00,3.405889E+01,3.750000E+01,9.334504E+00,3.130249E+01
f23,3.800000E+01,7.483944E+00,3.597090E+01,3.800000E+01,7.487068E+00,3.596217E+01,3.800000E+01,7.503817E+00,3.591377E+01,3.800000E+01,7.594603E+00,3.565948E+01,3.780000E+01,8.124973E+00,3.422646E+01
f123,3.810000E+01,7.167005E+00,3.668350E+01,3.810000E+01,7.180240E+00,3.665369E+01,3.800000E+01,7.229110E+00,3.654344E+01,3.800000E+01,7.414445E+00,3.612500E+01,3.800000E+01,8.200741E+00,3.440585E+01
kb1,3.850000E+01,6.173708E+00,3.689234E+01,3.900000E+01,4.852927E+00,3.404207E+01,3.910000E+01,4.387193E+00,2.875901E+01,3.920000E+01,4.338844E+00,2.278519E+01,3.920000E+01,4.732293E+00,1.661371E+01
kb2,3.800000E+01,7.485442E+00,3.596696E+01,3.780000E+01,7.645132E+00,3.509858E+01,3.760000E+01,7.996000E+00,3.367401E+01,3.720000E+01,8.674279E+00,3.144385E+01,3.680000E+01,9.987018E+00,2.799484E+01
kb3,6.460000E+01,3.481400E+00,2.626415E+01,5.650000E+01,3.034530E+00,3.608593E+01,5.060000E+01,3.036233E+00,4.291025E+01,4.580000E+01,3.396198E+00,4.646599E+01,4.150000E+01,4.483728E+00,4.505357E+01
ku1,8.730000E+01,8.146046E-01,2.264443E+01,7.380000E+01,8.474546E-01,3.084262E+01,6.310000E+01,9.781352E-01,3.898701E+01,5.440000E+01,1.281208E+00,4.649972E+01,4.670000E+01,2.113599E+00,5.078857E+01
ku2,3.860000E+01,5.673322E+00,4.045335E+01,3.760000E+01,1.010469E+01,3.040099E+01,3.760000E+01,1.245599E+01,2.682263E+01,3.780000E+01,1.202997E+01,2.782633E+01,3.790000E+01,1.149681E+01,2.894458E+01
