,log10_var,log10_left_bound,log10_right_bound
beta,1.469232742506612,1.3980863679044255,1.588363309604466
gammam,-0.11987267778337503,-0.2183145296169511,-0.048698275349496105
gammamRNA,-0.22141467213703772,-0.3326666237409258,-0.14984740619150816
gammad,-2.0578926910106445,-3.3010299956639813,-1.0
alphaass,-1.0435434165901,-1.1817812821610625,-0.8274973186241811
alphadiss,1.637189422148762,1.4152926626904714,1.778261610871644
phi0,-0.6528652170899801,-0.7239055279075007,-0.533419879136212
f1,-0.1471541819850032,-3.0,0.40221534504631595
f2,0.8492965408347265,-3.0,2.0
f3,1.6399842480415885,1.5176409133764295,1.8846824544508212
f12,-2.3067128429943446,-3.0,2.0
f13,0.13065534902203058,-3.0,0.4702042797660758
f23,-2.245728131316541,-3.0,2.0
f123,-1.1293620367891943,-3.0,1.526317269821948
kb1,-2.7155692661554807,-3.0,-2.1307281559975255
kb2,-1.8368386250229816,-3.0,0.4000682686671747
kb3,-0.709742730605482,-0.8394643337547809,-0.5430300430779962
ku1,-1.2016947179780235,-1.9781713399447116,-0.9267791456103208
ku2,1.6981875698661224,-0.689021398572849,3.0
ku3,0.9793662423961612,0.8077035389768511,1.109602402554221
bcoop12,-0.49689056332863074,-1.3010299956639813,1.3010299956639813
bcoop23,-0.657379957446652,-1.3010299956639813,1.3010299956639813
bcoop13,-0.3141687253739364,-0.8037444336818884,0.8877662603984202
bcoop123,1.216957207361097,-1.3010299956639813,1.3010299956639813
ucoop12,-1.109634878551876,-1.3010299956639813,1.3010299956639813
ucoop23,-0.9796387173522921,-1.3010299956639813,1.3010299956639813
ucoop13,-1.2118316288588322,-1.3010299956639813,-0.8142890671667465
ucoop123,0.7256666603141786,-1.3010299956639813,1.3010299956639813
