,log10_var,log10_left_bound,log10_right_bound
beta,2.0472748673841794,2.01960794934542,2.0791812460476247
gammam,-0.5388017113775068,-0.6493633532492203,-0.5093359927865494
gammamRNA,0.3529539117100877,0.17941235182665544,0.38075667331629487
gammad,-3.2513469065757326,-3.3010299956639813,-1.0
alphaass,-0.7878123955960422,-0.8493687973821806,-0.5139244924396057
alphadiss,1.999130541287371,1.7208586263914918,2.0577752361338146
phi0,-1.1496601454165207,-1.179554905929221,-0.9775193915843383
f1,-2.3624102141613004,-3.0,0.5217223200058875
f2,-0.8794260687941501,-3.0,2.0
f3,1.807061239917239,1.7554228867540655,2.0
f12,-2.0122890568696943,-3.0,2.0
f13,-1.0983782359066427,-3.0,0.4901457619947121
f23,-1.6252516539898962,-3.0,2.0
f123,-1.5344684430264501,-3.0,1.6651919541273772
kb1,-2.8350526273781584,-3.0,-2.3864881746428797
kb2,-2.540456741719587,-3.0,-0.4697601612673925
kb3,-0.5872035712834566,-0.6390409945566635,-0.38760485826451807
ku1,-1.3212995650016957,-1.8382784119730604,-1.1145186287857942
ku2,0.9946250537686047,-1.2542681750869198,3.0
ku3,1.1017470739463662,0.8988007321940159,1.1573599526393439
bcoop12,1.1726029312098598,-1.3010299956639813,1.3010299956639813
bcoop23,-0.7297871451037574,-1.3010299956639813,1.3010299956639813
bcoop13,0.17983892802318674,-0.22219384618094676,1.3010299956639813
bcoop123,-0.09366495819490939,-1.3010299956639813,1.3010299956639813
ucoop12,0.5599066250361125,-1.3010299956639813,1.3010299956639813
ucoop23,-1.0520763801682735,-1.3010299956639813,1.3010299956639813
ucoop13,-0.7176044952574744,-1.3010299956639813,-0.4219060835014018
ucoop123,-0.585026652029182,-1.3010299956639813,1.3010299956639813
