,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.970000E+02,3.394860E-01,5.416744E+01,1.549000E+02,3.950644E-01,5.950165E+01,1.321000E+02,4.651075E-01,6.447679E+01,1.166000E+02,5.562964E-01,6.897824E+01,1.047000E+02,6.811292E-01,7.282687E+01
gammam,1.058000E+02,6.441586E-01,7.295886E+01,1.176000E+02,5.046152E-01,6.962501E+01,1.329000E+02,4.113853E-01,6.550995E+01,1.561000E+02,3.445436E-01,6.084537E+01,2.035000E+02,2.943411E-01,5.573959E+01
gammamRNA,1.080000E+02,5.873305E-01,7.256299E+01,1.197000E+02,4.473087E-01,6.916541E+01,1.344000E+02,3.576868E-01,6.508367E+01,1.566000E+02,2.958896E-01,6.056006E+01,2.040000E+02,2.510980E-01,5.566807E+01
gammad,1.000000E+02,7.525276E-01,7.429716E+01,1.000000E+02,7.592424E-01,7.411330E+01,9.980000E+01,7.716759E-01,7.377846E+01,9.960000E+01,7.951525E-01,7.316862E+01,9.900000E+01,8.412100E-01,7.205283E+01
alphaass,2.081000E+02,3.169487E-01,5.473251E+01,1.590000E+02,3.689420E-01,5.995471E+01,1.346000E+02,4.355510E-01,6.475779E+01,1.185000E+02,5.241239E-01,6.903196E+01,1.064000E+02,6.487567E-01,7.259410E+01
alphadiss,1.060000E+02,6.529766E-01,7.268567E+01,1.180000E+02,5.277423E-01,6.918613E+01,1.337000E+02,4.387627E-01,6.497673E+01,1.572000E+02,3.718518E-01,6.024356E+01,2.031000E+02,3.196280E-01,5.509187E+01
phi0,2.132000E+02,3.286401E-01,5.294285E+01,1.608000E+02,3.834785E-01,5.850697E+01,1.352000E+02,4.527311E-01,6.371024E+01,1.183000E+02,5.430871E-01,6.843257E+01,1.057000E+02,6.670219E-01,7.249105E+01
f1,2.208000E+02,5.285184E-01,3.388888E+01,1.649000E+02,5.384455E-01,4.345542E+01,1.381000E+02,5.651589E-01,5.250953E+01,1.206000E+02,6.100563E-01,6.117381E+01,1.074000E+02,6.823939E-01,6.938119E+01
f2,1.001000E+02,7.541122E-01,7.425235E+01,1.000000E+02,7.541263E-01,7.425417E+01,1.000000E+02,7.542069E-01,7.425826E+01,1.000000E+02,7.547554E-01,7.428885E+01,9.970000E+01,7.585545E-01,7.449528E+01
f3,1.002000E+02,7.476191E-01,7.430377E+01,1.001000E+02,7.521734E-01,7.426864E+01,9.980000E+01,7.635579E-01,7.418091E+01,9.910000E+01,7.926455E-01,7.395095E+01,9.750000E+01,8.713419E-01,7.331272E+01
f12,1.001000E+02,7.551985E-01,7.422654E+01,1.001000E+02,7.549588E-01,7.423265E+01,1.001000E+02,7.533329E-01,7.427347E+01,1.002000E+02,7.424764E-01,7.454847E+01,1.013000E+02,6.773016E-01,7.637686E+01
