,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.563000E+02,1.558146E-01,1.292726E+02,1.242000E+02,1.752107E-01,1.345543E+02,1.080000E+02,2.006912E-01,1.394807E+02,9.710000E+01,2.365053E-01,1.439954E+02,8.850000E+01,2.929801E-01,1.478981E+02
gammam,8.710000E+01,2.903598E-01,1.492768E+02,9.460000E+01,2.222780E-01,1.469187E+02,1.035000E+02,1.830762E-01,1.438268E+02,1.168000E+02,1.565231E-01,1.403145E+02,1.429000E+02,1.369272E-01,1.363702E+02
gammamRNA,8.870000E+01,2.903945E-01,1.477514E+02,9.770000E+01,2.327649E-01,1.435956E+02,1.092000E+02,1.966136E-01,1.388116E+02,1.274000E+02,1.710597E-01,1.336112E+02,1.680000E+02,1.516944E-01,1.280515E+02
gammad,8.270000E+01,3.574390E-01,1.499935E+02,8.270000E+01,3.579450E-01,1.499402E+02,8.260000E+01,3.590970E-01,1.497765E+02,8.260000E+01,3.617396E-01,1.494453E+02,8.250000E+01,3.679348E-01,1.487092E+02
alphaass,8.730000E+01,3.040175E-01,1.484696E+02,8.610000E+01,3.165542E-01,1.488802E+02,8.490000E+01,3.305480E-01,1.492608E+02,8.360000E+01,3.463111E-01,1.495775E+02,8.230000E+01,3.642750E-01,1.498299E+02
alphadiss,8.960000E+01,2.832838E-01,1.475882E+02,9.790000E+01,2.323787E-01,1.439339E+02,1.084000E+02,1.990170E-01,1.397233E+02,1.241000E+02,1.748381E-01,1.351367E+02,1.540000E+02,1.562107E-01,1.302082E+02
phi0,1.672000E+02,1.526725E-01,1.282501E+02,1.274000E+02,1.720557E-01,1.337896E+02,1.094000E+02,1.976023E-01,1.389768E+02,9.780000E+01,2.336935E-01,1.437203E+02,8.870000E+01,2.911336E-01,1.477977E+02
f1,1.504000E+02,1.903462E-01,1.089088E+02,1.227000E+02,2.023138E-01,1.180248E+02,1.077000E+02,2.192284E-01,1.269458E+02,9.750000E+01,2.447827E-01,1.356593E+02,8.940000E+01,2.886647E-01,1.440071E+02
f2,8.270000E+01,3.592772E-01,1.497594E+02,8.260000E+01,3.592873E-01,1.497587E+02,8.270000E+01,3.593350E-01,1.497673E+02,8.270000E+01,3.595983E-01,1.497835E+02,8.260000E+01,3.610707E-01,1.498315E+02
f3,8.700000E+01,2.509796E-01,1.515543E+02,8.690000E+01,2.525563E-01,1.515432E+02,8.670000E+01,2.566008E-01,1.514802E+02,8.630000E+01,2.672780E-01,1.513327E+02,8.520000E+01,2.978881E-01,1.508506E+02
