,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.064000E+02,1.251596E+00,2.857616E+01,8.800000E+01,1.556847E+00,3.915841E+01,7.760000E+01,2.133362E+00,4.551079E+01,7.010000E+01,3.211450E+00,4.685542E+01,6.420000E+01,5.561102E+00,4.083036E+01
gammam,6.540000E+01,5.310170E+00,4.118230E+01,7.000000E+01,2.962655E+00,4.776784E+01,7.590000E+01,1.927903E+00,4.645951E+01,8.490000E+01,1.388362E+00,4.000750E+01,1.025000E+02,1.105645E+00,2.908947E+01
gammamRNA,6.550000E+01,5.265010E+00,4.133075E+01,7.000000E+01,2.964097E+00,4.776294E+01,7.560000E+01,1.934521E+00,4.653979E+01,8.410000E+01,1.394136E+00,4.035943E+01,1.000000E+02,1.105069E+00,3.007023E+01
gammad,6.730000E+01,4.011901E+00,4.537184E+01,6.730000E+01,4.019184E+00,4.528848E+01,6.730000E+01,4.036865E+00,4.508795E+01,6.740000E+01,4.079952E+00,4.460519E+01,6.740000E+01,4.185972E+00,4.345660E+01
alphaass,6.750000E+01,3.933510E+00,4.546374E+01,6.580000E+01,4.664739E+00,4.343178E+01,6.420000E+01,5.649900E+00,4.048106E+01,6.270000E+01,7.054635E+00,3.643847E+01,6.120000E+01,9.295754E+00,3.091161E+01
alphadiss,6.440000E+01,5.535430E+00,4.082377E+01,7.020000E+01,3.170875E+00,4.699829E+01,7.760000E+01,2.097998E+00,4.564116E+01,8.820000E+01,1.527176E+00,3.914568E+01,1.073000E+02,1.228865E+00,2.818198E+01
phi0,1.076000E+02,1.243666E+00,2.797461E+01,8.860000E+01,1.538107E+00,3.877704E+01,7.790000E+01,2.099835E+00,4.532302E+01,7.040000E+01,3.146567E+00,4.692878E+01,6.440000E+01,5.405357E+00,4.129275E+01
f1,8.110000E+01,3.967352E+00,2.253148E+01,7.450000E+01,3.600881E+00,3.320425E+01,6.930000E+01,3.784594E+00,4.220305E+01,6.480000E+01,4.532625E+00,4.773120E+01,6.040000E+01,6.567038E+00,4.567925E+01
f2,6.730000E+01,4.024239E+00,4.522967E+01,6.730000E+01,4.024368E+00,4.523083E+01,6.720000E+01,4.025181E+00,4.523737E+01,6.730000E+01,4.030670E+00,4.528630E+01,6.700000E+01,4.069265E+00,4.560606E+01
f3,6.960000E+01,2.169455E+00,6.116291E+01,6.960000E+01,2.195800E+00,6.087814E+01,6.940000E+01,2.279526E+00,5.998824E+01,6.900000E+01,2.556969E+00,5.717495E+01,6.770000E+01,3.609532E+00,4.816795E+01
