,log10_var,log10_left_bound,log10_right_bound
beta,1.0976043288744108,1.070379290827663,1.1934614496921077
gammam,-0.22541004973520554,-0.2823108201996203,-0.20075582554541743
gammamRNA,-0.4667364832212852,-0.5409531878144116,-0.44095400597716106
gammad,-2.9858996784803793,-3.3010299956639813,-1.6942891454062265
alphaass,-1.220331372792852,-1.2721062425683267,-1.091624548318606
alphadiss,0.330210784571528,0.20988090270712711,0.38496232121605717
phi0,-1.083177715404088,-1.1082470747485074,-0.9895974664699201
f1,-0.37407050728370544,-3.0,-0.10976968909001167
f2,-1.4558078892349673,-3.0,2.0
f3,1.4353665066126613,1.4137094435920916,1.6426928674658248
f12,0.8278214276828022,-3.0,2.0
f13,-1.237246435066626,-3.0,-0.013794901501406935
f23,1.0187004986662433,-3.0,2.0
f123,-0.9336740746379621,-3.0,1.4298816983857865
kb1,-2.8921119748172015,-3.0,-2.810895272110275
kb2,-2.115487840809606,-3.0,-1.3558909639414263
kb3,-0.619788758288394,-0.6523307088586697,-0.4330264737619753
ku1,-1.3780970391087695,-1.625886500088869,-1.2883118459239216
ku2,1.4196253608877432,0.6214901448211703,3.0
ku3,1.0692980121155293,0.8864589703781784,1.0956943283561373
bcoop12,1.2538224387080734,-1.3010299956639813,1.3010299956639813
bcoop23,-0.012601900862982612,-1.3010299956639813,1.3010299956639813
bcoop13,0.2049335223541449,-0.015666602355541574,0.5603085508100685
bcoop123,-0.31282789540520034,-1.3010299956639813,1.3010299956639813
ucoop12,0.640978057358332,-0.9862122839435672,1.3010299956639813
ucoop23,-0.33488826292494855,-1.3010299956639813,1.3010299956639813
ucoop13,-0.6925039620867871,-1.1916854740055791,-0.5640144687161321
ucoop123,-0.8041003475907662,-1.3010299956639813,1.3010299956639813
