,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.399000E+02,1.857316E-01,9.749899E+01,1.070000E+02,2.439541E-01,1.222242E+02,8.940000E+01,3.423200E-01,1.449344E+02,7.660000E+01,5.266062E-01,1.636691E+02,6.550000E+01,9.482690E-01,1.716819E+02
gammam,6.540000E+01,1.203693E+00,1.599869E+02,7.300000E+01,7.098988E-01,1.630283E+02,8.060000E+01,4.784113E-01,1.563038E+02,8.920000E+01,3.481507E-01,1.449327E+02,9.990000E+01,2.667687E-01,1.310281E+02
gammamRNA,7.510000E+01,9.670614E-01,1.453903E+02,8.660000E+01,4.315441E-01,1.463431E+02,9.710000E+01,2.581322E-01,1.350889E+02,1.113000E+02,1.768707E-01,1.203621E+02,1.391000E+02,1.317423E-01,1.034351E+02
gammad,9.210000E+01,3.147777E-01,1.423338E+02,9.210000E+01,3.156663E-01,1.420646E+02,9.210000E+01,3.178323E-01,1.414065E+02,9.220000E+01,3.231170E-01,1.398294E+02,9.240000E+01,3.362134E-01,1.361560E+02
alphaass,1.437000E+02,1.815591E-01,9.724192E+01,1.085000E+02,2.384556E-01,1.216149E+02,9.040000E+01,3.332043E-01,1.432034E+02,7.780000E+01,5.059769E-01,1.603581E+02,6.710000E+01,8.816760E-01,1.677319E+02
alphadiss,6.680000E+01,8.969461E-01,1.676805E+02,7.760000E+01,5.122821E-01,1.606869E+02,9.010000E+01,3.364128E-01,1.437159E+02,1.079000E+02,2.402722E-01,1.222175E+02,1.423000E+02,1.826259E-01,9.793068E+01
phi0,1.402000E+02,1.853717E-01,9.729425E+01,1.071000E+02,2.439305E-01,1.222183E+02,8.930000E+01,3.432749E-01,1.450873E+02,7.650000E+01,5.305359E-01,1.638963E+02,6.520000E+01,9.638546E-01,1.716096E+02
f1,9.220000E+01,3.207578E-01,1.408660E+02,9.190000E+01,3.260836E-01,1.407401E+02,9.140000E+01,3.466821E-01,1.402256E+02,8.880000E+01,4.341087E-01,1.379775E+02,7.780000E+01,9.646877E-01,1.233682E+02
f2,9.230000E+01,3.194030E-01,1.407078E+02,9.230000E+01,3.194033E-01,1.407050E+02,9.220000E+01,3.194088E-01,1.407164E+02,9.220000E+01,3.194473E-01,1.407926E+02,9.200000E+01,3.197062E-01,1.413115E+02
f3,1.671000E+02,3.356314E-01,4.608790E+01,1.285000E+02,2.978628E-01,7.210344E+01,1.094000E+02,2.908491E-01,9.900882E+01,9.680000E+01,3.050722E-01,1.276130E+02,8.690000E+01,3.474600E-01,1.577208E+02
f12,9.220000E+01,3.194458E-01,1.409033E+02,9.220000E+01,3.194744E-01,1.409028E+02,9.210000E+01,3.196675E-01,1.409073E+02,9.210000E+01,3.209891E-01,1.409255E+02,9.200000E+01,3.303600E-01,1.411044E+02
f13,9.220000E+01,3.198484E-01,1.408953E+02,9.220000E+01,3.219168E-01,1.408856E+02,9.210000E+01,3.290253E-01,1.408372E+02,9.170000E+01,3.546852E-01,1.406571E+02,9.020000E+01,4.674022E-01,1.394370E+02
f23,9.220000E+01,3.159148E-01,1.406571E+02,9.220000E+01,3.159255E-01,1.406577E+02,9.220000E+01,3.159985E-01,1.406624E+02,9.220000E+01,3.164966E-01,1.406934E+02,9.220000E+01,3.199130E-01,1.409264E+02
f123,9.220000E+01,3.195330E-01,1.409081E+02,9.210000E+01,3.197548E-01,1.409236E+02,9.220000E+01,3.209705E-01,1.410619E+02,9.240000E+01,3.278670E-01,1.418055E+02,9.380000E+01,3.736617E-01,1.459997E+02
kb1,9.220000E+01,3.238173E-01,1.452249E+02,9.150000E+01,2.885632E-01,9.780821E+01,9.120000E+01,2.808587E-01,5.967106E+01,9.170000E+01,3.057300E-01,3.157440E+01,9.350000E+01,4.153608E-01,1.314103E+01
kb2,9.220000E+01,2.938891E-01,1.362803E+02,9.200000E+01,2.489511E-01,1.194421E+02,9.120000E+01,2.260004E-01,9.231348E+01,9.040000E+01,2.417398E-01,6.051742E+01,8.940000E+01,3.643319E-01,3.343402E+01
kb3,1.574000E+02,2.758531E-01,8.096750E+01,1.218000E+02,2.674062E-01,1.058341E+02,1.039000E+02,2.813067E-01,1.256988E+02,9.200000E+01,3.204814E-01,1.411311E+02,8.230000E+01,4.112695E-01,1.510831E+02
ku1,1.757000E+02,3.394033E-02,1.036005E+02,1.443000E+02,5.189804E-02,1.138686E+02,1.215000E+02,8.518045E-02,1.241961E+02,1.048000E+02,1.549296E-01,1.339894E+02,9.060000E+01,3.554345E-01,1.413874E+02
ku2,1.002000E+02,5.151615E-01,6.018408E+01,9.550000E+01,3.198464E-01,1.176373E+02,9.260000E+01,2.907582E-01,1.393989E+02,9.150000E+01,4.085041E-01,1.445301E+02,9.130000E+01,4.454604E-01,1.475801E+02
ku3,8.430000E+01,4.341616E-01,1.478077E+02,9.270000E+01,3.145774E-01,1.401611E+02,1.028000E+02,2.676288E-01,1.265723E+02,1.184000E+02,2.513036E-01,1.084692E+02,1.511000E+02,2.581826E-01,8.499076E+01
bcoop12,9.090000E+01,4.916307E-01,1.436363E+02,9.130000E+01,4.371057E-01,1.432501E+02,9.170000E+01,3.731839E-01,1.421654E+02,9.230000E+01,2.986026E-01,1.402471E+02,9.300000E+01,2.305614E-01,1.366309E+02
bcoop23,9.220000E+01,3.107572E-01,1.400584E+02,9.220000E+01,2.508528E-01,1.295886E+02,9.180000E+01,2.073393E-01,1.096983E+02,9.130000E+01,1.851825E-01,8.176705E+01,9.100000E+01,1.892305E-01,5.325731E+01
