,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.873000E+02,9.913846E-01,2.071266E+01,1.503000E+02,1.075619E+00,3.003187E+01,1.312000E+02,1.310178E+00,3.720765E+01,1.181000E+02,1.755810E+00,4.229109E+01,1.072000E+02,2.750155E+00,4.345953E+01
gammam,1.238000E+02,2.989584E+00,3.429886E+01,1.346000E+02,1.849058E+00,3.445400E+01,1.470000E+02,1.365643E+00,3.102493E+01,1.654000E+02,1.121323E+00,2.564695E+01,2.022000E+02,1.041092E+00,1.820302E+01
gammamRNA,1.198000E+02,3.098380E+00,3.671901E+01,1.307000E+02,1.932589E+00,3.670487E+01,1.435000E+02,1.411923E+00,3.287096E+01,1.619000E+02,1.140636E+00,2.696904E+01,1.979000E+02,1.039011E+00,1.901321E+01
gammad,3.643000E+02,1.737766E+00,6.221727E+00,3.683000E+02,1.777842E+00,6.051279E+00,3.746000E+02,1.842481E+00,5.796937E+00,3.844000E+02,1.953971E+00,5.408520E+00,4.010000E+02,2.173710E+00,4.789713E+00
alphaass,1.946000E+02,1.020046E+00,1.936263E+01,1.595000E+02,1.102760E+00,2.706048E+01,1.415000E+02,1.336591E+00,3.271707E+01,1.293000E+02,1.792531E+00,3.642612E+01,1.190000E+02,2.862511E+00,3.656551E+01
alphadiss,1.254000E+02,3.076820E+00,3.340234E+01,1.360000E+02,1.895074E+00,3.381282E+01,1.482000E+02,1.392251E+00,3.063459E+01,1.661000E+02,1.137364E+00,2.551749E+01,2.008000E+02,1.046354E+00,1.842699E+01
phi0,1.889000E+02,9.920565E-01,2.041684E+01,1.512000E+02,1.070140E+00,2.975304E+01,1.319000E+02,1.297108E+00,3.694521E+01,1.187000E+02,1.725963E+00,4.210666E+01,1.079000E+02,2.661893E+00,4.358167E+01
f1,1.964000E+02,7.575102E-01,2.405888E+01,1.609000E+02,6.524501E-01,3.810316E+01,1.426000E+02,6.294337E-01,5.142951E+01,1.305000E+02,6.544776E-01,6.462921E+01,1.211000E+02,7.457383E-01,7.745460E+01
f2,3.810000E+02,1.913942E+00,5.541225E+00,3.808000E+02,1.911930E+00,5.548065E+00,3.796000E+02,1.898568E+00,5.594426E+00,3.719000E+02,1.815530E+00,5.899214E+00,3.339000E+02,1.477556E+00,7.644979E+00
f3,3.804000E+02,1.908738E+00,5.564025E+00,3.778000E+02,1.888268E+00,5.656164E+00,3.692000E+02,1.824188E+00,5.976790E+00,3.443000E+02,1.689792E+00,6.964349E+00,2.911000E+02,1.679805E+00,9.305736E+00
f12,3.812000E+02,1.918715E+00,5.526380E+00,3.812000E+02,1.917575E+00,5.529908E+00,3.808000E+02,1.909840E+00,5.553925E+00,3.782000E+02,1.859366E+00,5.716621E+00,3.626000E+02,1.587784E+00,6.801989E+00
f13,3.851000E+02,1.988462E+00,5.282510E+00,3.835000E+02,1.958806E+00,5.382084E+00,3.778000E+02,1.860657E+00,5.745777E+00,3.604000E+02,1.616143E+00,6.989528E+00,3.242000E+02,1.311725E+00,1.076693E+01
f23,3.916000E+02,2.118881E+00,4.906441E+00,3.916000E+02,2.118490E+00,4.907504E+00,3.915000E+02,2.115842E+00,4.914732E+00,3.906000E+02,2.098096E+00,4.963711E+00,3.852000E+02,1.989815E+00,5.286261E+00
f123,3.810000E+02,1.914169E+00,5.540389E+00,3.809000E+02,1.913836E+00,5.544360E+00,3.803000E+02,1.912007E+00,5.566564E+00,3.768000E+02,1.902983E+00,5.691497E+00,3.546000E+02,1.884732E+00,6.418715E+00
kb1,2.123000E+02,8.957307E-01,1.775142E+01,1.750000E+02,8.252826E-01,2.466262E+01,1.558000E+02,8.650721E-01,2.954061E+01,1.430000E+02,1.011611E+00,3.281357E+01,1.316000E+02,1.431421E+00,3.352396E+01
kb2,3.774000E+02,1.882644E+00,5.678106E+00,3.833000E+02,1.935024E+00,5.453514E+00,3.912000E+02,2.011724E+00,5.157343E+00,4.012000E+02,2.128546E+00,4.769932E+00,4.137000E+02,2.316933E+00,4.259322E+00
kb3,3.495000E+02,1.466651E+00,7.840873E+00,3.587000E+02,1.580026E+00,7.070936E+00,3.699000E+02,1.735659E+00,6.252954E+00,3.840000E+02,1.967768E+00,5.360293E+00,4.015000E+02,2.364583E+00,4.321522E+00
ku1,1.368000E+02,1.385315E+00,3.353927E+01,1.474000E+02,9.917694E-01,3.267789E+01,1.593000E+02,8.550620E-01,2.941532E+01,1.774000E+02,8.204323E-01,2.460751E+01,2.130000E+02,8.924528E-01,1.781129E+01
ku2,3.827000E+02,1.929475E+00,5.487187E+00,3.645000E+02,1.791417E+00,6.070675E+00,3.613000E+02,1.769835E+00,6.229934E+00,3.606000E+02,1.759067E+00,6.295596E+00,3.603000E+02,1.753917E+00,6.322182E+00
ku3,3.338000E+02,1.516189E+00,8.481435E+00,2.989000E+02,1.460331E+00,1.138594E+01,2.745000E+02,1.594235E+00,1.366125E+01,2.486000E+02,1.936961E+00,1.554286E+01,2.058000E+02,2.852043E+00,1.677519E+01
bcoop12,3.663000E+02,1.795902E+00,6.167229E+00,3.693000E+02,1.818165E+00,6.037100E+00,3.748000E+02,1.860370E+00,5.806857E+00,3.841000E+02,1.943553E+00,5.406736E+00,3.994000E+02,2.124680E+00,4.721468E+00
bcoop23,3.780000E+02,1.977790E+00,5.485721E+00,3.809000E+02,1.917485E+00,5.537425E+00,3.874000E+02,1.768233E+00,5.693781E+00,4.000000E+02,1.451705E+00,6.177520E+00,4.223000E+02,9.428444E-01,7.794873E+00
bcoop13,2.973000E+02,1.915537E+00,1.999170E+01,3.109000E+02,1.511562E+00,1.760993E+01,3.184000E+02,1.360087E+00,1.494176E+01,3.296000E+02,1.332962E+00,1.195544E+01,3.512000E+02,1.481979E+00,8.447477E+00
bcoop123,3.720000E+02,1.877711E+00,5.840787E+00,3.762000E+02,1.893897E+00,5.702045E+00,3.832000E+02,1.924377E+00,5.464632E+00,3.944000E+02,1.985804E+00,5.067576E+00,4.102000E+02,2.124435E+00,4.421689E+00
ucoop12,3.766000E+02,1.877235E+00,5.686082E+00,3.649000E+02,1.802091E+00,6.097573E+00,3.632000E+02,1.787059E+00,6.229411E+00,3.627000E+02,1.777390E+00,6.288991E+00,3.625000E+02,1.772767E+00,6.313657E+00
ucoop23,3.861000E+02,1.917697E+00,5.493782E+00,3.749000E+02,1.941441E+00,5.543754E+00,3.746000E+02,1.994278E+00,5.474324E+00,3.756000E+02,2.011746E+00,5.454165E+00,3.759000E+02,2.015358E+00,5.452068E+00
ucoop13,3.615000E+02,1.659764E+00,7.141390E+00,3.375000E+02,1.526729E+00,9.661440E+00,3.221000E+02,1.581404E+00,1.170832E+01,3.077000E+02,1.787301E+00,1.346613E+01,2.784000E+02,2.349570E+00,1.491935E+01
ucoop123,3.714000E+02,1.868255E+00,5.784690E+00,3.669000E+02,1.867435E+00,5.920760E+00,3.666000E+02,1.865653E+00,5.976523E+00,3.665000E+02,1.861842E+00,6.004085E+00,3.664000E+02,1.859847E+00,6.015574E+00
