,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.485000E+02,1.763074E-01,1.014875E+02,1.167000E+02,2.196908E-01,1.229303E+02,1.005000E+02,2.921602E-01,1.416697E+02,8.990000E+01,4.271479E-01,1.581093E+02,8.160000E+01,7.681981E-01,1.675763E+02
gammam,8.890000E+01,7.499475E-01,1.534688E+02,9.470000E+01,4.032126E-01,1.496651E+02,1.023000E+02,2.710298E-01,1.394221E+02,1.149000E+02,2.019115E-01,1.268481E+02,1.407000E+02,1.608742E-01,1.115328E+02
gammamRNA,8.550000E+01,7.744488E-01,1.638672E+02,9.240000E+01,4.238398E-01,1.555556E+02,1.010000E+02,2.858281E-01,1.407163E+02,1.147000E+02,2.128286E-01,1.241586E+02,1.413000E+02,1.693366E-01,1.057011E+02
gammad,1.000000E+02,2.900755E-01,1.441150E+02,1.000000E+02,2.914716E-01,1.435027E+02,1.001000E+02,2.948469E-01,1.420442E+02,1.003000E+02,3.030176E-01,1.386115E+02,1.007000E+02,3.228038E-01,1.308580E+02
alphaass,1.463000E+02,1.734317E-01,1.069451E+02,1.168000E+02,2.142084E-01,1.251953E+02,1.019000E+02,2.804758E-01,1.400246E+02,9.250000E+01,3.998968E-01,1.520596E+02,8.550000E+01,6.801477E-01,1.584209E+02
alphadiss,8.560000E+01,6.741378E-01,1.583940E+02,9.250000E+01,3.992463E-01,1.519981E+02,1.018000E+02,2.808749E-01,1.400907E+02,1.165000E+02,2.148782E-01,1.254500E+02,1.451000E+02,1.741007E-01,1.074931E+02
phi0,1.471000E+02,1.772542E-01,1.021614E+02,1.166000E+02,2.198069E-01,1.229722E+02,1.007000E+02,2.898824E-01,1.412347E+02,9.030000E+01,4.176342E-01,1.573694E+02,8.220000E+01,7.239190E-01,1.674864E+02
f1,1.003000E+02,2.866586E-01,1.424274E+02,1.001000E+02,2.932933E-01,1.421802E+02,9.970000E+01,3.180102E-01,1.412736E+02,9.790000E+01,4.195292E-01,1.376704E+02,9.040000E+01,1.015760E+00,1.187490E+02
f2,1.001000E+02,2.946454E-01,1.421319E+02,1.002000E+02,2.946419E-01,1.421327E+02,1.001000E+02,2.946365E-01,1.421530E+02,1.001000E+02,2.946023E-01,1.422791E+02,9.990000E+01,2.943611E-01,1.431301E+02
f3,1.368000E+02,3.604014E-01,6.820204E+01,1.119000E+02,3.111368E-01,1.078254E+02,9.820000E+01,2.931003E-01,1.493529E+02,8.880000E+01,2.958705E-01,1.943669E+02,8.150000E+01,3.255788E-01,2.426288E+02
f12,1.002000E+02,2.557033E-01,1.407187E+02,1.002000E+02,2.557205E-01,1.407194E+02,1.002000E+02,2.558383E-01,1.407240E+02,1.002000E+02,2.566482E-01,1.407622E+02,1.002000E+02,2.623758E-01,1.410177E+02
f13,9.940000E+01,1.805670E-01,1.409081E+02,9.940000E+01,1.815777E-01,1.409245E+02,9.940000E+01,1.852986E-01,1.409861E+02,9.950000E+01,1.993240E-01,1.412027E+02,9.990000E+01,2.589093E-01,1.418918E+02
f23,1.002000E+02,2.949918E-01,1.420041E+02,1.002000E+02,2.949567E-01,1.420154E+02,1.001000E+02,2.947264E-01,1.421014E+02,1.001000E+02,2.931729E-01,1.426701E+02,1.001000E+02,2.828338E-01,1.466502E+02
f123,1.001000E+02,2.946506E-01,1.421330E+02,1.001000E+02,2.948687E-01,1.421683E+02,1.003000E+02,2.960477E-01,1.423580E+02,1.010000E+02,3.022527E-01,1.434173E+02,1.055000E+02,3.314298E-01,1.495884E+02
kb1,9.700000E+01,2.456166E-01,1.124602E+02,9.470000E+01,2.158181E-01,8.118204E+01,9.330000E+01,2.056947E-01,5.334800E+01,9.290000E+01,2.201712E-01,3.011687E+01,9.340000E+01,3.063083E-01,1.253598E+01
kb2,1.004000E+02,2.720758E-01,1.520063E+02,1.003000E+02,2.775278E-01,1.485902E+02,1.002000E+02,2.919661E-01,1.429562E+02,9.990000E+01,3.295284E-01,1.340802E+02,9.960000E+01,4.454444E-01,1.206422E+02
kb3,1.467000E+02,2.580278E-01,9.811896E+01,1.196000E+02,2.548848E-01,1.209083E+02,1.056000E+02,2.731262E-01,1.359383E+02,9.680000E+01,3.187500E-01,1.457027E+02,9.080000E+01,4.355032E-01,1.498015E+02
ku1,1.533000E+02,1.052105E-01,1.123140E+02,1.292000E+02,1.421601E-01,1.225487E+02,1.114000E+02,2.040749E-01,1.332476E+02,9.820000E+01,3.207551E-01,1.438528E+02,8.770000E+01,6.130464E-01,1.520194E+02
ku2,1.036000E+02,3.059036E-01,1.203612E+02,1.002000E+02,2.963116E-01,1.393359E+02,1.002000E+02,2.854264E-01,1.490362E+02,1.005000E+02,2.761200E-01,1.535736E+02,1.005000E+02,2.719261E-01,1.554856E+02
ku3,9.160000E+01,4.513814E-01,1.500252E+02,9.670000E+01,3.246242E-01,1.462523E+02,1.045000E+02,2.739077E-01,1.366818E+02,1.173000E+02,2.525664E-01,1.220648E+02,1.418000E+02,2.534196E-01,1.001507E+02
bcoop12,1.017000E+02,3.061865E-01,1.454499E+02,1.014000E+02,3.031247E-01,1.451215E+02,1.011000E+02,2.979260E-01,1.442880E+02,1.002000E+02,2.945988E-01,1.421939E+02,9.810000E+01,3.159471E-01,1.371220E+02
bcoop23,1.003000E+02,3.006415E-01,1.478968E+02,1.001000E+02,2.929992E-01,1.383139E+02,1.005000E+02,2.987915E-01,1.202908E+02,1.021000E+02,3.300918E-01,9.361586E+01,1.060000E+02,3.892498E-01,6.373761E+01
bcoop13,1.012000E+02,3.307162E-01,1.511609E+02,9.820000E+01,2.420030E-01,1.181842E+02,9.750000E+01,2.206090E-01,8.345965E+01,1.012000E+02,2.590574E-01,5.000499E+01,1.190000E+02,4.382370E-01,2.094685E+01
bcoop123,1.012000E+02,3.350588E-01,1.447823E+02,1.004000E+02,3.057075E-01,1.429654E+02,9.930000E+01,2.634862E-01,1.392589E+02,9.840000E+01,2.169463E-01,1.330312E+02,9.760000E+01,1.756949E-01,1.238467E+02
ucoop12,1.045000E+02,2.356058E-01,1.402897E+02,1.003000E+02,2.843141E-01,1.422239E+02,1.003000E+02,3.031634E-01,1.420692E+02,1.006000E+02,3.038685E-01,1.422833E+02,1.007000E+02,3.029244E-01,1.425132E+02
