,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,2.028000E+02,1.942998E+00,1.026196E+01,1.624000E+02,2.077533E+00,1.283231E+01,1.391000E+02,2.395852E+00,1.457537E+01,1.225000E+02,2.955706E+00,1.548722E+01,1.088000E+02,4.055683E+00,1.510729E+01
gammam,1.105000E+02,3.710895E+00,1.565229E+01,1.256000E+02,2.488521E+00,1.641526E+01,1.435000E+02,1.930538E+00,1.552457E+01,1.685000E+02,1.627487E+00,1.366826E+01,2.159000E+02,1.495969E+00,1.081038E+01
gammamRNA,1.087000E+02,4.026696E+00,1.518146E+01,1.225000E+02,2.836325E+00,1.576695E+01,1.392000E+02,2.253320E+00,1.491449E+01,1.622000E+02,1.923527E+00,1.318285E+01,2.022000E+02,1.771311E+00,1.059128E+01
gammad,1.044000E+02,2.343652E+00,2.750508E+01,1.045000E+02,2.370488E+00,2.722140E+01,1.045000E+02,2.437160E+00,2.654156E+01,1.046000E+02,2.609562E+00,2.493073E+01,1.049000E+02,3.104343E+00,2.120191E+01
alphaass,2.191000E+02,1.679350E+00,1.036813E+01,1.710000E+02,1.790772E+00,1.311950E+01,1.453000E+02,2.067387E+00,1.496518E+01,1.274000E+02,2.556463E+00,1.597576E+01,1.128000E+02,3.510240E+00,1.574893E+01
alphadiss,1.119000E+02,3.606447E+00,1.566405E+01,1.273000E+02,2.558715E+00,1.597951E+01,1.465000E+02,2.046174E+00,1.488243E+01,1.751000E+02,1.767676E+00,1.284755E+01,2.341000E+02,1.683376E+00,9.730081E+00
phi0,2.086000E+02,1.942686E+00,9.957618E+00,1.670000E+02,2.045009E+00,1.250315E+01,1.432000E+02,2.314900E+00,1.428020E+01,1.264000E+02,2.777747E+00,1.534484E+01,1.129000E+02,3.610471E+00,1.542732E+01
f1,1.474000E+02,3.317203E+00,9.927141E+00,1.342000E+02,3.236482E+00,1.197815E+01,1.233000E+02,3.387317E+00,1.354600E+01,1.138000E+02,3.781598E+00,1.455468E+01,1.048000E+02,4.623424E+00,1.464861E+01
f2,1.059000E+02,4.473645E+00,1.470837E+01,1.059000E+02,4.474155E+00,1.470825E+01,1.059000E+02,4.477616E+00,1.470730E+01,1.057000E+02,4.501111E+00,1.470048E+01,1.044000E+02,4.675435E+00,1.463576E+01
f3,1.199000E+02,2.213496E+00,1.885735E+01,1.197000E+02,2.230379E+00,1.882657E+01,1.193000E+02,2.278868E+00,1.873780E+01,1.179000E+02,2.424852E+00,1.846709E+01,1.137000E+02,2.937419E+00,1.749558E+01
