,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,9.110000E+01,1.436214E+00,1.563450E+01,7.530000E+01,1.378004E+00,2.222684E+01,6.560000E+01,1.523419E+00,2.700763E+01,5.860000E+01,1.860722E+00,3.052867E+01,5.250000E+01,2.642444E+00,3.215078E+01
gammam,6.060000E+01,2.777783E+00,2.727850E+01,6.600000E+01,1.952358E+00,2.638833E+01,7.220000E+01,1.587707E+00,2.376259E+01,8.060000E+01,1.426905E+00,1.994063E+01,9.430000E+01,1.474462E+00,1.443016E+01
gammamRNA,5.750000E+01,2.672932E+00,2.964803E+01,6.300000E+01,1.917816E+00,2.836705E+01,6.920000E+01,1.573218E+00,2.544045E+01,7.750000E+01,1.413827E+00,2.140199E+01,9.050000E+01,1.432284E+00,1.586552E+01
gammad,9.060000E+01,1.347561E+00,1.654631E+01,9.070000E+01,1.350776E+00,1.650058E+01,9.080000E+01,1.358637E+00,1.639020E+01,9.120000E+01,1.377984E+00,1.612302E+01,9.200000E+01,1.427006E+00,1.547924E+01
alphaass,9.100000E+01,1.435262E+00,1.568942E+01,7.630000E+01,1.390316E+00,2.169080E+01,6.710000E+01,1.533590E+00,2.601815E+01,6.050000E+01,1.858096E+00,2.915937E+01,5.470000E+01,2.582210E+00,3.062124E+01
alphadiss,5.440000E+01,2.645493E+00,3.059894E+01,6.020000E+01,1.877492E+00,2.924384E+01,6.700000E+01,1.540361E+00,2.610990E+01,7.610000E+01,1.391715E+00,2.176192E+01,9.090000E+01,1.434583E+00,1.571357E+01
phi0,8.950000E+01,1.418783E+00,1.623727E+01,7.470000E+01,1.381310E+00,2.248830E+01,6.540000E+01,1.528171E+00,2.709395E+01,5.860000E+01,1.857594E+00,3.051134E+01,5.270000E+01,2.599987E+00,3.215370E+01
f1,9.270000E+01,1.395534E+00,1.521187E+01,9.270000E+01,1.405940E+00,1.520518E+01,9.240000E+01,1.439454E+00,1.518222E+01,9.180000E+01,1.551739E+00,1.509309E+01,8.950000E+01,1.983728E+00,1.461320E+01
f2,9.240000E+01,1.453583E+00,1.514410E+01,9.240000E+01,1.453376E+00,1.514705E+01,9.230000E+01,1.451951E+00,1.516740E+01,9.210000E+01,1.442428E+00,1.530620E+01,9.040000E+01,1.383207E+00,1.622800E+01
f3,8.300000E+01,1.152244E+00,2.087017E+01,6.980000E+01,8.586097E-01,3.204079E+01,6.160000E+01,7.257565E-01,4.211704E+01,5.580000E+01,6.586334E-01,5.185248E+01,5.110000E+01,6.385653E-01,6.148229E+01
f12,9.230000E+01,1.451541E+00,1.517252E+01,9.240000E+01,1.451535E+00,1.517391E+01,9.230000E+01,1.451453E+00,1.518348E+01,9.230000E+01,1.450999E+00,1.524871E+01,9.210000E+01,1.449932E+00,1.569012E+01
f13,9.470000E+01,1.735907E+00,9.989559E+00,9.460000E+01,1.729671E+00,1.004577E+01,9.460000E+01,1.706951E+00,1.025770E+01,9.430000E+01,1.632494E+00,1.105250E+01,9.290000E+01,1.473794E+00,1.395651E+01
f23,9.260000E+01,1.490344E+00,1.481958E+01,9.250000E+01,1.490171E+00,1.482115E+01,9.260000E+01,1.488993E+00,1.483164E+01,9.250000E+01,1.481001E+00,1.490330E+01,9.230000E+01,1.427985E+00,1.539726E+01
f123,9.230000E+01,1.451288E+00,1.517594E+01,9.230000E+01,1.449951E+00,1.518839E+01,9.230000E+01,1.442771E+00,1.525645E+01,9.250000E+01,1.404397E+00,1.562997E+01,9.330000E+01,1.207914E+00,1.784391E+01
kb1,9.020000E+01,1.274425E+00,2.130365E+01,9.120000E+01,1.344959E+00,1.812114E+01,9.250000E+01,1.463363E+00,1.491868E+01,9.400000E+01,1.669379E+00,1.168933E+01,9.550000E+01,2.076421E+00,8.395950E+00
kb2,9.310000E+01,1.394424E+00,1.606886E+01,9.200000E+01,1.479684E+00,1.477691E+01,9.050000E+01,1.625814E+00,1.307124E+01,8.850000E+01,1.883937E+00,1.098750E+01,8.590000E+01,2.389445E+00,8.556632E+00
kb3,9.060000E+01,1.405935E+00,1.592449E+01,7.800000E+01,1.183161E+00,2.173574E+01,6.990000E+01,1.142628E+00,2.566403E+01,6.400000E+01,1.209539E+00,2.836755E+01,5.890000E+01,1.438815E+00,2.979936E+01
