,log10_var,log10_left_bound,log10_right_bound
beta,1.3370597263205246,1.0861284773686881,1.42112817972711
gammam,-0.14630178822382556,-0.20482489608251664,0.0
gammamRNA,-0.01976930860896832,-0.09834961004213028,0.23118954468151998
gammad,-1.194907121657327,-3.3010299956639813,-1.0
alphaass,-1.9079815292472029,-2.0,-1.7551939458504544
alphadiss,1.6271609523747759,1.4780434607455106,2.1339316164395563
phi0,0.29950729870048765,0.04350746271234742,0.3843325867484755
f1,-1.5774101601485178,-3.0,-0.1345679764167425
f2,1.87046243158892,-3.0,2.0
f3,1.5896145406312663,1.2713893136929655,1.7146538602826773
f12,0.1667260555800518,-3.0,1.8388724072287155
f13,-0.9825492704894638,-3.0,-0.25730047327083444
f23,-0.33003263009149586,-3.0,2.0
f123,-1.7920964696139483,-3.0,1.2186207469838446
kb1,-2.5075189898711234,-2.68835186077782,-1.6491535572296496
kb2,-2.7335331045597586,-3.0,-1.6287338741009867
kb3,-0.8853890157678268,-1.2942688740470947,-0.7924028463143714
ku1,-0.9935339577507682,-2.0,-0.8960355701103686
ku2,0.8016780590358931,0.14229875021982835,3.0
ku3,0.8037301709745439,0.7133755853864971,1.2112411744070015
bcoop12,1.1682027468426308,-1.3010299956639813,1.3010299956639813
bcoop23,-0.2458046118101616,-1.3010299956639813,1.3010299956639813
bcoop13,0.028571252692537637,-0.1350320259138309,1.3010299956639813
bcoop123,0.38578495884333575,-1.3010299956639813,1.3010299956639813
ucoop12,0.5554572172046495,-1.3010299956639813,1.3010299956639813
ucoop23,-0.5679933127304018,-1.3010299956639813,1.3010299956639813
ucoop13,-0.8690233083943829,-1.3010299956639813,-0.75458690368818
ucoop123,-0.1056285461437623,-1.3010299956639813,1.3010299956639813
