,log10_var,log10_left_bound,log10_right_bound
beta,0.6306312440205001,0.5458550418206207,0.7466284121515785
gammam,-0.3790315643557102,-0.4481391305299248,-0.2931572255563696
gammamRNA,-0.18956584407732724,-0.28562560526609043,-0.10127775408721312
gammad,-1.171920409443254,-3.3010299956639813,-1.0
alphaass,-1.9480760839538935,-2.0,-1.746419770575854
alphadiss,1.4753805931433612,1.2787085944212409,1.6510691576053569
phi0,0.3889887851247141,0.3003349044267266,0.5083269130300433
f1,-2.2270185496550363,-3.0,-0.03507826658196573
f2,-1.2122562283535334,-3.0,2.0
f3,1.594282028811806,1.4910901473052909,1.755935282957102
f12,-1.3678465164893674,-3.0,2.0
f13,-2.5914208745913325,-3.0,0.022640033501193712
f23,-1.0533512660933237,-3.0,2.0
f123,-2.969400278034049,-3.0,1.5098540741392197
kb1,-2.5391021572434522,-2.9027793612935406,-2.2066483859609725
kb2,-0.9637704559137055,-3.0,0.9262120711484525
kb3,-1.025304128090317,-1.1448657922098486,-0.8805385985234953
ku1,-1.0252580954990498,-1.691585569278996,-0.9191233605591336
ku2,2.571475903681944,0.6384201748789343,3.0
ku3,0.6637951222194076,0.5259229137451609,0.7869934263211185
bcoop12,-0.37757872602432974,-1.3010299956639813,1.3010299956639813
bcoop23,1.0648322197385738,-1.3010299956639813,1.3010299956639813
bcoop13,0.21695720736109703,-0.02912274937929652,1.1782248751140452
bcoop123,-0.09685572959046142,-1.3010299956639813,1.3010299956639813
ucoop12,-0.990549104201306,-1.3010299956639813,1.3010299956639813
ucoop23,0.7427251313046983,-1.3010299956639813,1.3010299956639813
ucoop13,-0.6806856959094879,-1.3010299956639813,-0.537475772885624
ucoop123,-0.5882119954561311,-1.3010299956639813,1.3010299956639813
