,log10_var,log10_left_bound,log10_right_bound
beta,1.440121603187804,1.2419114717541317,1.5349820189248087
gammam,-0.5012760292520954,-0.5647201925718665,-0.2937164233898997
gammamRNA,0.13161866434912553,0.030697359736311908,0.33175342529991303
gammad,-1.2081690523251638,-3.3010299956639813,-1.0
alphaass,-1.8144578451456248,-2.0,-1.6620717370572229
alphadiss,0.5808109726609462,0.4234511154639319,0.9918841081658243
phi0,-0.6027554189896136,-0.8019719315164852,-0.5057135869804769
f1,-0.8860566476931632,-3.0,-0.0038928481541396285
f2,1.780893108687079,-3.0,2.0
f3,1.5726392970428134,1.3181076174222661,1.7095282722087872
f12,-2.3559555071852514,-3.0,2.0
f13,-2.6518899315197624,-3.0,-0.12151620900364164
f23,0.03382569395331033,-3.0,2.0
f123,-1.537602002101044,-3.0,1.4161574820751206
kb1,-2.9991322784687733,-3.0,-2.2131358948423347
kb2,-1.7757259857057424,-3.0,-0.4520095512639831
kb3,0.08671566394488242,-0.22979326644009088,0.20255905147946962
ku1,-1.4850539946919956,-2.0,-1.3580358639829448
ku2,1.759516759462188,0.5002255011657717,3.0
ku3,1.7758288144646124,1.6615214968392191,2.086653529541957
bcoop12,0.9668454236549164,-1.3010299956639813,1.3010299956639813
bcoop23,0.8639767839043867,-1.3010299956639813,1.3010299956639813
bcoop13,-0.20606999322731542,-0.3985434311556356,1.3010299956639813
bcoop123,0.6537911873878121,-1.3010299956639813,1.3010299956639813
ucoop12,0.35410843914740087,-1.3010299956639813,1.3010299956639813
ucoop23,0.5417040232842885,-1.3010299956639813,1.3010299956639813
ucoop13,-1.1036942925339195,-1.3010299956639813,-0.9393088431453911
ucoop123,0.162564406523019,-1.3010299956639813,1.3010299956639813
