,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.296000E+02,2.586932E-01,6.125427E+01,1.008000E+02,3.306071E-01,8.084766E+01,8.600000E+01,4.619798E-01,9.780011E+01,7.590000E+01,7.248026E-01,1.112913E+02,6.710000E+01,1.437658E+00,1.149611E+02
gammam,7.650000E+01,1.253329E+00,9.935047E+01,8.350000E+01,5.633161E-01,1.004622E+02,9.080000E+01,3.462304E-01,9.274316E+01,1.025000E+02,2.455711E-01,8.185808E+01,1.278000E+02,1.921198E-01,6.786171E+01
gammamRNA,7.150000E+01,1.469488E+00,1.089021E+02,7.910000E+01,7.088442E-01,1.073351E+02,8.730000E+01,4.337380E-01,9.603859E+01,9.890000E+01,3.001831E-01,8.160000E+01,1.216000E+02,2.275712E-01,6.503412E+01
gammad,8.540000E+01,4.102623E-01,1.078655E+02,8.540000E+01,4.143384E-01,1.071269E+02,8.540000E+01,4.243343E-01,1.053662E+02,8.560000E+01,4.492984E-01,1.012807E+02,8.590000E+01,5.143551E-01,9.227701E+01
alphaass,1.287000E+02,2.257432E-01,6.668188E+01,1.028000E+02,2.838163E-01,8.194447E+01,9.000000E+01,3.885920E-01,9.384574E+01,8.160000E+01,6.011393E-01,1.022516E+02,7.420000E+01,1.207887E+00,1.025806E+02
alphadiss,7.420000E+01,1.217425E+00,1.023979E+02,8.160000E+01,5.983036E-01,1.021450E+02,9.020000E+01,3.846194E-01,9.362016E+01,1.033000E+02,2.800959E-01,8.155695E+01,1.303000E+02,2.226311E-01,6.602459E+01
phi0,1.291000E+02,2.592006E-01,6.147051E+01,1.009000E+02,3.298754E-01,8.070840E+01,8.640000E+01,4.575264E-01,9.740478E+01,7.630000E+01,7.084964E-01,1.108336E+02,6.760000E+01,1.361704E+00,1.153573E+02
f1,8.560000E+01,4.682368E-01,9.838718E+01,8.560000E+01,4.771124E-01,9.824096E+01,8.520000E+01,5.095491E-01,9.771511E+01,8.380000E+01,6.392160E-01,9.559403E+01,7.800000E+01,1.357633E+00,8.423539E+01
f2,8.570000E+01,4.686554E-01,9.837895E+01,8.560000E+01,4.686620E-01,9.838129E+01,8.560000E+01,4.686718E-01,9.839278E+01,8.560000E+01,4.687696E-01,9.846464E+01,8.550000E+01,4.694597E-01,9.895174E+01
f3,1.227000E+02,5.733077E-01,3.610555E+01,1.019000E+02,4.722483E-01,6.117136E+01,8.990000E+01,4.568945E-01,8.669445E+01,8.110000E+01,5.029453E-01,1.129127E+02,7.330000E+01,6.766930E-01,1.373853E+02
f12,8.560000E+01,4.658431E-01,9.838028E+01,8.560000E+01,4.659151E-01,9.838025E+01,8.560000E+01,4.664074E-01,9.837992E+01,8.570000E+01,4.697931E-01,9.837960E+01,8.570000E+01,4.943399E-01,9.836047E+01
f13,8.570000E+01,4.692663E-01,9.837785E+01,8.560000E+01,4.718069E-01,9.837120E+01,8.570000E+01,4.803703E-01,9.834339E+01,8.560000E+01,5.107696E-01,9.822414E+01,8.550000E+01,6.426046E-01,9.741285E+01
f23,8.570000E+01,4.686515E-01,9.837928E+01,8.570000E+01,4.686086E-01,9.838413E+01,8.570000E+01,4.683167E-01,9.841712E+01,8.570000E+01,4.663358E-01,9.864029E+01,8.560000E+01,4.532056E-01,1.001645E+02
f123,8.570000E+01,4.686493E-01,9.838048E+01,8.570000E+01,4.684971E-01,9.841495E+01,8.580000E+01,4.676593E-01,9.860443E+01,8.620000E+01,4.631391E-01,9.968022E+01,8.860000E+01,4.435933E-01,1.061024E+02
kb1,8.620000E+01,4.931047E-01,1.032019E+02,8.270000E+01,3.845879E-01,7.322658E+01,7.990000E+01,3.485850E-01,4.713616E+01,7.790000E+01,3.693637E-01,2.642886E+01,7.660000E+01,5.052414E-01,1.179195E+01
kb2,8.730000E+01,5.364163E-01,1.080606E+02,8.690000E+01,5.133812E-01,1.055531E+02,8.530000E+01,4.588755E-01,9.612032E+01,8.240000E+01,4.221483E-01,7.216431E+01,7.930000E+01,5.715296E-01,3.835955E+01
kb3,1.281000E+02,4.811084E-01,4.918594E+01,1.048000E+02,4.201887E-01,7.106432E+01,9.260000E+01,4.249683E-01,8.778772E+01,8.440000E+01,4.839617E-01,1.001909E+02,7.780000E+01,6.610642E-01,1.068690E+02
ku1,1.560000E+02,6.319702E-02,6.615394E+01,1.288000E+02,8.863161E-02,7.489875E+01,1.093000E+02,1.362977E-01,8.374729E+01,9.510000E+01,2.378522E-01,9.237619E+01,8.410000E+01,5.425850E-01,9.894430E+01
