,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.819000E+02,3.967397E-01,3.238931E+01,1.416000E+02,4.484679E-01,3.869964E+01,1.205000E+02,5.324239E-01,4.423756E+01,1.059000E+02,6.691837E-01,4.909424E+01,9.370000E+01,9.183077E-01,5.291317E+01
gammam,9.790000E+01,8.752025E-01,5.099548E+01,1.092000E+02,5.968637E-01,4.829155E+01,1.220000E+02,4.590804E-01,4.444824E+01,1.409000E+02,3.787536E-01,3.987178E+01,1.777000E+02,3.303535E-01,3.442252E+01
gammamRNA,9.740000E+01,8.722079E-01,5.139694E+01,1.088000E+02,6.094903E-01,4.823373E+01,1.219000E+02,4.724098E-01,4.403923E+01,1.412000E+02,3.903762E-01,3.918080E+01,1.791000E+02,3.401326E-01,3.352331E+01
gammad,1.037000E+02,6.825326E-01,5.068364E+01,1.038000E+02,6.853327E-01,5.047531E+01,1.040000E+02,6.921586E-01,4.997374E+01,1.043000E+02,7.089894E-01,4.878903E+01,1.053000E+02,7.515393E-01,4.605889E+01
alphaass,1.308000E+02,4.601397E-01,4.182137E+01,1.184000E+02,5.276767E-01,4.525482E+01,1.086000E+02,6.252197E-01,4.830266E+01,1.001000E+02,7.756168E-01,5.084359E+01,9.170000E+01,1.038503E+00,5.247348E+01
alphadiss,9.500000E+01,9.236330E-01,5.196373E+01,1.071000E+02,6.448625E-01,4.878156E+01,1.215000E+02,5.030849E-01,4.436555E+01,1.426000E+02,4.194959E-01,3.914368E+01,1.847000E+02,3.694926E-01,3.298829E+01
phi0,1.812000E+02,3.971913E-01,3.246957E+01,1.400000E+02,4.523949E-01,3.904305E+01,1.187000E+02,5.438064E-01,4.478378E+01,1.040000E+02,6.974324E-01,4.976146E+01,9.130000E+01,9.947000E-01,5.345411E+01
f1,1.042000E+02,6.884410E-01,4.975229E+01,1.041000E+02,6.961853E-01,4.972019E+01,1.036000E+02,7.201371E-01,4.962230E+01,1.020000E+02,7.986526E-01,4.928714E+01,9.650000E+01,1.115606E+00,4.778707E+01
f2,1.041000E+02,6.949111E-01,4.965618E+01,1.042000E+02,6.949203E-01,4.965605E+01,1.041000E+02,6.949980E-01,4.966386E+01,1.041000E+02,6.955024E-01,4.970859E+01,1.036000E+02,6.990190E-01,5.001839E+01
f3,1.811000E+02,7.416976E-01,2.020261E+01,1.416000E+02,6.506817E-01,2.980993E+01,1.216000E+02,6.350460E-01,3.857353E+01,1.079000E+02,6.701404E-01,4.699371E+01,9.680000E+01,7.798567E-01,5.497156E+01
f12,1.043000E+02,6.713118E-01,4.970073E+01,1.042000E+02,6.714359E-01,4.970148E+01,1.042000E+02,6.722549E-01,4.970242E+01,1.042000E+02,6.777853E-01,4.970765E+01,1.038000E+02,7.177390E-01,4.973221E+01
f13,1.054000E+02,5.272756E-01,4.919052E+01,1.054000E+02,5.289526E-01,4.919960E+01,1.053000E+02,5.344519E-01,4.923082E+01,1.052000E+02,5.531604E-01,4.933011E+01,1.047000E+02,6.263439E-01,4.959890E+01
f23,1.041000E+02,6.959850E-01,4.971118E+01,1.040000E+02,6.959417E-01,4.971293E+01,1.040000E+02,6.956495E-01,4.972215E+01,1.041000E+02,6.936491E-01,4.979130E+01,1.041000E+02,6.803587E-01,5.026510E+01
f123,1.040000E+02,6.954078E-01,4.968009E+01,1.040000E+02,6.954773E-01,4.969203E+01,1.041000E+02,6.958463E-01,4.975468E+01,1.043000E+02,6.980400E-01,5.008540E+01,1.054000E+02,7.172262E-01,5.190618E+01
