,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.023000E+02,1.462809E+00,2.063118E+01,8.470000E+01,1.602294E+00,2.924065E+01,7.420000E+01,1.961993E+00,3.546807E+01,6.670000E+01,2.634780E+00,3.912843E+01,6.080000E+01,4.130309E+00,3.826551E+01
gammam,6.550000E+01,3.708350E+00,3.626296E+01,7.020000E+01,2.277559E+00,3.757622E+01,7.620000E+01,1.657008E+00,3.441616E+01,8.490000E+01,1.335963E+00,2.869488E+01,1.008000E+02,1.215697E+00,2.039125E+01
gammamRNA,6.330000E+01,3.949845E+00,3.745430E+01,6.860000E+01,2.487225E+00,3.832192E+01,7.520000E+01,1.824399E+00,3.479248E+01,8.470000E+01,1.470462E+00,2.872326E+01,1.016000E+02,1.331953E+00,2.015585E+01
gammad,7.070000E+01,2.199988E+00,3.742663E+01,7.070000E+01,2.211667E+00,3.726883E+01,7.080000E+01,2.240164E+00,3.688935E+01,7.080000E+01,2.310624E+00,3.598283E+01,7.120000E+01,2.490683E+00,3.384986E+01
alphaass,1.038000E+02,1.407922E+00,2.000417E+01,8.580000E+01,1.523420E+00,2.869376E+01,7.550000E+01,1.855535E+00,3.482811E+01,6.830000E+01,2.484275E+00,3.838809E+01,6.260000E+01,3.887043E+00,3.760407E+01
alphadiss,6.280000E+01,3.824478E+00,3.772502E+01,6.840000E+01,2.467545E+00,3.834955E+01,7.550000E+01,1.850608E+00,3.477503E+01,8.580000E+01,1.522752E+00,2.867916E+01,1.036000E+02,1.407417E+00,2.007372E+01
phi0,1.059000E+02,1.467983E+00,1.921204E+01,8.630000E+01,1.572983E+00,2.832804E+01,7.520000E+01,1.911290E+00,3.490146E+01,6.740000E+01,2.549535E+00,3.892338E+01,6.120000E+01,3.941180E+00,3.862286E+01
f1,8.470000E+01,2.794433E+00,1.958491E+01,7.600000E+01,2.307411E+00,2.983245E+01,6.940000E+01,2.196580E+00,3.940914E+01,6.410000E+01,2.322958E+00,4.792412E+01,5.910000E+01,2.848429E+00,5.356915E+01
f2,7.100000E+01,2.202500E+00,3.686213E+01,7.110000E+01,2.202493E+00,3.686419E+01,7.110000E+01,2.202449E+00,3.687588E+01,7.100000E+01,2.202062E+00,3.695713E+01,7.060000E+01,2.199978E+00,3.750545E+01
f3,7.090000E+01,2.108763E+00,3.790749E+01,7.080000E+01,2.130725E+00,3.779030E+01,7.070000E+01,2.198954E+00,3.742993E+01,7.030000E+01,2.420334E+00,3.628563E+01,6.920000E+01,3.249307E+00,3.237983E+01
f12,7.060000E+01,2.736707E+00,3.283836E+01,7.050000E+01,2.734964E+00,3.285070E+01,7.060000E+01,2.723069E+00,3.293778E+01,7.060000E+01,2.644364E+00,3.352581E+01,7.070000E+01,2.194102E+00,3.748531E+01
f13,7.070000E+01,2.110196E+00,3.771052E+01,7.070000E+01,2.122462E+00,3.767195E+01,7.070000E+01,2.159463E+00,3.755458E+01,7.070000E+01,2.277532E+00,3.716750E+01,7.040000E+01,2.734771E+00,3.555949E+01
f23,7.070000E+01,2.195389E+00,3.743895E+01,7.070000E+01,2.195625E+00,3.743820E+01,7.070000E+01,2.197242E+00,3.743282E+01,7.070000E+01,2.208214E+00,3.739715E+01,7.070000E+01,2.286704E+00,3.713779E+01
f123,7.070000E+01,2.200858E+00,3.741591E+01,7.070000E+01,2.197688E+00,3.745259E+01,7.070000E+01,2.181002E+00,3.764597E+01,7.110000E+01,2.094969E+00,3.867920E+01,7.300000E+01,1.699278E+00,4.435826E+01
kb1,9.250000E+01,2.317376E+00,2.077916E+01,8.230000E+01,1.980602E+00,2.897944E+01,7.550000E+01,1.978378E+00,3.455523E+01,7.040000E+01,2.228997E+00,3.753193E+01,6.600000E+01,3.018169E+00,3.646261E+01
kb2,7.250000E+01,2.487763E+00,3.752360E+01,7.110000E+01,2.260787E+00,3.747136E+01,6.740000E+01,1.793140E+00,3.663082E+01,6.000000E+01,1.279136E+00,3.405716E+01,4.880000E+01,1.105343E+00,3.071961E+01
kb3,7.080000E+01,2.233491E+00,3.784921E+01,6.950000E+01,1.902413E+00,3.132181E+01,6.840000E+01,1.780633E+00,2.445690E+01,6.740000E+01,1.827390E+00,1.780934E+01,6.650000E+01,2.136001E+00,1.160716E+01
