,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,9.350000E+01,5.342664E-01,7.096451E+01,7.260000E+01,7.094855E-01,1.057125E+02,6.090000E+01,1.070884E+00,1.343990E+02,5.260000E+01,1.870811E+00,1.524764E+02,4.570000E+01,4.364198E+00,1.394057E+02
gammam,5.910000E+01,3.655306E+00,1.194739E+02,6.380000E+01,1.644569E+00,1.293485E+02,6.960000E+01,9.745350E-01,1.162246E+02,7.890000E+01,6.675064E-01,9.445095E+01,9.690000E+01,5.170681E-01,6.672823E+01
gammamRNA,5.950000E+01,3.930111E+00,1.172559E+02,6.440000E+01,1.723657E+00,1.294663E+02,7.030000E+01,9.945572E-01,1.161334E+02,7.960000E+01,6.677692E-01,9.364328E+01,9.770000E+01,5.115623E-01,6.561523E+01
gammad,9.050000E+01,5.461920E-01,7.494537E+01,9.040000E+01,5.467897E-01,7.484831E+01,9.050000E+01,5.482379E-01,7.461221E+01,9.050000E+01,5.517375E-01,7.404891E+01,9.070000E+01,5.602271E-01,7.270797E+01
alphaass,9.460000E+01,5.303392E-01,6.964613E+01,7.410000E+01,6.909971E-01,1.020974E+02,6.290000E+01,1.008519E+00,1.277371E+02,5.530000E+01,1.659195E+00,1.441526E+02,4.940000E+01,3.442599E+00,1.390240E+02
alphadiss,4.950000E+01,3.422595E+00,1.393314E+02,5.550000E+01,1.655772E+00,1.441634E+02,6.300000E+01,1.007559E+00,1.276626E+02,7.420000E+01,6.906779E-01,1.020261E+02,9.460000E+01,5.302164E-01,6.961530E+01
phi0,9.470000E+01,5.305344E-01,6.952566E+01,7.310000E+01,7.021328E-01,1.047715E+02,6.110000E+01,1.059494E+00,1.338368E+02,5.280000E+01,1.851828E+00,1.523439E+02,4.570000E+01,4.323882E+00,1.397777E+02
f1,9.190000E+01,4.477034E-01,7.744369E+01,9.180000E+01,4.544152E-01,7.726942E+01,9.140000E+01,4.797947E-01,7.662199E+01,8.990000E+01,5.819756E-01,7.410140E+01,8.450000E+01,1.096744E+00,6.323432E+01
f2,9.050000E+01,5.460277E-01,7.497210E+01,9.040000E+01,5.460112E-01,7.497505E+01,9.050000E+01,5.458647E-01,7.501076E+01,9.040000E+01,5.448731E-01,7.524439E+01,8.990000E+01,5.382704E-01,7.684488E+01
f3,9.380000E+01,5.877294E-01,6.519330E+01,7.790000E+01,4.241207E-01,1.292535E+02,6.800000E+01,3.705954E-01,2.029669E+02,6.060000E+01,3.710872E-01,2.870391E+02,5.410000E+01,4.374338E-01,3.772960E+02
f12,9.050000E+01,5.420864E-01,7.492884E+01,9.050000E+01,5.421513E-01,7.492840E+01,9.050000E+01,5.425700E-01,7.493529E+01,9.050000E+01,5.455041E-01,7.496684E+01,9.030000E+01,5.664359E-01,7.517520E+01
f13,9.040000E+01,5.406973E-01,7.497527E+01,9.050000E+01,5.458611E-01,7.497343E+01,9.040000E+01,5.646112E-01,7.495549E+01,9.040000E+01,6.353507E-01,7.485107E+01,9.010000E+01,9.481821E-01,7.376334E+01
f23,9.050000E+01,5.722547E-01,7.156953E+01,9.050000E+01,5.721637E-01,7.158083E+01,9.050000E+01,5.715442E-01,7.165791E+01,9.040000E+01,5.673363E-01,7.218346E+01,9.040000E+01,5.390134E-01,7.593931E+01
