,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,6.040000E+01,6.994485E-01,3.882064E+01,4.920000E+01,8.054351E-01,5.321167E+01,4.290000E+01,9.911678E-01,6.480049E+01,3.870000E+01,1.290685E+00,7.395080E+01,3.540000E+01,1.813279E+00,7.932824E+01
gammam,3.790000E+01,3.677695E+00,6.228111E+01,4.000000E+01,1.950353E+00,7.002530E+01,4.250000E+01,1.279894E+00,6.707581E+01,4.600000E+01,9.364587E-01,5.928962E+01,5.210000E+01,7.407311E-01,4.852208E+01
gammamRNA,3.590000E+01,3.412340E+00,6.981316E+01,3.850000E+01,1.807554E+00,7.505061E+01,4.180000E+01,1.184403E+00,6.860519E+01,4.700000E+01,8.674553E-01,5.714722E+01,5.700000E+01,6.973787E-01,4.209517E+01
gammad,4.940000E+01,8.018872E-01,5.289943E+01,4.930000E+01,8.023986E-01,5.286097E+01,4.940000E+01,8.035668E-01,5.277015E+01,4.930000E+01,8.063721E-01,5.254516E+01,4.940000E+01,8.132364E-01,5.201416E+01
alphaass,5.770000E+01,7.100802E-01,4.177975E+01,4.650000E+01,8.666285E-01,5.773897E+01,4.050000E+01,1.153255E+00,6.982504E+01,3.650000E+01,1.692798E+00,7.719669E+01,3.350000E+01,3.008838E+00,7.444573E+01
alphadiss,3.330000E+01,3.073992E+00,7.409104E+01,3.650000E+01,1.705018E+00,7.725557E+01,4.050000E+01,1.154524E+00,6.984950E+01,4.650000E+01,8.646289E-01,5.760458E+01,5.810000E+01,7.078828E-01,4.136707E+01
phi0,5.720000E+01,7.151050E-01,4.226369E+01,4.610000E+01,8.760223E-01,5.855602E+01,3.990000E+01,1.171500E+00,7.115682E+01,3.580000E+01,1.732788E+00,7.898045E+01,3.260000E+01,3.116590E+00,7.593783E+01
f1,5.520000E+01,9.124228E-01,3.719590E+01,4.670000E+01,7.644152E-01,6.250400E+01,4.160000E+01,7.260670E-01,8.808107E+01,3.780000E+01,7.640771E-01,1.141477E+02,3.460000E+01,9.451993E-01,1.378685E+02
f2,4.930000E+01,8.019292E-01,5.289679E+01,4.940000E+01,8.019185E-01,5.289732E+01,4.930000E+01,8.018118E-01,5.291990E+01,4.930000E+01,8.011831E-01,5.305306E+01,4.900000E+01,7.968291E-01,5.397419E+01
f3,4.940000E+01,7.883453E-01,5.303681E+01,4.930000E+01,7.980851E-01,5.293744E+01,4.930000E+01,8.339514E-01,5.257022E+01,4.890000E+01,9.725529E-01,5.115925E+01,4.750000E+01,1.610521E+00,4.489149E+01
