,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.234000E+02,2.472632E+00,1.226901E+01,1.079000E+02,2.585313E+00,1.614164E+01,9.760000E+01,3.011015E+00,1.872308E+01,8.980000E+01,3.805146E+00,1.989153E+01,8.360000E+01,5.334288E+00,1.903993E+01
gammam,9.690000E+01,4.670507E+00,1.519668E+01,1.029000E+02,3.356428E+00,1.602563E+01,1.100000E+02,2.691130E+00,1.527633E+01,1.192000E+02,2.343109E+00,1.345458E+01,1.328000E+02,2.259896E+00,1.062012E+01
gammamRNA,8.380000E+01,5.366912E+00,1.896552E+01,9.040000E+01,3.783217E+00,1.982045E+01,9.840000E+01,2.975811E+00,1.853323E+01,1.094000E+02,2.556436E+00,1.574259E+01,1.268000E+02,2.491774E+00,1.152576E+01
gammad,1.143000E+02,2.495760E+00,1.440754E+01,1.145000E+02,2.522069E+00,1.415219E+01,1.151000E+02,2.576649E+00,1.365323E+01,1.162000E+02,2.697270E+00,1.267742E+01,1.186000E+02,3.009895E+00,1.074479E+01
alphaass,1.340000E+02,2.392453E+00,1.029001E+01,1.185000E+02,2.401022E+00,1.355443E+01,1.084000E+02,2.707386E+00,1.571439E+01,1.008000E+02,3.320918E+00,1.677014E+01,9.460000E+01,4.518190E+00,1.627509E+01
alphadiss,9.500000E+01,4.693421E+00,1.579582E+01,1.012000E+02,3.392596E+00,1.653514E+01,1.084000E+02,2.734268E+00,1.565980E+01,1.179000E+02,2.396409E+00,1.367207E+01,1.324000E+02,2.339761E+00,1.061891E+01
phi0,1.471000E+02,2.982308E+00,7.595433E+00,1.339000E+02,2.595309E+00,1.005549E+01,1.245000E+02,2.478725E+00,1.203139E+01,1.173000E+02,2.467530E+00,1.372367E+01,1.115000E+02,2.518583E+00,1.519691E+01
f1,1.149000E+02,2.366220E+00,1.465579E+01,1.148000E+02,2.381702E+00,1.463568E+01,1.145000E+02,2.426823E+00,1.457638E+01,1.138000E+02,2.563742E+00,1.438962E+01,1.114000E+02,3.037723E+00,1.368931E+01
f2,1.232000E+02,2.933188E+00,1.061834E+01,1.232000E+02,2.932812E+00,1.062050E+01,1.232000E+02,2.930241E+00,1.063522E+01,1.228000E+02,2.913043E+00,1.073522E+01,1.212000E+02,2.808602E+00,1.140005E+01
f3,1.143000E+02,2.491148E+00,1.443730E+01,1.027000E+02,2.285078E+00,2.053832E+01,9.420000E+01,2.425485E+00,2.564020E+01,8.670000E+01,2.935879E+00,2.913725E+01,7.950000E+01,4.346208E+00,2.894350E+01
f12,1.142000E+02,2.486345E+00,1.449440E+01,1.142000E+02,2.486586E+00,1.449490E+01,1.142000E+02,2.488250E+00,1.449822E+01,1.142000E+02,2.499687E+00,1.452074E+01,1.140000E+02,2.585235E+00,1.465987E+01
f13,1.142000E+02,2.488284E+00,1.449962E+01,1.142000E+02,2.493350E+00,1.451446E+01,1.141000E+02,2.510199E+00,1.456181E+01,1.140000E+02,2.569705E+00,1.470653E+01,1.132000E+02,2.828004E+00,1.505430E+01
f23,1.142000E+02,2.486916E+00,1.449560E+01,1.142000E+02,2.486645E+00,1.449685E+01,1.142000E+02,2.484799E+00,1.450531E+01,1.143000E+02,2.472267E+00,1.456333E+01,1.143000E+02,2.389853E+00,1.495903E+01
f123,1.142000E+02,2.486824E+00,1.449666E+01,1.143000E+02,2.486195E+00,1.450395E+01,1.143000E+02,2.482714E+00,1.454450E+01,1.149000E+02,2.463730E+00,1.477237E+01,1.181000E+02,2.369770E+00,1.612291E+01
kb1,1.168000E+02,2.720558E+00,3.397157E+01,1.161000E+02,2.407398E+00,2.831727E+01,1.152000E+02,2.302693E+00,2.254938E+01,1.144000E+02,2.375711E+00,1.695005E+01,1.141000E+02,2.737228E+00,1.155143E+01
kb2,1.206000E+02,2.863219E+00,1.216072E+01,1.159000E+02,2.581116E+00,1.384473E+01,1.062000E+02,2.091101E+00,1.787752E+01,9.130000E+01,1.565460E+00,2.584288E+01,7.480000E+01,1.645508E+00,3.428632E+01
kb3,1.173000E+02,2.578859E+00,1.336910E+01,1.047000E+02,2.344887E+00,1.822049E+01,9.610000E+01,2.453867E+00,2.158513E+01,8.940000E+01,2.870881E+00,2.324869E+01,8.360000E+01,3.927265E+00,2.219425E+01
ku1,1.432000E+02,1.521932E+00,6.649702E+00,1.355000E+02,1.424475E+00,9.391394E+00,1.280000E+02,1.548486E+00,1.174593E+01,1.208000E+02,1.902499E+00,1.362781E+01,1.118000E+02,2.771638E+00,1.455876E+01
ku2,8.520000E+01,1.104008E+00,3.513795E+01,9.880000E+01,1.581030E+00,2.299801E+01,1.121000E+02,2.354669E+00,1.542073E+01,1.194000E+02,2.810548E+00,1.251459E+01,1.222000E+02,2.986868E+00,1.156842E+01
ku3,8.400000E+01,3.773677E+00,2.262840E+01,8.960000E+01,2.819741E+00,2.338926E+01,9.620000E+01,2.435323E+00,2.162789E+01,1.047000E+02,2.339295E+00,1.824607E+01,1.172000E+02,2.574707E+00,1.342348E+01
bcoop12,1.143000E+02,2.825431E+00,1.439772E+01,1.143000E+02,2.746351E+00,1.443765E+01,1.143000E+02,2.567925E+00,1.449149E+01,1.139000E+02,2.248738E+00,1.440557E+01,1.128000E+02,1.858018E+00,1.366240E+01
