,log10_var,log10_left_bound,log10_right_bound
beta,0.9150302902591607,0.8894099068486798,1.0650966244037674
gammam,-0.15521228117215355,-0.285783592485541,-0.13096036223900456
gammamRNA,-0.4597957001579402,-0.5739064401899078,-0.4341352288661014
gammad,-1.2568823747852584,-3.3010299956639813,-1.0
alphaass,-1.4019759276658104,-1.4533686213820296,-1.1144613331249704
alphadiss,1.8989992708897891,1.6071643533856124,1.9463078959687437
phi0,-0.17263072694617473,-0.1976142912262075,-0.021471297300769403
f1,1.5927317663939622,1.55236595985339,1.780456967821745
f2,-1.0784175596065835,-3.0,2.0
f3,-1.1348367804939137,-3.0,0.5152384389262226
f12,-0.19145144875959455,-3.0,2.0
f13,-2.191046700844089,-3.0,0.3587795634389847
f23,-0.5970511706555952,-3.0,2.0
f123,-1.3969639437494783,-3.0,1.671582587469533
kb1,-0.3684547721656906,-0.4121425347371587,-0.20654868422467662
kb2,-0.8350526273781583,-3.0,1.000533204605942
kb3,-2.7246886454581882,-3.0,-2.3232746687444554
ku1,1.1455071714096625,0.982702601014436,1.192593903385589
ku2,2.7000110623221123,0.8594793865494883,3.0
ku3,-1.0355517920833393,-1.4989390169807972,-0.8345623961885635
bcoop12,0.1280760126687154,-1.3010299956639813,1.3010299956639813
bcoop23,0.8736692927067944,-1.3010299956639813,1.3010299956639813
bcoop13,-0.28399665636520083,-0.5740100695246186,0.6354426320189147
bcoop123,-0.11690664142431006,-1.3010299956639813,1.3010299956639813
ucoop12,-0.4847886956721981,-1.3010299956639813,1.3010299956639813
ucoop23,0.5514499979728752,-1.3010299956639813,1.3010299956639813
ucoop13,-1.1816421220416453,-1.3010299956639813,-0.9343447040670614
ucoop123,-0.6081830763867512,-1.3010299956639813,1.3010299956639813
