,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.185000E+02,1.396826E-01,1.031706E+02,9.380000E+01,1.683544E-01,1.306545E+02,8.110000E+01,2.099311E-01,1.567522E+02,7.280000E+01,2.715020E-01,1.816766E+02,6.640000E+01,3.692667E-01,2.045735E+02
gammam,7.030000E+01,4.096496E-01,1.872655E+02,7.390000E+01,2.985207E-01,1.769297E+02,7.840000E+01,2.318110E-01,1.639958E+02,8.430000E+01,1.874948E-01,1.494287E+02,9.310000E+01,1.562336E-01,1.334796E+02
gammamRNA,7.070000E+01,4.072588E-01,1.917137E+02,7.570000E+01,2.712963E-01,1.737753E+02,8.240000E+01,1.971336E-01,1.530205E+02,9.290000E+01,1.516186E-01,1.310010E+02,1.143000E+02,1.221813E-01,1.074778E+02
gammad,8.000000E+01,2.002157E-01,1.657581E+02,8.000000E+01,2.012066E-01,1.652881E+02,8.000000E+01,2.036162E-01,1.641512E+02,8.020000E+01,2.094979E-01,1.614736E+02,8.030000E+01,2.241066E-01,1.553142E+02
alphaass,1.190000E+02,1.363566E-01,1.066651E+02,9.450000E+01,1.638994E-01,1.318886E+02,8.230000E+01,2.033685E-01,1.543472E+02,7.450000E+01,2.615008E-01,1.742435E+02,6.870000E+01,3.540773E-01,1.909086E+02
alphadiss,6.860000E+01,3.579216E-01,1.910980E+02,7.440000E+01,2.633876E-01,1.745814E+02,8.210000E+01,2.043151E-01,1.548161E+02,9.410000E+01,1.643267E-01,1.324971E+02,1.179000E+02,1.364545E-01,1.074516E+02
phi0,1.176000E+02,1.401887E-01,1.037837E+02,9.360000E+01,1.686323E-01,1.308679E+02,8.120000E+01,2.096688E-01,1.566140E+02,7.290000E+01,2.700996E-01,1.812220E+02,6.660000E+01,3.652690E-01,2.038933E+02
f1,1.228000E+02,2.829275E-01,5.671735E+01,9.950000E+01,2.363501E-01,9.039490E+01,8.750000E+01,2.176908E-01,1.252725E+02,7.960000E+01,2.151162E-01,1.622581E+02,7.370000E+01,2.290712E-01,2.012944E+02
f2,8.020000E+01,2.147642E-01,1.591753E+02,8.020000E+01,2.147633E-01,1.591792E+02,8.020000E+01,2.147586E-01,1.591908E+02,8.020000E+01,2.147249E-01,1.592799E+02,8.010000E+01,2.144982E-01,1.598725E+02
f3,8.030000E+01,2.103400E-01,1.593989E+02,8.020000E+01,2.131583E-01,1.592586E+02,7.990000E+01,2.245066E-01,1.586869E+02,7.860000E+01,2.736860E-01,1.562709E+02,7.310000E+01,5.607407E-01,1.433282E+02
f12,8.060000E+01,3.342494E-01,1.302188E+02,8.060000E+01,3.341240E-01,1.302366E+02,8.050000E+01,3.332541E-01,1.303744E+02,8.050000E+01,3.274425E-01,1.312840E+02,8.040000E+01,2.919062E-01,1.376736E+02
f13,8.020000E+01,2.152266E-01,1.591693E+02,8.020000E+01,2.174907E-01,1.591262E+02,8.010000E+01,2.251300E-01,1.590045E+02,7.980000E+01,2.521164E-01,1.585303E+02,7.890000E+01,3.656602E-01,1.562781E+02
f23,8.020000E+01,2.147630E-01,1.591752E+02,8.020000E+01,2.147657E-01,1.591760E+02,8.020000E+01,2.147844E-01,1.591814E+02,8.020000E+01,2.149158E-01,1.592085E+02,8.020000E+01,2.157994E-01,1.593998E+02
f123,8.020000E+01,2.129637E-01,1.591778E+02,8.020000E+01,2.137996E-01,1.591752E+02,8.020000E+01,2.177525E-01,1.591708E+02,8.040000E+01,2.368578E-01,1.591485E+02,8.120000E+01,3.405174E-01,1.587117E+02
kb1,1.282000E+02,1.881966E-01,9.915007E+01,1.030000E+02,1.774902E-01,1.238023E+02,9.060000E+01,1.818572E-01,1.418796E+02,8.280000E+01,2.005694E-01,1.549924E+02,7.720000E+01,2.449877E-01,1.635425E+02
