,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,6.490000E+01,3.516726E+00,1.765554E+01,5.710000E+01,3.394116E+00,2.436814E+01,5.130000E+01,3.730192E+00,2.970165E+01,4.650000E+01,4.543879E+00,3.333234E+01,4.220000E+01,6.432252E+00,3.368098E+01
gammam,4.200000E+01,6.030423E+00,3.478152E+01,4.420000E+01,4.280783E+00,3.593080E+01,4.670000E+01,3.446013E+00,3.423890E+01,4.940000E+01,2.985384E+00,3.107982E+01,5.270000E+01,2.746867E+00,2.693821E+01
gammamRNA,4.240000E+01,6.036445E+00,3.420243E+01,4.600000E+01,4.264696E+00,3.369116E+01,4.990000E+01,3.479673E+00,3.004374E+01,5.500000E+01,3.138588E+00,2.472456E+01,6.190000E+01,3.213057E+00,1.801268E+01
gammad,4.100000E+01,6.925903E+00,3.446772E+01,4.100000E+01,6.969174E+00,3.432483E+01,4.100000E+01,7.076066E+00,3.397712E+01,4.100000E+01,7.348982E+00,3.311694E+01,4.090000E+01,8.111367E+00,3.092405E+01
alphaass,6.490000E+01,3.370421E+00,1.756818E+01,5.710000E+01,3.224013E+00,2.446817E+01,5.130000E+01,3.525667E+00,2.992467E+01,4.670000E+01,4.272828E+00,3.366819E+01,4.260000E+01,5.984682E+00,3.427353E+01
alphadiss,4.260000E+01,5.951762E+00,3.429831E+01,4.670000E+01,4.263209E+00,3.364697E+01,5.130000E+01,3.522267E+00,2.990442E+01,5.710000E+01,3.222495E+00,2.446311E+01,6.490000E+01,3.367252E+00,1.758898E+01
phi0,6.530000E+01,3.535254E+00,1.737747E+01,5.740000E+01,3.388604E+00,2.410976E+01,5.150000E+01,3.704442E+00,2.947577E+01,4.660000E+01,4.481561E+00,3.319460E+01,4.250000E+01,6.253489E+00,3.382662E+01
f1,4.090000E+01,7.567259E+00,3.244558E+01,4.090000E+01,7.686338E+00,3.215318E+01,4.090000E+01,7.932555E+00,3.155997E+01,4.070000E+01,8.466182E+00,3.033430E+01,4.050000E+01,9.766351E+00,2.764419E+01
f2,4.090000E+01,7.596493E+00,3.237416E+01,4.090000E+01,7.595253E+00,3.237915E+01,4.090000E+01,7.587524E+00,3.241181E+01,4.090000E+01,7.534663E+00,3.263392E+01,4.070000E+01,7.200286E+00,3.411728E+01
f3,4.190000E+01,8.766008E+00,2.727395E+01,4.060000E+01,7.295686E+00,3.414544E+01,3.920000E+01,6.594996E+00,4.008442E+01,3.790000E+01,6.393492E+00,4.501864E+01,3.650000E+01,6.839554E+00,4.789859E+01
f12,4.100000E+01,7.576972E+00,3.241795E+01,4.100000E+01,7.582368E+00,3.240592E+01,4.100000E+01,7.606797E+00,3.235023E+01,4.090000E+01,7.719468E+00,3.209524E+01,4.070000E+01,8.289490E+00,3.084739E+01
f13,4.110000E+01,7.056158E+00,3.364929E+01,4.100000E+01,7.148362E+00,3.342776E+01,4.100000E+01,7.344631E+00,3.295998E+01,4.090000E+01,7.789267E+00,3.193500E+01,4.070000E+01,8.962395E+00,2.943461E+01
