,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,7.540000E+01,4.512649E+00,1.115441E+01,6.970000E+01,4.629351E+00,1.360739E+01,6.530000E+01,5.113319E+00,1.511470E+01,6.170000E+01,5.941997E+00,1.573655E+01,5.860000E+01,7.325060E+00,1.528360E+01
gammam,6.320000E+01,6.353082E+00,1.437037E+01,6.560000E+01,4.970508E+00,1.515151E+01,6.860000E+01,4.186620E+00,1.470297E+01,7.240000E+01,3.739061E+00,1.327362E+01,7.750000E+01,3.619409E+00,1.081531E+01
gammamRNA,5.920000E+01,7.243241E+00,1.525181E+01,6.220000E+01,5.846998E+00,1.565993E+01,6.590000E+01,5.015802E+00,1.495247E+01,7.050000E+01,4.543433E+00,1.330715E+01,7.640000E+01,4.486815E+00,1.061436E+01
gammad,6.480000E+01,4.585505E+00,1.754151E+01,6.480000E+01,4.615853E+00,1.738283E+01,6.490000E+01,4.685750E+00,1.702868E+01,6.510000E+01,4.853660E+00,1.623656E+01,6.540000E+01,5.308060E+00,1.443874E+01
alphaass,7.670000E+01,4.156440E+00,1.100143E+01,7.160000E+01,4.256561E+00,1.325541E+01,6.750000E+01,4.670864E+00,1.464219E+01,6.430000E+01,5.383766E+00,1.521544E+01,6.160000E+01,6.565133E+00,1.482109E+01
alphadiss,6.110000E+01,6.911223E+00,1.456573E+01,6.390000E+01,5.519638E+00,1.522071E+01,6.720000E+01,4.717895E+00,1.473021E+01,7.140000E+01,4.259662E+00,1.332236E+01,7.680000E+01,4.150061E+00,1.094854E+01
phi0,7.590000E+01,4.530052E+00,1.087777E+01,7.030000E+01,4.596814E+00,1.339498E+01,6.580000E+01,5.036364E+00,1.497532E+01,6.220000E+01,5.799898E+00,1.570633E+01,5.910000E+01,7.048942E+00,1.544571E+01
f1,6.820000E+01,1.896014E+00,2.418733E+01,6.820000E+01,1.913232E+00,2.412695E+01,6.810000E+01,1.965835E+00,2.394270E+01,6.780000E+01,2.133156E+00,2.336129E+01,6.710000E+01,2.738599E+00,2.134262E+01
f2,6.860000E+01,6.819380E+00,9.851593E+00,6.830000E+01,6.499591E+00,1.051281E+01,6.770000E+01,6.122630E+00,1.139421E+01,6.710000E+01,5.739867E+00,1.250034E+01,6.620000E+01,5.376329E+00,1.386800E+01
f3,6.240000E+01,4.626629E+00,1.908499E+01,5.760000E+01,4.413260E+00,2.570661E+01,5.360000E+01,4.713508E+00,3.084577E+01,5.010000E+01,5.551249E+00,3.383980E+01,4.700000E+01,7.483069E+00,3.306601E+01
