,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,8.680000E+01,7.530264E-01,4.917992E+01,6.450000E+01,1.024385E+00,5.163378E+01,5.290000E+01,1.447938E+00,5.254668E+01,4.550000E+01,2.168942E+00,5.210845E+01,4.010000E+01,3.664726E+00,4.912126E+01
gammam,5.070000E+01,3.186337E+00,4.521865E+01,5.510000E+01,1.881506E+00,4.882615E+01,6.130000E+01,1.280432E+00,5.000351E+01,7.140000E+01,9.336056E-01,5.019123E+01,9.140000E+01,7.107697E-01,4.943469E+01
gammamRNA,4.070000E+01,3.780295E+00,4.931896E+01,4.600000E+01,2.219512E+00,5.230637E+01,5.310000E+01,1.472191E+00,5.265174E+01,6.440000E+01,1.035114E+00,5.167540E+01,8.620000E+01,7.563171E-01,4.925866E+01
gammad,7.970000E+01,8.073737E-01,4.997846E+01,7.980000E+01,8.076874E-01,4.989141E+01,7.990000E+01,8.084560E-01,4.967473E+01,8.020000E+01,8.103012E-01,4.915702E+01,8.100000E+01,8.147765E-01,4.792004E+01
alphaass,9.040000E+01,7.284859E-01,4.908758E+01,6.770000E+01,9.728625E-01,5.078889E+01,5.630000E+01,1.351381E+00,5.104948E+01,4.920000E+01,1.996757E+00,5.015477E+01,4.420000E+01,3.363061E+00,4.697781E+01
alphadiss,4.450000E+01,3.323305E+00,4.708764E+01,4.940000E+01,1.982404E+00,5.018990E+01,5.650000E+01,1.344489E+00,5.105142E+01,6.800000E+01,9.692070E-01,5.077698E+01,9.070000E+01,7.264917E-01,4.906123E+01
phi0,8.700000E+01,7.518569E-01,4.916085E+01,6.460000E+01,1.022868E+00,5.162744E+01,5.290000E+01,1.445905E+00,5.254557E+01,4.550000E+01,2.166032E+00,5.211235E+01,4.000000E+01,3.659577E+00,4.913410E+01
f1,9.380000E+01,1.668712E-01,5.612684E+01,9.360000E+01,1.710869E-01,5.608133E+01,9.310000E+01,1.881126E-01,5.592243E+01,9.090000E+01,2.634259E-01,5.521072E+01,8.150000E+01,7.065097E-01,5.097661E+01
f2,7.970000E+01,8.073920E-01,4.996851E+01,7.980000E+01,8.073970E-01,4.997043E+01,7.970000E+01,8.074109E-01,4.997946E+01,7.960000E+01,8.075246E-01,5.002602E+01,7.890000E+01,8.083174E-01,5.035360E+01
f3,8.900000E+01,8.006395E-01,4.588396E+01,6.670000E+01,8.319000E-01,5.734934E+01,5.460000E+01,8.933287E-01,6.684418E+01,4.650000E+01,9.975186E-01,7.530507E+01,4.050000E+01,1.188506E+00,8.263123E+01
