,log10_var,log10_left_bound,log10_right_bound
beta,1.2617385473525378,1.2330709234011972,1.4884511708187533
gammam,-0.6558042841285651,-0.8160520381432139,-0.6276251937949158
gammamRNA,-0.023787622882622896,-0.2533977574453893,0.004206569930573823
gammad,-1.8557372262380094,-3.3010299956639813,-1.0
alphaass,-1.1326503828112076,-1.1834716494433635,-0.7477262292777114
alphadiss,2.0346284566253203,1.6462147378036405,2.0836512303123156
phi0,-0.626720106722504,-0.6508597923465225,-0.40113977942309426
f1,-0.6076548446387959,-3.0,0.6274160534567277
f2,0.5060989599284405,-3.0,2.0
f3,1.726808682524964,1.6852644655887092,1.9957313856644525
f12,-1.2277516600281464,-3.0,2.0
f13,-1.1073489661226996,-3.0,0.4918433240595882
f23,-2.216668237112576,-3.0,2.0
f123,-2.6888821573374946,-3.0,1.6474180409033328
kb1,-2.902395671125589,-3.0,-2.562483471272155
kb2,-2.8850555842874153,-3.0,-1.029306929709481
kb3,-1.947306058075032,-1.9925390008921209,-1.681325474083648
ku1,-1.3885953622884066,-1.785053057054518,-1.1100224144868966
ku2,0.6501131644435715,-1.5678038100956284,3.0
ku3,-0.25829701604226013,-0.4998222345207749,-0.2105680558463286
bcoop12,0.708675792726537,-1.3010299956639813,1.3010299956639813
bcoop23,0.4745076391169757,-1.3010299956639813,1.3010299956639813
bcoop13,-0.15255073750082712,-0.7402491078890037,0.7360640466409405
bcoop123,0.9103041680685687,-1.3010299956639813,1.3010299956639813
ucoop12,0.09586645347854265,-1.3010299956639813,1.3010299956639813
ucoop23,0.15228834438305647,-1.3010299956639813,1.3010299956639813
ucoop13,-1.0501710410646863,-1.3010299956639813,-0.696572447650414
ucoop123,0.4189638307036226,-1.3010299956639813,1.3010299956639813
