,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.281000E+02,1.706906E+00,1.954252E+01,1.040000E+02,1.797527E+00,2.910120E+01,8.940000E+01,2.182076E+00,3.602756E+01,7.870000E+01,2.941471E+00,3.994321E+01,7.020000E+01,4.619132E+00,3.878351E+01
gammam,8.170000E+01,4.944999E+00,3.051084E+01,8.960000E+01,3.109040E+00,3.262357E+01,9.900000E+01,2.292531E+00,3.037826E+01,1.117000E+02,1.879075E+00,2.550253E+01,1.319000E+02,1.751277E+00,1.834326E+01
gammamRNA,8.580000E+01,4.579957E+00,2.930280E+01,9.370000E+01,3.008754E+00,3.069912E+01,1.030000E+02,2.263107E+00,2.848244E+01,1.155000E+02,1.878738E+00,2.395471E+01,1.352000E+02,1.768387E+00,1.735801E+01
gammad,1.397000E+02,1.735811E+00,1.643401E+01,1.397000E+02,1.741340E+00,1.636960E+01,1.400000E+02,1.754848E+00,1.621423E+01,1.406000E+02,1.788351E+00,1.584074E+01,1.421000E+02,1.874723E+00,1.495023E+01
alphaass,1.290000E+02,1.715654E+00,1.924887E+01,1.055000E+02,1.808027E+00,2.822052E+01,9.130000E+01,2.190506E+00,3.459434E+01,8.100000E+01,2.949304E+00,3.804090E+01,7.260000E+01,4.649087E+00,3.660986E+01
alphadiss,7.270000E+01,4.676867E+00,3.652984E+01,8.090000E+01,2.970504E+00,3.803506E+01,9.110000E+01,2.206058E+00,3.470102E+01,1.050000E+02,1.817633E+00,2.846720E+01,1.277000E+02,1.711312E+00,1.969531E+01
phi0,1.235000E+02,1.694502E+00,2.113525E+01,1.016000E+02,1.834878E+00,3.022082E+01,8.780000E+01,2.256413E+00,3.674654E+01,7.760000E+01,3.081837E+00,4.014746E+01,6.920000E+01,4.964174E+00,3.807237E+01
f1,1.427000E+02,1.631575E+00,1.584371E+01,1.425000E+02,1.641465E+00,1.584165E+01,1.421000E+02,1.673585E+00,1.583329E+01,1.408000E+02,1.782275E+00,1.578659E+01,1.362000E+02,2.206922E+00,1.539704E+01
f2,1.407000E+02,1.794025E+00,1.577890E+01,1.407000E+02,1.793819E+00,1.578182E+01,1.407000E+02,1.792407E+00,1.580142E+01,1.403000E+02,1.782918E+00,1.593487E+01,1.382000E+02,1.723118E+00,1.683474E+01
f3,1.215000E+02,1.371931E+00,2.575920E+01,1.004000E+02,1.140038E+00,4.398503E+01,8.710000E+01,1.116121E+00,6.192602E+01,7.670000E+01,1.230638E+00,7.915201E+01,6.740000E+01,1.605007E+00,9.273952E+01
f12,1.407000E+02,1.792352E+00,1.573151E+01,1.407000E+02,1.792390E+00,1.573276E+01,1.407000E+02,1.792665E+00,1.574123E+01,1.406000E+02,1.794585E+00,1.579880E+01,1.404000E+02,1.810099E+00,1.618774E+01
f13,1.419000E+02,1.780113E+00,1.397398E+01,1.418000E+02,1.779609E+00,1.401731E+01,1.418000E+02,1.778113E+00,1.417454E+01,1.414000E+02,1.777077E+00,1.474256E+01,1.399000E+02,1.834648E+00,1.673651E+01
f23,1.407000E+02,1.818864E+00,1.557766E+01,1.408000E+02,1.818684E+00,1.557911E+01,1.407000E+02,1.817459E+00,1.558889E+01,1.407000E+02,1.809149E+00,1.565586E+01,1.405000E+02,1.754009E+00,1.611706E+01
f123,1.407000E+02,1.793820E+00,1.578120E+01,1.407000E+02,1.792424E+00,1.579393E+01,1.407000E+02,1.784764E+00,1.586415E+01,1.411000E+02,1.743176E+00,1.625684E+01,1.429000E+02,1.528873E+00,1.863994E+01
kb1,1.368000E+02,1.477797E+00,2.741506E+01,1.380000E+02,1.551094E+00,2.272064E+01,1.396000E+02,1.680908E+00,1.822723E+01,1.416000E+02,1.911105E+00,1.394331E+01,1.443000E+02,2.370007E+00,9.808045E+00
kb2,1.412000E+02,1.771294E+00,1.673675E+01,1.410000E+02,1.780474E+00,1.630415E+01,1.405000E+02,1.806371E+00,1.537055E+01,1.398000E+02,1.885509E+00,1.353380E+01,1.394000E+02,2.149931E+00,1.036825E+01
kb3,1.305000E+02,1.600148E+00,1.945175E+01,1.120000E+02,1.422064E+00,2.754469E+01,9.980000E+01,1.466114E+00,3.319194E+01,9.050000E+01,1.703464E+00,3.630829E+01,8.200000E+01,2.397858E+00,3.526104E+01
ku1,1.691000E+02,1.670523E+00,8.687946E+00,1.543000E+02,1.596302E+00,1.246512E+01,1.411000E+02,1.784049E+00,1.568802E+01,1.280000E+02,2.266729E+00,1.825241E+01,1.123000E+02,3.441038E+00,1.947990E+01
ku2,1.400000E+02,2.006355E+00,1.068619E+01,1.400000E+02,1.838156E+00,1.413175E+01,1.408000E+02,1.791049E+00,1.590451E+01,1.412000E+02,1.774407E+00,1.664971E+01,1.414000E+02,1.768469E+00,1.692499E+01
ku3,8.360000E+01,2.312874E+00,3.529649E+01,9.210000E+01,1.680742E+00,3.580093E+01,1.016000E+02,1.462788E+00,3.242310E+01,1.141000E+02,1.435296E+00,2.657057E+01,1.338000E+02,1.655328E+00,1.821482E+01
bcoop12,1.415000E+02,1.810708E+00,1.637314E+01,1.409000E+02,1.797964E+00,1.593288E+01,1.397000E+02,1.775215E+00,1.490998E+01,1.378000E+02,1.761313E+00,1.289078E+01,1.361000E+02,1.855470E+00,9.649085E+00
bcoop23,1.411000E+02,1.799362E+00,1.608682E+01,1.400000E+02,1.786590E+00,1.530499E+01,1.378000E+02,1.772482E+00,1.368184E+01,1.347000E+02,1.792889E+00,1.100255E+01,1.314000E+02,1.932485E+00,7.634236E+00
bcoop13,1.304000E+02,3.174018E+00,2.693980E+01,1.366000E+02,2.219838E+00,2.354965E+01,1.392000E+02,1.874070E+00,1.894098E+01,1.415000E+02,1.790379E+00,1.409203E+01,1.448000E+02,1.977061E+00,9.329402E+00
bcoop123,1.419000E+02,1.816534E+00,1.660378E+01,1.419000E+02,1.816208E+00,1.659179E+01,1.419000E+02,1.815324E+00,1.655954E+01,1.417000E+02,1.812929E+00,1.647356E+01,1.413000E+02,1.806623E+00,1.624942E+01
ucoop12,1.408000E+02,1.803301E+00,1.588399E+01,1.412000E+02,1.830341E+00,1.620065E+01,1.413000E+02,1.840577E+00,1.632775E+01,1.414000E+02,1.844384E+00,1.637620E+01,1.414000E+02,1.845786E+00,1.639436E+01
ucoop23,1.410000E+02,1.797866E+00,1.594514E+01,1.416000E+02,1.805699E+00,1.635161E+01,1.418000E+02,1.808186E+00,1.651586E+01,1.420000E+02,1.809036E+00,1.657852E+01,1.420000E+02,1.809340E+00,1.660195E+01
ucoop13,1.551000E+02,1.696206E+00,8.192091E+00,1.482000E+02,1.585359E+00,1.166525E+01,1.426000E+02,1.697053E+00,1.470862E+01,1.375000E+02,2.026155E+00,1.728975E+01,1.302000E+02,2.847122E+00,1.901179E+01
ucoop123,1.478000E+02,1.042138E+00,1.009380E+01,1.395000E+02,1.330431E+00,1.236560E+01,1.390000E+02,1.599643E+00,1.403470E+01,1.400000E+02,1.743087E+00,1.523538E+01,1.409000E+02,1.803851E+00,1.589788E+01
