,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.768000E+02,2.763850E-01,7.589655E+01,1.392000E+02,3.673253E-01,9.406451E+01,1.190000E+02,5.351429E-01,1.099200E+02,1.033000E+02,9.141113E-01,1.196846E+02,8.700000E+01,2.225134E+00,1.069771E+02
gammam,9.220000E+01,1.853452E+00,1.087412E+02,1.071000E+02,7.247456E-01,1.198902E+02,1.195000E+02,4.167004E-01,1.109839E+02,1.360000E+02,2.832183E-01,9.726372E+01,1.705000E+02,2.114202E-01,8.126316E+01
gammamRNA,8.940000E+01,2.056439E+00,1.082288E+02,1.048000E+02,8.443499E-01,1.195429E+02,1.189000E+02,4.895701E-01,1.100347E+02,1.370000E+02,3.337931E-01,9.507634E+01,1.724000E+02,2.499854E-01,7.794977E+01
gammad,1.021000E+02,9.618564E-01,1.199103E+02,1.021000E+02,9.644922E-01,1.197554E+02,1.021000E+02,9.709064E-01,1.193811E+02,1.019000E+02,9.866159E-01,1.184761E+02,1.018000E+02,1.025876E+00,1.163070E+02
alphaass,1.372000E+02,3.748278E-01,9.592831E+01,1.213000E+02,5.024039E-01,1.083425E+02,1.087000E+02,7.352376E-01,1.176416E+02,9.670000E+01,1.255615E+00,1.187638E+02,8.330000E+01,2.985235E+00,9.643362E+01
alphadiss,7.590000E+01,6.279980E+00,6.578091E+01,8.220000E+01,3.269339E+00,9.293068E+01,8.850000E+01,2.024103E+00,1.094051E+02,9.450000E+01,1.405335E+00,1.173540E+02,1.002000E+02,1.051056E+00,1.198653E+02
phi0,1.855000E+02,2.674271E-01,7.329181E+01,1.420000E+02,3.552566E-01,9.225238E+01,1.203000E+02,5.182933E-01,1.088750E+02,1.040000E+02,8.887644E-01,1.195245E+02,8.720000E+01,2.192121E+00,1.074334E+02
f1,1.744000E+02,5.805650E-01,3.748972E+01,1.407000E+02,5.466608E-01,6.143776E+01,1.227000E+02,5.930691E-01,8.588453E+01,1.092000E+02,7.567449E-01,1.099272E+02,9.420000E+01,1.387881E+00,1.227474E+02
f2,1.021000E+02,9.623526E-01,1.198805E+02,1.021000E+02,9.623785E-01,1.198826E+02,1.021000E+02,9.625842E-01,1.198874E+02,1.020000E+02,9.639740E-01,1.199361E+02,1.018000E+02,9.735913E-01,1.202526E+02
f3,1.021000E+02,9.644167E-01,1.198308E+02,1.019000E+02,9.788273E-01,1.195008E+02,1.012000E+02,1.030418E+00,1.183144E+02,9.870000E+01,1.231465E+00,1.137620E+02,9.040000E+01,2.263293E+00,9.349121E+01
f12,1.021000E+02,9.625068E-01,1.198739E+02,1.021000E+02,9.618608E-01,1.199036E+02,1.022000E+02,9.574459E-01,1.201136E+02,1.023000E+02,9.283192E-01,1.215289E+02,1.036000E+02,7.651594E-01,1.309892E+02
f13,1.022000E+02,9.614170E-01,1.198977E+02,1.020000E+02,9.723385E-01,1.196906E+02,1.017000E+02,1.006202E+00,1.190418E+02,1.006000E+02,1.120433E+00,1.168367E+02,9.630000E+01,1.643098E+00,1.068079E+02
f23,1.021000E+02,9.623599E-01,1.198803E+02,1.021000E+02,9.624531E-01,1.198798E+02,1.021000E+02,9.631196E-01,1.198670E+02,1.021000E+02,9.676678E-01,1.197945E+02,1.017000E+02,1.000029E+00,1.192556E+02
f123,1.020000E+02,9.558470E-01,1.197283E+02,1.020000E+02,9.564584E-01,1.197412E+02,1.021000E+02,9.598235E-01,1.198216E+02,1.024000E+02,9.786330E-01,1.202554E+02,1.046000E+02,1.096479E+00,1.226584E+02
kb1,1.817000E+02,3.856784E-01,7.067154E+01,1.437000E+02,3.886500E-01,9.214130E+01,1.256000E+02,4.365155E-01,1.080648E+02,1.136000E+02,5.597264E-01,1.189759E+02,1.021000E+02,9.675470E-01,1.198079E+02
kb2,1.008000E+02,9.283115E-01,1.316882E+02,1.020000E+02,9.468148E-01,1.221593E+02,1.033000E+02,1.219828E+00,9.778845E+01,1.064000E+02,1.950731E+00,6.074553E+01,1.149000E+02,2.915612E+00,2.843318E+01
kb3,1.021000E+02,4.890649E-01,1.037261E+02,9.930000E+01,3.280389E-01,7.454574E+01,9.730000E+01,2.764733E-01,4.778610E+01,9.610000E+01,2.835300E-01,2.637109E+01,9.590000E+01,3.924313E-01,1.148376E+01
ku1,1.013000E+02,1.016327E+00,1.190916E+02,1.114000E+02,5.927901E-01,1.194841E+02,1.215000E+02,4.685242E-01,1.092448E+02,1.375000E+02,4.217388E-01,9.374552E+01,1.716000E+02,4.199753E-01,7.241594E+01
ku2,1.503000E+02,9.757316E-01,4.597638E+01,1.193000E+02,8.098546E-01,8.572185E+01,1.042000E+02,9.257066E-01,1.140543E+02,1.004000E+02,9.915203E-01,1.273408E+02,9.990000E+01,9.916694E-01,1.327927E+02
ku3,1.809000E+02,7.789547E-02,9.347692E+01,1.549000E+02,1.073764E-01,1.026126E+02,1.358000E+02,1.596652E-01,1.117619E+02,1.216000E+02,2.684468E-01,1.200304E+02,1.085000E+02,6.159344E-01,1.236030E+02
bcoop12,9.990000E+01,1.002581E+00,1.318406E+02,1.005000E+02,9.638519E-01,1.300677E+02,1.017000E+02,9.450050E-01,1.240390E+02,1.031000E+02,1.061008E+00,1.083904E+02,1.057000E+02,1.443769E+00,8.116728E+01
bcoop23,9.200000E+01,2.433806E+00,9.482964E+01,1.002000E+02,1.186217E+00,1.158912E+02,1.050000E+02,6.320331E-01,1.249348E+02,1.067000E+02,3.743920E-01,1.260093E+02,1.073000E+02,2.348857E-01,1.214990E+02
bcoop13,1.054000E+02,4.275903E-01,1.146441E+02,1.042000E+02,2.110673E-01,8.933740E+01,1.045000E+02,1.398641E-01,6.341488E+01,1.081000E+02,1.110392E-01,4.072937E+01,1.173000E+02,1.085301E-01,2.288257E+01
bcoop123,9.720000E+01,1.555305E+00,1.091068E+02,1.035000E+02,8.004533E-01,1.226533E+02,1.065000E+02,4.611713E-01,1.269194E+02,1.078000E+02,2.877973E-01,1.260999E+02,1.084000E+02,1.869998E-01,1.209587E+02
ucoop12,1.090000E+02,8.180895E-01,1.066102E+02,1.019000E+02,9.688383E-01,1.204538E+02,9.990000E+01,1.028335E+00,1.272796E+02,9.950000E+01,1.040372E+00,1.304530E+02,9.940000E+01,1.042335E+00,1.317665E+02
ucoop23,1.062000E+02,6.018179E-01,1.261445E+02,9.830000E+01,1.376442E+00,1.121564E+02,8.950000E+01,2.970166E+00,8.701740E+01,8.430000E+01,5.039856E+00,6.600794E+01,8.220000E+01,6.475544E+00,5.620134E+01
ucoop13,1.101000E+02,4.761164E-01,1.259478E+02,1.076000E+02,6.023203E-01,1.249034E+02,1.042000E+02,8.137251E-01,1.221693E+02,9.870000E+01,1.245117E+00,1.152026E+02,8.870000E+01,2.549801E+00,9.485736E+01
