,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.820000E+02,4.288002E-01,4.454500E+01,1.486000E+02,5.004687E-01,4.816344E+01,1.299000E+02,6.055395E-01,5.142119E+01,1.160000E+02,7.751213E-01,5.408192E+01,1.032000E+02,1.099229E+00,5.533192E+01
gammam,1.114000E+02,1.052015E+00,5.201618E+01,1.260000E+02,7.118682E-01,5.119189E+01,1.411000E+02,5.503614E-01,4.909207E+01,1.624000E+02,4.548309E-01,4.650971E+01,2.083000E+02,3.910030E-01,4.360751E+01
gammamRNA,1.051000E+02,1.133786E+00,5.424135E+01,1.194000E+02,7.648202E-01,5.313104E+01,1.347000E+02,5.835119E-01,5.043304E+01,1.560000E+02,4.756120E-01,4.713129E+01,2.012000E+02,4.039626E-01,4.347031E+01
gammad,1.533000E+02,4.841548E-01,4.752824E+01,1.543000E+02,4.851554E-01,4.703631E+01,1.567000E+02,4.873735E-01,4.589944E+01,1.630000E+02,4.918039E-01,4.332362E+01,1.839000E+02,4.978819E-01,3.775248E+01
alphaass,1.952000E+02,4.065303E-01,4.409242E+01,1.584000E+02,4.679762E-01,4.690471E+01,1.391000E+02,5.568850E-01,4.942166E+01,1.252000E+02,6.988395E-01,5.151089E+01,1.123000E+02,9.666329E-01,5.264517E+01
alphadiss,1.143000E+02,9.521247E-01,5.217787E+01,1.273000E+02,6.881623E-01,5.107621E+01,1.411000E+02,5.482432E-01,4.908490E+01,1.604000E+02,4.607073E-01,4.670107E+01,1.973000E+02,4.002297E-01,4.404435E+01
phi0,1.820000E+02,4.287751E-01,4.454306E+01,1.478000E+02,5.032514E-01,4.827578E+01,1.289000E+02,6.141534E-01,5.161839E+01,1.148000E+02,7.976391E-01,5.429084E+01,1.015000E+02,1.166175E+00,5.527603E+01
f1,2.069000E+02,4.367795E-01,4.005838E+01,1.646000E+02,4.660322E-01,4.517398E+01,1.432000E+02,5.106476E-01,5.010151E+01,1.287000E+02,5.818769E-01,5.480406E+01,1.164000E+02,7.089181E-01,5.906569E+01
f2,1.536000E+02,4.840360E-01,4.744844E+01,1.536000E+02,4.840445E-01,4.744973E+01,1.535000E+02,4.841059E-01,4.745631E+01,1.533000E+02,4.845297E-01,4.750455E+01,1.520000E+02,4.874494E-01,4.783014E+01
f3,1.578000E+02,3.744059E-01,4.744199E+01,1.576000E+02,3.773594E-01,4.744327E+01,1.573000E+02,3.878430E-01,4.744827E+01,1.557000E+02,4.268419E-01,4.746378E+01,1.480000E+02,6.071899E-01,4.744501E+01
f12,1.538000E+02,5.194524E-01,4.518151E+01,1.538000E+02,5.193929E-01,4.518487E+01,1.537000E+02,5.189868E-01,4.520847E+01,1.537000E+02,5.162489E-01,4.536857E+01,1.535000E+02,4.984911E-01,4.648150E+01
f13,1.536000E+02,4.060729E-01,4.654692E+01,1.536000E+02,4.068748E-01,4.655954E+01,1.536000E+02,4.096416E-01,4.660228E+01,1.536000E+02,4.194986E-01,4.674663E+01,1.536000E+02,4.594093E-01,4.723476E+01
f23,1.535000E+02,4.842353E-01,4.747427E+01,1.535000E+02,4.842522E-01,4.747439E+01,1.535000E+02,4.843674E-01,4.747517E+01,1.535000E+02,4.851555E-01,4.748248E+01,1.534000E+02,4.906427E-01,4.752925E+01
f123,1.534000E+02,4.842991E-01,4.747030E+01,1.535000E+02,4.842072E-01,4.748235E+01,1.536000E+02,4.836544E-01,4.755487E+01,1.539000E+02,4.803778E-01,4.799668E+01,1.563000E+02,4.618897E-01,5.085751E+01
kb1,2.222000E+02,4.230988E-01,4.220695E+01,1.687000E+02,4.569860E-01,4.565505E+01,1.452000E+02,5.084690E-01,4.867812E+01,1.297000E+02,5.925877E-01,5.122114E+01,1.166000E+02,7.521651E-01,5.298965E+01
kb2,1.541000E+02,5.507650E-01,4.834877E+01,1.539000E+02,5.309896E-01,4.811717E+01,1.530000E+02,4.562951E-01,4.702420E+01,1.523000E+02,3.520261E-01,4.526763E+01,1.590000E+02,2.890383E-01,4.848599E+01
kb3,1.535000E+02,5.047914E-01,4.992063E+01,1.539000E+02,4.377302E-01,3.944472E+01,1.567000E+02,4.088757E-01,2.965026E+01,1.644000E+02,4.072389E-01,2.057810E+01,1.859000E+02,4.500021E-01,1.214338E+01
ku1,1.140000E+02,7.993642E-01,5.315581E+01,1.246000E+02,6.402813E-01,5.202223E+01,1.358000E+02,5.514177E-01,5.021374E+01,1.494000E+02,4.946897E-01,4.803085E+01,1.697000E+02,4.557171E-01,4.555456E+01
ku2,2.254000E+02,1.186303E-01,4.573889E+01,1.898000E+02,1.544874E-01,5.636615E+01,1.664000E+02,2.385485E-01,5.295517E+01,1.544000E+02,3.102714E-01,4.583850E+01,1.523000E+02,4.024765E-01,4.608580E+01
ku3,2.909000E+02,1.296892E-01,3.617611E+01,2.352000E+02,1.537323E-01,3.947018E+01,1.999000E+02,1.914769E-01,4.214372E+01,1.758000E+02,2.543816E-01,4.450699E+01,1.591000E+02,3.817013E-01,4.668080E+01
bcoop12,1.542000E+02,5.607467E-01,4.791645E+01,1.542000E+02,5.578933E-01,4.790024E+01,1.542000E+02,5.505103E-01,4.785786E+01,1.540000E+02,5.327565E-01,4.775416E+01,1.536000E+02,4.963386E-01,4.754067E+01
