,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,2.978000E+02,1.212094E+00,1.980401E+01,2.003000E+02,1.524578E+00,2.317605E+01,1.614000E+02,1.942591E+00,2.537695E+01,1.378000E+02,2.580916E+00,2.619676E+01,1.209000E+02,3.733871E+00,2.503664E+01
gammam,1.323000E+02,3.668316E+00,2.261473E+01,1.504000E+02,2.541645E+00,2.390154E+01,1.755000E+02,1.921400E+00,2.345678E+01,2.161000E+02,1.517094E+00,2.186735E+01,3.107000E+02,1.217303E+00,1.939619E+01
gammamRNA,1.252000E+02,4.625681E+00,2.103941E+01,1.431000E+02,2.909675E+00,2.361190E+01,1.678000E+02,2.086139E+00,2.365298E+01,2.076000E+02,1.587924E+00,2.216198E+01,3.017000E+02,1.237450E+00,1.954332E+01
gammad,6.662500E+02,1.028668E+00,1.749727E+01,6.851500E+02,1.029191E+00,1.741779E+01,7.203000E+02,1.029983E+00,1.728858E+01,7.203000E+02,1.029983E+00,1.728858E+01,7.203000E+02,1.029983E+00,1.728858E+01
alphaass,2.806000E+02,1.255453E+00,2.008251E+01,2.026000E+02,1.554286E+00,2.272690E+01,1.665000E+02,1.959454E+00,2.441138E+01,1.437000E+02,2.580682E+00,2.490444E+01,1.268000E+02,3.711916E+00,2.360867E+01
alphadiss,1.244000E+02,4.038899E+00,2.299959E+01,1.413000E+02,2.702238E+00,2.478120E+01,1.642000E+02,2.012272E+00,2.446441E+01,2.001000E+02,1.576412E+00,2.282034E+01,2.782000E+02,1.261696E+00,2.013092E+01
phi0,2.658000E+02,1.272183E+00,2.058451E+01,1.892000E+02,1.606472E+00,2.377974E+01,1.547000E+02,2.072670E+00,2.571897E+01,1.329000E+02,2.815163E+00,2.612454E+01,1.167000E+02,4.272863E+00,2.413760E+01
f1,2.934000E+02,1.144243E+00,2.130995E+01,2.071000E+02,1.307089E+00,2.600550E+01,1.675000E+02,1.540078E+00,2.989856E+01,1.417000E+02,1.919692E+00,3.266118E+01,1.215000E+02,2.682450E+00,3.328858E+01
f2,7.281000E+02,1.029374E+00,1.727524E+01,7.273500E+02,1.029418E+00,1.727668E+01,7.224500E+02,1.029715E+00,1.728650E+01,6.914500E+02,1.031735E+00,1.735338E+01,5.545500E+02,1.045218E+00,1.780540E+01
f3,9.473500E+02,9.627914E-01,1.714953E+01,9.473500E+02,9.627914E-01,1.714953E+01,4.193000E+02,1.308882E+00,1.766102E+01,2.592000E+02,1.818312E+00,1.789216E+01,1.832000E+02,2.896544E+00,1.685756E+01
f12,9.473500E+02,9.627914E-01,1.714953E+01,9.473500E+02,9.627914E-01,1.714953E+01,9.473500E+02,9.627914E-01,1.714953E+01,9.473500E+02,9.627914E-01,1.714953E+01,7.398000E+02,1.051819E+00,1.689248E+01
f13,7.192500E+02,1.029619E+00,1.729047E+01,7.157000E+02,1.031441E+00,1.731122E+01,7.040000E+02,1.037717E+00,1.738084E+01,6.667500E+02,1.060735E+00,1.761388E+01,5.467000E+02,1.171020E+00,1.838824E+01
f23,7.346000E+02,1.022109E+00,1.720307E+01,7.345500E+02,1.022131E+00,1.720334E+01,7.342500E+02,1.022280E+00,1.720513E+01,7.321000E+02,1.023305E+00,1.721730E+01,7.175500E+02,1.030468E+00,1.730012E+01
f123,7.189500E+02,1.031908E+00,1.723610E+01,7.189000E+02,1.031673E+00,1.724303E+01,7.186500E+02,1.030280E+00,1.728443E+01,7.171000E+02,1.022032E+00,1.753430E+01,7.067000E+02,9.745059E-01,1.916087E+01
kb1,3.060000E+02,1.156230E+00,1.989547E+01,2.199000E+02,1.324822E+00,2.256878E+01,1.797000E+02,1.554954E+00,2.446882E+01,1.537000E+02,1.918765E+00,2.537397E+01,1.334000E+02,2.628290E+00,2.462793E+01
kb2,7.280000E+02,1.067916E+00,1.738412E+01,6.937000E+02,9.749948E-01,1.715472E+01,5.511500E+02,8.097867E-01,1.690935E+01,3.443000E+02,6.771610E-01,1.905444E+01,1.716000E+02,1.057808E+00,2.261703E+01
kb3,5.511500E+02,8.097867E-01,1.690935E+01,8.315500E+02,1.032044E+00,1.627107E+01,9.495000E+02,1.034571E+00,1.561410E+01,1.153250E+03,1.038034E+00,1.495833E+01,1.645350E+03,1.042442E+00,1.430343E+01
