,log10_var,log10_left_bound,log10_right_bound
beta,1.7767011839884108,1.5148400667392141,1.9610249718057442
gammam,-0.05070759858797432,-0.19183584826491695,0.0
gammamRNA,-0.13900356324280422,-0.326197666038441,0.12350116422331084
gammad,-2.3547742884645837,-3.3010299956639813,-1.0
alphaass,-0.7644715530924511,-1.2905363996273058,-0.46286363566144495
alphadiss,1.2757719001649315,0.9793072469308397,1.8044902823409195
phi0,-1.0035758960449088,-1.2643587670019056,-0.8196538899626613
f1,-0.7401673009365164,-3.0,0.4880912841512385
f2,-0.5338741295818008,-3.0,2.0
f3,1.7707783961691477,1.374766517580888,1.996418412440143
f12,0.8298181874388775,-3.0,2.0
f13,-1.628193541492584,-3.0,-0.016056762802031596
f23,-2.0492944652261387,-3.0,2.0
f123,-2.3040807471686002,-3.0,1.356909810237504
kb1,-2.7649768405047763,-3.0,-1.8482771944311036
kb2,-2.2464169411070936,-3.0,-0.6083947812073847
kb3,-2.0119317966073647,-2.4712291255281595,-1.8512978086572653
ku1,-1.2511145599904834,-2.0,-1.0642980021784014
ku2,1.2886962605902559,-0.30747760807513197,3.0
ku3,-0.3228494787265673,-0.46370391703664077,0.13469131863714948
bcoop12,-0.48425858333063476,-1.3010299956639813,1.3010299956639813
bcoop23,1.2866809693549301,-1.3010299956639813,1.3010299956639813
bcoop13,-0.36804917374078305,-0.6851168749412448,1.2390915108618512
bcoop123,0.8854177651109361,-1.3010299956639813,1.3010299956639813
ucoop12,-1.0970729039827372,-1.3010299956639813,1.3010299956639813
ucoop23,0.9644953395550926,-1.3010299956639813,1.3010299956639813
ucoop13,-1.265680319140993,-1.3010299956639813,-1.0526233105878458
ucoop123,0.3941013020400447,-1.3010299956639813,1.3010299956639813
