,log10_var,log10_left_bound,log10_right_bound
beta,0.28578227377939475,-0.04904911398125877,0.38736151244302497
gammam,-0.4292236312052518,-0.5020288213371343,-0.09724597894493987
gammamRNA,-0.2395775165767879,-0.34471079475403915,0.09452736093804945
gammad,-2.0859214146108878,-3.3010299956639813,-1.0
alphaass,-0.14678866549668304,-0.8091669354461107,0.0
alphadiss,2.568788212315347,2.3974827155497866,3.0
phi0,0.48911436937891933,0.15366731569308842,0.5888967191095991
f1,-1.649558143464939,-3.0,-0.056440477323505614
f2,-2.9939620450026827,-3.0,2.0
f3,1.6431564656197062,1.221463544425729,1.7741849508999703
f12,0.469674772551798,-3.0,1.8236539288682736
f13,-1.9281179926938745,-3.0,-0.31313979452578744
f23,-1.9262816496538773,-3.0,2.0
f123,-2.733063088840827,-3.0,1.200371177373571
kb1,-2.960982678002588,-3.0,-1.8030970724922182
kb2,-1.9484616094846725,-3.0,-0.2711366093617892
kb3,-0.135548252841817,-0.6642410069559739,-0.03961542117118852
ku1,-1.44696698379756,-2.0,-1.3297129715294607
ku2,1.586812269443376,-0.1960856262076771,3.0
ku3,1.5535189401489695,1.4598226399692602,2.0818235459929983
bcoop12,0.26316246496221674,-1.3010299956639813,1.3010299956639813
bcoop23,0.5913985512812487,-1.3010299956639813,1.3010299956639813
bcoop13,-0.2575105354182249,-0.4083317074068694,1.3010299956639813
bcoop123,-0.6677635845085567,-1.3010299956639813,1.3010299956639813
ucoop12,-0.3495953301319682,-1.3010299956639813,1.3010299956639813
ucoop23,0.2692793897718986,-1.3010299956639813,1.3010299956639813
ucoop13,-1.155150199193361,-1.3010299956639813,-1.0160306178440193
ucoop123,-1.1590787998012284,-1.3010299956639813,1.3010299956639813
