,log10_var,log10_left_bound,log10_right_bound
beta,1.8209891764160495,1.5411315707215145,1.88150294273595
gammam,-0.18521985425419524,-0.23744722023971312,0.0
gammamRNA,0.871280972857973,0.8070116598320107,1.0
gammad,-1.6842395093342655,-3.3010299956639813,-1.0
alphaass,-1.9661743060466896,-2.0,-1.8471285961102688
alphadiss,1.84210976344061,1.723894193044111,2.3984398380375045
phi0,0.8558824300360357,0.5741987137922471,0.9144301928338961
f1,-1.0628332962849674,-3.0,-0.15056361330946438
f2,-0.40549695617991083,-3.0,2.0
f3,1.5520595341878844,1.1919845124406006,1.6605451157517561
f12,-1.316592700867905,-3.0,1.7182191748286058
f13,-0.2907300390241692,-3.0,-0.044655523113369774
f23,0.6682927104482209,-3.0,2.0
f123,-2.4030731856570293,-3.0,1.2217224154258575
kb1,-2.9058784041594388,-3.0,-1.8470901938867477
kb2,-1.6196078399429727,-3.0,0.4553040761180869
kb3,-1.3984832163499898,-1.8520377742196217,-1.3287877597646873
ku1,-1.3919020536747204,-2.0,-1.2846778824424274
ku2,1.9154526016884788,-0.26022369749193575,3.0
ku3,0.2907022432878544,0.22359182600403055,0.7484253994511367
bcoop12,-0.4663550212012372,-1.3010299956639813,1.3010299956639813
bcoop23,0.7565600430066829,-1.3010299956639813,1.3010299956639813
bcoop13,0.17983892802318674,-0.05443916341950976,1.3010299956639813
bcoop123,1.213517756996305,-1.3010299956639813,1.3010299956639813
ucoop12,-1.0791986181743458,-1.3010299956639813,1.3010299956639813
ucoop23,0.4342494523964755,-1.3010299956639813,1.3010299956639813
ucoop13,-0.7178312216953584,-1.3010299956639813,-0.5640507774043149
ucoop123,0.7221401254574156,-1.3010299956639813,1.3010299956639813
