,log10_var,log10_left_bound,log10_right_bound
beta,1.702085721435825,1.633394677776371,1.7168160153659733
gammam,-0.4869156395348558,-0.4918240074263893,-0.41463909929140064
gammamRNA,-0.5994620106080538,-0.6135276628896472,-0.5276111781002701
gammad,-1.7670038896078462,-3.3010299956639813,-1.1528015561328129
alphaass,-1.579384229374235,-1.7206848398188281,-1.557791085613259
alphadiss,0.782114147479071,0.7636467932433334,0.9250638215673339
phi0,-1.6882461389442456,-1.751571141971196,-1.6751199370939318
f1,-0.648590248074561,-3.0,-0.43390959320133005
f2,1.502290527914773,-3.0,2.0
f3,1.4827307000799428,1.4083103661918965,1.5110188649193208
f12,0.3986343245383921,-3.0,1.4338922123856426
f13,0.2013971243204515,-3.0,0.24706477546075253
f23,1.5425764762605296,-3.0,2.0
f123,-1.4925489390980302,-3.0,1.3622005355358087
kb1,-2.925915310971756,-3.0,-2.6998234949408264
kb2,-2.1537866361206124,-3.0,-0.2999970924613156
kb3,1.0944711286416449,0.9945084546025422,1.11923168371785
ku1,-1.4119525030139173,-2.0,-1.3817926714503457
ku2,1.381295623003826,0.288318229239894,3.0
ku3,2.7835462822703496,2.760189122688952,2.888391051795649
bcoop12,0.9573678084315275,-1.3010299956639813,1.3010299956639813
bcoop23,0.05728564441821465,-1.3010299956639813,1.3010299956639813
bcoop13,-0.18170810920000408,-0.2735274826990023,0.38879854442930273
bcoop123,0.5501059993475927,-1.3010299956639813,1.3010299956639813
ucoop12,0.34458874257871386,-1.3010299956639813,1.3010299956639813
ucoop23,-0.26480045157768667,-1.3010299956639813,1.3010299956639813
ucoop13,-1.0793549985932125,-1.3010299956639813,-1.009617156964584
ucoop123,0.05880548667590681,-1.3010299956639813,1.3010299956639813
