,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,5.720000E+01,5.896901E-01,3.667424E+01,4.210000E+01,7.550852E-01,4.495039E+01,3.460000E+01,1.039449E+00,5.118929E+01,2.940000E+01,1.591898E+00,5.399093E+01,2.480000E+01,3.030009E+00,4.893563E+01
gammam,2.880000E+01,2.459128E+00,4.591970E+01,3.360000E+01,1.339964E+00,4.927083E+01,3.900000E+01,8.900835E-01,4.697791E+01,4.630000E+01,6.588343E-01,4.232790E+01,6.110000E+01,5.243114E-01,3.623306E+01
gammamRNA,2.530000E+01,3.040288E+00,4.842688E+01,2.980000E+01,1.600236E+00,5.341289E+01,3.500000E+01,1.038332E+00,5.077999E+01,4.250000E+01,7.491235E-01,4.472628E+01,5.730000E+01,5.818092E-01,3.668485E+01
gammad,4.270000E+01,7.441443E-01,4.463725E+01,4.270000E+01,7.444537E-01,4.460396E+01,4.260000E+01,7.451974E-01,4.452895E+01,4.270000E+01,7.469787E-01,4.435850E+01,4.280000E+01,7.512602E-01,4.393350E+01
alphaass,5.700000E+01,5.868196E-01,3.688015E+01,4.290000E+01,7.387397E-01,4.437698E+01,3.570000E+01,9.918950E-01,5.010333E+01,3.060000E+01,1.461462E+00,5.300971E+01,2.610000E+01,2.569229E+00,4.991060E+01
alphadiss,2.590000E+01,2.699102E+00,4.929300E+01,3.040000E+01,1.494202E+00,5.301119E+01,3.550000E+01,1.001659E+00,5.022311E+01,4.290000E+01,7.405359E-01,4.443591E+01,5.720000E+01,5.855335E-01,3.681543E+01
phi0,5.880000E+01,5.820294E-01,3.610688E+01,4.310000E+01,7.356117E-01,4.424788E+01,3.550000E+01,9.931104E-01,5.054918E+01,3.010000E+01,1.471817E+00,5.389221E+01,2.570000E+01,2.596024E+00,5.097085E+01
f1,6.250000E+01,6.848881E-01,2.844436E+01,4.650000E+01,7.128097E-01,3.986314E+01,3.880000E+01,8.061161E-01,5.037583E+01,3.330000E+01,1.009252E+00,5.964170E+01,2.830000E+01,1.531505E+00,6.490767E+01
f2,4.340000E+01,7.360930E-01,4.359538E+01,4.340000E+01,7.360965E-01,4.360259E+01,4.340000E+01,7.361647E-01,4.361124E+01,4.330000E+01,7.366812E-01,4.367286E+01,4.300000E+01,7.402536E-01,4.408295E+01
f3,4.440000E+01,5.765239E-01,4.477472E+01,4.440000E+01,5.812029E-01,4.477393E+01,4.420000E+01,5.989909E-01,4.475719E+01,4.340000E+01,6.706942E-01,4.468253E+01,3.960000E+01,1.043660E+00,4.381954E+01
f12,4.270000E+01,7.471210E-01,4.447472E+01,4.270000E+01,7.470023E-01,4.448225E+01,4.260000E+01,7.462096E-01,4.451154E+01,4.260000E+01,7.407702E-01,4.475305E+01,4.270000E+01,7.055650E-01,4.639440E+01
f13,4.270000E+01,7.387972E-01,4.456195E+01,4.260000E+01,7.418186E-01,4.457105E+01,4.260000E+01,7.522557E-01,4.460763E+01,4.240000E+01,7.900197E-01,4.472216E+01,4.140000E+01,9.581744E-01,4.495877E+01
f23,4.270000E+01,7.427127E-01,4.458193E+01,4.270000E+01,7.427777E-01,4.458013E+01,4.270000E+01,7.431795E-01,4.457976E+01,4.270000E+01,7.459221E-01,4.457910E+01,4.250000E+01,7.651217E-01,4.459000E+01
f123,4.260000E+01,7.447712E-01,4.455476E+01,4.260000E+01,7.447307E-01,4.457177E+01,4.260000E+01,7.445920E-01,4.462975E+01,4.280000E+01,7.436999E-01,4.501831E+01,4.370000E+01,7.387743E-01,4.748264E+01
kb1,6.520000E+01,6.341198E-01,3.321281E+01,4.890000E+01,6.775199E-01,4.031367E+01,4.120000E+01,7.734797E-01,4.570223E+01,3.570000E+01,9.675075E-01,4.924030E+01,3.090000E+01,1.449155E+00,4.919897E+01
kb2,4.220000E+01,7.291787E-01,4.292784E+01,4.140000E+01,7.268487E-01,4.004535E+01,3.980000E+01,7.691769E-01,3.597027E+01,3.720000E+01,9.348558E-01,3.082978E+01,3.310000E+01,1.608233E+00,2.343477E+01
kb3,4.160000E+01,9.969726E-01,5.705323E+01,4.270000E+01,7.446735E-01,4.457980E+01,4.320000E+01,6.624526E-01,3.233311E+01,4.430000E+01,6.641891E-01,2.108741E+01,4.680000E+01,7.990240E-01,1.127943E+01
ku1,3.140000E+01,1.496939E+00,4.829637E+01,3.630000E+01,9.734888E-01,4.877322E+01,4.140000E+01,7.713279E-01,4.551829E+01,4.870000E+01,6.729895E-01,4.043552E+01,6.410000E+01,6.279056E-01,3.364956E+01
ku2,4.330000E+01,6.660203E-01,3.823593E+01,4.260000E+01,7.221644E-01,4.385115E+01,4.290000E+01,7.798004E-01,4.599705E+01,4.300000E+01,7.904711E-01,4.661996E+01,4.310000E+01,7.925202E-01,4.677268E+01
ku3,8.720000E+01,2.115452E-01,2.458392E+01,6.830000E+01,2.395657E-01,3.148631E+01,5.680000E+01,2.992217E-01,3.665809E+01,4.910000E+01,4.171939E-01,4.097009E+01,4.280000E+01,7.293543E-01,4.451085E+01
bcoop12,4.230000E+01,8.170298E-01,4.730023E+01,4.240000E+01,8.151300E-01,4.722189E+01,4.240000E+01,8.093975E-01,4.705377E+01,4.240000E+01,7.941846E-01,4.658119E+01,4.250000E+01,7.616599E-01,4.537891E+01
bcoop23,4.230000E+01,8.518181E-01,4.494931E+01,4.260000E+01,7.632779E-01,4.466714E+01,4.290000E+01,6.359944E-01,4.378844E+01,4.290000E+01,5.050275E-01,4.173677E+01,4.290000E+01,4.006546E-01,3.804182E+01
bcoop13,4.240000E+01,7.926113E-01,4.564658E+01,4.380000E+01,5.313787E-01,3.546571E+01,4.490000E+01,4.376167E-01,2.541324E+01,4.740000E+01,4.134115E-01,1.617843E+01,5.220000E+01,4.804597E-01,8.165437E+00
bcoop123,4.210000E+01,9.098181E-01,4.499198E+01,4.220000E+01,8.804469E-01,4.494871E+01,4.250000E+01,8.149234E-01,4.482262E+01,4.270000E+01,7.023138E-01,4.436473E+01,4.290000E+01,5.637103E-01,4.312292E+01
ucoop12,5.690000E+01,3.727181E-01,2.898524E+01,4.670000E+01,4.768650E-01,3.621801E+01,4.340000E+01,6.361544E-01,4.151698E+01,4.260000E+01,7.479612E-01,4.468016E+01,4.240000E+01,7.938139E-01,4.623687E+01
ucoop23,4.300000E+01,6.739736E-01,4.457432E+01,4.240000E+01,8.176056E-01,4.459736E+01,4.210000E+01,8.862390E-01,4.463055E+01,4.200000E+01,9.137502E-01,4.466118E+01,4.190000E+01,9.239019E-01,4.467734E+01
ucoop13,4.910000E+01,2.957061E-01,4.098197E+01,4.700000E+01,3.684663E-01,4.217565E+01,4.520000E+01,4.722809E-01,4.328044E+01,4.350000E+01,6.418945E-01,4.427613E+01,4.020000E+01,1.040142E+00,4.476812E+01
ucoop123,4.480000E+01,4.382562E-01,4.450059E+01,4.310000E+01,6.533303E-01,4.457279E+01,4.240000E+01,8.045770E-01,4.458876E+01,4.210000E+01,8.787082E-01,4.462931E+01,4.200000E+01,9.090220E-01,4.465641E+01
