,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.582000E+02,1.844650E-01,5.958463E+01,1.214000E+02,2.202235E-01,7.222822E+01,1.018000E+02,2.789092E-01,8.363203E+01,8.850000E+01,3.765296E-01,9.408081E+01,7.820000E+01,5.574690E-01,1.028590E+02
gammam,8.500000E+01,5.395299E-01,9.521429E+01,9.360000E+01,3.386116E-01,8.968236E+01,1.047000E+02,2.423393E-01,8.219705E+01,1.216000E+02,1.878877E-01,7.358114E+01,1.545000E+02,1.554238E-01,6.349875E+01
gammamRNA,8.540000E+01,5.316161E-01,9.549706E+01,9.430000E+01,3.315285E-01,8.932225E+01,1.055000E+02,2.347829E-01,8.133178E+01,1.231000E+02,1.800317E-01,7.234354E+01,1.584000E+02,1.476455E-01,6.198184E+01
gammad,9.540000E+01,3.158040E-01,8.833537E+01,9.540000E+01,3.164428E-01,8.818176E+01,9.550000E+01,3.179941E-01,8.781104E+01,9.560000E+01,3.217787E-01,8.692492E+01,9.580000E+01,3.311221E-01,8.484612E+01
alphaass,1.332000E+02,1.992247E-01,6.819535E+01,1.117000E+02,2.388347E-01,7.791945E+01,9.780000E+01,2.993829E-01,8.669021E+01,8.740000E+01,3.964937E-01,9.444884E+01,7.890000E+01,5.706710E-01,1.005095E+02
alphadiss,8.010000E+01,5.379423E-01,9.980189E+01,9.040000E+01,3.607283E-01,9.216083E+01,1.039000E+02,2.670204E-01,8.259932E+01,1.242000E+02,2.112488E-01,7.177317E+01,1.643000E+02,1.777297E-01,5.928606E+01
phi0,1.619000E+02,1.828398E-01,5.871573E+01,1.224000E+02,2.184421E-01,7.175908E+01,1.021000E+02,2.777553E-01,8.346223E+01,8.840000E+01,3.775729E-01,9.416550E+01,7.790000E+01,5.657173E-01,1.030919E+02
f1,9.650000E+01,2.731182E-01,8.910065E+01,9.640000E+01,2.787275E-01,8.900553E+01,9.590000E+01,2.988514E-01,8.866329E+01,9.400000E+01,3.772112E-01,8.734973E+01,8.640000E+01,7.864860E-01,8.080518E+01
f2,9.560000E+01,3.143690E-01,8.820054E+01,9.560000E+01,3.143722E-01,8.820389E+01,9.560000E+01,3.144030E-01,8.820985E+01,9.560000E+01,3.146199E-01,8.823597E+01,9.540000E+01,3.160901E-01,8.844662E+01
f3,1.538000E+02,4.372971E-01,3.468420E+01,1.233000E+02,3.487966E-01,5.282759E+01,1.062000E+02,3.161354E-01,7.102483E+01,9.440000E+01,3.171331E-01,9.023066E+01,8.530000E+01,3.586360E-01,1.104705E+02
f12,9.540000E+01,3.034693E-01,8.829120E+01,9.550000E+01,3.035076E-01,8.829214E+01,9.550000E+01,3.037686E-01,8.829628E+01,9.550000E+01,3.055559E-01,8.830985E+01,9.540000E+01,3.183061E-01,8.839554E+01
f13,9.540000E+01,3.151598E-01,8.837752E+01,9.540000E+01,3.161595E-01,8.838598E+01,9.540000E+01,3.194139E-01,8.840703E+01,9.530000E+01,3.303233E-01,8.846900E+01,9.520000E+01,3.712123E-01,8.861694E+01
f23,9.550000E+01,3.156184E-01,8.837992E+01,9.550000E+01,3.156140E-01,8.838133E+01,9.550000E+01,3.155850E-01,8.839091E+01,9.540000E+01,3.153874E-01,8.845578E+01,9.550000E+01,3.140626E-01,8.889017E+01
f123,9.540000E+01,3.156098E-01,8.837603E+01,9.550000E+01,3.156367E-01,8.840349E+01,9.550000E+01,3.157888E-01,8.853586E+01,9.580000E+01,3.167194E-01,8.926685E+01,9.720000E+01,3.259736E-01,9.345193E+01
kb1,9.530000E+01,2.855725E-01,7.027144E+01,9.530000E+01,2.701824E-01,5.192790E+01,9.570000E+01,2.727832E-01,3.538876E+01,9.680000E+01,3.047506E-01,2.122473E+01,9.890000E+01,4.176542E-01,1.007435E+01
kb2,9.730000E+01,3.068169E-01,1.025877E+02,9.580000E+01,3.132667E-01,9.090653E+01,9.380000E+01,3.310909E-01,7.756566E+01,9.130000E+01,3.716747E-01,6.388676E+01,8.800000E+01,4.638493E-01,5.102850E+01
kb3,1.610000E+02,3.383925E-01,5.361584E+01,1.272000E+02,3.013673E-01,6.825137E+01,1.091000E+02,2.954675E-01,7.902878E+01,9.700000E+01,3.109409E-01,8.726904E+01,8.800000E+01,3.540589E-01,9.323406E+01
ku1,1.606000E+02,7.237776E-02,6.924910E+01,1.378000E+02,9.579288E-02,7.420626E+01,1.198000E+02,1.340363E-01,7.931083E+01,1.054000E+02,2.024724E-01,8.442874E+01,9.360000E+01,3.505616E-01,8.905085E+01
ku2,9.030000E+01,4.398825E-01,6.309565E+01,9.410000E+01,3.352724E-01,7.914505E+01,9.640000E+01,3.049771E-01,9.642201E+01,9.820000E+01,2.972074E-01,1.121040E+02,9.960000E+01,3.019248E-01,1.223559E+02
ku3,8.780000E+01,3.550728E-01,9.350343E+01,9.680000E+01,3.117643E-01,8.744236E+01,1.086000E+02,2.960418E-01,7.911062E+01,1.264000E+02,3.014661E-01,6.831068E+01,1.592000E+02,3.371594E-01,5.384029E+01
bcoop12,1.004000E+02,3.431937E-01,1.227917E+02,1.000000E+02,3.351467E-01,1.204629E+02,9.910000E+01,3.224519E-01,1.154888E+02,9.780000E+01,3.115489E-01,1.069897E+02,9.630000E+01,3.109762E-01,9.585892E+01
