,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.993000E+02,2.419705E+00,1.298368E+01,1.784000E+02,2.441070E+00,1.704081E+01,1.637000E+02,2.760347E+00,2.010058E+01,1.520000E+02,3.430073E+00,2.199632E+01,1.417000E+02,4.833779E+00,2.194948E+01
gammam,1.637000E+02,4.074005E+00,1.727627E+01,1.733000E+02,2.888565E+00,1.739685E+01,1.841000E+02,2.343131E+00,1.593801E+01,1.986000E+02,2.114922E+00,1.344064E+01,2.214000E+02,2.222063E+00,9.834424E+00
gammamRNA,1.431000E+02,4.841598E+00,2.174810E+01,1.535000E+02,3.422262E+00,2.175111E+01,1.654000E+02,2.743215E+00,1.978771E+01,1.804000E+02,2.424468E+00,1.662943E+01,2.025000E+02,2.427421E+00,1.240980E+01
gammad,1.770000E+02,1.676347E+00,2.413303E+01,1.772000E+02,1.711350E+00,2.358377E+01,1.778000E+02,1.786511E+00,2.248690E+01,1.790000E+02,1.958235E+00,2.033207E+01,1.822000E+02,2.418534E+00,1.618904E+01
alphaass,2.179000E+02,2.235196E+00,1.040337E+01,1.962000E+02,2.168227E+00,1.385008E+01,1.822000E+02,2.409264E+00,1.626367E+01,1.714000E+02,2.964162E+00,1.766047E+01,1.618000E+02,4.159236E+00,1.748556E+01
alphadiss,1.637000E+02,4.128123E+00,1.716950E+01,1.728000E+02,2.942068E+00,1.740774E+01,1.830000E+02,2.380909E+00,1.613701E+01,1.960000E+02,2.124546E+00,1.389055E+01,2.157000E+02,2.146652E+00,1.068131E+01
phi0,2.024000E+02,2.444313E+00,1.245163E+01,1.802000E+02,2.424060E+00,1.667584E+01,1.649000E+02,2.719570E+00,1.986626E+01,1.529000E+02,3.358876E+00,2.190161E+01,1.423000E+02,4.697252E+00,2.204379E+01
f1,1.837000E+02,2.206913E+00,1.649563E+01,1.835000E+02,2.220277E+00,1.648084E+01,1.832000E+02,2.261621E+00,1.643430E+01,1.823000E+02,2.394838E+00,1.627714E+01,1.791000E+02,2.888342E+00,1.562622E+01
f2,1.821000E+02,2.408807E+00,1.625850E+01,1.822000E+02,2.408632E+00,1.626015E+01,1.822000E+02,2.407416E+00,1.627126E+01,1.819000E+02,2.399185E+00,1.634687E+01,1.808000E+02,2.345906E+00,1.685787E+01
f3,1.828000E+02,2.436272E+00,1.598819E+01,1.686000E+02,2.005081E+00,2.277621E+01,1.576000E+02,1.916307E+00,2.907992E+01,1.481000E+02,2.085932E+00,3.464172E+01,1.381000E+02,2.776600E+00,3.797992E+01
