,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.416000E+02,1.821174E-01,9.206544E+01,1.083000E+02,2.158418E-01,1.041125E+02,9.190000E+01,2.614277E-01,1.157149E+02,8.090000E+01,3.255961E-01,1.266290E+02,7.230000E+01,4.216664E-01,1.362914E+02
gammam,7.930000E+01,4.561739E-01,1.229949E+02,8.840000E+01,3.280062E-01,1.166204E+02,9.950000E+01,2.529294E-01,1.087188E+02,1.165000E+02,2.040263E-01,1.000163E+02,1.536000E+02,1.699296E-01,9.073625E+01
gammamRNA,7.790000E+01,5.089444E-01,1.234772E+02,8.700000E+01,3.548533E-01,1.177648E+02,9.750000E+01,2.682188E-01,1.102182E+02,1.123000E+02,2.132633E-01,1.018539E+02,1.404000E+02,1.756604E-01,9.296477E+01
gammad,1.179000E+02,2.016048E-01,9.938071E+01,1.180000E+02,2.019317E-01,9.925405E+01,1.181000E+02,2.027240E-01,9.893773E+01,1.183000E+02,2.046447E-01,9.818675E+01,1.188000E+02,2.093113E-01,9.640770E+01
alphaass,1.408000E+02,1.822355E-01,9.247921E+01,1.088000E+02,2.153704E-01,1.037107E+02,9.270000E+01,2.599744E-01,1.143707E+02,8.200000E+01,3.224942E-01,1.242379E+02,7.360000E+01,4.156631E-01,1.327979E+02
alphadiss,7.370000E+01,4.156328E-01,1.327688E+02,8.210000E+01,3.217974E-01,1.241213E+02,9.300000E+01,2.590141E-01,1.141576E+02,1.094000E+02,2.143182E-01,1.033998E+02,1.427000E+02,1.811761E-01,9.206563E+01
phi0,1.468000E+02,1.795355E-01,9.097107E+01,1.104000E+02,2.121555E-01,1.029630E+02,9.330000E+01,2.560140E-01,1.145440E+02,8.190000E+01,3.173041E-01,1.254714E+02,7.330000E+01,4.080394E-01,1.352664E+02
f1,1.599000E+02,1.929114E-01,8.072737E+01,1.243000E+02,1.988888E-01,9.509550E+01,1.065000E+02,2.093041E-01,1.098109E+02,9.490000E+01,2.256990E-01,1.248961E+02,8.610000E+01,2.512870E-01,1.402669E+02
f2,1.179000E+02,2.014746E-01,9.943570E+01,1.180000E+02,2.014755E-01,9.943775E+01,1.179000E+02,2.014797E-01,9.944130E+01,1.179000E+02,2.015062E-01,9.949859E+01,1.174000E+02,2.016877E-01,9.986004E+01
f3,1.179000E+02,2.017081E-01,9.943673E+01,1.178000E+02,2.040523E-01,9.943148E+01,1.173000E+02,2.134361E-01,9.942793E+01,1.151000E+02,2.537551E-01,9.938336E+01,1.000000E+02,5.040044E-01,9.839147E+01
f12,1.181000E+02,2.282595E-01,9.233432E+01,1.181000E+02,2.282312E-01,9.234123E+01,1.182000E+02,2.280382E-01,9.238680E+01,1.181000E+02,2.267250E-01,9.268187E+01,1.181000E+02,2.181316E-01,9.475729E+01
f13,1.179000E+02,1.989183E-01,9.936254E+01,1.180000E+02,1.994134E-01,9.937966E+01,1.179000E+02,2.011543E-01,9.942764E+01,1.179000E+02,2.074613E-01,9.959817E+01,1.178000E+02,2.329902E-01,1.001801E+02
f23,1.179000E+02,1.995693E-01,9.941856E+01,1.179000E+02,1.995787E-01,9.941851E+01,1.179000E+02,1.996432E-01,9.941804E+01,1.180000E+02,2.000891E-01,9.942420E+01,1.179000E+02,2.031555E-01,9.944703E+01
f123,1.180000E+02,2.014400E-01,9.943220E+01,1.179000E+02,2.015920E-01,9.944161E+01,1.180000E+02,2.024184E-01,9.948576E+01,1.183000E+02,2.069184E-01,9.972738E+01,1.194000E+02,2.328010E-01,1.010826E+02
