,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,8.640000E+01,4.102465E-01,5.981245E+01,6.550000E+01,5.731541E-01,7.581192E+01,5.440000E+01,8.736141E-01,8.842010E+01,4.640000E+01,1.505285E+00,9.387402E+01,4.020000E+01,3.233730E+00,8.398880E+01
gammam,4.930000E+01,2.867145E+00,6.260567E+01,5.780000E+01,1.265431E+00,7.138324E+01,6.770000E+01,7.241392E-01,6.887112E+01,8.020000E+01,4.866099E-01,6.209045E+01,1.030000E+02,3.632098E-01,5.346506E+01
gammamRNA,4.570000E+01,3.552515E+00,6.692748E+01,5.240000E+01,1.615017E+00,7.787629E+01,6.130000E+01,8.925892E-01,7.588233E+01,7.310000E+01,5.625487E-01,6.753061E+01,9.350000E+01,3.932822E-01,5.643383E+01
gammad,9.610000E+01,3.634998E-01,5.776824E+01,9.630000E+01,3.651640E-01,5.744357E+01,9.670000E+01,3.691981E-01,5.666664E+01,9.770000E+01,3.790073E-01,5.483943E+01,1.004000E+02,4.029651E-01,5.069508E+01
alphaass,9.760000E+01,3.787542E-01,5.496637E+01,7.540000E+01,5.026873E-01,6.530212E+01,6.350000E+01,7.323348E-01,7.338267E+01,5.470000E+01,1.235443E+00,7.682806E+01,4.700000E+01,2.739687E+00,6.848755E+01
alphadiss,4.720000E+01,2.748756E+00,6.802071E+01,5.490000E+01,1.234914E+00,7.634027E+01,6.400000E+01,7.280468E-01,7.288705E+01,7.620000E+01,4.980473E-01,6.480015E+01,9.910000E+01,3.746881E-01,5.448280E+01
phi0,8.830000E+01,4.032163E-01,5.880496E+01,6.630000E+01,5.637371E-01,7.515536E+01,5.460000E+01,8.612594E-01,8.811887E+01,4.660000E+01,1.490397E+00,9.387717E+01,4.020000E+01,3.228898E+00,8.402322E+01
f1,9.780000E+01,3.752927E-01,5.492925E+01,9.760000E+01,3.791593E-01,5.493385E+01,9.710000E+01,3.942381E-01,5.495828E+01,9.490000E+01,4.575152E-01,5.503440E+01,8.060000E+01,8.453162E-01,5.480850E+01
f2,9.790000E+01,3.783575E-01,5.478106E+01,9.800000E+01,3.783612E-01,5.478137E+01,9.790000E+01,3.783660E-01,5.479138E+01,9.780000E+01,3.784184E-01,5.485178E+01,9.710000E+01,3.787711E-01,5.527080E+01
f3,1.168000E+02,3.765130E-01,4.649970E+01,9.180000E+01,3.816428E-01,5.892576E+01,7.900000E+01,4.009407E-01,7.151270E+01,7.040000E+01,4.373896E-01,8.423668E+01,6.380000E+01,4.996629E-01,9.690458E+01
f12,9.760000E+01,3.782949E-01,5.493216E+01,9.760000E+01,3.783935E-01,5.493335E+01,9.760000E+01,3.790734E-01,5.493465E+01,9.760000E+01,3.837389E-01,5.494988E+01,9.750000E+01,4.174130E-01,5.503992E+01
f13,9.770000E+01,3.786176E-01,5.493792E+01,9.760000E+01,3.794773E-01,5.496001E+01,9.760000E+01,3.827381E-01,5.504886E+01,9.750000E+01,3.956013E-01,5.537649E+01,9.680000E+01,4.561192E-01,5.659523E+01
f23,9.770000E+01,3.788742E-01,5.488962E+01,9.770000E+01,3.788607E-01,5.489117E+01,9.770000E+01,3.787678E-01,5.490180E+01,9.760000E+01,3.781361E-01,5.497386E+01,9.760000E+01,3.738754E-01,5.547259E+01
f123,9.760000E+01,3.776631E-01,5.490602E+01,9.770000E+01,3.778902E-01,5.491427E+01,9.770000E+01,3.791579E-01,5.495723E+01,9.790000E+01,3.864264E-01,5.519782E+01,9.880000E+01,4.339982E-01,5.660136E+01
kb1,9.570000E+01,5.660654E-01,1.104714E+02,9.690000E+01,4.200553E-01,8.089276E+01,9.770000E+01,3.783445E-01,5.470383E+01,1.011000E+02,3.894418E-01,3.280927E+01,1.122000E+02,4.856773E-01,1.572192E+01
kb2,9.770000E+01,3.831746E-01,5.509019E+01,9.770000E+01,3.141217E-01,5.114759E+01,9.750000E+01,2.812378E-01,4.204656E+01,9.680000E+01,3.149278E-01,2.753331E+01,9.310000E+01,4.784013E-01,1.324626E+01
kb3,1.036000E+02,3.755316E-01,5.263092E+01,8.080000E+01,4.036229E-01,6.458043E+01,6.900000E+01,4.697644E-01,7.465515E+01,6.020000E+01,6.133252E-01,8.197038E+01,5.200000E+01,1.003902E+00,8.265541E+01
ku1,1.633000E+02,8.738241E-02,3.651321E+01,1.336000E+02,1.173216E-01,4.304721E+01,1.153000E+02,1.723022E-01,4.829323E+01,1.027000E+02,2.833687E-01,5.296341E+01,8.740000E+01,6.425464E-01,5.730761E+01
ku2,1.639000E+02,2.745371E-01,2.525872E+01,1.123000E+02,1.914687E-01,4.374183E+01,9.880000E+01,3.034716E-01,5.327543E+01,9.710000E+01,4.416894E-01,5.608293E+01,9.680000E+01,4.738562E-01,5.683864E+01
ku3,5.260000E+01,9.540838E-01,8.319220E+01,6.060000E+01,6.011774E-01,8.181307E+01,6.920000E+01,4.660232E-01,7.443686E+01,8.100000E+01,4.026979E-01,6.444433E+01,1.036000E+02,3.755948E-01,5.263696E+01
bcoop12,9.720000E+01,4.429099E-01,5.539200E+01,9.770000E+01,3.739312E-01,5.489163E+01,9.770000E+01,2.922692E-01,5.369056E+01,9.760000E+01,2.230025E-01,5.124510E+01,9.760000E+01,1.737477E-01,4.700955E+01
bcoop23,9.690000E+01,4.740958E-01,5.630421E+01,9.700000E+01,4.557374E-01,5.608776E+01,9.740000E+01,4.135979E-01,5.553337E+01,9.790000E+01,3.446794E-01,5.414929E+01,9.840000E+01,2.737914E-01,5.098424E+01
bcoop13,9.750000E+01,4.005478E-01,5.581883E+01,9.850000E+01,2.459235E-01,4.547125E+01,1.000000E+02,1.814304E-01,3.493299E+01,1.039000E+02,1.507216E-01,2.456351E+01,1.136000E+02,1.492179E-01,1.439035E+01
bcoop123,9.680000E+01,4.791925E-01,5.540973E+01,9.730000E+01,4.356269E-01,5.523541E+01,9.770000E+01,3.589765E-01,5.480120E+01,9.800000E+01,2.688719E-01,5.380272E+01,9.830000E+01,1.957019E-01,5.188417E+01
ucoop12,9.720000E+01,4.250858E-01,5.505464E+01,9.670000E+01,4.823820E-01,5.528613E+01,9.640000E+01,5.039336E-01,5.543321E+01,9.640000E+01,5.116340E-01,5.550462E+01,9.640000E+01,5.144172E-01,5.553345E+01
ucoop23,1.017000E+02,2.133198E-01,5.067781E+01,9.870000E+01,2.978835E-01,5.369692E+01,9.750000E+01,3.956941E-01,5.514560E+01,9.700000E+01,4.522350E-01,5.585546E+01,9.680000E+01,4.734394E-01,5.620036E+01
ucoop13,9.770000E+01,3.765084E-01,5.489534E+01,9.680000E+01,4.357648E-01,5.587088E+01,9.510000E+01,5.250627E-01,5.684027E+01,9.080000E+01,6.876400E-01,5.775492E+01,7.760000E+01,1.130396E+00,5.807792E+01
ucoop123,9.840000E+01,3.050688E-01,5.478984E+01,9.730000E+01,4.127497E-01,5.501832E+01,9.680000E+01,4.724339E-01,5.523394E+01,9.670000E+01,4.954901E-01,5.537446E+01,9.650000E+01,5.037708E-01,5.544261E+01
