,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,9.970000E+01,8.395120E-01,1.570871E+02,8.000000E+01,1.287023E+00,1.538883E+02,6.870000E+01,2.082203E+00,1.439230E+02,6.060000E+01,3.659127E+00,1.239939E+02,5.430000E+01,7.444617E+00,9.063004E+01
gammam,5.340000E+01,6.814516E+00,9.662054E+01,5.870000E+01,3.280540E+00,1.330169E+02,6.540000E+01,1.848925E+00,1.553083E+02,7.520000E+01,1.140056E+00,1.681880E+02,9.370000E+01,7.458033E-01,1.765032E+02
gammamRNA,5.340000E+01,6.816826E+00,9.634739E+01,5.860000E+01,3.267756E+00,1.322265E+02,6.540000E+01,1.835151E+00,1.535405E+02,7.510000E+01,1.129712E+00,1.652178E+02,9.310000E+01,7.392177E-01,1.724626E+02
gammad,4.950000E+01,2.027266E+01,4.553928E+01,4.950000E+01,2.035047E+01,4.536251E+01,4.960000E+01,2.051589E+01,4.499111E+01,4.960000E+01,2.086961E+01,4.421552E+01,4.960000E+01,2.163237E+01,4.262395E+01
alphaass,9.510000E+01,8.903052E-01,1.614742E+02,7.800000E+01,1.350243E+00,1.566425E+02,6.760000E+01,2.155574E+00,1.452365E+02,6.010000E+01,3.720499E+00,1.244982E+02,5.410000E+01,7.367381E+00,9.152554E+01
alphadiss,4.950000E+01,2.236853E+01,4.141320E+01,4.950000E+01,2.193133E+01,4.210910E+01,4.960000E+01,2.149877E+01,4.282224E+01,4.970000E+01,2.107267E+01,4.354916E+01,4.970000E+01,2.065411E+01,4.428798E+01
phi0,1.022000E+02,8.119613E-01,1.571202E+02,8.090000E+01,1.251951E+00,1.542515E+02,6.910000E+01,2.039207E+00,1.444976E+02,6.080000E+01,3.614909E+00,1.245008E+02,5.430000E+01,7.452676E+00,9.057714E+01
f1,7.440000E+01,3.809649E-01,3.745733E+02,7.420000E+01,3.892205E-01,3.731780E+02,7.360000E+01,4.213325E-01,3.678082E+02,7.090000E+01,5.610143E-01,3.465117E+02,6.200000E+01,1.470279E+00,2.569580E+02
f2,4.960000E+01,2.166764E+01,4.253219E+01,4.960000E+01,2.166836E+01,4.253115E+01,4.960000E+01,2.167359E+01,4.252385E+01,4.950000E+01,2.170794E+01,4.247588E+01,4.960000E+01,2.193763E+01,4.216000E+01
f3,1.085000E+02,2.789079E+00,3.545193E+01,8.540000E+01,3.093861E+00,5.517975E+01,7.240000E+01,3.722771E+00,7.135742E+01,6.330000E+01,4.961700E+00,8.111002E+01,5.590000E+01,7.964548E+00,7.690957E+01
f12,4.960000E+01,2.149013E+01,4.286490E+01,4.960000E+01,2.149546E+01,4.285506E+01,4.960000E+01,2.151695E+01,4.281645E+01,4.950000E+01,2.160239E+01,4.266205E+01,4.960000E+01,2.194600E+01,4.205343E+01
f13,5.130000E+01,7.582176E+00,1.002576E+02,5.130000E+01,7.659257E+00,9.957350E+01,5.130000E+01,7.870453E+00,9.773350E+01,5.100000E+01,8.477492E+00,9.278553E+01,5.060000E+01,1.049436E+01,7.922085E+01
f23,4.960000E+01,2.207797E+01,4.177313E+01,4.960000E+01,2.098184E+01,4.391051E+01,4.960000E+01,1.987451E+01,4.628916E+01,4.960000E+01,1.878421E+01,4.888445E+01,4.970000E+01,1.773138E+01,5.166948E+01
f123,4.960000E+01,2.172421E+01,4.242297E+01,4.950000E+01,2.169423E+01,4.250403E+01,4.960000E+01,2.154231E+01,4.292000E+01,4.990000E+01,2.076790E+01,4.508450E+01,5.100000E+01,1.792097E+01,5.628042E+01
kb1,4.940000E+01,1.044144E+01,6.384516E+01,4.900000E+01,7.433424E+00,6.415716E+01,4.840000E+01,6.331987E+00,5.524410E+01,4.770000E+01,6.083212E+00,4.304145E+01,4.690000E+01,6.674097E+00,2.994785E+01
kb2,5.510000E+01,3.946093E+00,1.301927E+02,6.490000E+01,1.800299E+00,1.794952E+02,8.070000E+01,8.653954E-01,2.219654E+02,9.850000E+01,4.173639E-01,2.327605E+02,1.152000E+02,2.193187E-01,2.125434E+02
kb3,1.052000E+02,2.393200E+00,1.100820E+02,8.060000E+01,2.514825E+00,1.388625E+02,6.860000E+01,2.844039E+00,1.516891E+02,6.080000E+01,3.577910E+00,1.485318E+02,5.490000E+01,5.634729E+00,1.213006E+02
ku1,7.510000E+01,3.800979E+00,4.854005E+01,6.950000E+01,3.924151E+00,6.266779E+01,6.440000E+01,4.369884E+00,7.548252E+01,5.960000E+01,5.409983E+00,8.325457E+01,5.470000E+01,8.153481E+00,7.811044E+01
ku2,1.493000E+02,1.014085E-01,2.662406E+02,1.195000E+02,1.720715E-01,2.786008E+02,8.750000E+01,4.535789E-01,2.423283E+02,6.580000E+01,1.332659E+00,1.902002E+02,5.480000E+01,3.867333E+00,1.339114E+02
ku3,5.280000E+01,5.892335E+00,1.191113E+02,5.560000E+01,4.060315E+00,1.429122E+02,5.970000E+01,3.524609E+00,1.438620E+02,6.710000E+01,3.360607E+00,1.317913E+02,8.400000E+01,3.311154E+00,1.091592E+02
bcoop12,5.100000E+01,9.241587E+00,8.126241E+01,5.260000E+01,5.460728E+00,1.072224E+02,5.390000E+01,3.685533E+00,1.223491E+02,5.520000E+01,2.663384E+00,1.287519E+02,5.650000E+01,1.999067E+00,1.279830E+02
bcoop23,4.990000E+01,1.584192E+01,5.560462E+01,5.040000E+01,1.191390E+01,6.958775E+01,5.100000E+01,9.553735E+00,8.155059E+01,5.150000E+01,7.941967E+00,9.219350E+01,5.210000E+01,6.765079E+00,1.018180E+02
bcoop13,5.370000E+01,4.676164E+00,8.683594E+01,5.700000E+01,2.728734E+00,7.209637E+01,6.150000E+01,2.053826E+00,4.935964E+01,6.820000E+01,1.749858E+00,3.029890E+01,7.720000E+01,1.667733E+00,1.658317E+01
bcoop123,5.190000E+01,6.904320E+00,9.680384E+01,5.410000E+01,3.670761E+00,1.258489E+02,5.640000E+01,2.281008E+00,1.379475E+02,5.870000E+01,1.500000E+00,1.383662E+02,6.170000E+01,9.962611E-01,1.304199E+02
ucoop12,5.420000E+01,3.805245E+00,1.294501E+02,5.320000E+01,4.873091E+00,1.171747E+02,5.220000E+01,6.396532E+00,1.025798E+02,5.120000E+01,8.753966E+00,8.536259E+01,5.030000E+01,1.296153E+01,6.492425E+01
ucoop23,9.730000E+01,3.635556E-01,2.929666E+02,7.600000E+01,7.601382E-01,2.455728E+02,6.350000E+01,1.521506E+00,1.994087E+02,5.670000E+01,2.966730E+00,1.559973E+02,5.250000E+01,6.226751E+00,1.080978E+02
ucoop13,6.090000E+01,2.808021E+00,1.372146E+02,5.870000E+01,3.581057E+00,1.276770E+02,5.640000E+01,4.768807E+00,1.145592E+02,5.410000E+01,6.782720E+00,9.678108E+01,5.170000E+01,1.084799E+01,7.278617E+01
ucoop123,4.990000E+01,1.633933E+01,5.415024E+01,4.980000E+01,1.753482E+01,5.105647E+01,4.970000E+01,1.889969E+01,4.790267E+01,4.960000E+01,2.043770E+01,4.477114E+01,4.950000E+01,2.210878E+01,4.179707E+01
