,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,3.498000E+02,6.249261E-01,2.714889E+01,2.478000E+02,7.084464E-01,2.832978E+01,1.998000E+02,8.266397E-01,2.946598E+01,1.660000E+02,1.002742E+00,3.046608E+01,1.382000E+02,1.288695E+00,3.105972E+01
gammam,1.784000E+02,9.877378E-01,2.938919E+01,2.089000E+02,8.355544E-01,2.879746E+01,2.469000E+02,7.304880E-01,2.812629E+01,3.059000E+02,6.546348E-01,2.742491E+01,4.606000E+02,5.972962E-01,2.670802E+01
gammamRNA,1.595000E+02,1.055567E+00,3.062648E+01,1.852000E+02,8.898083E-01,2.987809E+01,2.173000E+02,7.726438E-01,2.899187E+01,2.638000E+02,6.866104E-01,2.805012E+01,3.597000E+02,6.212870E-01,2.708589E+01
gammad,2.444000E+02,6.035098E-01,3.265211E+01,2.456000E+02,6.038136E-01,3.254384E+01,2.486000E+02,6.045185E-01,3.228313E+01,2.565000E+02,6.060461E-01,3.166014E+01,2.800000E+02,6.086811E-01,3.019365E+01
alphaass,3.240000E+02,6.378554E-01,2.731368E+01,2.481000E+02,7.126685E-01,2.823138E+01,2.060000E+02,8.148371E-01,2.911474E+01,1.750000E+02,9.603685E-01,2.990949E+01,1.489000E+02,1.179968E+00,3.046897E+01
alphadiss,1.522000E+02,1.145647E+00,3.040481E+01,1.774000E+02,9.463858E-01,2.983835E+01,2.074000E+02,8.108018E-01,2.907690E+01,2.475000E+02,7.138656E-01,2.823849E+01,3.173000E+02,6.418732E-01,2.736862E+01
phi0,4.113000E+02,6.071629E-01,2.683923E+01,2.678000E+02,6.814320E-01,2.799062E+01,2.129000E+02,7.839948E-01,2.911163E+01,1.769000E+02,9.324538E-01,3.014272E+01,1.483000E+02,1.161002E+00,3.091524E+01
f1,3.956000E+02,6.104599E-01,2.692483E+01,2.946000E+02,6.512739E-01,2.811711E+01,2.454000E+02,7.053992E-01,2.929691E+01,2.115000E+02,7.803776E-01,3.045618E+01,1.833000E+02,8.895728E-01,3.156698E+01
f2,4.405000E+02,6.041592E-01,2.664358E+01,4.404000E+02,6.041791E-01,2.664439E+01,4.390000E+02,6.043134E-01,2.665114E+01,4.309000E+02,6.052310E-01,2.669629E+01,3.863000E+02,6.116302E-01,2.700432E+01
f3,4.034000E+02,6.094679E-01,2.686933E+01,4.017000E+02,6.118680E-01,2.687383E+01,3.963000E+02,6.195924E-01,2.688783E+01,3.799000E+02,6.455791E-01,2.693178E+01,3.288000E+02,7.519901E-01,2.706905E+01
f12,4.041000E+02,6.090347E-01,2.685417E+01,4.041000E+02,6.090087E-01,2.685548E+01,4.040000E+02,6.088305E-01,2.686467E+01,4.033000E+02,6.076210E-01,2.692712E+01,3.987000E+02,5.995646E-01,2.735581E+01
f13,4.103000E+02,5.840069E-01,2.672721E+01,4.099000E+02,5.854150E-01,2.673549E+01,4.089000E+02,5.897093E-01,2.676132E+01,4.054000E+02,6.032410E-01,2.683815E+01,3.937000E+02,6.513487E-01,2.706928E+01
f23,4.040000E+02,6.087535E-01,2.686792E+01,4.040000E+02,6.087626E-01,2.686789E+01,4.039000E+02,6.088233E-01,2.686962E+01,4.036000E+02,6.092395E-01,2.688058E+01,4.018000E+02,6.121218E-01,2.695571E+01
f123,4.040000E+02,6.088600E-01,2.686138E+01,4.040000E+02,6.087519E-01,2.686861E+01,4.040000E+02,6.080794E-01,2.691495E+01,4.039000E+02,6.038821E-01,2.720560E+01,4.037000E+02,5.770611E-01,2.918935E+01
kb1,3.497000E+02,6.227971E-01,2.718074E+01,2.628000E+02,6.790594E-01,2.818277E+01,2.173000E+02,7.586337E-01,2.914302E+01,1.838000E+02,8.780064E-01,3.002359E+01,1.546000E+02,1.071593E+00,3.068925E+01
kb2,4.104000E+02,5.951662E-01,2.782583E+01,4.028000E+02,6.114847E-01,2.669587E+01,3.924000E+02,6.368341E-01,2.533181E+01,3.775000E+02,6.788329E-01,2.373540E+01,3.508000E+02,7.593308E-01,2.192812E+01
kb3,3.362000E+02,6.993182E-01,3.101865E+01,3.685000E+02,6.416407E-01,2.882138E+01,4.090000E+02,6.055883E-01,2.663685E+01,4.738000E+02,5.811533E-01,2.446628E+01,6.131000E+02,5.643334E-01,2.231226E+01
ku1,1.855000E+02,9.562986E-01,2.924218E+01,2.160000E+02,8.181998E-01,2.875345E+01,2.499000E+02,7.277129E-01,2.819868E+01,2.943000E+02,6.646918E-01,2.761655E+01,3.721000E+02,6.182176E-01,2.701541E+01
ku2,2.380000E+02,6.262757E-01,1.656160E+01,3.487000E+02,6.237771E-01,2.244213E+01,4.089000E+02,6.030656E-01,2.743905E+01,4.270000E+02,5.716900E-01,3.037464E+01,4.310000E+02,5.617357E-01,3.137534E+01
ku3,6.969500E+02,3.999805E-01,2.495649E+01,5.416500E+02,4.411529E-01,2.553991E+01,4.680000E+02,4.941270E-01,2.610438E+01,4.204000E+02,5.682932E-01,2.665329E+01,3.758000E+02,6.955818E-01,2.718950E+01
bcoop12,4.050000E+02,5.831963E-01,3.029177E+01,4.048000E+02,5.865662E-01,2.967947E+01,4.046000E+02,5.945779E-01,2.847669E+01,4.037000E+02,6.149246E-01,2.629996E+01,4.001000E+02,6.725666E-01,2.284054E+01
