,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,4.559000E+02,5.102239E-01,2.915370E+01,3.653000E+02,5.805835E-01,3.220747E+01,3.141000E+02,6.800419E-01,3.497516E+01,2.769000E+02,8.286584E-01,3.739551E+01,2.452000E+02,1.071624E+00,3.924729E+01
gammam,2.205000E+02,1.502925E+00,3.891008E+01,2.649000E+02,8.467036E-01,3.880511E+01,3.046000E+02,6.083723E-01,3.671624E+01,3.590000E+02,4.843882E-01,3.396799E+01,4.774000E+02,4.089427E-01,3.068603E+01
gammamRNA,2.037000E+02,1.791594E+00,3.953584E+01,2.467000E+02,1.056136E+00,3.917839E+01,2.913000E+02,7.577069E-01,3.645400E+01,3.518000E+02,5.977749E-01,3.286083E+01,4.766000E+02,4.999750E-01,2.871344E+01
gammad,2.425000E+02,1.079916E+00,4.041332E+01,2.429000E+02,1.088011E+00,3.973289E+01,2.441000E+02,1.108928E+00,3.813330E+01,2.472000E+02,1.166947E+00,3.451223E+01,2.562000E+02,1.349165E+00,2.694775E+01
alphaass,4.462000E+02,4.717906E-01,3.053355E+01,3.476000E+02,5.589970E-01,3.396611E+01,2.949000E+02,7.011975E-01,3.686930E+01,2.543000E+02,9.699812E-01,3.900220E+01,2.114000E+02,1.672319E+00,3.893637E+01
alphadiss,2.124000E+02,1.648697E+00,3.897179E+01,2.556000E+02,9.570723E-01,3.895910E+01,2.966000E+02,6.921725E-01,3.678022E+01,3.506000E+02,5.520349E-01,3.383747E+01,4.546000E+02,4.661555E-01,3.035865E+01
phi0,4.690000E+02,5.047689E-01,2.885613E+01,3.465000E+02,6.086957E-01,3.312925E+01,2.860000E+02,7.827602E-01,3.679754E+01,2.406000E+02,1.121785E+00,3.944604E+01,1.953000E+02,2.049570E+00,3.900424E+01
f1,2.436000E+02,1.086391E+00,3.935290E+01,2.431000E+02,1.093606E+00,3.933579E+01,2.419000E+02,1.116608E+00,3.927966E+01,2.376000E+02,1.194550E+00,3.907679E+01,2.224000E+02,1.525301E+00,3.805790E+01
f2,2.432000E+02,1.092938E+00,3.933752E+01,2.432000E+02,1.092975E+00,3.933823E+01,2.431000E+02,1.093229E+00,3.934327E+01,2.429000E+02,1.094966E+00,3.937812E+01,2.412000E+02,1.107092E+00,3.961329E+01
f3,4.479000E+02,7.143869E-01,2.125031E+01,3.488000E+02,7.296656E-01,2.729180E+01,2.961000E+02,8.048862E-01,3.286584E+01,2.563000E+02,9.835853E-01,3.788654E+01,2.149000E+02,1.487235E+00,4.117563E+01
f12,2.457000E+02,1.037447E+00,3.933144E+01,2.457000E+02,1.037643E+00,3.933153E+01,2.456000E+02,1.038973E+00,3.933200E+01,2.452000E+02,1.048140E+00,3.933520E+01,2.421000E+02,1.117721E+00,3.932987E+01
f13,2.430000E+02,1.096813E+00,3.932796E+01,2.425000E+02,1.107612E+00,3.930128E+01,2.410000E+02,1.138391E+00,3.922351E+01,2.366000E+02,1.232531E+00,3.897001E+01,2.217000E+02,1.598080E+00,3.782903E+01
f23,2.425000E+02,1.109879E+00,3.913109E+01,2.425000E+02,1.109764E+00,3.913242E+01,2.425000E+02,1.108982E+00,3.914179E+01,2.428000E+02,1.103691E+00,3.920554E+01,2.442000E+02,1.069258E+00,3.963794E+01
f123,2.432000E+02,1.092908E+00,3.933485E+01,2.432000E+02,1.093001E+00,3.934447E+01,2.433000E+02,1.093528E+00,3.939824E+01,2.437000E+02,1.096729E+00,3.970261E+01,2.453000E+02,1.124425E+00,4.151085E+01
kb1,2.357000E+02,1.272995E+00,4.411064E+01,2.469000E+02,1.013291E+00,3.496656E+01,2.508000E+02,9.743651E-01,2.627774E+01,2.519000E+02,1.075986E+00,1.857776E+01,2.494000E+02,1.421531E+00,1.184235E+01
kb2,2.549000E+02,1.040986E+00,4.152847E+01,2.470000E+02,1.071857E+00,4.001298E+01,2.283000E+02,1.199619E+00,3.670651E+01,2.001000E+02,1.461037E+00,3.109148E+01,1.750000E+02,1.890611E+00,2.274459E+01
kb3,4.592000E+02,7.379095E-01,2.533830E+01,3.450000E+02,7.721139E-01,3.076818E+01,2.888000E+02,8.603681E-01,3.534611E+01,2.486000E+02,1.050111E+00,3.894001E+01,2.098000E+02,1.543653E+00,4.043801E+01
ku1,4.326000E+02,1.488788E-01,1.474359E+01,3.732000E+02,1.595944E-01,2.171896E+01,3.335000E+02,2.054925E-01,2.723880E+01,3.043000E+02,2.962448E-01,3.224640E+01,2.790000E+02,5.037327E-01,3.701525E+01
