,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.153000E+02,1.148648E-01,1.170194E+02,8.740000E+01,1.458999E-01,1.361795E+02,7.280000E+01,1.940723E-01,1.531389E+02,6.310000E+01,2.744079E-01,1.683845E+02,5.550000E+01,4.309542E-01,1.803365E+02
gammam,7.010000E+01,5.381896E-01,1.434542E+02,7.690000E+01,2.943625E-01,1.410513E+02,8.490000E+01,1.945472E-01,1.342895E+02,9.750000E+01,1.408015E-01,1.256411E+02,1.225000E+02,1.081857E-01,1.148668E+02
gammamRNA,5.670000E+01,4.442233E-01,1.837001E+02,6.390000E+01,2.815628E-01,1.706273E+02,7.320000E+01,1.974600E-01,1.543593E+02,8.740000E+01,1.471600E-01,1.366475E+02,1.151000E+02,1.148841E-01,1.170625E+02
gammad,1.123000E+02,1.164750E-01,1.187049E+02,1.123000E+02,1.165534E-01,1.186210E+02,1.123000E+02,1.167469E-01,1.183914E+02,1.124000E+02,1.172095E-01,1.178417E+02,1.127000E+02,1.183318E-01,1.165496E+02
alphaass,1.157000E+02,1.145578E-01,1.168871E+02,8.860000E+01,1.446535E-01,1.339285E+02,7.430000E+01,1.911785E-01,1.483097E+02,6.490000E+01,2.687032E-01,1.604905E+02,5.770000E+01,4.206581E-01,1.691918E+02
alphadiss,5.770000E+01,4.229840E-01,1.692893E+02,6.490000E+01,2.695299E-01,1.605994E+02,7.430000E+01,1.915017E-01,1.483820E+02,8.850000E+01,1.447548E-01,1.339420E+02,1.158000E+02,1.145487E-01,1.168808E+02
phi0,1.144000E+02,1.153594E-01,1.174256E+02,8.680000E+01,1.471822E-01,1.367553E+02,7.230000E+01,1.969537E-01,1.539211E+02,6.260000E+01,2.809844E-01,1.692205E+02,5.500000E+01,4.486949E-01,1.809271E+02
f1,1.134000E+02,1.011217E-01,1.187527E+02,1.132000E+02,1.035877E-01,1.187056E+02,1.125000E+02,1.141566E-01,1.185359E+02,1.093000E+02,1.645941E-01,1.176777E+02,9.190000E+01,5.229659E-01,1.098661E+02
f2,1.127000E+02,1.168187E-01,1.180482E+02,1.127000E+02,1.168169E-01,1.180552E+02,1.127000E+02,1.168131E-01,1.180579E+02,1.126000E+02,1.167853E-01,1.181431E+02,1.121000E+02,1.166021E-01,1.186445E+02
f3,1.517000E+02,1.251842E-01,9.081440E+01,1.212000E+02,1.186893E-01,1.096795E+02,1.048000E+02,1.150910E-01,1.279142E+02,9.380000E+01,1.136519E-01,1.461618E+02,8.570000E+01,1.141926E-01,1.646574E+02
f12,1.124000E+02,1.143687E-01,1.183640E+02,1.124000E+02,1.143751E-01,1.183638E+02,1.124000E+02,1.144186E-01,1.183604E+02,1.124000E+02,1.147099E-01,1.183721E+02,1.123000E+02,1.167369E-01,1.184927E+02
f13,1.123000E+02,1.151845E-01,1.184424E+02,1.123000E+02,1.155754E-01,1.184451E+02,1.123000E+02,1.171098E-01,1.185127E+02,1.123000E+02,1.231886E-01,1.187334E+02,1.122000E+02,1.486877E-01,1.195714E+02
f23,1.124000E+02,1.166593E-01,1.184866E+02,1.124000E+02,1.166546E-01,1.184901E+02,1.123000E+02,1.166233E-01,1.185305E+02,1.123000E+02,1.163990E-01,1.187886E+02,1.123000E+02,1.148911E-01,1.205124E+02
f123,1.124000E+02,1.166602E-01,1.184849E+02,1.123000E+02,1.166187E-01,1.185264E+02,1.124000E+02,1.163710E-01,1.187048E+02,1.125000E+02,1.148942E-01,1.198177E+02,1.137000E+02,1.063054E-01,1.270279E+02
kb1,1.125000E+02,1.145171E-01,1.110214E+02,1.135000E+02,1.094571E-01,8.609035E+01,1.156000E+02,1.083534E-01,6.272598E+01,1.196000E+02,1.132836E-01,4.131156E+01,1.279000E+02,1.341932E-01,2.194402E+01
kb2,1.126000E+02,1.165560E-01,1.212502E+02,1.114000E+02,1.182256E-01,1.063278E+02,1.096000E+02,1.262110E-01,8.642544E+01,1.068000E+02,1.507571E-01,6.485164E+01,1.019000E+02,2.275039E-01,4.508316E+01
kb3,1.369000E+02,1.164431E-01,1.095527E+02,1.076000E+02,1.171802E-01,1.205734E+02,9.230000E+01,1.219380E-01,1.279717E+02,8.240000E+01,1.315093E-01,1.329346E+02,7.520000E+01,1.491000E-01,1.359208E+02
ku1,2.230000E+02,4.130493E-02,1.021664E+02,1.702000E+02,5.502427E-02,1.080413E+02,1.345000E+02,7.872301E-02,1.136831E+02,1.101000E+02,1.230519E-01,1.190562E+02,9.330000E+01,2.225002E-01,1.239495E+02
ku2,1.084000E+02,2.068145E-01,6.164500E+01,1.109000E+02,1.237899E-01,9.518438E+01,1.125000E+02,1.165267E-01,1.220558E+02,1.134000E+02,1.172445E-01,1.342500E+02,1.137000E+02,1.176917E-01,1.378792E+02
ku3,8.130000E+01,1.846371E-01,1.315214E+02,8.740000E+01,1.471630E-01,1.293110E+02,9.610000E+01,1.278405E-01,1.253203E+02,1.101000E+02,1.174480E-01,1.193373E+02,1.379000E+02,1.130531E-01,1.103187E+02
bcoop12,1.134000E+02,1.235294E-01,1.277281E+02,1.127000E+02,1.192174E-01,1.221759E+02,1.117000E+02,1.124577E-01,1.113983E+02,1.103000E+02,1.068565E-01,9.501878E+01,1.085000E+02,1.112972E-01,7.563897E+01
bcoop23,1.134000E+02,1.201358E-01,1.374086E+02,1.134000E+02,1.200639E-01,1.365844E+02,1.132000E+02,1.196927E-01,1.345000E+02,1.130000E+02,1.186283E-01,1.293662E+02,1.123000E+02,1.166378E-01,1.183551E+02
bcoop13,1.130000E+02,1.592780E-01,1.570414E+02,1.124000E+02,1.197502E-01,1.225601E+02,1.131000E+02,1.006002E-01,8.930210E+01,1.156000E+02,9.414634E-02,5.940821E+01,1.216000E+02,1.018366E-01,3.460051E+01
bcoop123,1.138000E+02,1.276786E-01,1.314355E+02,1.138000E+02,1.275003E-01,1.310798E+02,1.136000E+02,1.268691E-01,1.302122E+02,1.133000E+02,1.250105E-01,1.279983E+02,1.128000E+02,1.204896E-01,1.229094E+02
ucoop12,1.124000E+02,1.166759E-01,1.184855E+02,1.123000E+02,1.202847E-01,1.189280E+02,1.123000E+02,1.222343E-01,1.191569E+02,1.124000E+02,1.230212E-01,1.192595E+02,1.124000E+02,1.232771E-01,1.193091E+02
ucoop23,1.116000E+02,1.137428E-01,5.306711E+01,1.112000E+02,1.121745E-01,7.301825E+01,1.115000E+02,1.133410E-01,9.525829E+01,1.121000E+02,1.159810E-01,1.146469E+02,1.127000E+02,1.184358E-01,1.274532E+02
ucoop13,1.253000E+02,6.587795E-02,1.147141E+02,1.184000E+02,8.376663E-02,1.163346E+02,1.140000E+02,1.048395E-01,1.177937E+02,1.109000E+02,1.309702E-01,1.192426E+02,1.088000E+02,1.682292E-01,1.207623E+02
ucoop123,1.152000E+02,7.954228E-02,1.159752E+02,1.135000E+02,9.207714E-02,1.166964E+02,1.126000E+02,1.041546E-01,1.174688E+02,1.124000E+02,1.138762E-01,1.182241E+02,1.123000E+02,1.201300E-01,1.188537E+02
