,beta,gammam,gammamRNA,gammad,alphaass,alphadiss,phi0,f1,f2,f3,f12,f13,f23,f123,kb1,kb2,kb3,ku1,ku2,ku3,bcoop12,bcoop13,bcoop23,bcoop123,ucoop12,ucoop13,ucoop23,ucoop123,DNAtot,taum,taumRNA,period,DNA0_min,DNA0_max,DNA1_min,DNA1_max,DNA2_min,DNA2_max,DNA3_min,DNA3_max,DNA12_min,DNA12_max,DNA23_min,DNA23_max,DNA13_min,DNA13_max,DNA123_min,DNA123_max,mRNA_min,mRNA_max,m_min,m_max,d_min,d_max,selected,monotonicity_type
972,71.77,0.5317,1.363,0.0005843,0.01111,617.5,3.136,0.003779,0.001077,23.05,20.52,0.5548,0.3988,0.1278,0.001197,0.006061,1.451,0.03908,20.78,70.94,4.792,1.152,1.185,0.2218,1.169,0.1458,0.5645,0.07155,1,0,0,53.6,0.1428,0.618,0.02637,0.4487,0.0001693,0.004182,0.01179,0.299,0.0005545,0.003778,8.63E-06,0.01296,0.07506,0.4839,0.0007064,0.2137,1.847,16.71,255.6,2092,1.176,78.74,TRUE,1
973,9.37,0.6631,0.4148,0.05235,0.05511,12.89,0.5218,0.006059,8.179,19.01,0.0685,0.006096,0.005547,0.001491,0.001383,0.1446,2.23,0.04515,495.9,109,13.73,2.05,0.3499,0.3211,3.349,0.2595,0.1666,0.1036,1,0,0,93.1,0.5699,0.6901,0.1086,0.1569,0.0009156,0.001585,0.06424,0.1112,0.0007714,0.001353,0.0001843,0.0006284,0.1043,0.1829,0.003887,0.01288,2.39,3.417,33.12,46.67,4.67,9.273,FALSE,1
974,21.7,0.6499,9.941,0.003858,0.06006,656.4,9.815,9.233,0.003678,83.75,0.3812,0.002952,6.155,0.3889,0.003453,0.2756,0.899,0.1128,944.8,43.94,0.5928,0.6198,1.48,2.343,0.1446,0.07846,0.7048,0.7559,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
975,2.783,0.7049,0.6922,0.004689,0.07711,46.75,2.458,35.09,0.06621,0.001153,70.37,0.1951,1.152,0.2025,0.04943,0.0177,0.001014,1.614,60.69,0.04956,0.6442,0.6011,3.23,11.64,0.1571,0.07608,1.538,3.756,1,0,0,117.9,0.1236,0.908,0.002986,0.427,2.59E-05,0.004277,0.03586,0.3354,8.04E-07,0.02682,3.06E-05,0.001141,0.01275,0.524,5.53E-05,0.193,2.405,58.2,9.724,207.6,0.1565,71.11,FALSE,1
976,1.831,0.6667,0.528,0.001343,0.4646,351.7,3.747,0.005548,1.907,42.86,0.2153,0.04278,0.03679,0.08421,0.004914,0.1093,0.07613,0.1604,374.7,3.721,2.827,0.5334,0.4333,5.809,0.6895,0.06752,0.2064,1.874,1,0,0,54.8,0.1908,0.8423,0.07676,0.2395,0.0003295,0.003049,0.02335,0.2096,0.0002191,0.003649,2.23E-05,0.003975,0.03298,0.4925,0.0005504,0.1161,12.22,63.82,34.07,164,1.533,35.54,FALSE,1
977,25.72,0.3239,0.9697,0.0007592,0.04705,964.4,1.655,19.75,0.3194,0.007063,81.56,0.05965,0.001959,0.007839,0.1514,0.03503,0.001483,4.945,120.1,0.07251,1.724,0.5364,0.3995,1.307,0.4205,0.0679,0.1902,0.4217,1,0,0,77.3,0.1196,0.8003,0.01652,0.395,0.0001566,0.003794,0.0181,0.3115,1.69E-05,0.03126,0.0001163,0.001219,0.04626,0.5075,0.0003907,0.2025,1.571,17.26,131.8,1259,0.8472,77.28,TRUE,1
978,36.19,0.9042,0.478,0.0005154,0.03766,924.4,0.4095,83.98,0.001411,9.026,0.01474,0.003237,0.9355,0.05693,5.524,0.004064,0.002774,180.4,13.93,0.1356,0.3201,0.6989,1.191,0.4938,0.07806,0.08847,0.5672,0.1593,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
979,4.782,0.9697,0.6991,0.002089,0.1535,11.75,1.193,0.6084,0.08878,47.6,0.08648,0.07535,0.04346,0.009044,0.001798,0.03978,0.01515,0.05871,136.4,0.7408,0.434,0.9464,0.7773,5.74,0.1059,0.1198,0.3701,1.851,1,0,0,55.7,0.08436,0.5015,0.04607,0.285,0.000334,0.003421,0.02679,0.2127,0.001096,0.004068,5.32E-05,0.00799,0.2073,0.5968,0.006595,0.2487,3.12,17.3,15.63,74.2,3.195,71.9,TRUE,1
980,94.28,0.9133,0.4447,0.05255,0.07669,430,0.1768,35.76,47.23,0.0109,0.1052,0.02508,13.08,0.005251,2.242,0.2688,0.004533,73.22,921.6,0.2216,3.367,0.6346,0.218,0.1871,0.8211,0.08033,0.1038,0.06035,1,0,0,40.9,0.4135,0.5312,0.1295,0.1731,0.001233,0.001649,0.08623,0.1161,0.001281,0.002698,0.0005332,0.0007498,0.2106,0.2961,0.01377,0.02962,2.083,2.655,214.5,271.8,8.206,13.17,FALSE,1
981,8.171,0.9361,6.256,0.002273,0.3861,54.12,9.146,13.62,0.05687,0.006635,0.03883,0.02293,0.009611,0.05625,0.03367,0.1511,0.001002,1.1,518,0.04898,0.4334,1.977,2.843,5.689,0.1057,0.2503,1.354,1.835,1,0,0,78.3,0.5605,0.7013,0.08855,0.1737,0.0008367,0.001672,0.06854,0.1111,0.000444,0.002068,0.0002617,0.000456,0.1025,0.1819,0.003516,0.01345,2.769,4.311,24.21,37.42,4.182,9.989,FALSE,1
982,4.249,0.4374,0.3244,0.00251,0.2214,845.4,1.369,27.36,16.99,0.8538,0.1978,0.01801,2.935,0.003292,1.551,0.1792,0.001958,50.65,614.4,0.09569,0.2269,0.46,12.55,0.1642,0.05534,0.05822,5.976,0.05296,1,0,0,87,0.3598,0.6863,0.08606,0.2237,0.0008198,0.00213,0.06024,0.1492,0.0004534,0.004802,0.0002809,0.0008375,0.1109,0.3314,0.004045,0.04384,13.21,27.67,128.9,265.6,4.354,18.47,FALSE,1
983,8.448,0.6177,2.867,0.01407,0.02696,133.8,6.295,0.3309,8.007,76.04,0.3459,0.0141,0.001931,0.009705,0.006811,0.002897,3.99,0.2224,9.932,195,9.876,0.5896,12.26,0.5537,2.409,0.07463,5.838,0.1786,1,0,0,66.7,0.1476,0.9613,0.02175,0.05299,0.0001542,0.003664,0.01071,0.2673,1.85E-05,0.003888,3.75E-06,0.007047,0.0025,0.5187,1.29E-05,0.1699,3.843,44.98,52.99,509.3,0.5659,52.25,FALSE,1
984,1.967,0.7895,0.7139,0.04461,0.2246,105.3,3.601,0.4703,0.01507,69.8,0.09521,0.3339,0.004651,0.3526,0.001328,0.1247,0.03816,0.04338,427.7,1.865,6.794,0.6508,0.475,4.545,1.657,0.08238,0.2262,1.466,1,0,0,75.4,0.05743,0.8053,0.02059,0.4778,2.70E-05,0.005798,0.002156,0.3742,0.0001265,0.003567,3.22E-07,0.02087,0.02319,0.6249,8.82E-05,0.3504,4.081,123.8,10.36,240.8,0.2292,123.6,FALSE,1
985,19.34,0.3781,0.9474,0.09352,0.08316,190.7,0.3305,55.94,0.194,0.02505,1.26,0.009655,0.04723,0.03598,0.2101,0.02345,0.001213,6.862,80.41,0.05929,1.116,1.891,4.377,8.228,0.2722,0.2394,2.084,2.654,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
986,28.25,0.9044,0.5527,0.03272,0.3375,114.1,0.2045,0.001711,0.06432,66.44,0.06698,0.009052,0.001923,0.01253,0.004209,0.04573,5.201,0.1375,156.8,254.2,2.693,0.5631,0.4438,1.577,0.6568,0.07128,0.2113,0.5086,1,0,0,39.2,0.06902,0.7933,0.02936,0.4008,0.0002465,0.004098,0.01728,0.2895,0.0003107,0.004381,1.41E-05,0.0109,0.04202,0.5878,0.0004733,0.2842,0.6586,6.489,20.91,167.9,1.293,83.32,TRUE,1
987,4.803,0.6519,6.465,0.000853,0.359,21.59,5.068,0.01151,0.6373,36.51,0.003781,0.005291,0.3979,0.07757,0.003251,0.002189,2.255,0.1062,7.503,110.2,0.4227,2.595,8.311,4.715,0.1031,0.3284,3.958,1.521,1,0,0,49.3,0.4347,0.6102,0.1186,0.1767,0.001062,0.001757,0.07438,0.1235,0.001129,0.0021,0.0002858,0.0009641,0.1534,0.2823,0.007614,0.02772,2.579,3.921,19.33,27.94,6.216,12.98,FALSE,1
988,6.371,0.1778,0.4763,0.0007166,0.6815,935.2,0.3319,0.001378,7.086,42.79,0.003223,1.127,0.164,0.01179,0.001547,0.006181,0.924,0.05052,21.19,45.16,1.102,0.6554,0.7862,6.019,0.2689,0.08296,0.3744,1.942,1,0,0,134.2,0.2028,0.7881,0.06075,0.28,0.0004792,0.003083,0.03359,0.2178,0.0003851,0.003541,4.86E-05,0.004297,0.05222,0.4732,0.00104,0.1162,1.54,6.918,56.39,223.3,2.317,36.34,TRUE,1
989,111.6,0.8703,1.024,0.02155,0.2088,46.77,0.2845,13.66,0.1309,0.009443,75.3,0.01637,0.1038,0.00701,0.8419,0.2695,0.00188,27.49,923.9,0.09191,9.012,0.5177,3.818,8.969,2.198,0.06554,1.818,2.893,1,0,0,31.2,0.06164,0.3498,0.04776,0.225,0.0004541,0.002147,0.02755,0.272,0.0003261,0.01511,0.0008759,0.001521,0.3451,0.6053,0.01522,0.2608,0.2623,1.144,35.07,124.9,5.488,69.61,FALSE,1
990,0.9138,0.3044,0.5433,0.02052,0.903,496.5,2.536,0.3895,0.02345,49.23,0.0494,0.3454,0.04957,0.004752,0.001862,0.1606,15.16,0.06081,550.5,740.8,2.013,1.161,3.657,0.1767,0.4909,0.1469,1.741,0.05699,1,0,0,118.7,0.2057,0.8888,0.05483,0.05731,0.0002438,0.003318,0.0171,0.2328,0.0001219,0.00348,1.11E-05,0.004739,0.01648,0.4699,0.0001626,0.1171,7.918,54.87,23.99,143.3,1.047,37.34,FALSE,1
991,3.297,0.6194,0.1699,0.01638,0.03129,2.337,0.2385,0.1354,24.67,32.7,0.1775,0.001001,0.001356,0.005617,0.001019,0.07142,0.4359,0.03327,244.9,21.31,0.3074,0.8197,3.411,0.9723,0.07497,0.1038,1.624,0.3136,1,0,0,156.5,0.2097,0.815,0.05127,0.3502,0.0002211,0.003452,0.01551,0.2419,0.000264,0.003423,1.07E-05,0.005409,0.03564,0.4617,0.0003509,0.1225,1.715,11.22,9.142,55.17,1.115,40.44,TRUE,1
992,18.28,0.6974,1.713,0.001719,0.8754,22.87,0.1733,0.07113,0.07388,58.85,7.648,0.1211,10.95,0.08932,0.001054,0.1082,8.129,0.03441,370.9,397.4,1.357,1.264,0.569,7.418,0.331,0.16,0.2709,2.393,1,0,0,149.7,0.1394,0.9178,0.02653,0.5266,2.04E-05,0.004762,0.001428,0.3344,6.28E-05,0.003859,1.12E-07,0.0109,0.008484,0.5208,8.54E-06,0.1909,0.06437,2.034,1.814,40.66,0.1266,63.27,TRUE,1
993,35.87,0.2075,0.6476,0.01371,0.01211,14.12,0.07117,46.34,0.003909,0.136,0.05418,0.03322,0.005242,0.006054,1.84,0.06559,0.001045,60.08,224.9,0.0511,1.072,0.4199,8.137,3.934,0.2616,0.05315,3.875,1.269,1,0,0,106.1,0.1281,0.7501,0.03721,0.3603,0.0003545,0.003421,0.02297,0.2726,8.37E-05,0.02086,0.000182,0.001325,0.07186,0.5257,0.001146,0.1766,0.2617,1.841,46.4,259.2,1.845,57.55,TRUE,1
994,1.599,0.6498,0.2947,0.003965,0.01088,7.438,2.829,19.51,0.009733,0.003664,0.1351,0.0117,2.336,0.001129,11.13,0.2661,0.001485,363.4,912.5,0.07258,7.498,0.4553,7.741,0.1808,1.829,0.05763,3.686,0.05833,1,0,0,94.9,0.3226,0.7507,0.05678,0.2675,0.0005407,0.002547,0.04475,0.185,0.0001829,0.007438,0.0001917,0.0008887,0.07575,0.3513,0.00175,0.05758,17.29,52.96,42.72,128.4,2.669,24.11,FALSE,1
995,3.368,0.5435,7.366,0.04222,0.3184,32.97,4.407,64.39,0.3005,0.003209,25.67,0.2537,20.62,0.1446,2.333,0.001495,0.001317,76.18,5.124,0.06436,2.068,1.027,2.846,0.213,0.5044,0.13,1.355,0.06872,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
996,5.769,0.8772,0.7949,0.01859,0.04088,21.51,0.9082,65.32,0.01057,0.00578,99.14,0.005723,0.671,0.2981,0.09676,0.193,0.001412,3.159,661.9,0.06904,3.053,1.519,1.254,0.2066,0.7447,0.1922,0.5971,0.06664,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
997,0.455,0.2516,0.3464,0.001705,0.04449,24.52,2.571,0.004845,2.502,65.6,0.004132,0.864,27.42,0.005115,0.001333,0.1151,1.053,0.04353,394.5,51.48,4.74,1.067,0.5529,0.5572,1.156,0.135,0.2633,0.1797,1,0,0,126,0.07418,0.8664,0.02952,0.4049,0.0001621,0.004356,0.01136,0.3052,0.000141,0.004318,5.30E-06,0.01114,0.01904,0.5856,0.00013,0.2702,11,145.7,20.35,209.1,0.752,79.33,FALSE,1
998,11.37,0.462,0.6164,0.01683,0.2594,53.2,0.1266,70.6,42.18,0.09866,10.7,0.5989,55.19,0.01454,6.273,0.1089,0.001051,204.8,373.4,0.05135,3.665,1.316,0.4149,4.29,0.894,0.1666,0.1976,1.384,1,0,0,268.4,0.1093,0.9757,0.003332,0.4308,3.17E-05,0.004101,0.009541,0.01891,5.53E-07,0.03032,2.69E-06,0.001366,0.001062,0.5391,3.48E-06,0.2078,0.2112,6.23,5.318,122,0.138,72.53,TRUE,1
999,12.08,0.8644,6.312,0.04804,0.4754,15.99,1.841,0.008872,0.003109,34.13,0.002634,0.001806,0.8788,0.002156,0.002265,0.00507,0.03748,0.07397,17.38,1.832,0.2977,2.259,0.1525,0.1608,0.07261,0.286,0.07263,0.05186,1,0,0,130.8,0.673,0.8842,0.05707,0.1279,0.0004348,0.001338,0.03062,0.09332,0.0001405,0.0008721,3.24E-05,0.0003794,0.01856,0.1189,0.001686,0.002423,0.5569,1.132,7.618,14.99,1.721,6.661,FALSE,1
1000,23.12,0.958,4.149,0.003277,0.1472,4.79,0.6301,0.02114,0.281,50.55,0.1942,0.001211,79.14,0.04899,0.00112,0.01076,0.1558,0.03658,36.91,7.614,5.129,0.7129,12.63,15.58,1.251,0.09024,6.016,5.027,1,0,0,88.6,0.1093,0.8339,0.02595,0.5768,1.53E-05,0.004872,0.001072,0.3444,7.42E-05,0.004064,7.82E-08,0.01246,0.01049,0.5512,1.06E-05,0.2263,0.0721,2.819,1.911,48.7,0.117,72.74,TRUE,1
1001,23.69,0.9143,3.825,0.0009928,0.2024,712.3,3.163,78.78,4.153,0.003241,0.1364,1.515,0.002066,0.01201,2.052,0.1616,0.003388,67.01,554,0.1656,1.693,0.4681,1.288,6.23,0.4128,0.05925,0.6134,2.01,1,0,0,43.7,0.07198,0.9544,0.005177,0.5273,4.93E-05,0.005024,0.00667,0.356,1.28E-06,0.0625,8.75E-06,0.00141,0.003454,0.5626,9.93E-06,0.2927,1.013,34.1,26.85,670.3,0.2049,127.7,FALSE,1
1002,58.38,0.848,0.9669,0.004683,0.3257,21.1,0.07602,0.0202,1.889,55.15,32.14,0.1664,2.035,0.002516,0.001209,0.002739,1.774,0.03947,9.39,86.73,0.2224,0.8739,3.874,1.972,0.05425,0.1106,1.845,0.6361,1,0,0,83.5,0.08145,0.8004,0.01754,0.5792,2.46E-05,0.005328,0.001719,0.3778,0.0001015,0.005879,1.81E-07,0.02085,0.01282,0.5381,2.23E-05,0.3037,0.04606,1.632,3.309,85.67,0.1699,113.3,TRUE,1
1003,41.23,0.6856,0.3229,0.004825,0.03292,1.182,0.0182,0.07381,0.603,61.51,0.001012,0.02379,7.195,0.02624,0.001243,0.00684,0.007735,0.04058,23.45,0.3781,1.833,0.4278,1.912,0.1868,0.4471,0.05416,0.9107,0.06026,1,0,0,225.3,0.103,0.8787,0.06837,0.1293,3.18E-05,0.00467,0.003985,0.3016,4.57E-05,0.00859,5.22E-07,5.30E-07,0.03291,0.5857,0.0003707,0.226,0.04388,1.035,2.692,53.22,0.2134,78.33,FALSE,1
1004,94.95,0.6547,5.01,0.01809,0.655,407,0.6718,0.1819,0.0722,33.18,0.07957,0.2525,0.001644,0.066,0.001668,0.1525,0.1156,0.05445,523,5.649,2.563,2.135,0.492,0.7696,0.6252,0.2702,0.2343,0.2483,1,0,0,65.7,0.2335,0.8304,0.04067,0.4083,8.92E-05,0.004044,0.006341,0.2776,0.0001866,0.003125,1.95E-06,0.006895,0.02504,0.4341,0.0001043,0.1178,0.1173,1.293,17.59,165.1,0.498,43.86,TRUE,1
1005,11.79,0.5427,2.769,0.002282,0.02818,9.993,1.566,1.772,5.437,38.63,43.34,0.02818,82.07,0.09467,0.002775,0.02582,3.073,0.0906,88.53,150.2,0.4513,0.457,0.2709,14.95,0.1101,0.05784,0.129,4.822,1,0,0,64.7,0.2806,0.7605,0.06486,0.2742,0.0004971,0.00298,0.03487,0.2095,0.0004762,0.003024,5.63E-05,0.003565,0.06461,0.4027,0.001445,0.0818,1.373,5.077,30.21,102.5,2.574,29.61,TRUE,1
1006,0.3662,0.1362,0.6186,0.001039,0.0854,23.17,1.708,0.4626,0.02342,57.77,14.97,0.6677,7.108,0.1159,0.001128,0.005692,0.01098,0.03682,19.51,0.5369,6.959,0.4465,6.105,1.708,1.697,0.05651,2.907,0.551,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1007,12.25,0.8842,1.974,0.01013,0.09667,55.04,1.808,63.61,11.43,0.3547,0.002797,0.5804,15.8,0.4242,0.1024,0.06712,0.00104,3.343,230.1,0.05085,19.85,0.4833,0.1207,1.924,4.843,0.06118,0.05749,0.6208,1,0,0,67.9,0.06244,0.7232,0.009602,0.4848,9.06E-05,0.004675,0.005693,0.3484,6.13E-06,0.08464,0.0004094,0.001364,0.158,0.5501,0.0002552,0.3148,1.241,28.19,17.38,317,0.5309,176.5,FALSE,1
1008,53.03,0.2742,6.6,0.0008721,0.03591,458.2,0.8063,91.65,9.22,0.3277,12.14,0.5408,1.17,0.1988,0.006391,0.2792,0.002598,0.2087,957.3,0.127,0.538,0.7345,0.1447,0.2481,0.1312,0.09298,0.06891,0.08003,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1009,94.2,0.5143,0.3853,0.02209,0.2369,481.7,0.169,12.8,3.881,0.1048,59.53,0.07381,0.6534,0.001885,16.31,0.1762,0.001022,532.6,604,0.04995,7.869,1.93,0.1901,4.862,1.919,0.2443,0.09053,1.568,1,0,0,58.1,0.1562,0.4261,0.07503,0.2292,0.0007148,0.002183,0.04517,0.2058,0.0005959,0.009871,0.0007471,0.001282,0.2951,0.5061,0.01555,0.1358,0.622,1.6,114.9,281.8,6.49,39.06,FALSE,1
1010,2.427,0.7373,0.5505,0.0236,0.1388,9.585,1.836,0.04213,1.867,19.86,0.003582,0.05006,9.764,0.001458,0.001594,0.001607,8.684,0.05207,5.508,424.5,2.751,0.9771,5.682,0.3745,0.671,0.1237,2.706,0.1208,1,0,0,75,0.3062,0.6624,0.07723,0.2747,0.0005168,0.002629,0.03596,0.1856,0.0007794,0.002956,6.68E-05,0.002733,0.1073,0.3817,0.002619,0.06835,4.351,13.68,14.37,41.76,2.983,25.18,TRUE,1
1011,1.962,0.3054,0.5572,0.005049,0.07974,940.4,4.377,0.02246,0.704,81.85,15.26,0.04681,4.15,0.3275,0.001169,0.27,13.32,0.03817,925.6,651.3,1.012,3.678,0.2259,13.85,0.2469,0.4656,0.1076,4.468,1,0,0,119.5,0.05814,0.9234,0.02849,0.5414,2.30E-05,0.004614,0.001615,0.3241,4.74E-05,0.004464,1.26E-07,0.01105,0.006404,0.602,6.68E-06,0.2877,5.658,192.6,38.49,973,0.1257,80.27,FALSE,1
1012,8.367,0.5677,1.641,0.0009363,0.05247,105.5,4.878,0.001055,1.385,31.36,0.003916,0.007622,5.606,0.01558,0.001597,0.08751,0.009352,0.05216,300,0.4571,1.147,1.011,10.75,0.6094,0.2796,0.1279,5.117,0.1966,1,0,0,80.6,0.1553,0.749,0.0532,0.2552,0.0001329,0.004594,0.01257,0.2712,0.0002499,0.004421,6.63E-06,0.009827,0.07038,0.5212,0.0009979,0.1771,2.786,26.17,41.52,357,0.8576,63.37,FALSE,1
1013,7.651,0.5687,0.3309,0.006734,0.01023,44.75,1.885,0.5841,0.01641,30.61,2.456,0.001357,0.9382,0.2462,0.002387,0.005244,0.2615,0.07795,17.98,12.78,1.072,0.406,0.7259,2.21,0.2614,0.05139,0.3457,0.7128,1,0,0,53,0.1486,0.5246,0.05639,0.2942,0.0005727,0.00289,0.04011,0.2041,0.001438,0.00391,0.0001189,0.005439,0.1958,0.5126,0.007603,0.1663,10.45,35.56,142.4,462,4.637,48.79,FALSE,1
1014,4.675,0.5469,0.1922,0.005385,0.1316,928.5,1.452,0.001951,0.4254,46.1,0.008325,0.002378,18.51,0.209,0.001718,0.01248,0.006279,0.05611,42.8,0.3069,0.69,0.5171,0.2699,1.344,0.1683,0.06545,0.1285,0.4336,1,0,0,151.2,0.1116,0.7715,0.08443,0.1518,0.0001479,0.004217,0.01391,0.2521,0.0001324,0.009696,7.67E-06,0.009343,0.08963,0.5669,0.001501,0.1983,9.259,83.57,79.32,697.8,0.8917,69.02,FALSE,1
1015,59.75,0.9619,2.769,0.01091,0.04355,510.3,4.903,0.07873,12.63,19.89,0.0087,0.003424,0.008121,0.07629,0.001976,0.01197,0.6196,0.06454,41.04,30.28,3.886,11.62,0.1596,0.2254,0.9477,1.471,0.07602,0.07272,1,0,0,39.4,0.6533,0.7682,0.0934,0.1373,0.0007406,0.001407,0.05201,0.09862,0.0004703,0.0009547,0.0001087,0.0004318,0.06355,0.1291,0.001776,0.006844,3.193,4.709,198.8,291.3,3.373,7.24,FALSE,1
1016,25.68,0.7877,1.578,0.0007575,0.2889,213.1,0.8409,31.1,5.713,0.007107,0.004319,0.02486,0.003505,0.1833,3.019,0.02024,0.001713,98.58,69.4,0.08375,15.19,0.6382,5.392,5.756,3.705,0.08078,2.568,1.857,1,0,0,58.8,0.1808,0.8765,0.007252,0.4025,6.92E-05,0.003811,0.01816,0.3645,3.01E-06,0.02258,4.91E-05,0.001148,0.01942,0.4536,5.81E-05,0.136,0.4724,6.774,15.93,197.6,0.3441,52.91,TRUE,1
1017,2.645,0.5583,2.538,0.01951,0.5256,104.9,4.179,32.12,1.353,0.1675,36.32,1.102,16.53,0.04026,2.549,0.001124,0.001197,83.24,3.855,0.05852,2.248,0.8821,1.431,19.1,0.5482,0.1117,0.6816,6.162,1,0,0,146.4,0.2482,0.9327,0.008655,0.359,8.33E-05,0.002696,0.02498,0.3011,3.93E-06,0.01141,1.88E-05,0.001034,0.007464,0.4032,4.73E-05,0.09171,1.779,20.57,8.609,86.26,0.3714,37.28,FALSE,1
1018,1.194,0.3758,0.1782,0.00193,0.06012,489.7,1.456,62.71,45.13,0.001096,3.171,1.124,0.01499,0.04918,0.1866,0.02687,0.001153,6.092,92.11,0.05637,0.7246,2.634,9.208,2.732,0.1767,0.3334,4.385,0.8812,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1019,1.167,0.4317,5.105,0.000656,0.06213,2.683,9.758,0.04263,79.01,29.94,0.1011,0.001274,0.006138,0.001619,0.002128,0.01033,8.017,0.06949,35.4,391.9,1.349,0.5265,0.1555,0.3369,0.3291,0.06664,0.07402,0.1087,1,0,0,114.2,0.4443,0.8089,0.08111,0.1984,0.0005566,0.002088,0.03901,0.1465,0.0003332,0.002046,5.98E-05,0.00127,0.04509,0.2741,0.0009665,0.02831,3.76,9.718,10.36,25.03,2.487,14.5,TRUE,1
1020,0.4633,0.6167,0.2011,0.003114,0.01771,8.512,2.298,1.886,10.69,71.51,0.563,0.05163,0.001808,0.03546,0.001429,0.007495,10.54,0.04667,25.7,515,2.749,0.4549,3.726,0.2502,0.6704,0.05758,1.774,0.08071,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1021,13.76,0.6555,2.942,0.05121,0.01308,329.5,9.442,0.8391,0.01565,86.77,19.11,0.5316,1.569,0.09472,0.001039,0.06763,0.03325,0.03391,231.9,1.625,4.169,1.7,0.6373,0.5433,1.017,0.2151,0.3035,0.1752,1,0,0,101.9,0.07016,0.8934,0.00915,0.5501,2.85E-05,0.007799,0.002176,0.4631,7.91E-05,0.003451,2.93E-07,0.04111,0.01054,0.5677,3.04E-05,0.36,3.495,127.9,74.01,2130,0.2175,180,FALSE,1
1022,0.7885,0.8975,0.3143,0.01683,0.6431,416.9,8.162,0.009319,90.57,27.83,92.21,0.02369,0.02995,0.002679,0.001771,0.1326,18.88,0.05781,454.5,922.6,1.829,0.5548,1.043,0.7216,0.4462,0.07022,0.4966,0.2328,1,0,0,87.2,0.2105,0.8163,0.04267,0.3553,0.0002061,0.003767,0.01446,0.2643,0.000255,0.003368,9.31E-06,0.006802,0.03449,0.4544,0.0003119,0.1318,29.42,203.2,25.95,172.7,1.038,45.98,FALSE,1
1023,9.254,0.4728,2.306,0.008315,0.1671,212.9,3.817,0.8189,0.03491,55.19,0.484,0.1487,0.06565,0.001574,0.001164,0.07293,5.485,0.03802,250,268.1,0.2339,0.4757,0.3539,19.64,0.05704,0.06022,0.1685,6.335,1,0,0,50.6,0.07656,0.4284,0.0195,0.4371,0.0002868,0.003558,0.02012,0.25,0.001422,0.004226,3.69E-05,0.01496,0.1924,0.5647,0.004423,0.3215,3.004,23.12,60.87,377.8,2.908,112,FALSE,1
1024,17.6,0.6593,3.621,0.01477,0.1642,0.6037,0.1158,0.2306,0.3513,66.23,0.03484,0.205,0.04371,0.002126,0.001399,0.1334,5.052,0.0457,457.3,246.9,7.381,0.5015,3.595,6.003,1.8,0.06348,1.712,1.936,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1025,73.99,0.9,0.245,0.0009911,0.0247,45.77,0.1424,0.004536,0.1631,18.56,70.74,0.07544,0.2848,0.002646,0.001024,0.07623,0.01046,0.03343,261.4,0.5115,1.706,1.067,0.9512,1.989,0.416,0.1351,0.453,0.6415,1,0,0,157.2,0.4953,0.7523,0.1022,0.1713,0.0005829,0.002063,0.04162,0.142,0.000496,0.001803,7.29E-05,0.001149,0.07066,0.235,0.001847,0.02215,0.8843,1.912,72.74,157,2.855,13.3,TRUE,1
1026,3.476,0.3138,0.406,0.006914,0.01945,135.6,1.839,0.05344,18.7,59.06,3.094,0.2833,0.00918,0.1927,0.002666,0.03896,0.866,0.08706,133.6,42.33,0.4599,0.7875,0.4466,10.39,0.1122,0.09969,0.2127,3.35,1,0,0,70,0.1048,0.8075,0.0406,0.3454,0.0003397,0.003704,0.02384,0.2598,0.0003099,0.004173,2.51E-05,0.007741,0.04192,0.5579,0.0006236,0.2142,9.545,67.09,108.2,654.8,1.679,61.49,FALSE,1
1027,22.56,0.1796,2.199,0.0005658,0.01044,29.86,0.3098,62.55,0.1562,2.864,6.399,0.4921,0.05923,0.003279,10.23,0.08662,0.001167,334.1,297,0.05706,3.466,1.048,0.2504,0.2445,0.8453,0.1326,0.1192,0.07887,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1028,2.588,0.6114,0.5273,0.0005564,0.01078,77.25,2.441,84.19,23.2,1.995,0.001934,0.01836,0.001248,0.3598,0.005306,0.002671,0.002115,0.1733,9.157,0.1034,0.2558,0.4769,0.1692,4.239,0.0624,0.06037,0.08057,1.367,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1029,2.242,0.4697,0.5897,0.02659,0.226,857.4,1.871,81.33,0.0105,0.09941,0.03961,0.0019,32.79,0.00993,8.659,0.009565,0.001507,282.7,32.8,0.07364,0.4302,2.266,1.357,0.216,0.1049,0.2868,0.6464,0.06967,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
