,beta,gammam,gammamRNA,gammad,alphaass,alphadiss,phi0,f1,f2,f3,f12,f13,f23,f123,kb1,kb2,kb3,ku1,ku2,ku3,bcoop12,bcoop13,bcoop23,bcoop123,ucoop12,ucoop13,ucoop23,ucoop123,DNAtot,taum,taumRNA,period,DNA0_min,DNA0_max,DNA1_min,DNA1_max,DNA2_min,DNA2_max,DNA3_min,DNA3_max,DNA12_min,DNA12_max,DNA23_min,DNA23_max,DNA13_min,DNA13_max,DNA123_min,DNA123_max,mRNA_min,mRNA_max,m_min,m_max,d_min,d_max,selected,monotonicity_type
1639,5.031,0.5787,4.608,0.02114,0.2306,22.14,2.287,60.88,17.42,0.07297,0.7574,0.004354,0.01269,0.1049,0.3663,0.1309,0.001455,11.96,448.7,0.07113,1.075,1.06,3.793,0.662,0.2623,0.1341,1.806,0.2135,1,0,0,83,0.1159,0.9142,0.006331,0.4395,6.02E-05,0.004214,0.01458,0.3452,2.06E-06,0.03079,2.47E-05,0.001335,0.009695,0.5355,2.65E-05,0.1977,0.566,13.46,5.093,82.25,0.2706,70.39,TRUE,1
1640,64.55,0.3361,3.871,0.02217,0.03605,374.5,1.954,0.09088,0.1222,71.21,5.071,0.03206,5.361,0.01706,0.001133,0.001943,4.454,0.03699,6.662,217.7,0.6608,1.029,1.683,3.147,0.1612,0.1302,0.8014,1.015,1,0,0,47,0.03294,0.5257,0.00871,0.5604,0.0001104,0.004162,0.007693,0.327,0.0005501,0.005958,4.63E-06,0.02888,0.0755,0.3367,0.0005862,0.4726,0.4845,11.81,99.63,1467,0.9555,207,TRUE,1
1641,6.346,0.5555,2.977,0.07127,0.08207,145,5.385,36.65,3.924,1.082,0.1786,0.03943,14.57,0.004856,0.05029,0.1404,0.003013,1.642,481.2,0.1473,0.8393,0.6138,6.141,1.266,0.2047,0.0777,2.924,0.4083,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1642,77.95,0.8926,2.064,0.05756,0.01569,1.059,0.3175,0.002485,24.02,15.69,11.15,0.02335,24.8,0.2752,0.001729,0.02718,0.2624,0.05647,93.19,12.83,7.889,0.9375,0.9659,0.2254,1.924,0.1187,0.46,0.07271,1,0,0,60.6,0.4162,0.5254,0.1218,0.1844,0.001092,0.00181,0.0766,0.1269,0.001553,0.002194,0.0003488,0.001104,0.2095,0.2969,0.01231,0.03225,0.2712,0.391,22.92,31.95,7.396,14.32,FALSE,1
1643,25.59,0.4711,0.643,0.01214,0.4537,182.4,0.4813,0.1578,0.1552,23.3,0.1065,0.003437,3.016,0.08974,0.001448,0.1694,0.08298,0.04728,580.9,4.056,6.34,0.4139,4.913,1.893,1.546,0.05239,2.34,0.6106,1,0,0,55.8,0.09771,0.3794,0.04391,0.3135,0.0004674,0.002712,0.03298,0.1888,0.001986,0.003359,0.0001106,0.006774,0.2861,0.5682,0.0127,0.2332,0.8226,3.401,46.23,162.9,5.317,65.97,TRUE,1
1644,1.024,0.8247,0.1788,0.006391,0.03516,11.27,2.258,0.003754,15.46,53.74,0.05314,0.6485,0.1899,0.2735,0.001345,0.1948,9.937,0.04391,667.9,485.7,2.427,0.5327,5.558,0.3929,0.592,0.06743,2.646,0.1267,1,0,0,73.9,0.08646,0.4141,0.03894,0.3136,0.0005605,0.002776,0.03932,0.1948,0.00201,0.004234,0.0001512,0.007134,0.2717,0.5724,0.01291,0.2506,34.91,125.9,43.55,150.1,5.915,70.22,FALSE,1
1645,3.692,0.1227,0.3731,0.02488,0.06661,637.1,2.902,0.006234,0.1737,19.88,0.00215,0.01665,54.33,0.006898,0.001166,0.008857,0.01828,0.03809,30.37,0.8934,2.998,0.4116,0.2625,0.1703,0.7312,0.0521,0.125,0.05495,1,0,0,104.5,0.07914,0.3862,0.05332,0.242,0.000471,0.002735,0.0339,0.1876,0.001654,0.005224,0.0001246,0.007046,0.312,0.5681,0.0182,0.244,7.25,32.39,234,828.8,5.725,71.82,FALSE,1
1646,0.1345,0.2985,0.4073,0.0009549,0.2738,29.83,6.939,0.003382,0.004413,32.98,0.03704,0.4118,4.14,0.3662,0.001303,0.01351,0.01772,0.04256,46.31,0.866,4.671,2.061,3.403,5.173,1.139,0.2609,1.62,1.669,1,0,0,176.6,0.5664,0.6728,0.1192,0.1459,0.001073,0.001455,0.07556,0.1015,0.000859,0.001364,0.0002587,0.0005321,0.1159,0.1847,0.005117,0.01216,54.58,68.34,24.63,30.6,5.569,8.593,FALSE,1
1647,8.65,0.3972,0.8967,0.007547,0.5918,686.2,0.6404,0.01483,0.01944,62.16,11.1,0.03697,0.00465,0.5017,0.001499,0.03026,4.191,0.04896,103.8,204.8,9.124,12.72,7.016,0.8989,2.225,1.61,3.341,0.29,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1648,111,0.6474,4.723,0.001976,0.525,214.2,0.3283,35.25,0.008771,0.00104,2.758,0.0428,0.01124,0.02839,0.02108,0.01709,0.002033,0.6882,58.6,0.09935,0.428,0.4136,3.063,1.111,0.1044,0.05235,1.459,0.3584,1,0,0,109,0.1767,0.875,0.008122,0.3866,5.92E-05,0.004012,0.03986,0.1265,3.32E-06,0.02347,2.03E-05,0.002235,0.03792,0.4684,0.0004649,0.1285,0.06518,0.9715,11.36,150.7,0.3161,55.63,FALSE,1
1649,4.556,0.492,0.7519,0.01175,0.07919,66.61,1.409,0.003529,0.04299,54.81,0.2718,0.3273,15.38,0.1384,0.001046,0.001045,0.1556,0.03415,3.582,7.604,0.9778,1.471,3.349,7.138,0.2385,0.1862,1.595,2.303,1,0,0,109,0.09178,0.8707,0.01924,0.5766,1.73E-05,0.00483,0.00121,0.376,6.42E-05,0.004414,8.89E-08,0.016,0.00869,0.5521,8.23E-06,0.2809,1.005,38.13,9.887,288.4,0.1164,98.88,FALSE,1
1650,15.71,0.3519,2.276,0.0008213,0.03365,170.6,1.174,54.72,2.001,5.275,0.0223,0.1151,0.009292,0.001579,0.02323,0.001565,0.002249,0.7585,5.365,0.1099,0.2495,1.297,0.1123,18.08,0.06086,0.1642,0.0535,5.832,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1651,31.2,0.4295,0.5088,0.01961,0.0146,0.2682,0.01241,0.02669,0.08513,87.87,0.01943,0.1407,0.3652,0.04741,0.001151,0.002813,0.003492,0.03759,9.645,0.1707,6.474,0.6737,0.4935,0.6409,1.579,0.08527,0.235,0.2067,1,0,0,397.1,0.2025,0.9003,0.1264,0.1537,0.0002943,0.003321,0.0219,0.2063,7.61E-05,0.006104,1.63E-05,0.004025,0.02008,0.4785,0.0002921,0.1021,0.06785,0.4507,4.837,26.73,1.195,35.72,FALSE,1
1652,16.45,0.9889,2.666,0.001049,0.01133,21.53,5.776,31.55,0.6847,0.01097,34.27,0.01068,9.376,0.3947,0.7942,0.05869,0.00122,25.93,201.2,0.05963,4.626,1.052,1.432,0.2006,1.128,0.1331,0.6819,0.06472,1,0,0,41.8,0.07932,0.7126,0.004782,0.4486,4.55E-05,0.004276,0.00758,0.492,1.76E-06,0.05822,8.09E-05,0.00131,0.03198,0.5233,7.79E-05,0.2777,1.389,34.2,24.03,496.6,0.3053,129.8,FALSE,1
1653,61.61,0.4189,0.2015,0.009323,0.1311,793.8,0.03163,80.31,2.638,0.02423,16.5,0.002059,5.303,0.02712,0.4855,0.0925,0.001462,15.85,317.1,0.07148,3.462,1.339,1.314,0.5016,0.8444,0.1695,0.6259,0.1618,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1654,4.904,0.9347,4.465,0.01837,0.03024,3.564,3.243,0.4179,0.004634,80.94,72.27,0.001709,4.639,0.1478,0.002542,0.01364,5.923,0.083,46.78,289.5,10.41,0.6689,15.69,0.5667,2.54,0.08467,7.471,0.1828,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1655,17.93,0.7873,1.142,0.002562,0.1528,6.505,0.2898,0.1043,2.488,36.26,72.65,0.3046,0.001366,0.001119,0.001657,0.001246,0.02947,0.05411,4.272,1.441,2.072,1.01,0.1461,0.7022,0.5053,0.1278,0.06959,0.2265,1,0,0,82.9,0.1354,0.7491,0.05844,0.317,0.0001478,0.003812,0.01049,0.2662,0.0003235,0.004161,7.50E-05,0.005852,0.04731,0.5611,0.01565,0.1013,0.2586,2.597,6.042,49.52,0.8611,57.56,TRUE,1
1656,113,0.1814,2.257,0.003597,0.2644,618.6,0.194,0.01582,0.006154,29.16,0.9439,0.0114,39.85,0.02935,0.001982,0.004563,0.1714,0.06473,15.64,8.377,2.075,0.5138,2.394,0.2896,0.5061,0.06504,1.14,0.09343,1,0,0,74.7,0.2142,0.5528,0.07894,0.2493,0.0007368,0.002575,0.05159,0.1811,0.001358,0.003416,0.0001714,0.003344,0.1841,0.4627,0.008083,0.1048,0.1679,0.4926,111.1,275,5.273,32.32,FALSE,1
1657,9.19,0.9354,1.373,0.0006791,0.06129,16.49,0.5937,71.87,0.07684,0.2846,0.002464,0.001887,0.01425,0.03859,0.9,0.001182,0.002581,29.39,4.051,0.1262,2.882,0.6112,17,0.3858,0.7029,0.07737,8.097,0.1244,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1658,40.4,0.9115,6.829,0.0007263,0.7998,34.96,0.745,0.0919,0.2317,30.55,1.278,0.008984,25.59,0.2382,0.001243,0.007378,0.2572,0.0406,25.3,12.57,5.242,19.92,0.4946,1.777,1.278,2.522,0.2355,0.5733,1,0,0,97.4,0.6638,0.8776,0.05984,0.1331,0.0004175,0.00135,0.02937,0.09454,0.0001527,0.0009082,3.13E-05,0.0003765,0.02065,0.1225,0.0002858,0.006326,0.192,0.3929,8.543,17.24,1.67,6.798,FALSE,1
1659,7.908,0.5402,1.978,0.07839,0.06411,173,1.894,74.12,0.01981,0.002613,0.1191,1.486,0.4883,0.02338,3.124,0.002874,0.005446,102,9.855,0.2662,5.73,0.5682,1.027,16.99,1.397,0.07193,0.4892,5.479,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1660,8.903,0.4385,0.7269,0.0391,0.07675,540.5,1.494,0.005021,0.4097,51.59,38.71,2.475,57.78,0.001225,0.00185,0.2368,11.22,0.06042,811.7,548.6,6.415,0.8745,1.604,4.934,1.565,0.1107,0.7639,1.592,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1661,1.126,0.4372,1.087,0.00173,0.3383,118.5,3.582,0.0073,2.32,68.93,83.77,0.03602,4.894,0.007558,0.004109,0.01774,0.03016,0.1342,60.81,1.474,0.565,0.444,0.3765,14.17,0.1378,0.0562,0.1793,4.571,1,0,0,157.2,0.169,0.961,0.02125,0.1219,8.01E-05,0.00341,0.006003,0.2293,1.59E-05,0.004269,1.28E-06,0.004942,0.003237,0.5155,2.06E-05,0.1322,4.076,53.95,10.74,120.6,0.3293,41.52,FALSE,1
1662,18.73,0.903,0.7673,0.001245,0.01145,767.9,6.959,21.38,4.452,0.1009,0.002513,0.6784,0.008894,0.006594,5.311,0.02998,0.002873,173.4,102.8,0.1404,2.398,0.5812,0.4142,1.024,0.585,0.07357,0.1972,0.3304,1,0,0,71.8,0.4411,0.8729,0.04075,0.2313,0.000388,0.002201,0.04142,0.155,7.81E-05,0.004355,5.97E-05,0.0006707,0.02365,0.2608,0.0003425,0.02948,15.74,50.27,327.3,1037,1.598,16.02,FALSE,1
1663,36.1,0.3237,1.628,0.001406,0.01585,216,0.8509,0.1481,1.407,62.06,0.00171,1.011,0.00666,0.001223,0.002454,0.2165,0.3465,0.08012,742.4,16.94,14.39,2.554,5.28,0.2416,3.51,0.3233,2.514,0.07795,1,0,0,95.9,0.1533,0.9393,0.0334,0.04793,0.000136,0.003707,0.009552,0.2576,4.09E-05,0.003802,3.22E-06,0.006189,0.005515,0.5176,3.24E-05,0.1545,0.7612,8.579,86.41,794.7,0.5479,46.34,TRUE,1
1664,97.74,0.445,1.138,0.002236,0.1262,16.05,0.02648,0.01684,98.11,86.86,13.09,0.1242,4.478,0.001834,0.001939,0.005523,14.86,0.06333,18.94,726.4,0.8319,0.6538,1.02,3.132,0.2029,0.08275,0.4857,1.01,1,0,0,97.2,0.07008,0.9232,0.02102,0.4541,5.27E-05,0.005034,0.003696,0.362,4.82E-05,0.00466,5.57E-07,0.01603,0.006564,0.5801,1.59E-05,0.2981,0.02411,0.7396,5.557,110.9,0.2437,96.72,FALSE,1
1665,108.6,0.2296,2.727,0.03516,0.09095,20.23,0.01944,96.32,0.8995,0.008803,0.001316,0.5707,5.385,0.002452,0.687,0.001368,0.001049,22.43,4.69,0.05127,1.393,0.6561,0.1239,0.4714,0.3398,0.08305,0.05901,0.1521,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1666,73.96,0.6918,2.65,0.001565,0.09219,550.4,1.907,0.002411,0.8999,27.23,0.001114,0.03284,62.45,0.01073,0.001596,0.007148,15.47,0.05213,24.51,756.3,0.3196,0.8382,12.25,0.5533,0.07796,0.1061,5.836,0.1785,1,0,0,52,0.1319,0.7505,0.01717,0.5255,5.23E-05,0.005226,0.003668,0.3673,0.0001926,0.004279,8.15E-07,0.01996,0.02614,0.4749,7.58E-05,0.2387,0.4046,8.089,46.34,774.6,0.3597,100.5,TRUE,1
1667,83.53,0.1891,1.636,0.003137,0.1484,774.4,0.1938,0.1049,0.3514,32.88,0.003154,0.06177,0.004492,0.002882,0.001861,0.005188,0.01399,0.06075,17.79,0.6837,0.3175,0.8569,2.545,0.2225,0.07744,0.1085,1.212,0.07178,1,0,0,185.9,0.4808,0.8674,0.06539,0.1596,0.0004306,0.00199,0.03059,0.1372,0.0001719,0.001926,3.37E-05,0.001078,0.02529,0.2442,0.0004588,0.02092,0.2172,0.6017,96.76,260.1,1.794,12.97,FALSE,1
1668,32.43,0.361,2.49,0.01021,0.01712,18.53,0.5607,0.001847,0.5838,60.88,0.02064,1.023,0.01061,0.003619,0.001407,0.09146,0.07568,0.04596,313.6,3.699,1.242,1.053,7.795,0.9524,0.3028,0.1333,3.712,0.3072,1,0,0,84.8,0.08167,0.8452,0.01746,0.4678,5.23E-05,0.005599,0.003705,0.3831,0.0001099,0.00404,6.66E-07,0.02076,0.01485,0.5746,3.83E-05,0.2996,0.1872,5.328,17.72,345.1,0.2909,110,TRUE,1
1669,12.71,0.4136,1.228,0.04863,0.01951,665.9,7.596,0.003722,0.004463,47.32,0.005396,0.01704,0.002128,0.1426,0.001719,0.01156,0.1165,0.05613,39.63,5.696,14.75,1.365,4.949,0.6663,3.598,0.1728,2.357,0.2149,1,0,0,42.2,0.04327,0.6708,0.01724,0.5314,8.63E-05,0.00457,0.00602,0.3234,0.0003195,0.0043,2.33E-06,0.01816,0.04338,0.6188,0.0002207,0.3828,4.382,90.84,144.9,2099,0.6152,129.1,FALSE,1
1670,10.54,0.497,3.799,0.01812,0.06952,18.45,1.43,37.15,0.002203,0.00522,0.03049,0.2909,1.37,0.002172,0.04528,0.009845,0.002693,1.478,33.75,0.1316,0.2963,1.242,0.1202,5.994,0.07227,0.1572,0.05722,1.933,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1671,39.33,0.7475,0.5204,0.001194,0.02771,4.27,0.04829,49.92,8.598,0.3072,0.0128,0.03604,0.01677,0.009178,0.04266,0.006197,0.001405,1.393,21.25,0.06867,3.132,1.681,1.736,0.3278,0.7639,0.2128,0.8267,0.1057,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1672,1.981,0.7554,1.366,0.02706,0.1014,7.494,0.9866,91.9,0.4681,0.3989,0.001465,0.01447,0.1033,0.002661,0.008843,0.001861,0.002255,0.2888,6.38,0.1102,1.679,0.4319,13.86,0.1919,0.4096,0.05467,6.602,0.06189,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1673,8.24,0.8936,1.449,0.007031,0.2918,841.1,7.597,1.078,0.0537,45.4,0.05525,0.4013,6.97,0.003094,0.001186,0.1709,3.028,0.03872,586,148,12.85,2.31,0.1275,1.124,3.134,0.2924,0.06069,0.3626,1,0,0,34.4,0.1018,0.4666,0.0341,0.4666,0.0002347,0.00325,0.01646,0.2283,0.001186,0.004064,2.45E-05,0.008472,0.1603,0.5502,0.0029,0.2432,8.693,55.21,81.18,459.4,2.286,73.21,FALSE,1
1674,4.732,0.3438,0.8611,0.0571,0.07068,56.19,1.251,1.896,0.002645,33.52,32.53,0.001508,0.003197,0.0908,0.001434,0.01745,0.5876,0.04684,59.84,28.72,2.733,1.012,18.69,0.9999,0.6667,0.1281,8.898,0.3226,1,0,0,118.1,0.4658,0.7383,0.09164,0.196,0.0007015,0.002084,0.04921,0.1462,0.0005736,0.001907,0.0001057,0.001261,0.07755,0.2578,0.002236,0.02708,3.887,8.206,52.61,106.6,3.478,14.28,TRUE,1
1675,16.48,0.9724,1.949,0.0009518,0.1715,76.63,0.7676,0.002099,0.01834,88.48,65.06,0.001608,0.1167,0.1566,0.009358,0.02061,0.02109,0.3056,70.65,1.031,0.6699,0.4077,0.9818,0.621,0.1634,0.0516,0.4675,0.2003,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1676,107.7,0.5229,0.2937,0.002401,0.06059,597.9,0.04623,0.01823,0.001212,98.84,0.04487,0.01447,0.005938,0.001812,0.001136,0.003959,4.103,0.03709,13.57,200.5,2.447,0.9266,0.5171,0.2785,0.5968,0.1173,0.2463,0.08985,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1677,12.74,0.8924,6.387,0.004077,0.2404,1.494,0.2836,75.93,0.002755,0.0295,0.3395,0.001904,2.483,0.001061,0.5751,0.05733,0.001215,18.78,196.5,0.05941,3.411,0.9995,11.17,10.43,0.8318,0.1265,5.32,3.365,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1678,48.51,0.8805,1.479,0.02327,0.6324,88.88,0.08867,79.57,0.005071,4.535,0.002539,0.1795,17.07,0.3219,0.005499,0.02252,0.001386,0.1796,77.23,0.06774,0.4529,0.5733,0.1772,10.35,0.1105,0.07257,0.08438,3.339,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1679,0.6756,0.2648,0.9183,0.02369,0.3745,77.12,3.455,0.001903,14.59,42.03,0.002022,0.001009,0.004079,0.2487,0.001372,0.1432,0.3368,0.0448,490.9,16.46,1.394,3.884,0.1111,1.448,0.3399,0.4916,0.0529,0.4672,1,0,0,130.8,0.3237,0.8612,0.06421,0.2434,0.0003452,0.002534,0.02425,0.177,0.0001827,0.002751,2.20E-05,0.002126,0.02465,0.3722,0.0003168,0.05593,6.815,29.86,17.41,65.86,1.472,21.06,FALSE,1
1680,7.265,0.6423,0.2178,0.006711,0.01233,492.2,2.809,0.001116,94.48,44.86,0.003472,0.01505,41.66,0.02895,0.002403,0.08348,0.4878,0.07846,286.2,23.84,1.929,2.263,0.9124,3.61,0.4705,0.2865,0.4345,1.165,1,0,0,54.4,0.2212,0.549,0.09251,0.2328,0.0008669,0.00225,0.06095,0.1573,0.001415,0.003417,0.0002374,0.002371,0.191,0.4622,0.00959,0.09059,43.64,92.69,495.6,1036,6.153,26.88,FALSE,1
1681,2.152,0.7754,1.096,0.001716,0.8695,184.1,7.9,12.46,2.118,0.2588,0.002414,0.00287,3.094,0.1401,0.1573,0.03129,0.001032,5.136,107.3,0.05043,0.6455,0.4185,8.472,8.463,0.1574,0.05298,4.035,2.73,1,0,0,70.1,0.4216,0.5039,0.1234,0.18,0.001174,0.001714,0.08398,0.1206,0.001209,0.00292,0.0005893,0.0007206,0.2327,0.2858,0.01506,0.02965,14.91,19.51,41.47,53.88,8.122,13.71,FALSE,1
1682,57.98,0.5165,2.626,0.007977,0.4354,6.827,0.02849,61.59,32.84,0.01647,0.00162,0.0087,1.236,0.02438,8.576,0.01177,0.001488,280,40.35,0.07274,0.265,1.31,6.145,0.4215,0.06463,0.1658,2.926,0.136,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1683,2.632,0.3033,2.233,0.01028,0.07559,1.719,0.5346,45.85,0.7213,0.04183,0.002731,0.182,0.01165,0.2336,0.03677,0.1741,0.001068,1.201,597,0.05222,8.717,0.5153,0.2654,4.466,2.126,0.06523,0.1264,1.441,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1684,18.63,0.7108,0.1857,0.0166,0.01082,0.5335,0.0341,0.001132,79.79,59.65,0.001386,0.05,0.6353,0.09562,0.001347,0.004612,10.13,0.04398,15.81,495.3,0.6834,0.7704,1.82,0.2036,0.1667,0.09752,0.8669,0.06568,1,0,0,118.6,0.07732,0.781,0.0363,0.3997,0.0002528,0.003962,0.01771,0.2793,0.0003358,0.00615,1.51E-05,0.009986,0.04632,0.5465,0.0005469,0.2517,0.3112,2.882,8.207,62.9,1.357,76.63,TRUE,1
1685,72.98,0.9101,0.6022,0.09854,0.3191,455.6,0.1793,0.7804,0.001481,60.02,1.046,0.4174,0.001398,0.01323,0.001513,0.001498,1.351,0.04941,5.138,66.05,3.383,2.066,5.675,3.071,0.8252,0.2615,2.702,0.9908,1,0,0,54.2,0.07719,0.7483,0.02407,0.5356,9.69E-05,0.004068,0.006569,0.3223,0.0002873,0.004392,2.75E-06,0.01197,0.03908,0.5748,0.0002103,0.2882,0.3771,5.266,30.34,359.9,0.6445,90.72,TRUE,1
1686,1.747,0.1952,1.016,0.001058,0.01413,33.18,1.281,90.51,0.573,0.001807,0.4645,0.1268,0.01707,0.1119,21.58,0.07221,0.001661,704.8,247.6,0.0812,16.71,0.4156,18.82,0.95,4.075,0.0526,8.96,0.3065,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1687,60.15,0.7478,9.613,0.0108,0.1352,342.2,3.18,39.51,0.3386,0.1176,2.612,0.001455,40.2,0.2305,0.1265,0.002732,0.001589,4.13,9.366,0.07769,0.3731,1.25,15.32,4.465,0.09099,0.1582,7.297,1.44,1,0,0,62.6,0.1566,0.9085,0.004126,0.4572,4.13E-05,0.003519,0.01559,0.3792,4.21E-06,0.005132,3.08E-05,0.001134,0.01208,0.4758,2.77E-05,0.1655,0.2711,6.085,22.79,415.3,0.2053,68.13,TRUE,1
1688,49.64,0.4383,0.5734,0.001834,0.01291,123.7,0.5268,0.1606,99.67,20.48,11.89,0.00121,0.8616,0.03051,0.001536,0.145,3.633,0.05016,497,177.6,0.3126,1.196,1.95,5.614,0.07626,0.1514,0.9288,1.811,1,0,0,82.4,0.3312,0.7693,0.064,0.2945,0.0003144,0.002973,0.02205,0.2084,0.000398,0.002652,2.20E-05,0.003263,0.05379,0.3578,0.0007334,0.06572,1.083,4.565,124.4,504.5,1.614,26.56,TRUE,1
1689,56.39,0.3228,0.2029,0.01586,0.01601,15.88,0.0254,0.2268,0.0505,58.66,9.958,0.4624,0.002314,0.1188,0.001339,0.03415,0.04487,0.04372,117.1,2.193,1.762,1.107,0.5801,1.114,0.4297,0.1401,0.2762,0.3594,1,0,0,95,0.09018,0.6317,0.04374,0.3316,0.0004229,0.003427,0.03016,0.2342,0.0009004,0.004022,5.63E-05,0.007438,0.1217,0.5756,0.003081,0.2315,0.3055,1.626,53.92,253.4,2.93,64.67,TRUE,1
1690,8.287,0.2488,0.3392,0.001101,0.1202,285.5,0.1742,0.001727,0.4599,77.96,0.1713,0.01073,0.005888,0.01937,0.00307,0.009022,19.03,0.1002,30.93,930.2,12,0.5381,7.031,8.759,2.928,0.06811,3.348,2.825,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1691,57.04,0.6861,2.632,0.001644,0.5759,194.4,0.3569,27.73,60.52,1.657,3.21,0.8636,0.03264,0.3649,15.99,0.002406,0.001578,522.3,8.251,0.07712,0.617,2.099,2.268,1.393,0.1505,0.2657,1.08,0.4493,1,0,0,65.2,0.3135,0.7705,0.05207,0.2798,0.0004998,0.002495,0.04147,0.194,0.0001523,0.007596,0.0001614,0.001026,0.06581,0.3561,0.001378,0.06045,0.3406,1.167,28.49,92.04,2.405,25.1,FALSE,1
1692,28.01,0.4961,0.2927,0.004725,0.01176,129.6,0.3424,0.08858,0.8247,39.4,2.341,1.968,0.01067,0.002461,0.001028,0.008335,0.2117,0.03356,28.58,10.35,1.301,1.542,5.272,2.441,0.3173,0.1953,2.51,0.7873,1,0,0,196.8,0.2054,0.9152,0.03956,0.05157,8.24E-05,0.003985,0.005786,0.2794,7.45E-05,0.003413,1.41E-06,0.007385,0.01005,0.4589,4.57E-05,0.136,1.162,13.2,65.97,726.1,0.3949,47.84,TRUE,1
1693,20.51,0.3203,2.482,0.01536,0.02834,115.2,2.884,0.03185,0.3567,29.27,0.4108,0.7831,0.03747,0.008079,0.001,0.1586,5.571,0.03266,543.6,272.3,3.888,0.6586,0.4995,0.4284,0.9483,0.08337,0.2379,0.1382,1,0,0,74.9,0.1222,0.6176,0.02154,0.437,0.0001977,0.00445,0.01386,0.3122,0.0006061,0.003831,1.18E-05,0.01538,0.08188,0.518,0.0008897,0.2429,1.122,11.11,74.43,605.3,1.363,90.13,TRUE,1
1694,109.2,0.5295,0.974,0.001409,0.02218,2.277,0.0359,0.4394,30.69,38.43,0.004605,0.4096,2.804,0.0608,0.001385,0.009887,7.7,0.04521,33.9,376.4,4.414,4.361,1.339,5.677,1.076,0.552,0.6375,1.831,1,0,0,76.9,0.2422,0.7259,0.0758,0.2735,0.0004907,0.002546,0.03423,0.1859,0.0005692,0.003284,5.51E-05,0.002611,0.07699,0.4428,0.001649,0.08426,0.07753,0.285,16.23,52.46,2.571,26.73,FALSE,1
1695,7.856,0.4492,1.602,0.03263,0.7094,413.4,1.611,0.00962,0.0118,33.01,0.001434,0.002976,0.006155,0.004249,0.002548,0.07075,0.007648,0.0832,242.6,0.3738,3.614,0.4162,2.907,18.88,0.8816,0.05268,1.384,6.09,1,0,0,190.2,0.5072,0.8666,0.0545,0.1475,0.0003352,0.001969,0.02464,0.1331,0.0001013,0.002121,2.13E-05,0.0009955,0.03359,0.2163,0.0006464,0.01777,1.643,4.979,28.61,84.59,1.404,12.28,TRUE,1
1696,48.01,0.1502,6.259,0.03497,0.819,115.3,0.08915,0.06941,82.78,84.48,0.03338,0.711,12.65,0.009826,0.001007,0.1661,0.007228,0.03289,569.4,0.3533,14.91,0.9006,2.826,0.8976,3.636,0.114,1.346,0.2895,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1697,48.87,0.8725,8.534,0.003062,0.07548,25.54,2.607,17.91,0.01546,0.01654,89.33,0.004508,0.001339,0.2573,2.57,0.001179,0.001836,83.92,4.041,0.08976,2.326,0.9842,0.2124,16.13,0.5672,0.1246,0.1011,5.204,1,0,0,47.7,0.1902,0.792,0.01239,0.3674,0.0001193,0.003114,0.02379,0.3593,9.76E-06,0.01812,0.0001043,0.001399,0.04378,0.4323,0.0002529,0.1295,0.2503,2.54,14.79,129.4,0.6473,49.45,TRUE,1
1698,26.62,0.5717,0.3984,0.04297,0.03991,106.5,0.2317,0.00117,4.139,49,0.002448,1.347,0.01732,0.2691,0.00232,0.03588,1.237,0.07574,123,60.48,0.7063,1.694,0.3823,1.004,0.1723,0.2144,0.182,0.324,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1
1699,11.22,0.4939,0.6302,0.001672,0.03922,353.4,3.492,13.26,27.42,0.02892,0.001407,0.05142,0.6263,0.004905,0.02154,0.02865,0.001259,0.7032,98.23,0.06153,1.021,0.6276,2.976,5.408,0.249,0.07945,1.417,1.745,1,0,0,81.9,0.3586,0.5432,0.09965,0.2109,0.0009357,0.002043,0.07942,0.1248,0.0007477,0.004572,0.0004709,0.0008929,0.2081,0.3315,0.01123,0.04295,10.4,18.01,236.9,406.7,6.231,18.36,TRUE,1
