,beta,gammam,gammamRNA,gammad,alphaass,alphadiss,phi0,f1,f2,f12,kb1,ku1,kb2,ku2,bcoop,ucoop,DNAtot,taum,taumRNA,period,DNA0_min,DNA0_max,DNA1_min,DNA1_max,DNA2_min,DNA2_max,DNA12_min,DNA12_max,mRNA_min,mRNA_max,m_min,m_max,d_min,d_max,selected,monotonicity_type
471,0.0293,0.3105,3.932,0.02071,0.01686,0.06339,5.904,0.028419999999999997,90.34,0.02985,0.001307,0.01272,1.28,4.896,2.915,0.7329,1,0,0,,,,,,,,,,,,,,,,False,1.0
472,7.858,0.7898,3.883,0.0018219999999999998,0.0612,16.88,1.147,73.56,0.02603,0.0053490000000000005,0.1865,0.6892,0.1356,0.01518,0.0626,0.7784,1,0,0,94.0,0.5901,0.6452,0.007802,0.01496,0.3444,0.3965,0.00036219999999999997,0.0007675,0.35700000000000004,0.5065,3.5589999999999997,5.031000000000001,0.04601,0.09164,False,1.0
473,82.66,0.2856,9.234,0.04956,0.06473,89.5,0.4576,37.55,0.1148,0.03263,0.0558,0.3156,0.0037909999999999997,0.01405,1.082,0.08285,1,0,0,148.1,0.08006,0.5886,0.0038640000000000002,0.3431,0.020419999999999997,0.3566,0.1328,0.7309,0.02611,0.6472,7.77,156.5,0.043789999999999996,17.7,False,1.0
474,0.6275,0.6874,2.573,0.0559,0.057960000000000005,0.4517,0.5896,1.464,82.36,0.031039999999999998,0.026969999999999997,0.010209999999999999,0.1318,0.146,4.236000000000001,0.1522,1,0,0,329.9,0.3419,0.6512,0.0192,0.09738,0.07061,0.2132,0.1804,0.499,0.5507,1.962,0.5083,1.7009999999999998,0.03648,0.3084,False,0.0
475,0.2154,0.159,2.307,0.01545,0.0157,4.16,6.362,76.29,0.1154,0.009097,0.243,1.913,0.02496,0.01158,2.484,0.8367,1,0,0,219.6,0.3489,0.7447,0.0030329999999999997,0.05725,0.2296,0.5348,0.0059960000000000005,0.1646,2.302,13.41,3.263,17.01,0.04106,1.085,False,1.0
476,2.81,0.31,0.07103999999999999,0.0006926,0.09434,1.095,0.01152,0.09869,37.4,0.001139,0.016569999999999998,0.01211,58.77,34.7,3.641,0.06709,1,0,0,163.7,0.01744,0.1571,0.009899,0.08966,0.007562999999999999,0.1407,0.7166,0.9443,0.08201,0.4628,0.7815,3.915,0.05635,1.3119999999999998,False,0.0
477,102.8,0.4849,0.1651,0.0006738,0.1552,42.88,0.02317,0.5696,26.12,0.03245,0.004666,0.04075,5.452999999999999,63.49,12.94,0.09497,1,0,0,65.4,0.07185,0.2034,0.01012,0.04469,0.01584,0.08116,0.7241,0.8849,0.06862,0.17300000000000001,14.75,35.68,0.7877,4.607,False,1.0
478,0.1288,0.9931,1.034,0.0008925000000000001,0.1716,0.6401,1.589,93.92,0.8545,0.03486,7.001,4.492,0.027939999999999996,0.01854,1.2409999999999999,0.05686,1,0,0,85.2,0.03972,0.2294,0.01841,0.1643,0.01234,0.2334,0.5468,0.8573,3.2110000000000003,23.68,0.4456,2.738,0.06911,1.935,False,1.0
479,0.01872,0.06916,4.676,0.02043,0.03487,64.78,4.498,21.73,4.94,0.3199,25.21,0.07535,0.2498,0.02001,7.546,0.09699999999999999,1,0,0,,,,,,,,,,,,,,,,False,0.0
480,92.4,0.4837,0.2698,0.0009132999999999999,0.1132,614.8,0.058120000000000005,15.28,0.009393,36.4,2.227,20.99,0.003654,0.01754,0.09733,1.4080000000000001,1,0,0,225.1,0.2124,0.6585,0.07821,0.3323,0.2379,0.4844,0.0022789999999999998,0.043230000000000005,0.4144,1.422,79.26,271.0,1.157,13.52,True,0.0
481,3.111,0.3647,4.178,0.004312,0.023780000000000003,278.4,9.957,46.52,0.006642,0.7278,4.97,14.63,0.03142,0.0156,4.678999999999999,2.209,1,0,0,105.1,0.1332,0.7242,0.001104,0.2349,0.1722,0.6681,0.003275,0.485,1.041,27.18,9.601,189.4,0.007906999999999999,3.063,False,1.0
482,3.054,0.2825,0.09953,0.004386999999999999,0.01445,2.7110000000000003,0.02493,21.28,0.2444,0.007474,4.643,5.596,0.006919,0.012490000000000001,1.173,0.1285,1,0,0,265.1,0.1711,0.6459,0.03438,0.354,0.028130000000000002,0.2796,0.1302,0.5591,0.3386,1.859,3.7,19.71,0.07436,2.065,False,1.0
483,10.42,0.4209,2.3040000000000003,0.001442,0.062439999999999996,360.3,0.8944,36.8,0.05636,0.002914,5.725,1.6540000000000001,0.2703,0.01124,0.4084,0.2198,1,0,0,70.0,0.05012,0.4124,0.002508,0.2449,0.1069,0.7302,0.01323,0.6782,0.1499,3.515,3.909,75.11,0.002675,0.9775,False,0.0
484,0.1716,0.2884,4.427,0.013280000000000002,0.038610000000000005,2.165,1.913,96.74,4.53,0.0025109999999999998,56.13,40.24,0.0406,0.07922,9.73,0.2398,1,0,0,,,,,,,,,,,,,,,,False,1.0
485,3.036,0.9253,8.481,0.0007187000000000001,0.020319999999999998,3.925,7.059,0.08224,73.66,0.01238,0.0018989999999999999,0.022109999999999998,0.0717,0.8540000000000001,7.207999999999999,1.44,1,0,0,,,,,,,,,,,,,,,,False,1.0
486,7.192,0.6361,7.242999999999999,0.06376,0.08207,0.2157,0.2526,0.001216,57.52,0.8713,0.001214,0.01462,12.29,44.57,13.08,0.1104,1,0,0,205.0,0.1416,0.4836,0.0099,0.2141,0.004686,0.1456,0.4269,0.7544,0.04703,0.4541,0.5319,3.8310000000000004,0.10300000000000001,4.063,False,1.0
487,24.07,0.8929,0.5851,0.01987,0.6348,852.2,0.19,41.85,0.2186,4.5089999999999995,3.5069999999999997,32.14,0.008672,0.04568,2.186,0.1468,1,0,0,,,,,,,,,,,,,,,,False,1.0
488,2.9219999999999997,0.1793,9.441,0.03411,0.1212,838.7,5.476,31.59,4.5889999999999995,0.003518,1.1159999999999999,0.7398,0.0020329999999999997,0.02458,8.381,0.0966,1,0,0,192.4,0.1341,0.5419,0.03112,0.3855,0.002176,0.07311000000000001,0.3578,0.6164,1.033,7.172000000000001,17.06,108.7,0.04205,1.7080000000000002,False,1.0
489,2.8310000000000004,0.1999,0.6444,0.040530000000000004,0.2759,414.9,0.038489999999999996,0.1442,62.42,12.78,5.2989999999999995,0.02046,69.53,3.991,1.103,2.138,1,0,0,169.2,0.308,0.6997,0.009823,0.05899,0.2784,0.6099,0.002811,0.04855,0.07797,0.2776,1.168,3.773,0.0009181000000000001,0.009452,False,0.0
490,14.98,0.6963,0.9466,0.0016940000000000002,0.036430000000000004,17.32,0.4124,61.7,0.2196,0.2532,24.54,81.14,0.2589,0.026889999999999997,7.082000000000001,0.225,1,0,0,30.8,0.1672,0.1981,0.008022,0.0113,0.2717,0.341,0.4617,0.5427,0.3799,0.4673,8.23,9.978,0.1427,0.2091,False,0.0
491,39.24,0.1232,1.742,0.023719999999999998,0.023030000000000002,25.78,0.05678,0.0219,71.01,0.001384,0.01547,0.01555,1.426,4.352,0.6187,0.07092000000000001,1,0,0,98.0,0.0278,0.3843,0.009970999999999999,0.2258,0.026660000000000003,0.5312,0.1656,0.8662,0.03092,0.5237,11.13,108.4,0.1111,10.48,False,1.0
492,0.06225,0.9941,0.2568,0.0010429999999999999,0.1005,3.988,7.029,0.0011380000000000001,40.01,0.07518999999999999,0.002301,0.046939999999999996,0.1186,1.361,3.0669999999999997,0.309,1,0,0,,,,,,,,,,,,,,,,False,1.0
493,1.3090000000000002,0.3025,0.4312,0.03017,0.04498,486.4,4.912,0.006228,99.59,0.1062,0.05706,0.01292,8.722999999999999,89.52,0.1137,0.9603,1,0,0,81.1,0.03646,0.4523,0.0006983,0.08524,0.5354,0.9085,0.0002154,0.09145,3.639,88.63,16.83,324.9,0.02621,9.759,False,1.0
494,95.0,0.8446,0.254,0.006885,0.01596,15.17,0.01045,0.2302,58.28,0.004811,0.2262,0.01251,20.36,25.0,0.4885,0.7697,1,0,0,100.0,0.11900000000000001,0.5083,0.0027760000000000003,0.09892000000000001,0.4599,0.7782,0.003358,0.2026,0.02678,0.2294,3.0380000000000003,25.41,0.010190000000000001,0.6775,False,1.0
495,0.5329,0.6213,1.41,0.002573,0.0213,198.5,9.774,54.28,0.0033009999999999997,0.4106,0.05653,0.05287000000000001,0.0011099999999999999,0.02431,8.267000000000001,0.06522,1,0,0,,,,,,,,,,,,,,,,False,1.0
496,0.1373,0.3375,0.08692000000000001,0.03034,0.014119999999999999,3.168,0.2377,0.027030000000000002,45.41,0.09881000000000001,0.030389999999999997,0.05461,3.502,3.1860000000000004,3.716,0.098,1,0,0,,,,,,,,,,,,,,,,False,1.0
497,0.124,0.5938,0.2192,0.008061,0.026369999999999998,8.352,0.7629,0.002702,77.7,0.02436,0.1026,0.02185,42.27,13.92,14.27,0.5567,1,0,0,160.1,0.09111,0.8592,0.004825,0.2232,0.02425,0.4344,0.04272,0.8018,3.0669999999999997,51.95,0.6876,10.04,0.002698,0.3075,False,0.0
498,10.93,0.7503,0.1278,0.0129,0.01234,129.4,0.4108,28.69,0.09822,0.002337,1.796,29.87,0.002573,0.014740000000000001,2.366,3.14,1,0,0,383.8,0.6626,0.8431,0.0308,0.08992,0.115,0.2333,0.003654,0.02252,5.542000000000001,10.5,80.72,152.8,0.6213,2.228,False,1.0
499,14.33,0.7503,1.382,0.03354,0.1045,391.7,6.191,94.84,0.014480000000000002,0.6614,0.1719,25.38,0.008423,0.031030000000000002,1.1640000000000001,0.09913999999999999,1,0,0,42.2,0.07006,0.5206,0.00029360000000000003,0.05599,0.17600000000000002,0.7851,0.00983,0.6874,1.202,25.45,25.23,423.3,0.1698,47.81,False,1.0
500,0.2367,0.5561,0.3787,0.01051,0.02022,1.329,0.07271,4.696000000000001,33.58,0.33799999999999997,0.001832,0.016390000000000002,87.23,2.4290000000000003,3.187,0.08612,1,0,0,,,,,,,,,,,,,,,,False,0.0
501,0.21,0.1745,0.1277,0.002242,0.01789,682.2,6.042999999999999,31.5,0.1575,0.001395,0.042089999999999995,0.4004,0.001749,0.0127,0.3048,0.3785,1,0,0,,,,,,,,,,,,,,,,False,1.0
502,60.1,0.126,1.5530000000000002,0.0289,0.01065,5.9079999999999995,0.01153,0.008856999999999999,20.03,0.00425,0.005058,0.01769,2.285,3.38,0.1224,0.0531,1,0,0,803.0,0.3755,0.9243,0.035,0.4177,0.023219999999999998,0.1459,0.0030269999999999997,0.17600000000000002,0.01184,0.06508,5.66,29.84,0.05761,1.597,False,1.0
503,0.09371,0.2414,0.1439,0.005852,0.04954,4.629,0.4756,28.31,9.527000000000001,1.0070000000000001,5.726,10.32,0.0017219999999999998,0.06517,17.92,0.06164,1,0,0,1214.0,0.4382,0.9262,0.02913,0.2181,0.001939,0.002241,0.02882,0.4102,6.445,22.85,2.522,8.706,0.06851,0.8085,False,1.0
504,10.55,0.4178,0.34,0.04596,0.01035,0.2414,0.03092,0.01795,14.6,0.0019379999999999998,0.001888,0.01229,0.1531,0.6039,1.192,0.06375,1,0,0,316.7,0.3659,0.6466,0.03967,0.2381,0.032619999999999996,0.1491,0.1868,0.4026,0.106,0.3519,2.64,8.279,0.263,2.445,False,1.0
505,0.1958,0.7996,0.1853,0.004591,0.7324,182.1,7.8229999999999995,0.01602,26.16,0.1587,0.002009,0.02715,25.53,377.9,0.591,0.1027,1,0,0,114.4,0.1189,0.6618,0.02435,0.3653,0.03768,0.3847,0.07547000000000001,0.6186,51.58,381.7,12.68,90.86,0.6466,33.2,False,1.0
506,3.1830000000000003,0.4583,8.911,0.009822,0.5153,714.3,2.95,13.6,0.1295,0.008534,58.94,6.234,0.2387,0.03847,0.5628,0.2086,1,0,0,79.4,0.406,0.6389,0.1221,0.3032,0.09289,0.1765,0.08199,0.2035,0.7629,1.5090000000000001,5.343,10.36,0.0206,0.07737000000000001,False,0.0
507,0.308,0.2719,4.033,0.001091,0.7066,10.29,2.008,0.01518,68.41,0.003327,0.001621,0.01141,0.02483,0.1708,2.2230000000000003,0.2947,1,0,0,,,,,,,,,,,,,,,,False,1.0
508,5.504,0.1044,0.4879,0.000664,0.027089999999999996,314.9,0.1232,0.012320000000000001,49.04,0.1494,0.1164,0.02519,14.15,14.0,1.714,0.2929,1,0,0,116.7,0.1629,0.5938,0.024630000000000003,0.1294,0.1626,0.4247,0.09473,0.5525,0.4251,1.679,23.79,77.21,0.0487,0.5128,False,1.0
509,5.218999999999999,0.9827,0.03783,0.0615,0.03053,0.2319,0.01008,0.6226,73.77,0.003218,0.0033399999999999997,0.02882,57.54,957.5,19.92,0.05375,1,0,0,339.0,0.2696,0.6166,0.006205,0.03773,0.01583,0.08893999999999999,0.3317,0.6846,0.2663,0.7979,1.3980000000000001,4.006,0.2207,1.6369999999999998,False,1.0
510,0.429,0.1644,6.747000000000001,0.009622,0.7431,252.4,1.97,0.03782,80.96,0.06552000000000001,2.387,0.014490000000000001,65.73,7.309,0.1212,0.4685,1,0,0,93.6,0.08421000000000001,0.4471,0.009683,0.1182,0.5194,0.8015,0.00411,0.1491,0.3347,2.8560000000000003,0.9981,5.735,0.002957,0.09679,False,0.0
511,0.509,0.4511,0.2872,0.0007026,0.08538,48.1,3.702,23.3,0.052320000000000005,2.207,1.476,22.71,0.007312000000000001,0.018000000000000002,0.067,16.9,1,0,0,149.0,0.5737,0.6611,0.0387,0.06791,0.2937,0.3653,7.32e-05,0.00016269999999999997,20.16,28.17,22.77,31.74,0.9207,1.788,False,1.0
512,16.46,0.7468,0.4506,0.005453,0.1056,56.52,0.05262000000000001,75.38,0.5473,0.4162,0.512,1.194,0.003665,0.0267,5.813,0.1312,1,0,0,131.4,0.04856,0.8242,0.002123,0.5063,0.002428,0.4612,0.07553,0.8158,0.09978,3.944,2.272,79.18,0.01001,11.71,True,1.0
513,29.22,0.9162,0.4607,0.0178,0.04746,11.6,0.08018,0.1223,28.31,0.01523,0.06842999999999999,0.06982999999999999,8.244,7.218,1.5919999999999999,0.06599,1,0,0,34.7,0.04081,0.2746,0.01889,0.1652,0.01432,0.2252,0.5157,0.8698,0.1341,0.7494,4.414,22.61,0.0823,2.084,False,0.0
514,24.57,0.1795,0.5387,0.03832,0.03312,48.43,0.026010000000000002,0.03356,50.67,0.2019,0.035160000000000004,0.01099,29.77,88.02,0.1765,0.3745,1,0,0,229.7,0.1714,0.7571,0.0017980000000000001,0.1971,0.2188,0.6781,0.0008571,0.1875,0.027139999999999997,0.4924,3.9789999999999996,60.86,0.01093,2.531,False,1.0
515,0.2746,0.4177,3.174,0.08148999999999999,0.2002,88.98,8.758,0.03225,35.32,0.06277,0.2339,0.1008,89.08,9.219,12.44,0.06672,1,0,0,39.4,0.06476,0.3429,0.008181,0.1562,0.0029460000000000003,0.1009,0.5905,0.8765,1.476,15.65,1.189,8.137,0.0034799999999999996,0.14800000000000002,False,0.0
516,0.235,0.2006,0.5591,0.018969999999999997,0.03153,1.391,0.6564,0.0262,21.57,0.4427,0.002793,0.0125,0.3294,0.7174,0.4551,0.0728,1,0,0,384.5,0.23800000000000002,0.8185,0.0265,0.4778,0.02486,0.2081,0.0364,0.3761,1.556,12.53,1.85,13.4,0.0787,4.011,False,1.0
517,15.58,0.9905,1.02,0.002271,0.1962,938.4,2.314,96.15,0.011909999999999999,0.0063939999999999995,1.736,23.27,0.3515,0.06088,0.06167,0.5253,1,0,0,23.1,0.1934,0.4359,0.003041,0.01788,0.556,0.7911,0.0006222,0.006418999999999999,1.453,4.447,23.39,67.98,0.1144,0.9661,False,1.0
518,4.2,0.9664,0.4459,0.0009011000000000001,0.01612,17.6,3.423,0.09606,91.29,0.6383,0.02286,0.01289,0.08538,3.361,0.1379,0.7490000000000001,1,0,0,62.6,0.06482,0.3702,0.0006434,0.04438,0.6192,0.8958,0.00043919999999999994,0.0575,2.61,30.46,11.46,127.6,0.1208,14.9,False,1.0
519,0.013730000000000001,0.8485,0.3078,0.001285,0.2648,0.4525,0.4041,89.97,0.0018800000000000002,0.1523,7.654,2.4619999999999997,0.002209,0.01193,12.53,0.4775,1,0,0,,,,,,,,,,,,,,,,False,1.0
520,2.209,0.08926,2.9130000000000003,0.03036,0.01346,154.7,1.095,0.0035090000000000004,23.83,0.016669999999999997,0.02652,0.06473999999999999,2.935,0.9126,6.847,0.08169,1,0,0,185.3,0.235,0.7148,0.03555,0.2802,0.005604,0.05826,0.1889,0.6014,0.5387,2.648,14.05,58.22,0.017240000000000002,0.2947,False,0.0
521,54.85,0.3499,7.636,0.0020210000000000002,0.06068,71.45,0.1903,87.43,0.3379,0.08252000000000001,30.36,7.393,0.5720000000000001,0.05635,3.748,0.1075,1,0,0,24.2,0.04668,0.1236,0.01584,0.0469,0.03477,0.1321,0.7372,0.8831,0.03916,0.1062,6.763,14.38,0.03905,0.1752,False,0.0
522,0.1485,0.1278,0.06212,0.009621,0.2319,9.213,0.04911,2.119,49.24,0.1992,0.007774,0.02483,63.51,129.8,6.566,0.05612999999999999,1,0,0,394.0,0.2115,0.7062,0.01184,0.1392,0.01099,0.1321,0.2208,0.7086,1.1159999999999999,5.517,1.399,5.92,0.04979,0.8801,False,1.0
523,3.4139999999999997,0.4077,0.8967,0.0006066,0.07561,45.66,0.2889,16.07,30.74,0.0045049999999999995,0.002942,0.1045,5.325,6.495,19.24,0.09629,1,0,0,156.6,0.2399,0.8403,0.02452,0.4015,0.00105,0.04283,0.08512,0.5305,0.6444,4.053999999999999,5.507999999999999,32.0,0.050539999999999995,1.695,False,1.0
524,0.3276,0.3051,0.1152,0.00218,0.02246,123.5,8.238999999999999,0.007427,26.26,0.005107,0.00926,0.010620000000000001,85.95,325.7,19.45,0.4765,1,0,0,83.1,0.04847,0.2539,0.007979,0.06067,0.03741,0.2825,0.5116,0.8813,28.14,104.5,30.7,107.5,0.1714,2.103,False,0.0
525,4.531000000000001,0.5923,0.3899,0.0006297999999999999,0.01846,258.2,2.414,1.979,65.32,0.06823,0.02515,0.027389999999999998,1.3319999999999999,7.2410000000000005,15.85,0.2227,1,0,0,48.5,0.2055,0.2272,0.01805,0.02223,0.09062,0.1114,0.6469,0.6791,10.3,11.69,78.95,89.26,0.4456,0.5696,False,0.0
526,31.14,0.9992,0.306,0.004186,0.04213,409.3,0.6685,81.72,0.4364,0.007169,0.6911,79.38,0.0033439999999999998,0.05608,3.989,0.415,1,0,0,119.7,0.4314,0.885,0.006906999999999999,0.06138,0.08924,0.3369,0.011009999999999999,0.2693,3.154,11.98,98.4,371.9,0.9966,14.24,True,1.0
527,1.082,0.479,2.8480000000000003,0.009184999999999999,0.3801,44.28,7.129,36.6,0.08619,5.77,1.805,1.97,0.4457,0.010029999999999999,0.4732,12.0,1,0,0,39.0,0.06436,0.1309,0.01035,0.029060000000000002,0.8488,0.9055,0.003062,0.01344,1.459,3.233,3.377,6.976,0.09792999999999999,0.4175,False,0.0
528,0.6432,0.2729,0.5639,0.0039369999999999995,0.01098,13.73,0.4668,92.67,0.005156,0.6869,22.94,2.81,3.0580000000000003,0.01018,0.1944,0.3761,1,0,0,90.4,0.03576,0.3822,0.002211,0.08489,0.5905,0.862,0.0036079999999999997,0.3183,0.3465,6.395,0.9152,12.83,0.001163,0.1299,False,0.0
529,0.1972,0.2325,0.7564,0.0008412000000000001,0.05555,26.51,4.293,41.17,0.005331,0.2512,0.03286,0.05321,0.003378,0.01138,2.503,0.06371,1,0,0,297.5,0.1795,0.2071,0.07566,0.09221,0.035769999999999996,0.044789999999999996,0.6696,0.6963,19.79,23.57,16.79,19.97,0.5908,0.8358,False,1.0
530,0.05634,0.2193,0.1852,0.05119,0.04367,344.6,6.325,0.003447,41.66,0.01853,0.01085,0.05462,19.69,33.14,0.8842,0.09857,1,0,0,,,,,,,,,,,,,,,,False,1.0
531,1.883,0.2941,0.11900000000000001,0.009441,0.01379,74.81,0.4361,0.0013449999999999998,28.22,0.1558,0.009109,0.014830000000000001,49.35,93.77,12.27,0.05557,1,0,0,226.7,0.1892,0.4257,0.004274,0.07842,0.009615,0.168,0.495,0.7561,1.857,9.106,11.98,57.74,0.02652,0.6144,False,0.0
532,17.26,0.09749,0.1682,0.000575,0.011859999999999999,20.36,0.04113,0.5252,52.36,0.018080000000000002,0.003542,0.01138,9.308,356.5,1.5730000000000002,0.06802000000000001,1,0,0,178.4,0.2302,0.3728,0.01286,0.03298,0.1853,0.3453,0.3118,0.5329,0.2844,0.5169,51.57,89.02,1.55,4.615,False,1.0
533,31.38,0.1718,3.1239999999999997,0.0007487,0.2626,6.581,0.06446,0.0023510000000000002,57.01,1.548,0.002284,0.01287,0.0112,0.6854,1.4480000000000002,12.93,1,0,0,310.8,0.4539,0.6806,0.02112,0.054029999999999995,0.2922,0.4939,0.001129,0.006024,0.038169999999999996,0.07407000000000001,7.039,13.14,1.9769999999999999,6.893,False,1.0
534,84.71,0.8705,1.537,0.08526,0.04125,0.1872,0.02112,0.0028420000000000003,48.48,0.2348,0.008631,0.01158,51.27,508.9,1.0659999999999998,0.05877,1,0,0,134.9,0.1179,0.5137,0.003636,0.1415,0.04904,0.5752,0.1028,0.7404,0.006816,0.09912,0.6801,7.314,0.1076,7.341,False,1.0
535,2.356,0.1624,0.7937,0.003517,0.08396,199.1,0.2995,27.45,0.1945,0.0028899999999999998,6.582999999999999,7.223,0.013430000000000001,0.01211,0.405,0.8552,1,0,0,451.4,0.2375,0.9043,0.0144,0.462,0.055220000000000005,0.3409,0.00105,0.1632,0.4642,4.898,6.809,68.13,0.01956,1.9569999999999999,False,1.0
536,11.29,0.7339,0.5366,0.016919999999999998,0.3596,21.46,0.0802,32.32,0.5484,0.2185,0.2531,1.358,0.008598,0.08333,4.961,0.1297,1,0,0,72.8,0.2077,0.7335,0.01877,0.2189,0.01803,0.1749,0.1561,0.6497,0.1948,1.097,3.09,15.76,0.1611,4.158,False,1.0
537,0.1093,0.2027,0.1333,0.007336,0.2609,0.7022,0.03538,0.2375,94.67,0.677,0.008834999999999999,0.01242,0.2946,0.3551,2.6889999999999996,0.07855,1,0,0,311.8,0.07808,0.4801,0.01679,0.1986,0.016,0.2093,0.3555,0.8241,0.6021,4.975,0.3812,2.156,0.06065,1.693,False,1.0
538,26.63,0.5679,9.584,0.003935,0.03304,526.1,8.026,48.71,1.162,0.001135,0.7897,6.751,0.012440000000000001,0.02698,3.405,1.347,1,0,0,40.6,0.1629,0.5274,0.020390000000000002,0.2001,0.1786,0.5329,0.053770000000000005,0.4744,1.669,8.551,79.25,358.3,0.3944,8.062000000000001,False,1.0
539,0.0195,0.1511,0.2526,0.015269999999999999,0.06902,32.67,7.434,2.7310000000000003,77.45,0.003587,0.002456,0.01568,0.06167,0.1642,2.801,0.07811,1,0,0,211.1,0.05872,0.3793,0.02156,0.2231,0.008768000000000001,0.1503,0.4672,0.8273,68.67,499.9,9.003,57.41,0.1713,6.96,False,1.0
540,38.77,0.3014,0.3172,0.008329000000000001,0.06854,104.9,0.01634,36.63,0.02502,0.0020109999999999998,15.84,5.407,1.607,0.0159,0.2969,0.2115,1,0,0,68.7,0.2266,0.2639,0.01661,0.02201,0.6493,0.6762,0.06109,0.0863,0.04518,0.05461,5.847,6.978,0.02235,0.0318,False,0.0
541,0.9682,0.1751,0.6947,0.007155,0.01712,759.1,2.6210000000000004,0.01311,81.72,0.008438,0.1068,0.01605,49.48,80.23,0.066,0.1078,1,0,0,176.2,0.08861000000000001,0.7965,0.001124,0.2346,0.1855,0.7364,0.0006417,0.3584,2.082,71.59,12.66,330.9,0.003624,2.469,False,1.0
542,88.47,0.7207,3.639,0.006418000000000001,0.029480000000000003,1.6569999999999998,0.5429999999999999,0.00406,79.7,0.07109,0.006770999999999999,0.01756,0.3553,66.15,0.1497,1.0590000000000002,1,0,0,54.0,0.1357,0.3857,0.0015609999999999999,0.02695,0.6044,0.8423,0.0005467,0.01529,0.05819,0.3561,7.556,37.87,1.023,25.28,False,1.0
543,1.253,0.465,0.0829,0.0008323,0.011609999999999999,0.08976,0.03757,0.7896,28.53,0.06725,0.004543,0.01523,0.5473,2.0340000000000003,5.319,0.0636,1,0,0,341.9,0.2324,0.3832,0.025769999999999998,0.06956,0.02999,0.0842,0.5173,0.6803,0.5242,1.051,1.4269999999999998,2.799,0.2904,0.9549,False,1.0
544,0.01178,0.1069,0.19,0.0362,0.06131,6.845,1.159,34.46,0.006000999999999999,0.02494,12.82,4.914,0.03457,0.05416,3.173,0.05476,1,0,0,324.6,0.3135,0.8427,0.0334,0.2408,0.009781999999999999,0.07808,0.07967,0.5251,11.22,52.78,1.367,5.218999999999999,0.01738,0.2411,False,0.0
545,71.15,0.1868,0.3773,0.0806,0.04102,175.0,0.035210000000000005,0.02973,38.16,0.01152,0.01162,0.023459999999999998,0.1153,1.785,0.2879,1.119,1,0,0,126.5,0.3266,0.5216,0.043089999999999996,0.0909,0.4154,0.5646,0.00976,0.03622,0.2002,0.3583,75.77,131.0,1.345,4.019,False,1.0
546,1.706,0.9777,2.9810000000000003,0.001058,0.588,101.8,4.7330000000000005,0.05594,81.81,0.2351,0.0058200000000000005,0.04166,9.881,174.2,0.4419,0.5484,1,0,0,,,,,,,,,,,,,,,,False,1.0
547,8.757,0.9928,0.1189,0.0029809999999999997,0.07016,485.9,0.056510000000000005,80.81,0.2373,0.0193,23.21,55.76,0.001459,0.1079,4.402,0.09052,1,0,0,,,,,,,,,,,,,,,,False,1.0
548,3.136,0.8782,1.556,0.0037619999999999997,0.08431,119.6,1.001,0.8985,73.99,0.002042,0.08352000000000001,0.05687999999999999,63.63,18.18,4.98,0.08609,1,0,0,36.5,0.03281,0.5068,0.002876,0.331,0.002583,0.4393,0.2785,0.8776,0.4916,14.72,2.045,44.31,0.003304,1.383,False,0.0
549,0.6196,0.7954,0.3188,0.055970000000000006,0.01769,0.4157,2.673,0.038110000000000005,32.58,0.008641,0.00868,0.03452,28.49,466.9,11.14,0.155,1,0,0,65.2,0.1147,0.38,0.006402,0.05075,0.041089999999999995,0.2624,0.4348,0.8046,3.783,15.39,3.0210000000000004,10.8,0.397,4.1610000000000005,False,1.0
550,65.81,0.4439,7.421,0.0008692,0.3452,962.3,0.4135,0.014709999999999999,89.33,0.004381,0.007418999999999999,0.01563,0.2288,1.328,1.421,0.21100000000000002,1,0,0,169.0,0.057589999999999995,0.863,0.0002322,0.5034,0.01743,0.6708,0.0034729999999999995,0.7494,0.0187,2.512,3.08,272.5,0.0034159999999999998,26.63,True,1.0
551,0.01614,0.1163,0.4036,0.004577,0.4274,10.53,0.9214,0.4257,76.78,0.006396,0.02752,0.02017,15.21,19.98,2.44,0.215,1,0,0,,,,,,,,,,,,,,,,False,1.0
552,1.111,0.3224,0.9864,0.0074849999999999995,0.2972,413.7,0.1392,0.0034340000000000004,80.0,0.009962,0.11,0.03925,5.9,0.862,0.4315,0.1316,1,0,0,,,,,,,,,,,,,,,,False,1.0
553,1.8880000000000001,0.1945,0.7609999999999999,0.0019370000000000001,0.0231,38.05,0.1389,57.68,0.04646,0.03505,1.7590000000000001,0.2117,1.041,0.01278,0.7242,0.1155,1,0,0,179.8,0.1379,0.5907,0.006399,0.1064,0.3045,0.3239,0.0769,0.5373,0.1398,1.168,1.4769999999999999,10.44,0.001558,0.06542,False,0.0
554,17.12,0.26,0.6814,0.046830000000000004,0.01127,7.702000000000001,0.3167,0.0036200000000000004,15.86,0.0015869999999999999,0.09657,0.011859999999999999,3.738,3.832,1.253,0.1193,1,0,0,52.6,0.04445,0.1319,0.01061,0.049980000000000004,0.09579,0.4171,0.45799999999999996,0.8162,0.1205,0.3995,8.492,23.91,0.1061,0.83,False,0.0
