,beta,gammam,gammamRNA,gammad,alphaass,alphadiss,phi0,f1,f2,f3,f12,f13,f23,f123,kb1,kb2,kb3,ku1,ku2,ku3,bcoop12,bcoop13,bcoop23,bcoop123,ucoop12,ucoop13,ucoop23,ucoop123,DNAtot,taum,taumRNA
439,6.31E-01,7.18E-02,4.63E+00,4.41E-03,1.45E-01,1.25E-01,6.36E-01,1.98E-01,7.72E+00,1.72E-01,2.45E-02,1.56E-02,4.11E-02,9.41E+01,3.20E-03,4.58E-02,2.85E-02,1.05E-01,1.57E+02,1.39E+00,6.29E-01,2.96E+00,5.44E+00,6.02E-01,1.54E-01,3.75E-01,2.59E+00,1.94E-01,1.00E+00,0.00E+00,0.00E+00
440,1.21E-01,1.70E-01,5.83E-02,2.43E-03,1.35E-02,2.67E+02,4.33E+00,1.19E-03,1.72E+01,2.37E-02,1.15E-03,8.74E+00,2.66E+01,7.53E+01,6.32E-01,2.36E-02,3.79E+00,2.06E+01,8.11E+01,1.85E+02,3.90E+00,1.22E+01,3.35E+00,1.61E+01,9.52E-01,1.54E+00,1.60E+00,5.20E+00,1.00E+00,0.00E+00,0.00E+00
441,3.60E+00,8.88E-02,4.50E-01,5.87E-02,4.01E-02,1.96E+02,7.92E-01,4.61E-01,5.13E-01,1.05E+01,5.66E+00,1.48E+00,8.07E-03,4.07E+01,8.32E-01,9.45E-03,1.15E+01,2.72E+01,3.24E+01,5.62E+02,6.88E+00,1.00E+00,2.26E+00,1.61E-01,1.68E+00,1.27E-01,1.08E+00,5.20E-02,1.00E+00,0.00E+00,0.00E+00
442,2.81E-01,3.61E-01,7.73E-02,1.55E-03,2.28E-02,5.64E-02,1.14E-01,2.69E-03,1.97E+00,3.14E-01,1.97E+00,2.97E-01,3.92E-01,4.53E+01,1.23E-01,1.79E-02,2.16E-02,4.00E+00,6.14E+01,1.05E+00,3.44E-01,8.77E+00,3.14E-01,2.56E-01,8.40E-02,1.11E+00,1.49E-01,8.24E-02,1.00E+00,0.00E+00,0.00E+00
443,1.00E-01,7.92E-02,5.09E-03,7.81E-04,9.47E-02,2.07E+00,2.33E-02,5.29E-03,2.66E+01,1.61E+00,1.70E+00,2.52E+00,3.12E-03,2.54E+01,9.03E-01,1.24E-02,6.41E-03,2.95E+01,4.26E+01,3.14E-01,2.49E+00,6.74E-01,1.32E+01,7.50E+00,6.07E-01,8.53E-02,6.30E+00,2.42E+00,1.00E+00,0.00E+00,0.00E+00
444,5.39E-02,1.62E-02,1.51E-01,6.74E-03,2.26E-02,2.40E+01,1.12E+00,7.34E-03,2.22E-03,8.30E-02,1.05E+01,2.45E+00,5.57E+01,6.12E+01,5.00E-03,3.11E-02,2.97E-01,1.63E-01,1.06E+02,1.45E+01,2.63E-01,4.92E-01,3.58E-01,1.36E+01,6.41E-02,6.22E-02,1.70E-01,4.37E+00,1.00E+00,0.00E+00,0.00E+00
445,6.02E+00,8.20E-02,2.89E+00,5.07E-03,2.03E-01,1.04E-01,6.29E-02,7.04E-02,3.71E-01,3.89E-01,7.32E+00,3.38E-02,1.99E+00,6.43E+01,1.42E+01,1.87E-03,4.14E-03,4.63E+02,6.42E+00,2.02E-01,9.04E+00,4.01E+00,1.71E-01,4.69E+00,2.21E+00,5.07E-01,8.14E-02,1.51E+00,1.00E+00,0.00E+00,0.00E+00
446,7.52E-02,6.29E-02,3.98E-03,9.27E-03,3.37E-01,1.36E+02,4.32E-02,2.50E+00,1.81E-02,1.83E-03,1.50E-03,3.10E+00,1.04E-01,5.77E+01,9.63E-02,5.18E-03,5.91E-02,3.14E+00,1.78E+01,2.89E+00,3.13E+00,8.95E+00,2.23E+00,1.12E+01,7.64E-01,1.13E+00,1.06E+00,3.61E+00,1.00E+00,0.00E+00,0.00E+00
447,3.09E-01,5.03E-01,1.54E+00,7.30E-04,1.53E-02,4.03E-03,9.90E-01,5.38E-01,1.12E-01,1.43E+01,1.18E-02,3.50E-03,3.69E-02,4.47E+01,8.39E-03,5.37E-03,1.82E+00,2.74E-01,1.84E+01,8.88E+01,1.12E+01,1.64E+01,3.56E+00,2.36E+00,2.72E+00,2.07E+00,1.70E+00,7.60E-01,1.00E+00,0.00E+00,0.00E+00
448,4.71E+01,4.00E-01,2.57E+00,2.10E-02,2.58E-01,1.47E+02,1.60E+00,3.75E-02,5.80E-01,2.24E-02,6.89E+01,3.81E-02,2.52E-01,1.05E+01,2.31E+00,7.44E-02,1.40E+01,7.53E+01,2.55E+02,6.86E+02,7.90E-01,4.63E+00,5.62E+00,1.38E+01,1.93E-01,5.86E-01,2.68E+00,4.44E+00,1.00E+00,0.00E+00,0.00E+00
449,7.06E-01,1.59E-02,4.87E-01,3.06E-03,2.43E-02,1.17E+02,7.32E-01,2.38E-01,1.70E+01,3.22E-02,5.49E-01,8.37E+00,1.10E-02,3.31E+01,2.49E-02,7.18E-02,7.06E-01,8.13E-01,2.46E+02,3.45E+01,4.77E-01,4.58E-01,1.66E+01,2.29E-01,1.16E-01,5.80E-02,7.93E+00,7.38E-02,1.00E+00,0.00E+00,0.00E+00
450,7.17E-02,7.22E-02,3.78E-02,8.32E-04,1.43E-02,1.17E+00,1.48E+00,2.95E-01,5.35E-02,4.22E-01,1.40E+00,5.37E-02,2.02E+01,7.20E+00,1.07E+00,6.52E-02,8.83E-02,3.49E+01,2.24E+02,4.32E+00,5.39E+00,4.34E-01,1.58E+01,4.83E+00,1.31E+00,5.50E-02,7.51E+00,1.56E+00,1.00E+00,0.00E+00,0.00E+00
451,2.09E+01,8.83E-02,6.38E-01,6.07E-03,1.43E-02,2.42E+01,1.76E-01,5.29E-01,1.70E-01,9.19E-03,1.51E-03,1.65E-02,9.78E-03,1.92E+01,3.03E-03,5.28E-02,1.58E+01,9.90E-02,1.81E+02,7.73E+02,1.06E+00,1.22E+01,1.71E+00,2.38E+00,2.58E-01,1.55E+00,8.13E-01,7.69E-01,1.00E+00,0.00E+00,0.00E+00
452,2.21E-02,4.94E-01,5.59E-03,2.98E-03,3.68E-02,4.16E-02,9.22E-01,2.30E-02,1.48E+01,1.19E-01,1.10E-03,8.09E-02,2.61E-01,5.31E+00,3.65E-02,2.53E-03,3.35E-02,1.19E+00,8.68E+00,1.64E+00,2.57E-01,2.35E+00,3.75E+00,1.91E+01,6.27E-02,2.98E-01,1.79E+00,6.17E+00,1.00E+00,0.00E+00,0.00E+00
453,3.35E+00,6.96E-01,6.12E-01,3.75E-02,3.35E-02,4.81E+00,6.48E-01,3.53E-03,2.52E-01,4.11E-03,2.32E+00,2.80E+00,1.61E-03,8.38E+01,1.82E-01,1.72E-03,2.87E-02,5.93E+00,5.90E+00,1.40E+00,1.56E+01,9.17E+00,1.47E-01,2.42E-01,3.81E+00,1.16E+00,7.00E-02,7.81E-02,1.00E+00,0.00E+00,0.00E+00
454,1.61E+00,7.89E-01,3.85E-03,1.88E-02,8.26E-02,2.48E+02,4.46E-02,1.65E+00,1.41E-02,2.58E-01,4.91E+01,1.05E-03,1.13E-01,6.98E+01,5.09E-01,3.56E-02,1.17E-01,1.66E+01,1.22E+02,5.74E+00,8.46E+00,1.23E+01,5.38E+00,2.75E-01,2.06E+00,1.56E+00,2.56E+00,8.88E-02,1.00E+00,0.00E+00,0.00E+00
455,3.28E-02,1.91E-01,2.06E-02,2.28E-02,7.35E-01,2.23E+02,1.04E+00,1.76E-03,3.51E-01,2.20E-01,1.03E-03,3.32E-02,3.93E-03,7.76E+01,5.22E-02,2.99E-02,3.33E-03,1.71E+00,1.02E+02,1.63E-01,2.20E+00,4.90E-01,1.22E-01,6.86E+00,5.36E-01,6.21E-02,5.81E-02,2.21E+00,1.00E+00,0.00E+00,0.00E+00
456,3.39E-01,9.85E-02,2.96E+00,4.12E-03,2.02E-02,7.82E-02,3.28E+00,1.51E-03,5.61E-03,5.76E-03,1.94E-01,3.31E-03,4.90E+00,3.07E+01,5.14E-03,3.77E-02,1.38E+00,1.68E-01,1.29E+02,6.75E+01,3.94E+00,1.86E+01,2.93E-01,1.78E+01,9.62E-01,2.35E+00,1.39E-01,5.74E+00,1.00E+00,0.00E+00,0.00E+00
457,1.36E-02,6.57E-01,1.93E-03,1.11E-02,5.28E-02,5.67E+00,4.57E-01,1.38E-01,5.12E-02,1.77E+01,2.09E+01,1.18E-02,7.96E+01,6.79E+01,2.25E-02,7.44E-03,7.21E+00,7.36E-01,2.55E+01,3.52E+02,4.18E+00,1.98E+01,9.65E+00,1.90E+00,1.02E+00,2.51E+00,4.60E+00,6.14E-01,1.00E+00,0.00E+00,0.00E+00
458,8.27E-02,1.96E-02,2.69E-02,2.37E-02,6.09E-02,3.40E+01,1.82E-01,5.25E+00,5.95E-02,1.82E-01,1.66E+00,1.08E-02,6.95E+01,8.53E+01,3.09E+00,6.43E-03,5.81E+00,1.01E+02,2.21E+01,2.84E+02,5.74E+00,1.82E+00,1.45E+00,3.35E-01,1.40E+00,2.30E-01,6.91E-01,1.08E-01,1.00E+00,0.00E+00,0.00E+00
459,1.03E-02,1.45E-01,1.02E-02,1.61E-03,9.22E-01,6.18E+00,2.42E+00,2.38E-01,4.14E-02,1.25E-01,9.12E+00,4.40E-03,2.81E+00,5.31E+00,3.72E-03,2.63E-03,3.16E-01,1.22E-01,9.01E+00,1.54E+01,5.07E+00,2.33E+00,3.42E+00,8.24E+00,1.24E+00,2.94E-01,1.63E+00,2.66E+00,1.00E+00,0.00E+00,0.00E+00
460,1.06E+01,5.72E-03,6.63E+00,6.24E-03,2.62E-01,2.32E+02,1.11E-01,6.63E-01,5.67E-02,1.41E+00,2.97E-03,3.12E-01,1.88E-03,7.99E+01,7.37E-01,7.95E-03,6.58E-03,2.41E+01,2.73E+01,3.22E-01,3.90E+00,1.94E+01,3.96E+00,9.75E+00,9.52E-01,2.45E+00,1.89E+00,3.15E+00,1.00E+00,0.00E+00,0.00E+00
461,1.87E+01,4.30E-02,4.98E+00,1.54E-02,3.67E-02,1.11E+01,2.28E-01,4.90E+00,2.86E-01,1.44E-03,7.16E-02,6.99E-01,2.05E+00,4.77E+01,1.08E+01,2.08E-01,7.02E-02,3.52E+02,7.12E+02,3.43E+00,1.77E+01,5.11E+00,3.20E-01,4.23E+00,4.32E+00,6.46E-01,1.52E-01,1.37E+00,1.00E+00,0.00E+00,0.00E+00
462,2.58E-01,8.53E-02,9.26E-01,1.92E-03,4.21E-01,2.56E+01,2.48E+00,2.09E-02,4.05E-03,4.27E-02,2.76E-01,4.74E+00,3.60E-03,3.05E+01,1.44E+00,1.35E-01,1.73E+00,4.69E+01,4.64E+02,8.48E+01,4.20E+00,7.93E+00,1.68E-01,8.56E+00,1.03E+00,1.00E+00,8.00E-02,2.76E+00,1.00E+00,0.00E+00,0.00E+00
463,1.46E-01,2.17E-02,1.47E+00,2.54E-03,1.01E-02,8.80E-02,9.79E-01,6.01E-03,2.68E+00,3.98E+00,2.72E-03,1.69E-01,2.65E-01,5.39E+01,7.64E-03,1.48E-01,2.16E-01,2.50E-01,5.08E+02,1.06E+01,3.55E+00,6.12E+00,1.21E-01,3.84E+00,8.65E-01,7.75E-01,5.74E-02,1.24E+00,1.00E+00,0.00E+00,0.00E+00
464,2.57E+00,7.70E-01,2.60E-03,1.38E-02,3.77E-02,3.26E+00,1.26E-02,1.14E+00,7.44E-02,7.73E-02,3.89E-03,1.14E+00,6.28E-03,1.80E+01,4.90E-03,1.73E-02,3.57E-01,1.60E-01,5.92E+01,1.74E+01,1.49E+00,9.25E+00,4.32E+00,1.20E+00,3.63E-01,1.17E+00,2.06E+00,3.86E-01,1.00E+00,0.00E+00,0.00E+00
465,9.63E-02,1.37E-03,5.18E-01,1.74E-03,3.08E-02,8.59E+02,5.79E-01,1.52E+01,5.14E-03,7.39E+00,4.11E+01,1.30E-01,1.90E+00,8.34E+01,3.16E-02,7.27E-03,9.00E-03,1.03E+00,2.49E+01,4.40E-01,1.88E+00,4.15E-01,1.08E+00,5.36E-01,4.57E-01,5.25E-02,5.15E-01,1.73E-01,1.00E+00,0.00E+00,0.00E+00
466,3.45E-02,6.06E-03,1.81E-02,1.34E-02,1.73E-02,1.66E+02,4.36E-01,5.57E-02,4.84E+00,2.41E-01,1.01E-03,5.40E-01,1.12E-02,4.16E+01,2.38E+01,3.88E-03,7.56E-02,7.76E+02,1.33E+01,3.70E+00,1.04E+00,2.14E+00,3.01E-01,1.05E+01,2.54E-01,2.70E-01,1.43E-01,3.39E+00,1.00E+00,0.00E+00,0.00E+00
467,1.66E+01,5.58E-01,1.47E-02,2.98E-02,5.97E-01,2.51E+01,1.09E-02,2.34E-01,1.08E+01,1.22E-03,7.31E-03,1.20E-03,4.18E+01,1.15E+01,2.80E+00,4.11E-03,5.71E+00,9.14E+01,1.41E+01,2.79E+02,2.33E-01,1.26E+01,1.10E+01,5.72E-01,5.69E-02,1.59E+00,5.26E+00,1.84E-01,1.00E+00,0.00E+00,0.00E+00
468,6.60E+00,8.30E-01,1.79E-01,2.69E-02,1.95E-01,2.07E+00,6.35E-02,7.10E-01,3.27E+00,1.37E+00,1.11E-02,1.88E+00,3.74E-03,5.05E+01,7.58E-01,1.80E-03,6.89E-03,2.47E+01,6.18E+00,3.37E-01,1.53E+00,9.52E-01,1.28E+00,8.60E+00,3.74E-01,1.21E-01,6.09E-01,2.77E+00,1.00E+00,0.00E+00,0.00E+00
469,4.57E-02,8.58E-03,6.84E-03,5.30E-04,1.40E-02,3.54E+01,5.53E-02,4.50E-03,3.58E+00,4.48E+00,3.25E+00,2.11E-03,2.50E-01,3.70E+01,6.86E-02,6.68E-02,4.70E+00,2.24E+00,2.29E+02,2.30E+02,3.74E+00,9.29E-01,1.17E-01,5.04E-01,9.13E-01,1.18E-01,5.58E-02,1.63E-01,1.00E+00,0.00E+00,0.00E+00
470,7.82E-02,8.78E-03,6.91E-02,5.13E-04,4.98E-01,1.89E+02,5.84E-02,7.62E+00,2.36E+00,9.10E-02,2.01E-02,1.41E-02,2.88E-02,8.77E+01,1.72E-01,4.90E-03,8.64E-01,5.60E+00,1.68E+01,4.22E+01,8.33E+00,5.60E+00,1.78E-01,1.15E+00,2.03E+00,7.09E-01,8.48E-02,3.72E-01,1.00E+00,0.00E+00,0.00E+00
471,3.23E+01,5.59E-01,5.09E-01,6.37E-04,6.48E-01,2.75E+02,4.71E-01,8.05E-01,3.75E+01,1.97E-01,1.11E+01,2.65E-01,3.80E+00,1.09E+01,4.16E-03,4.45E-02,1.07E-03,1.36E-01,1.52E+02,5.24E-02,1.67E+01,8.25E-01,8.85E+00,2.01E+00,4.08E+00,1.04E-01,4.22E+00,6.47E-01,1.00E+00,0.00E+00,0.00E+00
472,2.56E+01,4.38E-01,3.03E+00,1.05E-02,2.42E-01,9.95E+02,1.27E+00,5.52E-01,2.65E-01,8.78E-01,2.03E-01,1.99E-01,2.90E+00,7.76E+01,6.74E-01,1.04E-01,1.68E+00,2.20E+01,3.56E+02,8.22E+01,2.38E+00,3.43E+00,1.47E-01,8.90E+00,5.82E-01,4.35E-01,6.99E-02,2.87E+00,1.00E+00,0.00E+00,0.00E+00
473,3.26E-01,7.40E-03,8.65E-01,6.39E-04,2.56E-01,2.67E+02,3.53E-01,2.75E+00,2.25E+01,5.10E+00,6.73E-03,1.64E-03,2.32E-03,5.77E+01,5.02E-03,1.04E-02,9.60E+00,1.64E-01,3.55E+01,4.69E+02,4.27E+00,4.17E+00,1.91E+01,1.87E+00,1.04E+00,5.28E-01,9.12E+00,6.04E-01,1.00E+00,0.00E+00,0.00E+00
474,2.89E+00,4.85E-02,8.87E-01,9.42E-04,9.24E-02,9.15E+00,6.41E-01,1.55E-03,5.33E-02,1.57E-03,1.85E+00,1.68E-03,1.29E+00,7.30E+00,6.44E+00,6.46E-02,4.08E-01,2.10E+02,2.22E+02,2.00E+01,1.31E+01,1.43E+01,3.32E-01,6.37E-01,3.20E+00,1.81E+00,1.58E-01,2.05E-01,1.00E+00,0.00E+00,0.00E+00
475,1.08E+01,9.10E-02,3.95E+00,1.01E-02,8.28E-02,5.27E+01,1.21E+00,2.99E-03,1.17E-03,1.31E-02,2.21E+01,1.70E-03,4.85E+01,2.42E+01,5.54E-02,2.41E-03,1.46E-01,1.81E+00,8.26E+00,7.15E+00,1.77E+01,2.61E+00,1.28E+00,2.32E+00,4.31E+00,3.30E-01,6.11E-01,7.49E-01,1.00E+00,0.00E+00,0.00E+00
476,1.72E+00,5.41E-01,2.41E+00,4.27E-03,1.72E-01,9.40E-01,6.69E+00,9.84E-03,2.39E+01,1.68E-03,5.71E-01,4.17E-01,1.07E-03,8.75E+00,1.82E-02,2.17E-02,1.80E+01,5.95E-01,7.43E+01,8.77E+02,2.27E-01,8.80E+00,1.12E+01,1.56E+01,5.53E-02,1.11E+00,5.31E+00,5.03E+00,1.00E+00,0.00E+00,0.00E+00
477,7.76E+00,6.03E-02,2.80E-01,7.03E-04,1.92E-02,6.31E+01,6.23E-02,2.98E+00,2.73E-01,7.08E-02,3.85E+01,4.63E-02,5.09E-03,5.78E+01,7.02E-01,4.18E-02,4.62E+00,2.29E+01,1.43E+02,2.26E+02,5.26E-01,9.46E+00,4.83E-01,1.98E-01,1.28E-01,1.20E+00,2.30E-01,6.39E-02,1.00E+00,0.00E+00,0.00E+00
478,2.56E+00,4.43E-01,1.62E-03,8.20E-02,1.05E-02,2.56E+01,1.22E-02,5.23E-03,2.91E-03,1.67E-02,1.42E-03,2.69E-01,4.92E+00,3.77E+01,2.09E-01,2.14E-03,9.95E-02,6.83E+00,7.33E+00,4.86E+00,1.86E+01,4.39E-01,2.80E-01,1.37E+01,4.54E+00,5.55E-02,1.33E-01,4.40E+00,1.00E+00,0.00E+00,0.00E+00
479,7.16E+00,4.25E-01,4.60E-01,7.41E-04,5.44E-02,1.50E+01,1.51E-01,1.58E-01,3.97E-03,6.93E-01,3.94E-01,4.31E+00,3.63E-03,8.51E+01,2.12E-02,1.21E-03,3.25E-01,6.93E-01,4.14E+00,1.59E+01,3.08E-01,5.57E-01,1.18E+01,3.24E+00,7.51E-02,7.05E-02,5.63E+00,1.04E+00,1.00E+00,0.00E+00,0.00E+00
480,2.43E-02,3.04E-03,1.97E-01,1.32E-03,2.09E-02,5.26E-01,2.46E-01,2.55E-01,3.83E-02,9.42E-01,2.08E-03,1.77E-02,1.02E+00,7.87E+01,7.00E-03,1.13E-03,7.45E-02,2.29E-01,3.89E+00,3.64E+00,4.56E-01,6.09E-01,2.00E+00,1.61E+00,1.11E-01,7.71E-02,9.50E-01,5.20E-01,1.00E+00,0.00E+00,0.00E+00
481,4.73E+01,1.48E-01,8.36E-01,1.38E-03,8.86E-02,9.77E+02,3.04E-01,4.63E-02,4.16E-03,2.30E-03,1.43E-02,2.15E-03,1.01E-01,2.59E+01,2.99E-02,8.15E-02,4.91E-02,9.76E-01,2.80E+02,2.40E+00,2.58E+00,6.55E-01,5.17E-01,1.93E+01,6.28E-01,8.29E-02,2.46E-01,6.22E+00,1.00E+00,0.00E+00,0.00E+00
482,7.30E+00,4.08E-02,5.84E+00,9.90E-03,3.13E-02,3.92E+01,1.93E+00,2.63E-02,1.20E-02,1.97E-03,1.93E+01,6.87E-01,1.34E+00,2.36E+01,2.88E-03,1.41E-01,4.38E-02,9.42E-02,4.85E+02,2.14E+00,4.52E+00,7.70E+00,1.69E+01,5.51E+00,1.10E+00,9.75E-01,8.02E+00,1.78E+00,1.00E+00,0.00E+00,0.00E+00
483,4.75E-01,4.47E-01,1.67E+00,4.67E-03,8.24E-01,1.08E+01,2.51E+00,9.63E-03,9.69E-01,1.29E+01,1.12E-03,8.13E-03,7.65E+01,7.60E+01,1.24E-03,9.84E-02,1.19E+00,4.05E-02,3.37E+02,5.79E+01,3.99E+00,4.70E+00,1.75E+01,4.18E-01,9.72E-01,5.94E-01,8.34E+00,1.35E-01,1.00E+00,0.00E+00,0.00E+00
484,4.35E+00,3.36E-01,8.48E-02,1.02E-03,3.29E-02,1.49E+00,2.36E-02,6.02E+00,1.69E-01,9.49E+00,3.04E+01,1.10E-02,1.55E-02,5.64E+01,1.13E-03,3.29E-02,1.45E-01,3.68E-02,1.13E+02,7.07E+00,1.68E+00,8.30E-01,1.87E-01,3.68E+00,4.08E-01,1.05E-01,8.89E-02,1.19E+00,1.00E+00,0.00E+00,0.00E+00
485,8.40E-01,3.78E-01,1.85E-01,1.53E-02,1.34E-01,5.66E+00,9.70E-01,5.91E-03,2.87E+00,3.32E-01,5.82E+00,1.36E-01,8.65E+00,2.04E+01,1.33E-01,1.91E-01,1.06E-03,4.36E+00,6.53E+02,5.17E-02,9.00E+00,7.12E-01,1.18E+00,1.81E+00,2.19E+00,9.01E-02,5.63E-01,5.85E-01,1.00E+00,0.00E+00,0.00E+00
486,2.74E-02,2.09E-02,2.87E-02,5.21E-03,1.62E-02,5.13E+02,1.27E+00,4.98E-02,3.88E+00,1.75E-01,4.20E-03,6.72E-01,4.40E-03,9.34E+01,6.98E-03,2.64E-03,1.80E-03,2.28E-01,9.04E+00,8.80E-02,1.55E+00,9.37E+00,5.50E-01,3.05E-01,3.79E-01,1.19E+00,2.62E-01,9.84E-02,1.00E+00,0.00E+00,0.00E+00
487,1.23E+01,8.60E-01,5.38E-02,6.86E-04,2.11E-02,1.32E+02,3.14E-01,9.11E-03,3.35E+01,2.29E-03,4.92E-03,5.19E+00,1.50E+01,2.55E+01,1.07E-01,4.62E-02,5.50E-02,3.49E+00,1.59E+02,2.69E+00,2.33E+00,1.47E+00,1.31E+00,1.04E+00,5.69E-01,1.86E-01,6.24E-01,3.36E-01,1.00E+00,0.00E+00,0.00E+00
488,2.48E-01,2.11E-01,8.98E-01,5.45E-03,1.19E-02,8.61E-02,3.65E+00,1.27E-03,1.83E+00,6.53E+00,2.47E+01,6.68E-03,4.62E-02,2.33E+01,1.62E-03,2.29E-03,4.84E+00,5.27E-02,7.87E+00,2.37E+02,2.07E-01,9.55E-01,9.12E-01,6.56E+00,5.05E-02,1.21E-01,4.35E-01,2.12E+00,1.00E+00,0.00E+00,0.00E+00
489,2.88E+00,8.66E-03,2.80E-01,4.15E-03,2.41E-01,5.42E+01,1.52E-02,1.11E-03,1.38E-01,1.60E-03,4.04E-01,3.28E-02,3.84E+01,5.77E+01,2.04E-02,1.95E-02,9.39E-02,6.68E-01,6.69E+01,4.59E+00,7.16E+00,1.70E+01,2.40E+00,3.91E+00,1.75E+00,2.15E+00,1.14E+00,1.26E+00,1.00E+00,0.00E+00,0.00E+00
490,7.09E+00,1.13E-01,5.55E-01,1.44E-03,4.80E-02,1.29E-01,6.53E-02,3.46E-02,2.55E+00,1.54E-02,5.88E-01,1.21E-02,9.49E-02,9.18E+00,7.29E-01,6.60E-03,1.36E-02,2.38E+01,2.26E+01,6.62E-01,7.13E-01,2.53E+00,3.23E+00,2.23E-01,1.74E-01,3.20E-01,1.54E+00,7.19E-02,1.00E+00,0.00E+00,0.00E+00
491,2.62E-02,2.69E-02,1.58E+00,7.69E-04,3.78E-01,5.81E-02,1.19E+00,1.13E-01,5.07E+00,3.23E-03,5.32E+00,7.64E-01,2.11E-02,6.87E+01,8.92E-03,5.40E-03,7.02E-02,2.91E-01,1.85E+01,3.43E+00,8.95E-01,4.42E+00,7.54E-01,1.71E-01,2.18E-01,5.60E-01,3.59E-01,5.51E-02,1.00E+00,0.00E+00,0.00E+00
492,5.59E-02,4.88E-01,2.01E-03,1.26E-03,2.14E-02,1.01E-02,9.30E-02,1.41E-01,5.71E+00,2.12E-02,2.26E-02,5.33E-02,4.32E-01,4.55E+00,3.36E-02,3.24E-03,4.06E-02,1.10E+00,1.11E+01,1.98E+00,7.19E-01,2.18E+00,2.54E-01,4.98E+00,1.75E-01,2.76E-01,1.21E-01,1.61E+00,1.00E+00,0.00E+00,0.00E+00
493,1.40E+00,2.80E-01,2.31E-02,2.60E-03,1.21E-01,6.63E-01,3.09E-02,3.96E-03,4.60E-01,9.17E-02,1.01E-03,3.27E-01,1.22E-03,1.17E+01,1.30E+01,6.74E-02,4.98E-03,4.23E+02,2.31E+02,2.43E-01,2.76E-01,1.39E+01,8.23E-01,9.53E+00,6.72E-02,1.76E+00,3.92E-01,3.07E+00,1.00E+00,0.00E+00,0.00E+00
494,3.68E-01,3.64E-02,1.72E-01,3.71E-02,1.38E-02,8.20E-01,3.00E-01,1.06E-02,4.09E+00,1.04E-02,1.48E+01,4.05E-03,4.27E+01,8.61E+01,5.20E+00,9.63E-03,3.77E+00,1.70E+02,3.30E+01,1.84E+02,1.21E+01,8.90E-01,1.04E+01,1.73E-01,2.96E+00,1.13E-01,4.94E+00,5.58E-02,1.00E+00,0.00E+00,0.00E+00
495,3.68E+00,8.34E-02,2.93E+00,9.89E-04,2.95E-01,7.24E-01,4.58E-02,1.83E+01,4.31E-01,4.51E-02,1.70E-03,4.52E-03,4.86E+01,9.00E+01,1.31E-01,1.72E-03,2.59E-03,4.28E+00,5.88E+00,1.27E-01,1.10E+00,1.82E+00,1.52E+01,1.31E+00,2.68E-01,2.30E-01,7.22E+00,4.22E-01,1.00E+00,0.00E+00,0.00E+00
496,1.07E-01,9.34E-01,4.16E-03,6.28E-03,1.34E-01,4.94E+00,1.35E-01,1.77E-03,2.98E+01,1.34E+01,4.12E-03,5.74E-02,7.97E+01,4.97E+01,2.11E-01,1.01E-01,1.47E-02,6.88E+00,3.46E+02,7.20E-01,1.13E+01,9.84E-01,2.52E-01,4.45E+00,2.75E+00,1.25E-01,1.20E-01,1.44E+00,1.00E+00,0.00E+00,0.00E+00
497,8.40E-02,8.35E-01,2.28E-02,9.38E-03,1.77E-01,8.17E-01,3.22E-01,1.16E-03,8.63E-03,7.64E-01,8.12E-03,2.46E-02,9.31E-03,5.40E+01,8.85E+00,1.27E-03,1.26E+00,2.89E+02,4.37E+00,6.16E+01,6.46E+00,3.91E+00,4.88E-01,2.31E+00,1.58E+00,4.95E-01,2.32E-01,7.44E-01,1.00E+00,0.00E+00,0.00E+00
498,5.06E+01,5.51E-01,4.73E-02,1.99E-02,6.89E-01,6.71E+01,1.79E-02,2.38E-03,1.18E-01,2.96E-02,2.98E+01,2.81E-02,6.51E-03,9.86E+00,2.78E-01,3.63E-02,9.29E+00,9.09E+00,1.25E+02,4.54E+02,4.01E+00,9.30E+00,1.88E+01,6.99E-01,9.79E-01,1.18E+00,8.94E+00,2.25E-01,1.00E+00,0.00E+00,0.00E+00
499,3.27E-01,3.14E-01,2.65E-02,1.84E-03,8.11E-02,1.86E-01,2.37E-02,1.73E-02,1.57E-01,3.82E-02,7.65E-02,5.29E-01,2.74E+00,5.63E+01,6.41E-03,1.30E-02,1.89E-03,2.09E-01,4.46E+01,9.25E-02,9.14E+00,5.40E+00,1.13E+00,3.24E+00,2.23E+00,6.84E-01,5.36E-01,1.05E+00,1.00E+00,0.00E+00,0.00E+00
500,2.98E+01,6.54E-01,6.12E-01,1.68E-03,4.86E-02,9.09E-01,6.11E-02,8.70E+00,2.87E-01,3.78E-01,2.24E-02,2.47E-01,1.11E+00,2.88E+01,2.17E-03,1.47E-01,1.24E+00,7.10E-02,5.05E+02,6.06E+01,1.82E+00,1.79E+00,3.19E+00,6.53E+00,4.45E-01,2.26E-01,1.52E+00,2.11E+00,1.00E+00,0.00E+00,0.00E+00
501,1.09E+01,7.23E-01,7.33E-01,8.86E-03,1.35E-02,5.48E-02,7.89E-02,2.83E-02,1.49E-01,9.76E-03,2.12E+01,2.21E+00,6.41E-01,5.05E+01,2.86E-02,1.76E-03,2.11E+00,9.35E-01,6.04E+00,1.03E+02,5.72E-01,6.62E+00,8.83E-01,1.45E+01,1.40E-01,8.38E-01,4.21E-01,4.69E+00,1.00E+00,0.00E+00,0.00E+00
