,f13,f123,cmin,cmax,N
101,79.43282347242821,0.0012589254117941675,,,0.0
102,100.0,0.0012589254117941675,,,0.0
103,0.001,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
104,0.0012589254117941675,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
105,0.001584893192461114,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
106,0.001995262314968879,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
107,0.0025118864315095794,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
108,0.0031622776601683794,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
109,0.003981071705534973,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
110,0.005011872336272725,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
111,0.00630957344480193,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
112,0.007943282347242814,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
113,0.01,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
114,0.012589254117941675,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
115,0.01584893192461114,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
116,0.0199526231496888,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
117,0.025118864315095808,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
118,0.03162277660168379,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
119,0.039810717055349734,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
120,0.05011872336272725,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
121,0.06309573444801933,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
122,0.07943282347242818,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
123,0.1,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
124,0.12589254117941676,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
125,0.15848931924611143,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
126,0.19952623149688808,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
127,0.25118864315095824,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
128,0.31622776601683794,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
129,0.3981071705534973,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
130,0.5011872336272725,0.001584893192461114,0.3134425965501892,5.108333333333335,25.0
131,0.6309573444801936,0.001584893192461114,0.27903132787004165,5.108333333333335,26.0
132,0.7943282347242822,0.001584893192461114,0.27903132787004165,5.108333333333335,26.0
133,1.0,0.001584893192461114,0.27903132787004165,5.108333333333335,26.0
134,1.2589254117941675,0.001584893192461114,0.24839789738167165,5.108333333333335,27.0
135,1.584893192461114,0.001584893192461114,0.2211275554419927,5.108333333333335,28.0
136,1.9952623149688808,0.001584893192461114,0.19685108566204598,5.108333333333335,29.0
137,2.5118864315095824,0.001584893192461114,0.1388745493996076,5.108333333333335,32.0
138,3.1622776601683795,0.001584893192461114,0.027261638572745536,5.108333333333335,46.0
139,3.981071705534973,0.001584893192461114,5.1083333333333306e-05,2.014831928696068,92.0
140,5.011872336272725,0.001584893192461114,,,0.0
141,6.309573444801936,0.001584893192461114,,,0.0
142,7.943282347242821,0.001584893192461114,,,0.0
143,10.0,0.001584893192461114,,,0.0
144,12.589254117941687,0.001584893192461114,,,0.0
145,15.848931924611142,0.001584893192461114,,,0.0
146,19.952623149688787,0.001584893192461114,,,0.0
147,25.11886431509582,0.001584893192461114,,,0.0
148,31.622776601683793,0.001584893192461114,,,0.0
149,39.81071705534978,0.001584893192461114,,,0.0
150,50.11872336272725,0.001584893192461114,,,0.0
151,63.09573444801943,0.001584893192461114,,,0.0
152,79.43282347242821,0.001584893192461114,,,0.0
153,100.0,0.001584893192461114,,,0.0
154,0.001,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
155,0.0012589254117941675,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
156,0.001584893192461114,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
157,0.001995262314968879,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
158,0.0025118864315095794,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
159,0.0031622776601683794,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
160,0.003981071705534973,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
161,0.005011872336272725,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
162,0.00630957344480193,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
163,0.007943282347242814,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
164,0.01,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
165,0.012589254117941675,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
166,0.01584893192461114,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
167,0.0199526231496888,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
168,0.025118864315095808,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
169,0.03162277660168379,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
170,0.039810717055349734,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
171,0.05011872336272725,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
172,0.06309573444801933,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
173,0.07943282347242818,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
174,0.1,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
175,0.12589254117941676,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
176,0.15848931924611143,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
177,0.19952623149688808,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
178,0.25118864315095824,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
179,0.31622776601683794,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
180,0.3981071705534973,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
181,0.5011872336272725,0.001995262314968879,0.3134425965501892,5.108333333333335,25.0
182,0.6309573444801936,0.001995262314968879,0.27903132787004165,5.108333333333335,26.0
183,0.7943282347242822,0.001995262314968879,0.27903132787004165,5.108333333333335,26.0
184,1.0,0.001995262314968879,0.27903132787004165,5.108333333333335,26.0
185,1.2589254117941675,0.001995262314968879,0.24839789738167165,5.108333333333335,27.0
186,1.584893192461114,0.001995262314968879,0.2211275554419927,5.108333333333335,28.0
187,1.9952623149688808,0.001995262314968879,0.19685108566204598,5.108333333333335,29.0
188,2.5118864315095824,0.001995262314968879,0.1388745493996076,5.108333333333335,32.0
189,3.1622776601683795,0.001995262314968879,0.027261638572745536,5.108333333333335,46.0
190,3.981071705534973,0.001995262314968879,5.1083333333333306e-05,1.7936337775615598,91.0
191,5.011872336272725,0.001995262314968879,,,0.0
192,6.309573444801936,0.001995262314968879,,,0.0
193,7.943282347242821,0.001995262314968879,,,0.0
194,10.0,0.001995262314968879,,,0.0
195,12.589254117941687,0.001995262314968879,,,0.0
196,15.848931924611142,0.001995262314968879,,,0.0
197,19.952623149688787,0.001995262314968879,,,0.0
198,25.11886431509582,0.001995262314968879,,,0.0
199,31.622776601683793,0.001995262314968879,,,0.0
200,39.81071705534978,0.001995262314968879,,,0.0
201,50.11872336272725,0.001995262314968879,,,0.0
202,63.09573444801943,0.001995262314968879,,,0.0
203,79.43282347242821,0.001995262314968879,,,0.0
204,100.0,0.001995262314968879,,,0.0
205,0.001,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
206,0.0012589254117941675,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
207,0.001584893192461114,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
208,0.001995262314968879,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
209,0.0025118864315095794,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
210,0.0031622776601683794,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
211,0.003981071705534973,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
212,0.005011872336272725,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
213,0.00630957344480193,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
214,0.007943282347242814,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
215,0.01,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
216,0.012589254117941675,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
217,0.01584893192461114,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
218,0.0199526231496888,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
219,0.025118864315095808,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
220,0.03162277660168379,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
221,0.039810717055349734,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
222,0.05011872336272725,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
223,0.06309573444801933,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
224,0.07943282347242818,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
225,0.1,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
226,0.12589254117941676,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
227,0.15848931924611143,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
228,0.19952623149688808,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
229,0.25118864315095824,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
230,0.31622776601683794,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
231,0.3981071705534973,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
232,0.5011872336272725,0.0025118864315095794,0.3134425965501892,5.108333333333335,25.0
233,0.6309573444801936,0.0025118864315095794,0.27903132787004165,5.108333333333335,26.0
234,0.7943282347242822,0.0025118864315095794,0.27903132787004165,5.108333333333335,26.0
235,1.0,0.0025118864315095794,0.27903132787004165,5.108333333333335,26.0
236,1.2589254117941675,0.0025118864315095794,0.24839789738167165,5.108333333333335,27.0
237,1.584893192461114,0.0025118864315095794,0.2211275554419927,5.108333333333335,28.0
238,1.9952623149688808,0.0025118864315095794,0.19685108566204598,5.108333333333335,29.0
239,2.5118864315095824,0.0025118864315095794,0.1388745493996076,5.108333333333335,32.0
240,3.1622776601683795,0.0025118864315095794,0.027261638572745536,5.108333333333335,46.0
241,3.981071705534973,0.0025118864315095794,5.1083333333333306e-05,1.7936337775615598,91.0
242,5.011872336272725,0.0025118864315095794,,,0.0
243,6.309573444801936,0.0025118864315095794,,,0.0
244,7.943282347242821,0.0025118864315095794,,,0.0
245,10.0,0.0025118864315095794,,,0.0
246,12.589254117941687,0.0025118864315095794,,,0.0
247,15.848931924611142,0.0025118864315095794,,,0.0
248,19.952623149688787,0.0025118864315095794,,,0.0
249,25.11886431509582,0.0025118864315095794,,,0.0
250,31.622776601683793,0.0025118864315095794,,,0.0
251,39.81071705534978,0.0025118864315095794,,,0.0
252,50.11872336272725,0.0025118864315095794,,,0.0
253,63.09573444801943,0.0025118864315095794,,,0.0
254,79.43282347242821,0.0025118864315095794,,,0.0
255,100.0,0.0025118864315095794,,,0.0
256,0.001,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
257,0.0012589254117941675,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
258,0.001584893192461114,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
259,0.001995262314968879,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
260,0.0025118864315095794,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
261,0.0031622776601683794,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
262,0.003981071705534973,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
263,0.005011872336272725,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
264,0.00630957344480193,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
265,0.007943282347242814,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
266,0.01,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
267,0.012589254117941675,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
268,0.01584893192461114,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
269,0.0199526231496888,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
270,0.025118864315095808,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
271,0.03162277660168379,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
272,0.039810717055349734,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
273,0.05011872336272725,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
274,0.06309573444801933,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
275,0.07943282347242818,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
276,0.1,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
277,0.12589254117941676,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
278,0.15848931924611143,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
279,0.19952623149688808,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
280,0.25118864315095824,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
281,0.31622776601683794,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
282,0.3981071705534973,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
283,0.5011872336272725,0.0031622776601683794,0.3134425965501892,5.108333333333335,25.0
284,0.6309573444801936,0.0031622776601683794,0.27903132787004165,5.108333333333335,26.0
285,0.7943282347242822,0.0031622776601683794,0.27903132787004165,5.108333333333335,26.0
286,1.0,0.0031622776601683794,0.27903132787004165,5.108333333333335,26.0
287,1.2589254117941675,0.0031622776601683794,0.24839789738167165,5.108333333333335,27.0
288,1.584893192461114,0.0031622776601683794,0.2211275554419927,5.108333333333335,28.0
289,1.9952623149688808,0.0031622776601683794,0.19685108566204598,5.108333333333335,29.0
290,2.5118864315095824,0.0031622776601683794,0.1388745493996076,5.108333333333335,32.0
291,3.1622776601683795,0.0031622776601683794,0.027261638572745536,5.108333333333335,46.0
292,3.981071705534973,0.0031622776601683794,5.1083333333333306e-05,1.7936337775615598,91.0
293,5.011872336272725,0.0031622776601683794,,,0.0
294,6.309573444801936,0.0031622776601683794,,,0.0
295,7.943282347242821,0.0031622776601683794,,,0.0
296,10.0,0.0031622776601683794,,,0.0
297,12.589254117941687,0.0031622776601683794,,,0.0
298,15.848931924611142,0.0031622776601683794,,,0.0
299,19.952623149688787,0.0031622776601683794,,,0.0
300,25.11886431509582,0.0031622776601683794,,,0.0
301,31.622776601683793,0.0031622776601683794,,,0.0
302,39.81071705534978,0.0031622776601683794,,,0.0
303,50.11872336272725,0.0031622776601683794,,,0.0
304,63.09573444801943,0.0031622776601683794,,,0.0
305,79.43282347242821,0.0031622776601683794,,,0.0
306,100.0,0.0031622776601683794,,,0.0
307,0.001,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
308,0.0012589254117941675,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
309,0.001584893192461114,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
310,0.001995262314968879,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
311,0.0025118864315095794,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
312,0.0031622776601683794,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
313,0.003981071705534973,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
314,0.005011872336272725,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
315,0.00630957344480193,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
316,0.007943282347242814,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
317,0.01,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
318,0.012589254117941675,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
319,0.01584893192461114,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
320,0.0199526231496888,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
321,0.025118864315095808,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
322,0.03162277660168379,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
323,0.039810717055349734,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
324,0.05011872336272725,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
325,0.06309573444801933,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
326,0.07943282347242818,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
327,0.1,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
328,0.12589254117941676,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
329,0.15848931924611143,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
330,0.19952623149688808,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
331,0.25118864315095824,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
332,0.31622776601683794,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
333,0.3981071705534973,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
334,0.5011872336272725,0.003981071705534973,0.3134425965501892,5.108333333333335,25.0
335,0.6309573444801936,0.003981071705534973,0.27903132787004165,5.108333333333335,26.0
336,0.7943282347242822,0.003981071705534973,0.27903132787004165,5.108333333333335,26.0
337,1.0,0.003981071705534973,0.27903132787004165,5.108333333333335,26.0
338,1.2589254117941675,0.003981071705534973,0.24839789738167165,5.108333333333335,27.0
339,1.584893192461114,0.003981071705534973,0.2211275554419927,5.108333333333335,28.0
340,1.9952623149688808,0.003981071705534973,0.19685108566204598,5.108333333333335,29.0
341,2.5118864315095824,0.003981071705534973,0.1388745493996076,5.108333333333335,32.0
342,3.1622776601683795,0.003981071705534973,0.027261638572745536,5.108333333333335,46.0
343,3.981071705534973,0.003981071705534973,5.1083333333333306e-05,1.7936337775615598,91.0
344,5.011872336272725,0.003981071705534973,,,0.0
345,6.309573444801936,0.003981071705534973,,,0.0
346,7.943282347242821,0.003981071705534973,,,0.0
347,10.0,0.003981071705534973,,,0.0
348,12.589254117941687,0.003981071705534973,,,0.0
349,15.848931924611142,0.003981071705534973,,,0.0
350,19.952623149688787,0.003981071705534973,,,0.0
351,25.11886431509582,0.003981071705534973,,,0.0
352,31.622776601683793,0.003981071705534973,,,0.0
353,39.81071705534978,0.003981071705534973,,,0.0
354,50.11872336272725,0.003981071705534973,,,0.0
355,63.09573444801943,0.003981071705534973,,,0.0
356,79.43282347242821,0.003981071705534973,,,0.0
357,100.0,0.003981071705534973,,,0.0
358,0.001,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
359,0.0012589254117941675,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
360,0.001584893192461114,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
361,0.001995262314968879,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
362,0.0025118864315095794,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
363,0.0031622776601683794,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
364,0.003981071705534973,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
365,0.005011872336272725,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
366,0.00630957344480193,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
367,0.007943282347242814,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
368,0.01,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
369,0.012589254117941675,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
370,0.01584893192461114,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
371,0.0199526231496888,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
372,0.025118864315095808,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
373,0.03162277660168379,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
374,0.039810717055349734,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
375,0.05011872336272725,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
376,0.06309573444801933,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
377,0.07943282347242818,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
378,0.1,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
379,0.12589254117941676,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
380,0.15848931924611143,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
381,0.19952623149688808,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
382,0.25118864315095824,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
383,0.31622776601683794,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
384,0.3981071705534973,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
385,0.5011872336272725,0.005011872336272725,0.3134425965501892,5.108333333333335,25.0
