,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.480000E+02,4.010159E-03,2.770430E-02,1.373000E+02,4.548269E-03,2.708534E-02,1.283000E+02,5.239572E-03,2.612418E-02,1.203000E+02,6.197194E-03,2.460729E-02,1.131000E+02,7.710495E-03,2.212078E-02
gammam,1.168000E+02,7.852500E-03,2.135590E-02,1.235000E+02,6.223019E-03,2.410204E-02,1.308000E+02,5.226483E-03,2.579854E-02,1.392000E+02,4.519831E-03,2.691941E-02,1.491000E+02,3.976392E-03,2.769905E-02
gammamRNA,1.210000E+02,7.443850E-03,2.188381E-02,1.269000E+02,6.015224E-03,2.436464E-02,1.335000E+02,5.111575E-03,2.593119E-02,1.409000E+02,4.460420E-03,2.698184E-02,1.498000E+02,3.954537E-03,2.772473E-02
gammad,1.518000E+02,3.865599E-03,2.784934E-02,1.518000E+02,3.863642E-03,2.785422E-02,1.519000E+02,3.858916E-03,2.786584E-02,1.520000E+02,3.847531E-03,2.789397E-02,1.526000E+02,3.820257E-03,2.796188E-02
alphaass,1.488000E+02,3.984608E-03,2.770097E-02,1.381000E+02,4.536850E-03,2.695223E-02,1.291000E+02,5.256026E-03,2.584243E-02,1.211000E+02,6.272642E-03,2.413331E-02,1.138000E+02,7.943565E-03,2.133611E-02
alphadiss,1.294000E+02,7.452509E-03,1.900601E-02,1.345000E+02,5.984369E-03,2.198796E-02,1.399000E+02,5.033031E-03,2.432086E-02,1.459000E+02,4.336955E-03,2.630762E-02,1.529000E+02,3.794485E-03,2.810001E-02
phi0,1.472000E+02,4.041241E-03,2.767193E-02,1.363000E+02,4.613136E-03,2.700240E-02,1.271000E+02,5.361007E-03,2.594051E-02,1.189000E+02,6.428237E-03,2.422686E-02,1.115000E+02,8.222183E-03,2.130713E-02
f1,1.518000E+02,3.864992E-03,2.785096E-02,1.518000E+02,3.864992E-03,2.785096E-02,1.518000E+02,3.864993E-03,2.785096E-02,1.518000E+02,3.864994E-03,2.785095E-02,1.518000E+02,3.864993E-03,2.785096E-02
f2,1.524000E+02,3.850122E-03,2.780893E-02,1.368000E+02,4.355032E-03,2.892684E-02,1.244000E+02,4.999291E-03,2.950363E-02,1.139000E+02,5.916733E-03,2.916257E-02,1.046000E+02,7.485886E-03,2.709738E-02
f3,1.708000E+02,2.443385E-03,4.427957E-02,1.708000E+02,2.446025E-03,4.423166E-02,1.704000E+02,2.459842E-03,4.398053E-02,1.686000E+02,2.533216E-03,4.269145E-02,1.608000E+02,2.956457E-03,3.649337E-02
