,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,2.048000E+02,1.346972E-01,5.242285E+00,1.711000E+02,1.416118E-01,6.766369E+00,1.513000E+02,1.644335E-01,7.942330E+00,1.376000E+02,2.094397E-01,8.886961E+00,1.267000E+02,3.109326E-01,9.449019E+00
gammam,1.258000E+02,3.101087E-01,9.525697E+00,1.331000E+02,1.979782E-01,9.288224E+00,1.422000E+02,1.496476E-01,8.650419E+00,1.554000E+02,1.239007E-01,7.810709E+00,1.764000E+02,1.106105E-01,6.729205E+00
gammamRNA,1.273000E+02,2.950369E-01,9.446496E+00,1.371000E+02,1.987666E-01,8.862962E+00,1.498000E+02,1.554398E-01,7.932764E+00,1.688000E+02,1.332553E-01,6.786133E+00,2.023000E+02,1.262951E-01,5.281220E+00
gammad,1.242000E+02,3.510974E-01,9.513521E+00,1.243000E+02,3.545722E-01,9.405673E+00,1.245000E+02,3.631439E-01,9.149670E+00,1.252000E+02,3.848377E-01,8.557267E+00,1.273000E+02,4.426641E-01,7.264316E+00
alphaass,2.051000E+02,1.158537E-01,5.532159E+00,1.703000E+02,1.209470E-01,7.044017E+00,1.510000E+02,1.397563E-01,8.119398E+00,1.385000E+02,1.760755E-01,8.948466E+00,1.293000E+02,2.524114E-01,9.479992E+00
alphadiss,1.267000E+02,2.943285E-01,9.527588E+00,1.358000E+02,1.871995E-01,9.129077E+00,1.479000E+02,1.422694E-01,8.311542E+00,1.667000E+02,1.198779E-01,7.225630E+00,2.011000E+02,1.127406E-01,5.693889E+00
phi0,2.064000E+02,1.348326E-01,5.178749E+00,1.713000E+02,1.415466E-01,6.760683E+00,1.509000E+02,1.652529E-01,7.969550E+00,1.369000E+02,2.130245E-01,8.931765E+00,1.258000E+02,3.258796E-01,9.458518E+00
f1,1.246000E+02,3.349895E-01,9.555733E+00,1.245000E+02,3.408898E-01,9.521368E+00,1.242000E+02,3.563563E-01,9.431719E+00,1.234000E+02,3.996444E-01,9.185056E+00,1.207000E+02,5.472347E-01,8.395972E+00
f2,1.848000E+02,5.550448E-01,2.865029E+00,1.664000E+02,4.248607E-01,4.297203E+00,1.502000E+02,3.623364E-01,5.894853E+00,1.362000E+02,3.374203E-01,7.694003E+00,1.232000E+02,3.576760E-01,9.605996E+00
f3,1.762000E+02,4.873985E-01,3.084155E+00,1.592000E+02,3.799698E-01,4.629275E+00,1.454000E+02,3.347996E-01,6.238833E+00,1.338000E+02,3.246557E-01,7.937181E+00,1.231000E+02,3.604618E-01,9.610418E+00
f12,1.257000E+02,1.131620E-01,9.037437E+00,1.257000E+02,1.134370E-01,9.043811E+00,1.256000E+02,1.144228E-01,9.066049E+00,1.255000E+02,1.181333E-01,9.143479E+00,1.250000E+02,1.352981E-01,9.402962E+00
f13,1.244000E+02,3.314683E-01,9.536583E+00,1.244000E+02,3.317366E-01,9.535507E+00,1.244000E+02,3.330026E-01,9.530653E+00,1.243000E+02,3.391190E-01,9.506642E+00,1.241000E+02,3.720821E-01,9.371676E+00
f23,1.242000E+02,3.531216E-01,9.450385E+00,1.242000E+02,3.531109E-01,9.450516E+00,1.242000E+02,3.530384E-01,9.451395E+00,1.243000E+02,3.525457E-01,9.457581E+00,1.243000E+02,3.492201E-01,9.499147E+00
f123,1.243000E+02,3.530912E-01,9.451148E+00,1.243000E+02,3.528964E-01,9.455603E+00,1.244000E+02,3.518879E-01,9.478951E+00,1.250000E+02,3.468482E-01,9.600149E+00,1.281000E+02,3.257665E-01,1.023784E+01
kb1,1.246000E+02,3.746505E-01,9.942644E+00,1.230000E+02,3.061352E-01,7.706835E+00,1.217000E+02,2.820263E-01,5.601796E+00,1.208000E+02,2.874528E-01,3.769033E+00,1.206000E+02,3.375467E-01,2.237358E+00
kb2,2.416000E+02,3.023934E-01,5.198384E+00,2.069000E+02,2.277627E-01,7.265612E+00,1.794000E+02,1.957005E-01,8.691931E+00,1.562000E+02,1.888334E-01,9.631128E+00,1.365000E+02,2.249393E-01,9.999250E+00
kb3,1.852000E+02,4.104504E-01,3.104156E+00,1.664000E+02,3.137516E-01,4.699409E+00,1.512000E+02,2.775528E-01,6.255536E+00,1.387000E+02,2.748999E-01,7.785551E+00,1.277000E+02,3.190405E-01,9.158261E+00
ku1,1.630000E+02,9.911671E-02,7.814389E+00,1.520000E+02,1.215366E-01,8.371412E+00,1.422000E+02,1.559828E-01,8.900660E+00,1.336000E+02,2.143859E-01,9.340458E+00,1.251000E+02,3.368605E-01,9.472577E+00
ku2,1.255000E+02,3.294817E-01,9.578701E+00,1.333000E+02,2.430660E-01,9.965819E+00,1.409000E+02,2.091910E-01,9.982198E+00,1.490000E+02,1.939959E-01,9.837095E+00,1.577000E+02,1.883521E-01,9.582435E+00
ku3,1.277000E+02,3.106682E-01,9.150178E+00,1.377000E+02,2.644136E-01,7.811921E+00,1.495000E+02,2.663545E-01,6.300196E+00,1.640000E+02,3.015644E-01,4.747301E+00,1.824000E+02,3.959906E-01,3.139184E+00
