,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,9.020000E+01,3.186517E-02,5.977803E-01,8.100000E+01,2.464908E-02,9.237342E-01,7.210000E+01,2.684622E-02,1.163817E+00,6.510000E+01,3.459280E-02,1.372841E+00,6.040000E+01,5.391093E-02,1.562583E+00
gammam,7.050000E+01,8.417769E-02,1.210838E+00,7.290000E+01,4.687479E-02,1.129424E+00,7.760000E+01,3.359560E-02,9.981127E-01,8.400000E+01,2.880607E-02,8.273030E-01,9.070000E+01,3.372660E-02,5.738309E-01
gammamRNA,6.350000E+01,5.888426E-02,1.514169E+00,6.720000E+01,3.637423E-02,1.339467E+00,7.350000E+01,2.773754E-02,1.143619E+00,8.140000E+01,2.507933E-02,9.198681E-01,8.990000E+01,3.091690E-02,6.199832E-01
gammad,9.220000E+01,3.723551E-02,4.995348E-01,9.220000E+01,3.743779E-02,4.972959E-01,9.210000E+01,3.793456E-02,4.918953E-01,9.190000E+01,3.918323E-02,4.788977E-01,9.130000E+01,4.249363E-02,4.479406E-01
alphaass,9.000000E+01,3.193169E-02,5.994817E-01,8.120000E+01,2.555813E-02,9.005955E-01,7.280000E+01,2.830331E-02,1.114260E+00,6.610000E+01,3.708290E-02,1.292164E+00,6.200000E+01,5.975528E-02,1.442685E+00
alphadiss,6.220000E+01,6.111470E-02,1.439345E+00,6.630000E+01,3.754434E-02,1.289304E+00,7.290000E+01,2.851924E-02,1.111396E+00,8.130000E+01,2.567996E-02,8.976734E-01,9.010000E+01,3.212359E-02,5.958790E-01
phi0,8.990000E+01,3.113326E-02,6.135649E-01,8.040000E+01,2.462116E-02,9.378398E-01,7.160000E+01,2.717900E-02,1.178558E+00,6.460000E+01,3.555677E-02,1.388982E+00,6.010000E+01,5.726286E-02,1.578644E+00
f1,9.190000E+01,3.453397E-02,5.327601E-01,8.860000E+01,2.149239E-02,8.313641E-01,8.320000E+01,1.843217E-02,1.046213E+00,7.810000E+01,1.794196E-02,1.223052E+00,7.360000E+01,1.884241E-02,1.381342E+00
f2,9.140000E+01,4.172263E-02,4.568495E-01,9.120000E+01,4.222741E-02,4.587861E-01,9.070000E+01,4.376520E-02,4.642143E-01,8.910000E+01,4.885865E-02,4.782666E-01,8.380000E+01,6.976349E-02,5.063301E-01
f3,9.150000E+01,4.159661E-02,4.558749E-01,9.140000E+01,4.159000E-02,4.559355E-01,9.140000E+01,4.154521E-02,4.563410E-01,9.150000E+01,4.124059E-02,4.591413E-01,9.160000E+01,3.928020E-02,4.781101E-01
