,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,6.639000E+02,5.632554E-01,6.810463E+00,5.960500E+02,6.534676E-01,8.672873E+00,5.525000E+02,8.185873E-01,9.698096E+00,5.230500E+02,1.091790E+00,9.860716E+00,5.045500E+02,1.612910E+00,8.767800E+00
gammam,6.760500E+02,1.239972E+00,6.765763E+00,5.960000E+02,8.071292E-01,8.744378E+00,5.352500E+02,5.576005E-01,9.996330E+00,4.934000E+02,4.000271E-01,1.044582E+01,4.743000E+02,3.039548E-01,9.837413E+00
gammamRNA,5.052500E+02,1.613425E+00,8.873660E+00,5.230000E+02,1.095474E+00,9.928551E+00,5.516500E+02,8.228655E-01,9.736460E+00,5.945500E+02,6.575684E-01,8.700049E+00,6.613500E+02,5.663610E-01,6.849315E+00
gammad,5.756000E+02,7.149991E-01,9.318427E+00,5.750500E+02,7.154308E-01,9.239060E+00,5.739500E+02,7.166898E-01,9.049092E+00,5.719000E+02,7.209675E-01,8.600496E+00,5.702000E+02,7.385329E-01,7.569477E+00
alphaass,6.120000E+02,6.004544E-01,8.287532E+00,5.749500E+02,7.154278E-01,9.214629E+00,5.507500E+02,8.887658E-01,9.541659E+00,5.367500E+02,1.159912E+00,9.186546E+00,5.323500E+02,1.652943E+00,7.899353E+00
alphadiss,5.324000E+02,1.638875E+00,7.938698E+00,5.371000E+02,1.147706E+00,9.213752E+00,5.517500E+02,8.780358E-01,9.540628E+00,5.770000E+02,7.061536E-01,9.171148E+00,6.158000E+02,5.931076E-01,8.183167E+00
phi0,6.629000E+02,5.637762E-01,6.837184E+00,5.958500E+02,6.538197E-01,8.676785E+00,5.526500E+02,8.174191E-01,9.694565E+00,5.234000E+02,1.086821E+00,9.865657E+00,5.048500E+02,1.595800E+00,8.811963E+00
f1,5.749500E+02,7.156211E-01,9.215277E+00,5.747500E+02,7.160720E-01,9.215308E+00,5.737500E+02,7.185252E-01,9.215170E+00,5.686500E+02,7.322083E-01,9.205675E+00,5.477000E+02,8.189382E-01,8.945193E+00
f2,5.750000E+02,7.146001E-01,9.222466E+00,5.750000E+02,7.147425E-01,9.221411E+00,5.749500E+02,7.157137E-01,9.214217E+00,5.745000E+02,7.223849E-01,9.164818E+00,5.722500E+02,7.704937E-01,8.811684E+00
f3,5.749000E+02,7.154509E-01,9.217119E+00,5.757000E+02,7.203471E-01,9.142358E+00,5.783000E+02,7.360190E-01,8.908731E+00,5.865000E+02,7.863423E-01,8.213424E+00,6.114500E+02,9.540600E-01,6.401290E+00
