,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,3.383000E+02,3.789157E-02,3.069025E+00,2.635000E+02,4.561548E-02,4.790364E+00,2.308000E+02,6.629622E-02,6.039562E+00,2.108000E+02,1.000387E-01,6.779852E+00,1.966000E+02,1.563092E-01,6.887141E+00
gammam,3.340000E+02,2.719160E-01,4.180243E+00,2.791000E+02,1.169313E-01,6.079960E+00,2.491000E+02,6.640164E-02,6.122070E+00,2.519000E+02,4.801906E-02,4.751547E+00,3.121000E+02,4.521856E-02,2.944124E+00
gammamRNA,3.580000E+02,2.270342E-01,3.158425E+00,2.872000E+02,1.043255E-01,4.603964E+00,2.424000E+02,4.970097E-02,5.461086E+00,2.233000E+02,2.555837E-02,5.112391E+00,2.513000E+02,2.171182E-02,3.459111E+00
gammad,2.457000E+02,5.348949E-02,5.481908E+00,2.457000E+02,5.353441E-02,5.470584E+00,2.459000E+02,5.364322E-02,5.443371E+00,2.463000E+02,5.390769E-02,5.378565E+00,2.473000E+02,5.455772E-02,5.227374E+00
alphaass,2.781000E+02,4.003989E-02,4.368408E+00,2.489000E+02,5.178108E-02,5.314037E+00,2.307000E+02,6.887462E-02,5.993900E+00,2.181000E+02,9.213215E-02,6.395229E+00,2.094000E+02,1.239575E-01,6.500220E+00
alphadiss,1.995000E+02,4.867782E-01,4.515968E+00,2.007000E+02,2.371532E-01,5.847671E+00,2.070000E+02,1.393191E-01,6.467136E+00,2.206000E+02,8.653248E-02,6.332500E+00,2.450000E+02,5.453136E-02,5.459481E+00
phi0,2.261000E+02,7.183994E-02,6.232819E+00,2.068000E+02,1.116762E-01,6.871529E+00,1.928000E+02,1.815110E-01,6.781956E+00,1.805000E+02,3.207445E-01,5.984851E+00,1.639000E+02,6.621132E-01,4.681857E+00
f1,2.974000E+02,7.419919E-02,2.702042E+00,2.645000E+02,5.686987E-02,3.880874E+00,2.507000E+02,5.372420E-02,4.896371E+00,2.425000E+02,5.425567E-02,5.915499E+00,2.367000E+02,5.628232E-02,6.990331E+00
f2,2.463000E+02,5.346303E-02,5.403953E+00,2.462000E+02,5.347070E-02,5.404384E+00,2.462000E+02,5.352347E-02,5.407389E+00,2.459000E+02,5.388411E-02,5.427582E+00,2.438000E+02,5.638781E-02,5.551369E+00
f3,2.455000E+02,5.249261E-02,5.525217E+00,2.457000E+02,5.292645E-02,5.488137E+00,2.466000E+02,5.505983E-02,5.310822E+00,2.527000E+02,6.567343E-02,4.549702E+00,3.045000E+02,1.266513E-01,2.517630E+00
f12,2.465000E+02,5.409711E-02,5.142047E+00,2.464000E+02,5.409609E-02,5.142719E+00,2.465000E+02,5.408858E-02,5.147321E+00,2.464000E+02,5.403937E-02,5.178614E+00,2.461000E+02,5.376870E-02,5.390820E+00
f13,2.460000E+02,5.372770E-02,5.420369E+00,2.461000E+02,5.376517E-02,5.417768E+00,2.462000E+02,5.401748E-02,5.400318E+00,2.470000E+02,5.574701E-02,5.282605E+00,2.549000E+02,6.916972E-02,4.481931E+00
f23,2.459000E+02,5.356579E-02,5.431833E+00,2.461000E+02,5.392305E-02,5.406633E+00,2.469000E+02,5.546469E-02,5.299808E+00,2.508000E+02,6.217879E-02,4.870378E+00,2.755000E+02,9.515567E-02,3.424312E+00
f123,2.458000E+02,5.340141E-02,5.437616E+00,2.467000E+02,5.469435E-02,5.369061E+00,2.492000E+02,5.791224E-02,5.204156E+00,2.556000E+02,6.643875E-02,4.803489E+00,2.769000E+02,9.408482E-02,3.797579E+00
kb1,2.545000E+02,6.023391E-02,4.803553E+00,2.392000E+02,4.878523E-02,5.988026E+00,2.310000E+02,4.393898E-02,6.397440E+00,2.239000E+02,4.294988E-02,5.926989E+00,2.179000E+02,4.681027E-02,4.592115E+00
kb2,2.489000E+02,1.308531E-01,2.236700E+01,2.472000E+02,8.785183E-02,1.320669E+01,2.455000E+02,6.176068E-02,7.155796E+00,2.493000E+02,4.580113E-02,3.738702E+00,2.815000E+02,4.322877E-02,1.712088E+00
kb3,2.477000E+02,5.367402E-02,5.900526E+00,2.428000E+02,5.408406E-02,4.513546E+00,2.387000E+02,5.556831E-02,3.300409E+00,2.359000E+02,5.976547E-02,2.220843E+00,2.352000E+02,7.240049E-02,1.263711E+00
ku1,2.243000E+02,4.226410E-02,4.752193E+00,2.281000E+02,3.965201E-02,6.050706E+00,2.330000E+02,4.208338E-02,6.451478E+00,2.399000E+02,4.827308E-02,5.989375E+00,2.546000E+02,6.113341E-02,4.762804E+00
ku2,2.948000E+02,3.620142E-02,2.658015E+00,2.345000E+02,6.833004E-02,6.796715E+00,2.095000E+02,1.593480E-01,1.263497E+01,1.928000E+02,3.811753E-01,1.962404E+01,1.777000E+02,1.002537E+00,2.372349E+01
ku3,2.717000E+02,3.345609E-02,4.835883E+00,2.468000E+02,5.278598E-02,5.407906E+00,2.305000E+02,8.844451E-02,5.582041E+00,2.149000E+02,1.674165E-01,5.479581E+00,1.890000E+02,4.238514E-01,4.757973E+00
bcoop12,2.116000E+02,2.710109E-01,1.452029E+01,2.227000E+02,1.502345E-01,1.212088E+01,2.332000E+02,8.870255E-02,8.699938E+00,2.453000E+02,5.507874E-02,5.568672E+00,2.621000E+02,3.641343E-02,3.260620E+00
bcoop23,2.289000E+02,5.350569E-01,2.214884E+01,2.321000E+02,2.455332E-01,1.988169E+01,2.351000E+02,1.452241E-01,1.489828E+01,2.378000E+02,9.410950E-02,1.038967E+01,2.420000E+02,6.441142E-02,6.893920E+00
bcoop13,2.198000E+02,1.566534E-01,1.242837E+01,2.296000E+02,9.405939E-02,9.116018E+00,2.419000E+02,6.010627E-02,6.132923E+00,2.597000E+02,4.170096E-02,3.792781E+00,2.982000E+02,3.691542E-02,1.950293E+00
bcoop123,1.999000E+02,7.183256E-01,1.226255E+01,2.080000E+02,3.368131E-01,1.389232E+01,2.163000E+02,1.876367E-01,1.239555E+01,2.256000E+02,1.128070E-01,9.715789E+00,2.367000E+02,7.116987E-02,6.998045E+00
ucoop12,3.613000E+02,3.051704E-02,1.574550E+00,2.763000E+02,3.409048E-02,3.483956E+00,2.429000E+02,5.759798E-02,5.717453E+00,2.238000E+02,1.009500E-01,8.278476E+00,2.111000E+02,1.771424E-01,1.085520E+01
ucoop23,2.372000E+02,6.407006E-02,5.632382E+00,2.193000E+02,9.971244E-02,5.933351E+00,2.047000E+02,1.610429E-01,5.882906E+00,1.909000E+02,2.823903E-01,5.414042E+00,1.723000E+02,5.892731E-01,4.438306E+00
ucoop13,2.638000E+02,3.823001E-02,4.905914E+00,2.423000E+02,5.863731E-02,5.520337E+00,2.248000E+02,9.689068E-02,5.854352E+00,2.084000E+02,1.809911E-01,5.702923E+00,1.871000E+02,4.301011E-01,4.777512E+00
ucoop123,2.553000E+02,4.519051E-02,5.189821E+00,2.322000E+02,7.331846E-02,5.713821E+00,2.149000E+02,1.228416E-01,5.853871E+00,2.003000E+02,2.226042E-01,5.518321E+00,1.820000E+02,4.904605E-01,4.569372E+00
