,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.444000E+02,1.601608E-01,3.358211E+00,1.119000E+02,2.085169E-01,5.574310E+00,9.320000E+01,2.999376E-01,7.351500E+00,8.120000E+01,4.704757E-01,8.408272E+00,7.260000E+01,8.506651E-01,7.891527E+00
gammam,6.640000E+01,6.030281E-01,1.073297E+01,6.560000E+01,2.900707E-01,1.233087E+01,6.810000E+01,1.640239E-01,1.172386E+01,7.650000E+01,9.882437E-02,1.110403E+01,9.430000E+01,6.157234E-02,1.131586E+01
gammamRNA,7.100000E+01,8.782258E-01,7.704079E+00,7.770000E+01,4.902830E-01,8.236494E+00,8.770000E+01,3.128365E-01,7.350933E+00,1.042000E+02,2.150652E-01,5.809281E+00,1.347000E+02,1.593267E-01,3.766245E+00
gammad,6.790000E+01,1.613707E+00,5.828393E+00,6.780000E+01,1.596654E+00,5.837151E+00,6.760000E+01,1.558184E+00,5.852031E+00,6.710000E+01,1.479155E+00,5.855409E+00,6.620000E+01,1.346785E+00,5.722882E+00
alphaass,1.296000E+02,9.483204E-02,5.921903E+00,9.740000E+01,1.326002E-01,8.349684E+00,8.150000E+01,2.009887E-01,1.018450E+01,7.340000E+01,3.320074E-01,1.116099E+01,6.940000E+01,6.466159E-01,9.939552E+00
alphadiss,6.930000E+01,6.405327E-01,9.971231E+00,7.300000E+01,3.257973E-01,1.114255E+01,8.110000E+01,1.953894E-01,1.010897E+01,9.750000E+01,1.273165E-01,8.266685E+00,1.313000E+02,8.991476E-02,5.829100E+00
phi0,1.440000E+02,1.604521E-01,3.385122E+00,1.116000E+02,2.095952E-01,5.605880E+00,9.290000E+01,3.025036E-01,7.383353E+00,8.100000E+01,4.767971E-01,8.419751E+00,7.240000E+01,8.700194E-01,7.836511E+00
f1,6.780000E+01,1.590686E+00,5.840004E+00,6.770000E+01,1.590773E+00,5.839683E+00,6.780000E+01,1.591390E+00,5.837583E+00,6.770000E+01,1.595573E+00,5.823061E+00,6.770000E+01,1.624730E+00,5.723961E+00
f2,7.060000E+01,1.004364E+00,9.029421E+00,7.060000E+01,1.009892E+00,8.982005E+00,7.040000E+01,1.026855E+00,8.839630E+00,7.000000E+01,1.080331E+00,8.420608E+00,6.890000E+01,1.266766E+00,7.239373E+00
f3,6.950000E+01,9.775418E-01,9.528863E+00,6.950000E+01,9.847390E-01,9.459277E+00,6.940000E+01,1.007833E+00,9.243065E+00,6.900000E+01,1.081956E+00,8.609355E+00,6.820000E+01,1.326605E+00,7.013271E+00
f12,8.210000E+01,9.734070E-01,3.455800E+00,7.820000E+01,9.222707E-01,4.694852E+00,7.460000E+01,9.804109E-01,5.702180E+00,7.130000E+01,1.155193E+00,6.227863E+00,6.790000E+01,1.554663E+00,5.895834E+00
f13,6.780000E+01,1.586728E+00,5.854242E+00,6.780000E+01,1.587430E+00,5.851720E+00,6.770000E+01,1.590930E+00,5.839116E+00,6.780000E+01,1.608732E+00,5.776026E+00,6.770000E+01,1.705196E+00,5.455804E+00
f23,6.780000E+01,1.592291E+00,5.834273E+00,6.780000E+01,1.614155E+00,5.757007E+00,6.770000E+01,1.657195E+00,5.610647E+00,6.760000E+01,1.745802E+00,5.330962E+00,6.760000E+01,1.948876E+00,4.782800E+00
f123,6.730000E+01,9.727414E-01,8.746565E+00,6.740000E+01,9.899924E-01,8.634880E+00,6.740000E+01,1.026636E+00,8.404690E+00,6.750000E+01,1.109588E+00,7.918192E+00,6.760000E+01,1.330223E+00,6.827825E+00
kb1,7.810000E+01,1.388973E+00,4.418772E+00,7.450000E+01,1.300357E+00,5.505417E+00,7.150000E+01,1.335894E+00,6.084864E+00,6.890000E+01,1.467915E+00,6.093565E+00,6.680000E+01,1.760690E+00,5.424615E+00
kb2,6.780000E+01,1.563182E+00,5.945268E+00,6.850000E+01,1.254988E+00,7.409653E+00,6.880000E+01,1.112591E+00,8.322631E+00,6.920000E+01,1.045353E+00,8.825557E+00,6.920000E+01,1.014456E+00,9.074947E+00
kb3,8.000000E+01,2.950636E+00,1.158011E+01,7.590000E+01,2.184097E+00,1.092105E+01,7.250000E+01,1.815060E+00,9.167835E+00,6.930000E+01,1.630116E+00,7.046665E+00,6.660000E+01,1.599701E+00,4.875648E+00
ku1,6.590000E+01,2.119078E+00,4.627437E+00,6.660000E+01,1.822750E+00,5.275191E+00,6.740000E+01,1.643284E+00,5.713834E+00,6.830000E+01,1.522310E+00,5.991849E+00,6.930000E+01,1.436424E+00,6.134323E+00
ku2,6.870000E+01,1.153135E+00,8.036743E+00,6.850000E+01,1.231174E+00,7.543845E+00,6.820000E+01,1.347467E+00,6.903386E+00,6.790000E+01,1.526736E+00,6.089392E+00,6.750000E+01,1.832365E+00,5.047701E+00
ku3,6.780000E+01,1.586662E+00,5.848423E+00,6.730000E+01,1.720975E+00,5.571762E+00,6.680000E+01,1.887524E+00,5.247494E+00,6.630000E+01,2.103252E+00,4.863674E+00,6.590000E+01,2.390605E+00,4.420502E+00
bcoop12,7.810000E+01,1.389371E+00,4.411188E+00,7.450000E+01,1.299975E+00,5.502873E+00,7.150000E+01,1.335595E+00,6.084883E+00,6.890000E+01,1.468261E+00,6.092941E+00,6.680000E+01,1.763211E+00,5.418581E+00
bcoop23,7.560000E+01,2.866761E+00,8.554686E+00,7.190000E+01,2.105186E+00,7.775161E+00,6.880000E+01,1.694371E+00,6.392336E+00,6.610000E+01,1.452481E+00,4.868883E+00,6.380000E+01,1.339444E+00,3.392710E+00
bcoop13,6.990000E+01,8.893466E-01,7.055754E+00,7.260000E+01,5.554055E-01,6.260333E+00,7.630000E+01,4.192988E-01,4.545852E+00,8.200000E+01,3.584236E-01,2.888578E+00,9.000000E+01,3.505273E-01,1.601598E+00
bcoop123,6.700000E+01,2.149245E+00,4.826991E+00,6.750000E+01,1.769356E+00,5.492549E+00,6.800000E+01,1.521151E+00,5.979467E+00,6.830000E+01,1.340502E+00,6.346114E+00,6.870000E+01,1.200860E+00,6.621523E+00
ucoop12,6.700000E+01,1.743962E+00,5.467615E+00,6.900000E+01,1.465842E+00,6.090616E+00,7.150000E+01,1.340710E+00,6.054469E+00,7.450000E+01,1.310037E+00,5.464008E+00,7.820000E+01,1.403308E+00,4.380425E+00
ucoop23,1.579000E+02,1.010929E-01,1.620795E+00,1.267000E+02,1.111635E-01,3.679004E+00,1.034000E+02,1.685777E-01,5.935855E+00,8.770000E+01,2.946730E-01,7.976787E+00,7.600000E+01,6.151200E-01,8.497818E+00
ucoop13,7.520000E+01,5.599613E-01,7.745825E+00,7.340000E+01,6.566602E-01,7.899333E+00,7.170000E+01,7.982597E-01,7.779437E+00,7.000000E+01,1.024697E+00,7.268696E+00,6.810000E+01,1.451654E+00,6.167185E+00
ucoop123,8.120000E+01,3.768548E-01,6.520150E+00,7.770000E+01,4.502118E-01,7.350900E+00,7.480000E+01,5.620536E-01,7.887079E+00,7.210000E+01,7.516846E-01,7.894106E+00,6.930000E+01,1.144449E+00,6.961819E+00
