,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,5.785500E+02,1.286415E-01,1.269619E+02,5.203500E+02,1.724647E-01,1.407936E+02,4.933000E+02,2.653013E-01,1.512490E+02,4.013000E+02,1.435329E+00,1.000391E+02,2.548000E+02,4.681283E+00,3.230627E+01
gammam,2.841000E+02,4.193924E+00,3.420228E+01,4.394000E+02,1.088513E+00,1.109509E+02,5.047000E+02,2.390081E-01,1.467488E+02,5.207000E+02,1.548531E-01,1.408896E+02,5.641500E+02,1.142592E-01,1.326672E+02
gammamRNA,2.512000E+02,4.870964E+00,3.089244E+01,3.864000E+02,1.676153E+00,9.014850E+01,4.927000E+02,2.735083E-01,1.515498E+02,5.188500E+02,1.745850E-01,1.412693E+02,5.748500E+02,1.295132E-01,1.275560E+02
gammad,5.095500E+02,1.937563E-01,1.465159E+02,5.099000E+02,1.940421E-01,1.415807E+02,5.098500E+02,1.942490E-01,1.310150E+02,5.064000E+02,1.930898E-01,1.113004E+02,4.910000E+02,1.870262E-01,8.214513E+01
alphaass,5.740000E+02,1.233056E-01,1.311876E+02,5.222500E+02,1.634793E-01,1.410038E+02,5.004000E+02,2.446452E-01,1.476270E+02,4.416000E+02,9.869881E-01,1.171770E+02,2.780000E+02,4.198802E+00,3.486111E+01
alphadiss,2.748000E+02,4.312882E+00,3.376217E+01,4.341000E+02,1.085344E+00,1.121164E+02,5.002000E+02,2.469322E-01,1.476939E+02,5.220500E+02,1.637900E-01,1.410595E+02,5.742500E+02,1.231345E-01,1.311540E+02
phi0,5.674500E+02,1.330556E-01,1.289264E+02,5.165000E+02,1.791102E-01,1.421367E+02,4.913000E+02,2.811335E-01,1.518739E+02,3.824000E+02,1.727092E+00,8.809243E+01,2.502000E+02,4.869673E+00,3.081196E+01
f1,5.220000E+02,1.173551E-01,1.487163E+02,5.215000E+02,1.200287E-01,1.485725E+02,5.196000E+02,1.310103E-01,1.479848E+02,5.113500E+02,1.827236E-01,1.452579E+02,4.213000E+02,9.543573E-01,1.020261E+02
f2,5.098000E+02,1.937602E-01,1.446859E+02,5.097000E+02,1.938836E-01,1.446739E+02,5.094000E+02,1.946342E-01,1.446012E+02,5.075000E+02,1.993916E-01,1.441544E+02,4.976000E+02,2.407382E-01,1.410093E+02
f3,6.085500E+02,1.391445E-01,1.507034E+02,5.450500E+02,1.559477E-01,1.491940E+02,5.126500E+02,1.877733E-01,1.452875E+02,4.912000E+02,2.952821E-01,1.378633E+02,2.891000E+02,2.969409E+00,4.073063E+01
f12,5.097000E+02,1.938861E-01,1.446743E+02,5.097500E+02,1.939497E-01,1.446726E+02,5.098000E+02,1.943603E-01,1.446615E+02,5.101000E+02,1.970817E-01,1.445889E+02,5.124000E+02,2.189043E-01,1.440388E+02
f13,5.097000E+02,1.938872E-01,1.446743E+02,5.097500E+02,1.941082E-01,1.446693E+02,5.098500E+02,1.952160E-01,1.446443E+02,5.106000E+02,2.010267E-01,1.445145E+02,5.146000E+02,2.424570E-01,1.436148E+02
