,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.594000E+02,1.559652E-02,2.477535E+01,1.175000E+02,2.151197E-02,2.623250E+01,9.560000E+01,3.036325E-02,2.740870E+01,8.150000E+01,4.386998E-02,2.829809E+01,7.130000E+01,6.478954E-02,2.854683E+01
gammam,1.031000E+02,6.507168E-02,2.305642E+01,1.106000E+02,4.362020E-02,2.354637E+01,1.225000E+02,3.021299E-02,2.366801E+01,1.432000E+02,2.130153E-02,2.365432E+01,1.863000E+02,1.523006E-02,2.345467E+01
gammamRNA,8.660000E+01,6.568954E-02,2.650339E+01,9.470000E+01,4.305245E-02,2.651738E+01,1.069000E+02,2.942857E-02,2.596780E+01,1.274000E+02,2.081527E-02,2.521376E+01,1.691000E+02,1.518866E-02,2.422868E+01
gammad,2.822000E+02,1.215697E-02,2.296047E+01,2.824000E+02,1.215839E-02,2.294520E+01,2.828000E+02,1.216185E-02,2.290539E+01,2.839000E+02,1.217012E-02,2.281425E+01,2.865000E+02,1.219115E-02,2.259049E+01
alphaass,1.651000E+02,1.538569E-02,2.441264E+01,1.212000E+02,2.140016E-02,2.552988E+01,9.880000E+01,3.050245E-02,2.630090E+01,8.490000E+01,4.456373E-02,2.674722E+01,7.490000E+01,6.666926E-02,2.654801E+01
alphadiss,7.500000E+01,6.756087E-02,2.660261E+01,8.490000E+01,4.514082E-02,2.679627E+01,9.870000E+01,3.086638E-02,2.633488E+01,1.207000E+02,2.162768E-02,2.555919E+01,1.636000E+02,1.552635E-02,2.444777E+01
phi0,1.648000E+02,1.521303E-02,2.463787E+01,1.196000E+02,2.101420E-02,2.613856E+01,9.660000E+01,2.971975E-02,2.734058E+01,8.210000E+01,4.304665E-02,2.826467E+01,7.160000E+01,6.376705E-02,2.855798E+01
f1,3.014000E+02,1.212045E-02,2.299742E+01,2.985000E+02,1.212504E-02,2.299486E+01,2.821000E+02,1.215754E-02,2.295831E+01,2.215000E+02,1.239324E-02,2.260659E+01,1.292000E+02,1.440553E-02,1.979199E+01
f2,2.844000E+02,9.870570E-03,2.297086E+01,2.830000E+02,1.132353E-02,2.296336E+01,2.739000E+02,2.260321E-02,2.290464E+01,1.850000E+02,9.732248E-02,2.096319E+01,9.100000E+01,2.984384E-01,7.711901E+00
f3,2.917000E+02,1.213604E-02,2.297988E+01,2.826000E+02,1.215633E-02,2.295998E+01,2.509000E+02,1.225561E-02,2.283441E+01,1.855000E+02,1.276972E-02,2.204638E+01,1.148000E+02,1.596773E-02,1.869504E+01
f12,2.823000E+02,1.213835E-02,2.295957E+01,2.821000E+02,1.218132E-02,2.295857E+01,2.811000E+02,1.245940E-02,2.295421E+01,2.744000E+02,1.446851E-02,2.292110E+01,2.190000E+02,5.165647E-02,2.228768E+01
f13,2.603000E+02,1.212184E-02,2.360389E+01,2.077000E+02,1.204055E-02,2.634248E+01,1.796000E+02,1.204692E-02,2.918462E+01,1.608000E+02,1.212479E-02,3.219740E+01,1.471000E+02,1.226665E-02,3.541060E+01
f23,3.006000E+02,7.967920E-03,2.302230E+01,3.003000E+02,8.028463E-03,2.301907E+01,2.985000E+02,8.356730E-03,2.301633E+01,2.892000E+02,1.036207E-02,2.298653E+01,2.277000E+02,4.474249E-02,2.244984E+01
f123,2.824000E+02,1.213707E-02,2.295677E+01,2.822000E+02,1.217577E-02,2.296067E+01,2.816000E+02,1.231072E-02,2.297234E+01,2.795000E+02,1.279218E-02,2.300936E+01,2.723000E+02,1.469747E-02,2.314528E+01
kb1,2.538000E+02,1.209900E-02,2.303784E+01,2.052000E+02,1.194081E-02,2.312758E+01,1.786000E+02,1.180649E-02,2.308714E+01,1.609000E+02,1.168972E-02,2.297382E+01,1.479000E+02,1.158812E-02,2.281377E+01
kb2,2.727000E+02,1.307159E-02,3.200009E+01,2.770000E+02,1.249736E-02,2.662556E+01,2.845000E+02,1.206323E-02,2.186115E+01,2.983000E+02,1.173552E-02,1.766332E+01,3.284000E+02,1.149375E-02,1.397502E+01
kb3,2.018000E+02,1.346499E-02,2.264980E+01,1.590000E+02,1.669116E-02,2.171009E+01,1.379000E+02,2.201945E-02,2.058832E+01,1.249000E+02,2.915409E-02,1.935933E+01,1.154000E+02,3.613017E-02,1.797843E+01
ku1,1.192000E+02,1.134146E-02,2.203042E+01,1.306000E+02,1.143871E-02,2.243939E+01,1.466000E+02,1.157856E-02,2.279316E+01,1.714000E+02,1.176194E-02,2.305229E+01,2.193000E+02,1.199663E-02,2.311249E+01
ku2,4.034000E+02,7.682378E-03,2.254367E+01,3.182000E+02,1.031160E-02,2.281433E+01,2.582000E+02,1.384708E-02,2.306974E+01,2.150000E+02,1.859865E-02,2.331532E+01,1.834000E+02,2.508031E-02,2.355306E+01
ku3,1.013000E+02,4.691234E-02,1.508842E+01,1.077000E+02,4.256230E-02,1.648842E+01,1.197000E+02,3.433871E-02,1.859376E+01,1.376000E+02,2.334853E-02,2.054591E+01,1.750000E+02,1.525709E-02,2.219108E+01
bcoop12,2.683000E+02,1.575568E-02,3.457083E+01,2.746000E+02,1.352056E-02,2.772282E+01,2.847000E+02,1.185539E-02,2.184651E+01,3.005000E+02,1.056651E-02,1.689243E+01,3.266000E+02,9.539522E-03,1.278091E+01
bcoop23,2.780000E+02,1.202850E-02,3.517867E+01,2.799000E+02,1.183103E-02,2.700638E+01,2.849000E+02,1.264285E-02,2.020527E+01,2.955000E+02,1.483174E-02,1.466320E+01,3.197000E+02,1.915928E-02,1.022607E+01
bcoop13,2.277000E+02,1.202188E-02,2.313828E+01,1.775000E+02,1.178691E-02,2.318648E+01,1.517000E+02,1.159649E-02,2.302165E+01,1.351000E+02,1.144140E-02,2.274772E+01,1.232000E+02,1.131986E-02,2.240490E+01
bcoop123,2.688000E+02,1.560394E-02,3.344339E+01,2.765000E+02,1.312657E-02,2.615963E+01,2.899000E+02,1.131498E-02,2.003672E+01,3.128000E+02,9.922232E-03,1.500851E+01,3.544000E+02,8.810382E-03,1.096205E+01
ucoop12,3.939000E+02,7.560436E-03,2.235533E+01,3.339000E+02,8.862444E-03,2.260240E+01,2.993000E+02,1.055227E-02,2.281427E+01,2.773000E+02,1.284740E-02,2.301110E+01,2.623000E+02,1.617130E-02,2.320831E+01
ucoop23,4.409000E+02,1.591620E-02,2.197784E+01,3.523000E+02,1.300253E-02,2.237915E+01,3.055000E+02,1.195822E-02,2.271622E+01,2.785000E+02,1.231233E-02,2.300633E+01,2.615000E+02,1.410145E-02,2.327118E+01
ucoop13,1.222000E+02,1.138402E-02,2.236938E+01,1.338000E+02,1.148325E-02,2.271243E+01,1.496000E+02,1.161742E-02,2.299660E+01,1.740000E+02,1.178793E-02,2.317636E+01,2.200000E+02,1.200256E-02,2.316012E+01
ucoop123,3.154000E+02,9.527305E-03,2.267753E+01,2.961000E+02,1.069609E-02,2.282148E+01,2.821000E+02,1.217362E-02,2.296058E+01,2.718000E+02,1.410201E-02,2.309555E+01,2.640000E+02,1.673496E-02,2.324240E+01
