,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,3.811000E+02,5.545191E-02,5.006127E-01,3.375000E+02,5.726878E-02,7.850374E-01,3.060000E+02,6.607173E-02,1.019961E+00,2.813000E+02,8.367429E-02,1.180555E+00,2.580000E+02,1.252495E-01,1.165558E+00
gammam,2.688000E+02,1.127190E-01,1.137893E+00,2.870000E+02,7.591922E-02,1.161150E+00,3.074000E+02,5.961657E-02,1.026942E+00,3.350000E+02,5.105793E-02,8.134054E-01,3.748000E+02,4.857360E-02,5.320515E-01
gammamRNA,2.579000E+02,1.266614E-01,1.160170E+00,2.811000E+02,8.392641E-02,1.181489E+00,3.056000E+02,6.607093E-02,1.021842E+00,3.370000E+02,5.718319E-02,7.863657E-01,3.807000E+02,5.535805E-02,5.001520E-01
gammad,2.822000E+02,8.268832E-02,1.173068E+00,2.828000E+02,8.231807E-02,1.155719E+00,2.840000E+02,8.148914E-02,1.114816E+00,2.874000E+02,7.983270E-02,1.021750E+00,2.963000E+02,7.748463E-02,8.266742E-01
alphaass,3.838000E+02,5.005830E-02,4.909151E-01,3.405000E+02,5.178281E-02,7.824088E-01,3.101000E+02,6.024503E-02,1.009753E+00,2.872000E+02,7.661185E-02,1.158577E+00,2.667000E+02,1.134504E-01,1.149186E+00
alphadiss,2.672000E+02,1.162446E-01,1.128558E+00,2.872000E+02,7.580898E-02,1.162171E+00,3.089000E+02,5.810374E-02,1.022933E+00,3.381000E+02,4.876780E-02,7.992747E-01,3.798000E+02,4.618704E-02,5.065397E-01
phi0,3.808000E+02,5.543160E-02,5.023986E-01,3.380000E+02,5.718035E-02,7.809137E-01,3.070000E+02,6.561881E-02,1.012233E+00,2.826000E+02,8.224354E-02,1.174312E+00,2.601000E+02,1.199180E-01,1.178897E+00
f1,3.487000E+02,4.673684E-02,1.411060E+00,3.475000E+02,4.702145E-02,1.410394E+00,3.436000E+02,4.795613E-02,1.407749E+00,3.323000E+02,5.119608E-02,1.394424E+00,3.026000E+02,6.485731E-02,1.306219E+00
f2,2.821000E+02,8.271446E-02,1.177150E+00,2.821000E+02,8.282850E-02,1.176157E+00,2.819000E+02,8.342233E-02,1.170993E+00,2.810000E+02,8.653499E-02,1.144390E+00,2.761000E+02,1.035545E-01,1.012185E+00
f3,2.821000E+02,8.276743E-02,1.176690E+00,2.822000E+02,8.277021E-02,1.176670E+00,2.821000E+02,8.278883E-02,1.176538E+00,2.820000E+02,8.291582E-02,1.175632E+00,2.816000E+02,8.378996E-02,1.169423E+00
