,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,3.891E-01,2.114E+01,7.646E+02,5.065E-01,1.519E+01,9.988E+02,6.653E-01,1.106E+01,1.273E+03,8.916E-01,8.007E+00,1.595E+03,1.257E+00,5.565E+00,1.973E+03
gammam,1.129E+00,6.706E+00,1.122E+03,7.192E-01,1.078E+01,9.651E+02,4.809E-01,1.687E+01,7.942E+02,3.256E-01,2.714E+01,6.118E+02,2.206E-01,4.785E+01,4.180E+02
gammamRNA,1.089E+00,6.466E+00,1.819E+03,7.152E-01,1.020E+01,1.351E+03,4.932E-01,1.569E+01,9.737E+02,3.455E-01,2.482E+01,6.690E+02,2.430E-01,4.298E+01,4.163E+02
gammad,3.180E-01,2.325E+01,1.367E+03,3.167E-01,2.417E+01,1.106E+03,3.146E-01,2.584E+01,8.317E+02,3.112E-01,2.915E+01,5.691E+02,3.057E-01,3.698E+01,3.362E+02
alphaass,2.225E-01,4.719E+01,4.223E+02,3.272E-01,2.696E+01,6.142E+02,4.818E-01,1.683E+01,7.950E+02,7.181E-01,1.080E+01,9.645E+02,1.122E+00,6.748E+00,1.120E+03
alphadiss,1.120E+00,6.765E+00,1.120E+03,7.188E-01,1.079E+01,9.648E+02,4.830E-01,1.678E+01,7.961E+02,3.284E-01,2.684E+01,6.159E+02,2.234E-01,4.687E+01,4.244E+02
phi0,2.453E-01,4.228E+01,4.225E+02,3.480E-01,2.457E+01,6.746E+02,4.959E-01,1.558E+01,9.789E+02,7.179E-01,1.015E+01,1.355E+03,1.091E+00,6.453E+00,1.822E+03
f1,2.921E-01,3.096E+01,5.884E+02,2.927E-01,3.089E+01,5.885E+02,2.950E-01,3.061E+01,5.888E+02,3.048E-01,2.949E+01,5.898E+02,3.518E-01,2.505E+01,5.937E+02
f2,3.014E-01,2.987E+01,5.894E+02,3.014E-01,2.986E+01,5.894E+02,3.016E-01,2.985E+01,5.894E+02,3.027E-01,2.972E+01,5.896E+02,3.105E-01,2.887E+01,5.903E+02
f12,3.099E-01,6.700E+01,2.730E+02,3.103E-01,4.789E+01,3.724E+02,3.109E-01,3.688E+01,4.722E+02,3.115E-01,2.947E+01,5.777E+02,3.121E-01,2.411E+01,6.913E+02
kb1,3.417E-01,6.363E+01,5.505E+02,3.281E-01,3.449E+01,5.851E+02,2.865E-01,2.586E+01,5.928E+02,2.100E-01,2.349E+01,5.945E+02,1.333E-01,2.291E+01,5.950E+02
kb2,3.096E-01,3.827E+01,5.451E+02,3.176E-01,1.546E+01,6.759E+02,3.308E-01,7.344E+00,7.557E+02,3.544E-01,3.791E+00,8.069E+02,4.044E-01,1.980E+00,8.403E+02
ku1,1.310E-01,2.290E+01,5.950E+02,2.076E-01,2.346E+01,5.946E+02,2.851E-01,2.577E+01,5.929E+02,3.278E-01,3.428E+01,5.853E+02,3.417E-01,6.329E+01,5.509E+02
ku2,4.046E-01,1.978E+00,8.404E+02,3.544E-01,3.795E+00,8.068E+02,3.307E-01,7.371E+00,7.554E+02,3.175E-01,1.557E+01,6.750E+02,3.095E-01,3.877E+01,5.429E+02
bcoop,3.112E-01,3.217E+01,5.728E+02,3.158E-01,1.201E+01,7.083E+02,3.237E-01,5.501E+00,7.861E+02,3.386E-01,2.816E+00,8.330E+02,3.712E-01,1.493E+00,8.618E+02
ucoop,3.530E-01,1.986E+00,8.506E+02,3.321E-01,3.549E+00,8.188E+02,3.211E-01,6.687E+00,7.690E+02,3.147E-01,1.405E+01,6.895E+02,3.109E-01,3.565E+01,5.563E+02
