,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,3.322E+00,9.187E+01,4.104E+02,4.137E+00,6.685E+01,5.619E+02,5.194E+00,5.111E+01,7.221E+02,6.636E+00,3.944E+01,8.988E+02,8.846E+00,2.958E+01,1.096E+03
gammam,9.276E+00,3.244E+01,7.640E+02,6.692E+00,4.327E+01,6.952E+02,4.976E+00,5.637E+01,6.158E+02,3.720E+00,7.446E+01,5.235E+02,2.772E+00,1.041E+02,4.123E+02
gammamRNA,8.962E+00,2.920E+01,1.105E+03,6.660E+00,3.929E+01,9.014E+02,5.182E+00,5.125E+01,7.204E+02,4.105E+00,6.752E+01,5.564E+02,3.279E+00,9.397E+01,4.013E+02
gammad,4.949E+00,3.933E+01,2.373E+03,4.815E+00,4.193E+01,1.786E+03,4.630E+00,4.629E+01,1.278E+03,4.381E+00,5.410E+01,8.574E+02,4.060E+00,7.051E+01,5.173E+02
alphaass,2.780E+00,1.037E+02,4.136E+02,3.735E+00,7.416E+01,5.249E+02,5.001E+00,5.611E+01,6.173E+02,6.736E+00,4.303E+01,6.967E+02,9.362E+00,3.217E+01,7.656E+02
alphadiss,9.370E+00,3.215E+01,7.657E+02,6.758E+00,4.290E+01,6.975E+02,5.025E+00,5.587E+01,6.186E+02,3.757E+00,7.373E+01,5.268E+02,2.798E+00,1.029E+02,4.163E+02
phi0,3.289E+00,9.347E+01,4.034E+02,4.092E+00,6.780E+01,5.543E+02,5.131E+00,5.182E+01,7.133E+02,6.540E+00,4.003E+01,8.884E+02,8.677E+00,3.014E+01,1.084E+03
f1,4.100E+00,6.764E+01,5.562E+02,4.107E+00,6.747E+01,5.564E+02,4.133E+00,6.683E+01,5.571E+02,4.238E+00,6.433E+01,5.597E+02,4.719E+00,5.485E+01,5.695E+02
f2,4.103E+00,6.758E+01,5.563E+02,4.104E+00,6.755E+01,5.563E+02,4.111E+00,6.736E+01,5.565E+02,4.158E+00,6.622E+01,5.577E+02,4.476E+00,5.929E+01,5.649E+02
f12,4.095E+00,7.149E+01,5.244E+02,4.182E+00,4.706E+01,8.099E+02,4.300E+00,3.337E+01,1.153E+03,4.470E+00,2.438E+01,1.578E+03,4.734E+00,1.791E+01,2.107E+03
kb1,3.974E+00,4.772E+01,5.774E+02,2.922E+00,2.015E+01,6.029E+02,1.387E+00,1.447E+01,6.073E+02,5.081E-01,1.344E+01,6.081E+02,1.721E-01,1.325E+01,6.082E+02
kb2,4.069E+00,8.519E+01,5.033E+02,4.164E+00,5.080E+01,6.157E+02,4.308E+00,3.298E+01,6.915E+02,4.542E+00,2.206E+01,7.456E+02,4.986E+00,1.459E+01,7.849E+02
ku1,2.085E+00,1.609E+01,6.061E+02,2.899E+00,1.998E+01,6.031E+02,3.565E+00,2.864E+01,5.958E+02,3.970E+00,4.739E+01,5.777E+02,4.171E+00,9.088E+01,5.302E+02
ku2,4.994E+00,1.451E+01,7.854E+02,4.545E+00,2.197E+01,7.460E+02,4.309E+00,3.288E+01,6.920E+02,4.165E+00,5.069E+01,6.161E+02,4.069E+00,8.509E+01,5.036E+02
bcoop,4.070E+00,8.344E+01,5.074E+02,4.172E+00,5.011E+01,6.198E+02,4.325E+00,3.266E+01,6.967E+02,4.575E+00,2.189E+01,7.523E+02,5.049E+00,1.448E+01,7.933E+02
ucoop,5.027E+00,1.469E+01,7.922E+02,4.563E+00,2.220E+01,7.507E+02,4.318E+00,3.316E+01,6.943E+02,4.167E+00,5.103E+01,6.161E+02,4.066E+00,8.555E+01,5.014E+02
