,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,6.320E-01,4.151E+01,4.204E+02,7.402E-01,2.465E+01,6.811E+02,8.820E-01,1.573E+01,1.011E+03,1.082E+00,1.020E+01,1.438E+03,1.414E+00,6.400E+00,1.994E+03
gammam,1.393E+00,6.595E+00,1.770E+03,1.069E+00,1.051E+01,1.324E+03,8.714E-01,1.625E+01,9.554E+02,7.311E-01,2.559E+01,6.538E+02,6.238E-01,4.358E+01,4.050E+02
gammamRNA,1.398E+00,6.517E+00,1.972E+03,1.070E+00,1.043E+01,1.414E+03,8.714E-01,1.618E+01,9.871E+02,7.306E-01,2.560E+01,6.582E+02,6.231E-01,4.396E+01,3.982E+02
gammad,6.862E-01,3.025E+01,6.192E+02,6.858E-01,3.053E+01,5.960E+02,6.849E-01,3.124E+01,5.466E+02,6.827E-01,3.309E+01,4.527E+02,6.777E-01,3.863E+01,3.061E+02
alphaass,6.259E-01,4.299E+01,4.101E+02,7.336E-01,2.534E+01,6.596E+02,8.746E-01,1.611E+01,9.620E+02,1.073E+00,1.042E+01,1.332E+03,1.400E+00,6.536E+00,1.778E+03
alphadiss,1.391E+00,6.608E+00,1.768E+03,1.070E+00,1.049E+01,1.326E+03,8.734E-01,1.616E+01,9.597E+02,7.335E-01,2.535E+01,6.594E+02,6.264E-01,4.286E+01,4.113E+02
phi0,6.255E-01,4.328E+01,4.042E+02,7.314E-01,2.552E+01,6.601E+02,8.695E-01,1.627E+01,9.828E+02,1.063E+00,1.057E+01,1.400E+03,1.376E+00,6.680E+00,1.941E+03
f1,5.976E-01,3.306E+01,5.472E+02,6.143E-01,3.267E+01,5.475E+02,6.559E-01,3.178E+01,5.484E+02,7.705E-01,2.971E+01,5.503E+02,1.191E+00,2.477E+01,5.548E+02
f2,6.849E-01,3.121E+01,5.489E+02,6.849E-01,3.121E+01,5.489E+02,6.850E-01,3.121E+01,5.489E+02,6.851E-01,3.120E+01,5.489E+02,6.860E-01,3.118E+01,5.489E+02
f12,6.814E-01,3.464E+01,4.973E+02,7.087E-01,1.860E+01,8.890E+02,7.483E-01,1.087E+01,1.439E+03,8.106E-01,6.512E+00,2.222E+03,9.264E-01,3.813E+00,3.335E+03
kb1,6.854E+00,2.914E+01,5.483E+02,3.334E+00,3.053E+01,5.487E+02,1.707E+00,3.100E+01,5.489E+02,8.993E-01,3.117E+01,5.489E+02,4.851E-01,3.123E+01,5.489E+02
kb2,6.639E-01,5.806E+01,4.579E+02,6.887E-01,2.864E+01,5.599E+02,7.259E-01,1.521E+01,6.302E+02,7.865E-01,8.252E+00,6.817E+02,9.038E-01,4.369E+00,7.204E+02
ku1,1.030E-01,3.127E+01,5.489E+02,2.387E-01,3.126E+01,5.489E+02,5.989E-01,3.122E+01,5.489E+02,1.593E+00,3.103E+01,5.489E+02,4.546E+00,3.011E+01,5.486E+02
ku2,9.079E-01,4.302E+00,7.211E+02,7.877E-01,8.173E+00,6.824E+02,7.263E-01,1.513E+01,6.307E+02,6.887E-01,2.862E+01,5.600E+02,6.638E-01,5.833E+01,4.571E+02
bcoop,6.637E-01,5.838E+01,4.570E+02,6.886E-01,2.870E+01,5.597E+02,7.259E-01,1.520E+01,6.303E+02,7.869E-01,8.228E+00,6.819E+02,9.053E-01,4.344E+00,7.207E+02
ucoop,8.296E-01,6.190E+00,7.010E+02,7.566E-01,1.070E+01,6.616E+02,7.124E-01,1.848E+01,6.106E+02,6.829E-01,3.277E+01,5.425E+02,6.620E-01,6.242E+01,4.459E+02
