,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,7.675E-01,9.698E+01,4.925E+02,1.218E+00,6.889E+01,7.391E+02,1.934E+00,5.121E+01,1.045E+03,3.098E+00,3.811E+01,1.438E+03,5.165E+00,2.711E+01,1.945E+03
gammam,7.333E+00,2.983E+01,9.166E+02,4.333E+00,4.013E+01,8.525E+02,2.453E+00,5.298E+01,7.646E+02,1.305E+00,7.126E+01,6.470E+02,6.581E-01,1.021E+02,4.925E+02
gammamRNA,5.109E+00,2.732E+01,1.934E+03,3.072E+00,3.832E+01,1.430E+03,1.920E+00,5.145E+01,1.040E+03,1.210E+00,6.919E+01,7.352E+02,7.631E-01,9.746E+01,4.897E+02
gammad,1.055E+00,5.980E+01,1.444E+03,1.016E+00,6.414E+01,1.130E+03,9.668E-01,7.083E+01,8.586E+02,9.051E-01,8.175E+01,6.273E+02,8.309E-01,1.022E+02,4.280E+02
alphaass,5.019E-01,1.221E+02,4.200E+02,7.729E-01,9.307E+01,5.318E+02,1.173E+00,7.503E+01,6.250E+02,1.747E+00,6.208E+01,7.040E+02,2.544E+00,5.208E+01,7.708E+02
alphadiss,2.550E+00,5.202E+01,7.712E+02,1.964E+00,5.877E+01,7.257E+02,1.388E+00,6.918E+01,6.595E+02,9.054E-01,8.549E+01,5.685E+02,5.537E-01,1.139E+02,4.474E+02
phi0,7.591E-01,9.790E+01,4.871E+02,1.205E+00,6.940E+01,7.326E+02,1.913E+00,5.157E+01,1.037E+03,3.063E+00,3.839E+01,1.427E+03,5.096E+00,2.737E+01,1.931E+03
f1,8.834E-01,8.660E+01,5.629E+02,8.835E-01,8.658E+01,5.630E+02,8.840E-01,8.640E+01,5.632E+02,8.877E-01,8.519E+01,5.647E+02,9.137E-01,7.723E+01,5.747E+02
f2,8.835E-01,8.659E+01,5.630E+02,8.835E-01,8.657E+01,5.630E+02,8.840E-01,8.642E+01,5.632E+02,8.871E-01,8.537E+01,5.645E+02,9.093E-01,7.849E+01,5.731E+02
f12,8.828E-01,1.201E+02,3.801E+02,8.832E-01,9.679E+01,4.911E+02,8.836E-01,8.151E+01,6.071E+02,8.841E-01,7.019E+01,7.341E+02,8.847E-01,6.128E+01,8.758E+02
kb1,8.835E-01,8.318E+01,5.670E+02,8.861E-01,3.740E+01,6.195E+02,8.925E-01,1.805E+01,6.390E+02,9.095E-01,8.868E+00,6.468E+02,9.605E-01,4.257E+00,6.499E+02
kb2,8.835E-01,8.229E+01,5.683E+02,8.864E-01,3.733E+01,6.227E+02,8.935E-01,1.816E+01,6.434E+02,9.120E-01,8.989E+00,6.518E+02,9.664E-01,4.334E+00,6.553E+02
ku1,9.609E-01,4.243E+00,6.499E+02,9.096E-01,8.843E+00,6.468E+02,8.926E-01,1.800E+01,6.391E+02,8.861E-01,3.732E+01,6.196E+02,8.835E-01,8.299E+01,5.672E+02
ku2,9.756E-01,4.043E+00,6.555E+02,9.182E-01,7.845E+00,6.527E+02,8.972E-01,1.477E+01,6.467E+02,8.885E-01,2.794E+01,6.333E+02,8.847E-01,5.471E+01,6.022E+02
bcoop,8.822E-01,1.439E+02,4.781E+02,8.830E-01,9.883E+01,5.441E+02,8.841E-01,7.184E+01,5.861E+02,8.856E-01,5.371E+01,6.150E+02,8.876E-01,4.083E+01,6.355E+02
ucoop,8.925E-01,2.685E+01,6.573E+02,8.884E-01,3.779E+01,6.404E+02,8.856E-01,5.404E+01,6.145E+02,8.837E-01,7.961E+01,5.739E+02,8.825E-01,1.248E+02,5.054E+02
