,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,4.755E+00,1.212E+02,4.259E+02,5.514E+00,8.835E+01,5.372E+02,6.512E+00,6.675E+01,6.416E+02,7.919E+00,5.034E+01,7.452E+02,1.021E+01,3.642E+01,8.506E+02
gammam,9.839E+00,3.865E+01,8.062E+02,7.698E+00,5.280E+01,7.159E+02,6.348E+00,6.960E+01,6.243E+02,5.379E+00,9.171E+01,5.294E+02,4.637E+00,1.253E+02,4.252E+02
gammamRNA,1.071E+01,3.442E+01,8.663E+02,8.145E+00,4.848E+01,7.585E+02,6.640E+00,6.479E+01,6.528E+02,5.591E+00,8.613E+01,5.466E+02,4.801E+00,1.183E+02,4.341E+02
gammad,6.116E+00,7.496E+01,5.849E+02,6.046E+00,8.018E+01,5.269E+02,5.967E+00,8.737E+01,4.647E+02,5.878E+00,9.794E+01,3.975E+02,5.779E+00,1.157E+02,3.218E+02
alphaass,4.651E+00,1.244E+02,4.276E+02,5.401E+00,9.103E+01,5.320E+02,6.383E+00,6.901E+01,6.272E+02,7.758E+00,5.225E+01,7.192E+02,9.960E+00,3.809E+01,8.100E+02
alphadiss,1.030E+01,3.660E+01,8.199E+02,7.872E+00,5.124E+01,7.253E+02,6.411E+00,6.855E+01,6.295E+02,5.386E+00,9.149E+01,5.303E+02,4.611E+00,1.270E+02,4.208E+02
phi0,4.814E+00,1.176E+02,4.363E+02,5.593E+00,8.609E+01,5.468E+02,6.621E+00,6.507E+01,6.512E+02,8.086E+00,4.894E+01,7.552E+02,1.054E+01,3.509E+01,8.611E+02
f1,6.140E+00,7.335E+01,6.063E+02,6.142E+00,7.322E+01,6.070E+02,6.155E+00,7.254E+01,6.108E+02,6.220E+00,6.923E+01,6.299E+02,6.590E+00,5.537E+01,7.239E+02
f2,5.754E+00,1.046E+02,4.697E+02,6.164E+00,7.202E+01,6.137E+02,6.712E+00,5.200E+01,7.508E+02,7.504E+00,3.777E+01,8.877E+02,8.849E+00,2.653E+01,1.027E+03
f12,6.133E+00,7.874E+01,4.347E+02,6.133E+00,7.873E+01,4.349E+02,6.133E+00,7.865E+01,4.366E+02,6.134E+00,7.812E+01,4.486E+02,6.138E+00,7.483E+01,5.437E+02
kb1,6.304E+00,5.391E+01,1.525E+03,6.300E+00,5.419E+01,1.487E+03,6.290E+00,5.500E+01,1.389E+03,6.263E+00,5.744E+01,1.169E+03,6.188E+00,6.592E+01,7.749E+02
kb2,5.607E+00,1.163E+02,4.764E+02,6.000E+00,8.095E+01,5.792E+02,6.524E+00,5.849E+01,6.667E+02,7.272E+00,4.237E+01,7.451E+02,8.503E+00,2.978E+01,8.170E+02
ku1,6.074E+00,8.915E+01,4.189E+02,6.138E+00,7.376E+01,5.984E+02,6.185E+00,6.630E+01,7.639E+02,6.219E+00,6.201E+01,9.141E+02,6.244E+00,5.933E+01,1.046E+03
ku2,8.474E+00,2.999E+01,8.158E+02,7.217E+00,4.323E+01,7.405E+02,6.461E+00,6.046E+01,6.580E+02,5.936E+00,8.508E+01,5.653E+02,5.543E+00,1.258E+02,4.537E+02
bcoop,6.150E+00,6.901E+01,6.738E+02,6.171E+00,6.124E+01,7.831E+02,6.224E+00,4.987E+01,8.947E+02,6.357E+00,3.653E+01,9.689E+02,6.741E+00,2.352E+01,1.007E+03
ucoop,6.144E+00,7.141E+01,6.363E+02,6.138E+00,7.494E+01,5.805E+02,6.135E+00,7.640E+01,5.579E+02,6.134E+00,7.696E+01,5.493E+02,6.134E+00,7.717E+01,5.462E+02
